	Syncephalastrum_racemosum_CBS_440.59_Plus.aa	Syncephalastrum_racemosum_CBS_441.59-.aa
OG0000121	GBNXA_004789-T1, GBNXA_006437-T1	GBNXB_011841-T1, GBNXB_013052-T1, GBNXB_014604-T1, GBNXB_015649-T1, GBNXB_021275-T1
OG0000122	GBNXA_005041-T1, GBNXA_006396-T1, GBNXA_008763-T1	GBNXB_001614-T1, GBNXB_007935-T1, GBNXB_011594-T1, GBNXB_017709-T1
OG0000123	GBNXA_005097-T1, GBNXA_006001-T1, GBNXA_009013-T1	GBNXB_003589-T1, GBNXB_005209-T1, GBNXB_005212-T1, GBNXB_021340-T1
OG0000124	GBNXA_005196-T1, GBNXA_009354-T1	GBNXB_002017-T1, GBNXB_002850-T1, GBNXB_004134-T1, GBNXB_007035-T1, GBNXB_020292-T1
OG0000125	GBNXA_005814-T1, GBNXA_009284-T1	GBNXB_000782-T1, GBNXB_009464-T1, GBNXB_010540-T1, GBNXB_014809-T1, GBNXB_019391-T1
OG0000126	GBNXA_006220-T1, GBNXA_008208-T1	GBNXB_009263-T1, GBNXB_009371-T1, GBNXB_011276-T1, GBNXB_011278-T1, GBNXB_013267-T1
OG0000127	GBNXA_006469-T1, GBNXA_009565-T1, GBNXA_009606-T1	GBNXB_002533-T1, GBNXB_005126-T1, GBNXB_007818-T1, GBNXB_015978-T1
OG0000128	GBNXA_008084-T1, GBNXA_009042-T1	GBNXB_005104-T1, GBNXB_006977-T1, GBNXB_011335-T1, GBNXB_021824-T1, GBNXB_021825-T1
OG0000129	GBNXA_000044-T1	GBNXB_003821-T1, GBNXB_004439-T1, GBNXB_007656-T1, GBNXB_014539-T1, GBNXB_022068-T1
OG0000130	GBNXA_000058-T1, GBNXA_003928-T1	GBNXB_006296-T1, GBNXB_014556-T1, GBNXB_015088-T1, GBNXB_020892-T1
OG0000131	GBNXA_000106-T1, GBNXA_003260-T1	GBNXB_003214-T1, GBNXB_003251-T1, GBNXB_008782-T1, GBNXB_010307-T1
OG0000132	GBNXA_000141-T1, GBNXA_009394-T1	GBNXB_003888-T1, GBNXB_005094-T1, GBNXB_011755-T1, GBNXB_016190-T1
OG0000133	GBNXA_000191-T1, GBNXA_003543-T1	GBNXB_010056-T1, GBNXB_011265-T1, GBNXB_016470-T1, GBNXB_017558-T1
OG0000134	GBNXA_000194-T1, GBNXA_005490-T1	GBNXB_007577-T1, GBNXB_016471-T1, GBNXB_017561-T1, GBNXB_019502-T1
OG0000135	GBNXA_000215-T1, GBNXA_000216-T1, GBNXA_000218-T1	GBNXB_011244-T1, GBNXB_011246-T1, GBNXB_011249-T1
OG0000136	GBNXA_000241-T1, GBNXA_004176-T1	GBNXB_001737-T1, GBNXB_014286-T1, GBNXB_019012-T1, GBNXB_020462-T1
OG0000137	GBNXA_000327-T1, GBNXA_003794-T1	GBNXB_006146-T1, GBNXB_006934-T1, GBNXB_013171-T1, GBNXB_020300-T1
OG0000138	GBNXA_000343-T1, GBNXA_009347-T1	GBNXB_004125-T1, GBNXB_013190-T1, GBNXB_019428-T1, GBNXB_020953-T1
OG0000139	GBNXA_000362-T1, GBNXA_008982-T1	GBNXB_001279-T1, GBNXB_003463-T1, GBNXB_007710-T1, GBNXB_013213-T1
OG0000140	GBNXA_000364-T1, GBNXA_003815-T1	GBNXB_003137-T1, GBNXB_006665-T1, GBNXB_013215-T1, GBNXB_021352-T1
OG0000141	GBNXA_000410-T1, GBNXA_002001-T1, GBNXA_003108-T1	GBNXB_006791-T1, GBNXB_009212-T1, GBNXB_019385-T1
OG0000142	GBNXA_000422-T1, GBNXA_003214-T1, GBNXA_006242-T1	GBNXB_002461-T1, GBNXB_006027-T1, GBNXB_019259-T1
OG0000143	GBNXA_000469-T1, GBNXA_004719-T1	GBNXB_010342-T1, GBNXB_013884-T1, GBNXB_015574-T1, GBNXB_019000-T1
OG0000144	GBNXA_000479-T1, GBNXA_008448-T1	GBNXB_001622-T1, GBNXB_002317-T1, GBNXB_005517-T1, GBNXB_020213-T1
OG0000145	GBNXA_000504-T1, GBNXA_000714-T1	GBNXB_012077-T1, GBNXB_014893-T1, GBNXB_017737-T1, GBNXB_019875-T1
OG0000146	GBNXA_000560-T1, GBNXA_007492-T1	GBNXB_010526-T1, GBNXB_010527-T1, GBNXB_012517-T1, GBNXB_018053-T1
OG0000147	GBNXA_000665-T1, GBNXA_003860-T1, GBNXA_008392-T1	GBNXB_006108-T1, GBNXB_006272-T1, GBNXB_007783-T1
OG0000148	GBNXA_000681-T1, GBNXA_008999-T1	GBNXB_003774-T1, GBNXB_008496-T1, GBNXB_011907-T1, GBNXB_015259-T1
OG0000149	GBNXA_000689-T1, GBNXA_003262-T1, GBNXA_004498-T1	GBNXB_001597-T1, GBNXB_012974-T1, GBNXB_016109-T1
OG0000150	GBNXA_000699-T1, GBNXA_002988-T1, GBNXA_004851-T1	GBNXB_004120-T1, GBNXB_009544-T1, GBNXB_020370-T1
OG0000151	GBNXA_000775-T1, GBNXA_005883-T1	GBNXB_009170-T1, GBNXB_018396-T1, GBNXB_019793-T1, GBNXB_020112-T1
OG0000152	GBNXA_000798-T1, GBNXA_002047-T1, GBNXA_003899-T1	GBNXB_003035-T1, GBNXB_014763-T1, GBNXB_016367-T1
OG0000153	GBNXA_000832-T1, GBNXA_004632-T1	GBNXB_005299-T1, GBNXB_010427-T1, GBNXB_010622-T1, GBNXB_017715-T1
OG0000154	GBNXA_000870-T1, GBNXA_001997-T1	GBNXB_001649-T1, GBNXB_011017-T1, GBNXB_017807-T1, GBNXB_021712-T1
OG0000155	GBNXA_000902-T1, GBNXA_004293-T1, GBNXA_005482-T1	GBNXB_002137-T1, GBNXB_005800-T1, GBNXB_020851-T1
OG0000156	GBNXA_001001-T1, GBNXA_005724-T1	GBNXB_011695-T1, GBNXB_013926-T1, GBNXB_014136-T1, GBNXB_014138-T1
OG0000157	GBNXA_001043-T1, GBNXA_001966-T1, GBNXA_006883-T1	GBNXB_000293-T1, GBNXB_000902-T1, GBNXB_015264-T1
OG0000158	GBNXA_001097-T1, GBNXA_007814-T1, GBNXA_009015-T1	GBNXB_003792-T1, GBNXB_007988-T1, GBNXB_013976-T1
OG0000159	GBNXA_001100-T1, GBNXA_003855-T1	GBNXB_004017-T1, GBNXB_006117-T1, GBNXB_013589-T1, GBNXB_013980-T1
OG0000160	GBNXA_001115-T1, GBNXA_003285-T1	GBNXB_004385-T1, GBNXB_008357-T1, GBNXB_017101-T1, GBNXB_021471-T1
OG0000161	GBNXA_001261-T1, GBNXA_005312-T1	GBNXB_002995-T1, GBNXB_008228-T1, GBNXB_008620-T1, GBNXB_020421-T1
OG0000162	GBNXA_001295-T1, GBNXA_001573-T1, GBNXA_005982-T1	GBNXB_008146-T1, GBNXB_014018-T1, GBNXB_015520-T1
OG0000163	GBNXA_001302-T1, GBNXA_008427-T1	GBNXB_004073-T1, GBNXB_008136-T1, GBNXB_011104-T1, GBNXB_011677-T1
OG0000164	GBNXA_001308-T1, GBNXA_005813-T1	GBNXB_004667-T1, GBNXB_008129-T1, GBNXB_009465-T1, GBNXB_013096-T1
OG0000165	GBNXA_001392-T1, GBNXA_006535-T1	GBNXB_010008-T1, GBNXB_017340-T1, GBNXB_019133-T1, GBNXB_021916-T1
OG0000166	GBNXA_001416-T1, GBNXA_001972-T1	GBNXB_007873-T1, GBNXB_009988-T1, GBNXB_012749-T1, GBNXB_017362-T1
OG0000167	GBNXA_001460-T1, GBNXA_006478-T1	GBNXB_014988-T1, GBNXB_015795-T1, GBNXB_015970-T1, GBNXB_020956-T1
OG0000168	GBNXA_001472-T1, GBNXA_002685-T1	GBNXB_002830-T1, GBNXB_015708-T1, GBNXB_015781-T1, GBNXB_020593-T1
OG0000169	GBNXA_001616-T1, GBNXA_004195-T1	GBNXB_009584-T1, GBNXB_013869-T1, GBNXB_019585-T1, GBNXB_021247-T1
OG0000170	GBNXA_001634-T1, GBNXA_003615-T1, GBNXA_004913-T1	GBNXB_011683-T1, GBNXB_018427-T1, GBNXB_021557-T1
OG0000171	GBNXA_001729-T1, GBNXA_009262-T1	GBNXB_007860-T1, GBNXB_011612-T1, GBNXB_012944-T1, GBNXB_018291-T1
OG0000172	GBNXA_001783-T1, GBNXA_002662-T1	GBNXB_007368-T1, GBNXB_008270-T1, GBNXB_018209-T1, GBNXB_021428-T1
OG0000173	GBNXA_001810-T1, GBNXA_005280-T1	GBNXB_001944-T1, GBNXB_002047-T1, GBNXB_002270-T1, GBNXB_006732-T1
OG0000174	GBNXA_001904-T1, GBNXA_002153-T1	GBNXB_008553-T1, GBNXB_012312-T1, GBNXB_012327-T1, GBNXB_015010-T1
OG0000175	GBNXA_001936-T1, GBNXA_004523-T1, GBNXA_009766-T1	GBNXB_019088-T1, GBNXB_020431-T1, GBNXB_021371-T1
OG0000176	GBNXA_001965-T1, GBNXA_002606-T1, GBNXA_004261-T1	GBNXB_002418-T1, GBNXB_006622-T1, GBNXB_017573-T1
OG0000177	GBNXA_001991-T1, GBNXA_005770-T1	GBNXB_005485-T1, GBNXB_006697-T1, GBNXB_017802-T1, GBNXB_018856-T1
OG0000178	GBNXA_002049-T1, GBNXA_009792-T1	GBNXB_000779-T1, GBNXB_008550-T1, GBNXB_014347-T1, GBNXB_015165-T1
OG0000179	GBNXA_002202-T1, GBNXA_008124-T1, GBNXA_008442-T1	GBNXB_004049-T1, GBNXB_011385-T1, GBNXB_015378-T1
OG0000180	GBNXA_002236-T1, GBNXA_002960-T1	GBNXB_002307-T1, GBNXB_006494-T1, GBNXB_010977-T1, GBNXB_014801-T1
OG0000181	GBNXA_002334-T1, GBNXA_003629-T1, GBNXA_003953-T1	GBNXB_005808-T1, GBNXB_006328-T1, GBNXB_017677-T1
OG0000182	GBNXA_002353-T1, GBNXA_009610-T1	GBNXB_002062-T1, GBNXB_003360-T1, GBNXB_005134-T1, GBNXB_014341-T1
OG0000183	GBNXA_002370-T1, GBNXA_004617-T1	GBNXB_000995-T1, GBNXB_003282-T1, GBNXB_003358-T1, GBNXB_005272-T1
OG0000184	GBNXA_002434-T1, GBNXA_003377-T1	GBNXB_002604-T1, GBNXB_005532-T1, GBNXB_009077-T1, GBNXB_018673-T1
OG0000185	GBNXA_002450-T1, GBNXA_003956-T1	GBNXB_001274-T1, GBNXB_001590-T1, GBNXB_006324-T1, GBNXB_021979-T1
OG0000186	GBNXA_002457-T1, GBNXA_002458-T1, GBNXA_008630-T1	GBNXB_000862-T1, GBNXB_014770-T1, GBNXB_021972-T1
OG0000187	GBNXA_002474-T1, GBNXA_005574-T1	GBNXB_003721-T1, GBNXB_006402-T1, GBNXB_006709-T1, GBNXB_021996-T1
OG0000188	GBNXA_002502-T1, GBNXA_008297-T1	GBNXB_001350-T1, GBNXB_004470-T1, GBNXB_015347-T1, GBNXB_019898-T1
OG0000189	GBNXA_002547-T1, GBNXA_005285-T1	GBNXB_006736-T1, GBNXB_007354-T1, GBNXB_015103-T1, GBNXB_018600-T1
OG0000190	GBNXA_002823-T1, GBNXA_008499-T1	GBNXB_004362-T1, GBNXB_004668-T1, GBNXB_007013-T1, GBNXB_022050-T1
OG0000191	GBNXA_002905-T1, GBNXA_007776-T1	GBNXB_002465-T1, GBNXB_002976-T1, GBNXB_009187-T1, GBNXB_015319-T1
OG0000192	GBNXA_003042-T1, GBNXA_003457-T1	GBNXB_009714-T1, GBNXB_019418-T1, GBNXB_019419-T1, GBNXB_021617-T1
OG0000193	GBNXA_003119-T1, GBNXA_006680-T1	GBNXB_000518-T1, GBNXB_006773-T1, GBNXB_015559-T1, GBNXB_020272-T1
OG0000194	GBNXA_003154-T1, GBNXA_003155-T1, GBNXA_003338-T1	GBNXB_002553-T1, GBNXB_010758-T1, GBNXB_019212-T1
OG0000195	GBNXA_003231-T1, GBNXA_007010-T1	GBNXB_012431-T1, GBNXB_013727-T1, GBNXB_016764-T1, GBNXB_018691-T1
OG0000196	GBNXA_003236-T1, GBNXA_009103-T1	GBNXB_000768-T1, GBNXB_014380-T1, GBNXB_018685-T1, GBNXB_019051-T1
OG0000197	GBNXA_003257-T1, GBNXA_005501-T1, GBNXA_009407-T1	GBNXB_010311-T1, GBNXB_012811-T1, GBNXB_016208-T1
OG0000198	GBNXA_003300-T1, GBNXA_008145-T1	GBNXB_001940-T1, GBNXB_009100-T1, GBNXB_015919-T1, GBNXB_018014-T1
OG0000199	GBNXA_003312-T1, GBNXA_004289-T1	GBNXB_008919-T1, GBNXB_014361-T1, GBNXB_014945-T1, GBNXB_020848-T1
OG0000200	GBNXA_003332-T1, GBNXA_003334-T1, GBNXA_003352-T1	GBNXB_002548-T1, GBNXB_002568-T1, GBNXB_008863-T1
OG0000201	GBNXA_003391-T1, GBNXA_008452-T1	GBNXB_002623-T1, GBNXB_007365-T1, GBNXB_016532-T1, GBNXB_021050-T1
OG0000202	GBNXA_003504-T1, GBNXA_005967-T1	GBNXB_000378-T1, GBNXB_002129-T1, GBNXB_010725-T1, GBNXB_019281-T1
OG0000203	GBNXA_003574-T1, GBNXA_006085-T1	GBNXB_001072-T1, GBNXB_004511-T1, GBNXB_016421-T1, GBNXB_016423-T1
OG0000204	GBNXA_003650-T1, GBNXA_003652-T1, GBNXA_008664-T1	GBNXB_006355-T1, GBNXB_010248-T1, GBNXB_014253-T1
OG0000205	GBNXA_003686-T1, GBNXA_008114-T1	GBNXB_011372-T1, GBNXB_014828-T1, GBNXB_016876-T1, GBNXB_021195-T1
OG0000206	GBNXA_003875-T1, GBNXA_007366-T1	GBNXB_001143-T1, GBNXB_006083-T1, GBNXB_020358-T1, GBNXB_020412-T1
OG0000207	GBNXA_004052-T1, GBNXA_008274-T1	GBNXB_001867-T1, GBNXB_003991-T1, GBNXB_004729-T1, GBNXB_020621-T1
OG0000208	GBNXA_004129-T1, GBNXA_005235-T1, GBNXA_005236-T1	GBNXB_002041-T1, GBNXB_020681-T1, GBNXB_020682-T1
OG0000209	GBNXA_004265-T1, GBNXA_004387-T1	GBNXB_006628-T1, GBNXB_009043-T1, GBNXB_011794-T1, GBNXB_019251-T1
OG0000210	GBNXA_004335-T1, GBNXA_009014-T1, GBNXA_009799-T1	GBNXB_003790-T1, GBNXB_008540-T1, GBNXB_019538-T1
OG0000211	GBNXA_004350-T1, GBNXA_008881-T1	GBNXB_008332-T1, GBNXB_012135-T1, GBNXB_014378-T1, GBNXB_019563-T1
OG0000212	GBNXA_004392-T1, GBNXA_008472-T1	GBNXB_009031-T1, GBNXB_009766-T1, GBNXB_011547-T1, GBNXB_018358-T1
OG0000213	GBNXA_004456-T1, GBNXA_007564-T1	GBNXB_003506-T1, GBNXB_008532-T1, GBNXB_013736-T1, GBNXB_017240-T1
OG0000214	GBNXA_004505-T1, GBNXA_004874-T1	GBNXB_003414-T1, GBNXB_009626-T1, GBNXB_012984-T1, GBNXB_013319-T1
OG0000215	GBNXA_004532-T1, GBNXA_005218-T1	GBNXB_003772-T1, GBNXB_005240-T1, GBNXB_006963-T1, GBNXB_015436-T1
OG0000216	GBNXA_004573-T1, GBNXA_006107-T1	GBNXB_001016-T1, GBNXB_009932-T1, GBNXB_013795-T1, GBNXB_020328-T1
OG0000217	GBNXA_004663-T1, GBNXA_009249-T1	GBNXB_007919-T1, GBNXB_011076-T1, GBNXB_017155-T1, GBNXB_018393-T1
OG0000218	GBNXA_004862-T1, GBNXA_004863-T1, GBNXA_006278-T1	GBNXB_009641-T1, GBNXB_009642-T1, GBNXB_017885-T1
OG0000219	GBNXA_004909-T1, GBNXA_007133-T1	GBNXB_004085-T1, GBNXB_005948-T1, GBNXB_013046-T1, GBNXB_018430-T1
OG0000220	GBNXA_004927-T1, GBNXA_009555-T1	GBNXB_000805-T1, GBNXB_005161-T1, GBNXB_007808-T1, GBNXB_011464-T1
OG0000221	GBNXA_004973-T1, GBNXA_007005-T1	GBNXB_004466-T1, GBNXB_010151-T1, GBNXB_013721-T1, GBNXB_019727-T1
OG0000222	GBNXA_005012-T1, GBNXA_005270-T1	GBNXB_006721-T1, GBNXB_014045-T1, GBNXB_018896-T1, GBNXB_019670-T1
OG0000223	GBNXA_005231-T1, GBNXA_008883-T1	GBNXB_001721-T1, GBNXB_003754-T1, GBNXB_012133-T1, GBNXB_018413-T1
OG0000224	GBNXA_005245-T1, GBNXA_009039-T1	GBNXB_006480-T1, GBNXB_006971-T1, GBNXB_011167-T1, GBNXB_015202-T1
OG0000225	GBNXA_005368-T1, GBNXA_007654-T1	GBNXB_000727-T1, GBNXB_002988-T1, GBNXB_012015-T1, GBNXB_014048-T1
OG0000226	GBNXA_005486-T1, GBNXA_007958-T1	GBNXB_001249-T1, GBNXB_007570-T1, GBNXB_011905-T1, GBNXB_013844-T1
OG0000227	GBNXA_005660-T1, GBNXA_007252-T1	GBNXB_011023-T1, GBNXB_012554-T1, GBNXB_017961-T1, GBNXB_020529-T1
OG0000228	GBNXA_005731-T1, GBNXA_006428-T1	GBNXB_010706-T1, GBNXB_010825-T1, GBNXB_011853-T1, GBNXB_018416-T1
OG0000229	GBNXA_005985-T1, GBNXA_009166-T1	GBNXB_005944-T1, GBNXB_014671-T1, GBNXB_015517-T1, GBNXB_020889-T1
OG0000230	GBNXA_006134-T1, GBNXA_008677-T1	GBNXB_003942-T1, GBNXB_012779-T1, GBNXB_013808-T1, GBNXB_018634-T1
OG0000231	GBNXA_006167-T1, GBNXA_006946-T1, GBNXA_009381-T1	GBNXB_002355-T1, GBNXB_005849-T1, GBNXB_016173-T1
OG0000232	GBNXA_006412-T1, GBNXA_008895-T1	GBNXB_011882-T1, GBNXB_012116-T1, GBNXB_012920-T1, GBNXB_013428-T1
OG0000233	GBNXA_007228-T1, GBNXA_008720-T1, GBNXA_008721-T1	GBNXB_016960-T1, GBNXB_016961-T1, GBNXB_020664-T1
OG0000234	GBNXA_007570-T1, GBNXA_007571-T1, GBNXA_007572-T1	GBNXB_010180-T1, GBNXB_010182-T1, GBNXB_010183-T1
OG0000235	GBNXA_007777-T1, GBNXA_008319-T1	GBNXB_001008-T1, GBNXB_002463-T1, GBNXB_005869-T1, GBNXB_009186-T1
OG0000236	GBNXA_008365-T1, GBNXA_008753-T1	GBNXB_002984-T1, GBNXB_012028-T1, GBNXB_012604-T1, GBNXB_012833-T1
OG0000237	GBNXA_008528-T1, GBNXA_008923-T1	GBNXB_012616-T1, GBNXB_016301-T1, GBNXB_016599-T1, GBNXB_021351-T1
OG0000238	GBNXA_008611-T1, GBNXA_009655-T1	GBNXB_011748-T1, GBNXB_014305-T1, GBNXB_018027-T1, GBNXB_022041-T1
OG0000239	GBNXA_008643-T1, GBNXA_009120-T1	GBNXB_001042-T1, GBNXB_003677-T1, GBNXB_012349-T1, GBNXB_019735-T1
OG0000240	GBNXA_008750-T1, GBNXA_008801-T1	GBNXB_011731-T1, GBNXB_012828-T1, GBNXB_014711-T1, GBNXB_015034-T1
OG0000241	GBNXA_008787-T1, GBNXA_009104-T1	GBNXB_000329-T1, GBNXB_004002-T1, GBNXB_016873-T1, GBNXB_017242-T1
OG0000242	GBNXA_008822-T1, GBNXA_008823-T1, GBNXA_008824-T1	GBNXB_014119-T1, GBNXB_014122-T1, GBNXB_014123-T1
OG0000243	GBNXA_008951-T1, GBNXA_009748-T1	GBNXB_007167-T1, GBNXB_011689-T1, GBNXB_016638-T1, GBNXB_020562-T1
OG0000244	GBNXA_009742-T1, GBNXA_009774-T1, GBNXA_009775-T1	GBNXB_007160-T1, GBNXB_019151-T1, GBNXB_019152-T1
OG0000245	GBNXA_000020-T1, GBNXA_000021-T1, GBNXA_000022-T1	GBNXB_014511-T1, GBNXB_014512-T1
OG0000246	GBNXA_000060-T1, GBNXA_007301-T1	GBNXB_006579-T1, GBNXB_010757-T1, GBNXB_014558-T1
OG0000247	GBNXA_000071-T1, GBNXA_002058-T1	GBNXB_009962-T1, GBNXB_010947-T1, GBNXB_018216-T1
OG0000248	GBNXA_000208-T1, GBNXA_009287-T1	GBNXB_007854-T1, GBNXB_010544-T1, GBNXB_011258-T1
OG0000249	GBNXA_000267-T1, GBNXA_003422-T1	GBNXB_006123-T1, GBNXB_009753-T1, GBNXB_015761-T1
OG0000250	GBNXA_000275-T1, GBNXA_003499-T1	GBNXB_006126-T1, GBNXB_010720-T1, GBNXB_020746-T1
OG0000251	GBNXA_000283-T1, GBNXA_003510-T1	GBNXB_010734-T1, GBNXB_020200-T1, GBNXB_020754-T1
OG0000252	GBNXA_000356-T1, GBNXA_009183-T1	GBNXB_013206-T1, GBNXB_017510-T1, GBNXB_017738-T1
OG0000253	GBNXA_000402-T1, GBNXA_007560-T1	GBNXB_003510-T1, GBNXB_004509-T1, GBNXB_021525-T1
OG0000254	GBNXA_000428-T1, GBNXA_002663-T1	GBNXB_008154-T1, GBNXB_011273-T1, GBNXB_021426-T1
OG0000255	GBNXA_000431-T1, GBNXA_001407-T1	GBNXB_007061-T1, GBNXB_008159-T1, GBNXB_019430-T1
OG0000256	GBNXA_000474-T1, GBNXA_003977-T1	GBNXB_005924-T1, GBNXB_008713-T1, GBNXB_021731-T1
OG0000257	GBNXA_000493-T1, GBNXA_008605-T1	GBNXB_007103-T1, GBNXB_010224-T1, GBNXB_021107-T1
OG0000258	GBNXA_000548-T1, GBNXA_003834-T1, GBNXA_007528-T1	GBNXB_002518-T1, GBNXB_013934-T1
OG0000259	GBNXA_000617-T1, GBNXA_002552-T1, GBNXA_005559-T1	GBNXB_004950-T1, GBNXB_014168-T1
OG0000260	GBNXA_000634-T1, GBNXA_003156-T1	GBNXB_004546-T1, GBNXB_008388-T1, GBNXB_009666-T1
OG0000261	GBNXA_000651-T1, GBNXA_001055-T1	GBNXB_004527-T1, GBNXB_005923-T1, GBNXB_012067-T1
OG0000262	GBNXA_000671-T1, GBNXA_002673-T1	GBNXB_002843-T1, GBNXB_008485-T1, GBNXB_021412-T1
OG0000263	GBNXA_000717-T1, GBNXA_001474-T1	GBNXB_015780-T1, GBNXB_019871-T1, GBNXB_019873-T1
OG0000264	GBNXA_000778-T1, GBNXA_007802-T1	GBNXB_003569-T1, GBNXB_011651-T1, GBNXB_019788-T1
OG0000265	GBNXA_000872-T1, GBNXA_004805-T1	GBNXB_001644-T1, GBNXB_014579-T1, GBNXB_016125-T1
OG0000266	GBNXA_000884-T1, GBNXA_006907-T1, GBNXA_008018-T1	GBNXB_008878-T1, GBNXB_017660-T1
OG0000267	GBNXA_000906-T1, GBNXA_008831-T1	GBNXB_001822-T1, GBNXB_005531-T1, GBNXB_009492-T1
OG0000268	GBNXA_000907-T1, GBNXA_008830-T1	GBNXB_001821-T1, GBNXB_009493-T1, GBNXB_012201-T1
OG0000269	GBNXA_000921-T1, GBNXA_003559-T1	GBNXB_001482-T1, GBNXB_016441-T1, GBNXB_016941-T1
OG0000270	GBNXA_000927-T1, GBNXA_003565-T1	GBNXB_001430-T1, GBNXB_001792-T1, GBNXB_016435-T1
OG0000271	GBNXA_000984-T1, GBNXA_008278-T1	GBNXB_004723-T1, GBNXB_005795-T1, GBNXB_016084-T1
OG0000272	GBNXA_000996-T1, GBNXA_004635-T1	GBNXB_001465-T1, GBNXB_010626-T1, GBNXB_013919-T1
OG0000273	GBNXA_001044-T1, GBNXA_009540-T1	GBNXB_020544-T1, GBNXB_021482-T1, GBNXB_021714-T1
OG0000274	GBNXA_001095-T1, GBNXA_002852-T1	GBNXB_000295-T1, GBNXB_001007-T1, GBNXB_017485-T1
OG0000275	GBNXA_001113-T1, GBNXA_004580-T1	GBNXB_004383-T1, GBNXB_016901-T1, GBNXB_020318-T1
OG0000276	GBNXA_001192-T1, GBNXA_003009-T1	GBNXB_000233-T1, GBNXB_013665-T1, GBNXB_016871-T1
OG0000277	GBNXA_001206-T1, GBNXA_002875-T1	GBNXB_007554-T1, GBNXB_007684-T1, GBNXB_008895-T1
OG0000278	GBNXA_001231-T1, GBNXA_004440-T1	GBNXB_008513-T1, GBNXB_012585-T1, GBNXB_013503-T1
OG0000279	GBNXA_001247-T1, GBNXA_005720-T1	GBNXB_006949-T1, GBNXB_007720-T1, GBNXB_014146-T1
OG0000280	GBNXA_001258-T1, GBNXA_006880-T1	GBNXB_008235-T1, GBNXB_008613-T1, GBNXB_010867-T1
OG0000281	GBNXA_001293-T1, GBNXA_006468-T1	GBNXB_005426-T1, GBNXB_005659-T1, GBNXB_005665-T1
OG0000282	GBNXA_001313-T1, GBNXA_001352-T1	GBNXB_008124-T1, GBNXB_014741-T1, GBNXB_019178-T1
OG0000283	GBNXA_001348-T1, GBNXA_001430-T1	GBNXB_003996-T1, GBNXB_005784-T1, GBNXB_019173-T1
OG0000284	GBNXA_001466-T1, GBNXA_003032-T1	GBNXB_007563-T1, GBNXB_007685-T1, GBNXB_015787-T1
OG0000285	GBNXA_001498-T1, GBNXA_002719-T1, GBNXA_002720-T1	GBNXB_013520-T1, GBNXB_013776-T1
OG0000286	GBNXA_001537-T1, GBNXA_008524-T1	GBNXB_002480-T1, GBNXB_004292-T1, GBNXB_012453-T1
OG0000287	GBNXA_001556-T1, GBNXA_006578-T1	GBNXB_004267-T1, GBNXB_007831-T1, GBNXB_008473-T1
OG0000288	GBNXA_001700-T1, GBNXA_005123-T1	GBNXB_009481-T1, GBNXB_012606-T1, GBNXB_017403-T1
OG0000289	GBNXA_001743-T1	GBNXB_002278-T1, GBNXB_002453-T1, GBNXB_016499-T1, GBNXB_017277-T1
OG0000290	GBNXA_001804-T1, GBNXA_009358-T1	GBNXB_002263-T1, GBNXB_002393-T1, GBNXB_004137-T1
OG0000291	GBNXA_001824-T1, GBNXA_002241-T1	GBNXB_002286-T1, GBNXB_010981-T1, GBNXB_019156-T1
OG0000292	GBNXA_001838-T1, GBNXA_003145-T1	GBNXB_008843-T1, GBNXB_013239-T1, GBNXB_019980-T1
OG0000293	GBNXA_001865-T1, GBNXA_005282-T1, GBNXA_009535-T1	GBNXB_006733-T1, GBNXB_013031-T1
OG0000294	GBNXA_001999-T1, GBNXA_004213-T1	GBNXB_012426-T1, GBNXB_017809-T1, GBNXB_021224-T1
OG0000295	GBNXA_002091-T1, GBNXA_002599-T1	GBNXB_013039-T1, GBNXB_015939-T1, GBNXB_017579-T1
OG0000296	GBNXA_002169-T1, GBNXA_003023-T1	GBNXB_001328-T1, GBNXB_010075-T1, GBNXB_019488-T1
OG0000297	GBNXA_002301-T1, GBNXA_009674-T1	GBNXB_006930-T1, GBNXB_017166-T1, GBNXB_022071-T1
OG0000298	GBNXA_002326-T1, GBNXA_005193-T1	GBNXB_002014-T1, GBNXB_017688-T1, GBNXB_020598-T1
OG0000299	GBNXA_002364-T1, GBNXA_004233-T1	GBNXB_009793-T1, GBNXB_011924-T1, GBNXB_020207-T1
OG0000300	GBNXA_002366-T1, GBNXA_005664-T1	GBNXB_012744-T1, GBNXB_020211-T1, GBNXB_020534-T1
OG0000301	GBNXA_002464-T1, GBNXA_002714-T1	GBNXB_003005-T1, GBNXB_015609-T1, GBNXB_021964-T1
OG0000302	GBNXA_002525-T1, GBNXA_006624-T1	GBNXB_001067-T1, GBNXB_007178-T1, GBNXB_016445-T1
OG0000303	GBNXA_002622-T1	GBNXB_002885-T1, GBNXB_004870-T1, GBNXB_007024-T1, GBNXB_017310-T1
OG0000304	GBNXA_002689-T1, GBNXA_004974-T1	GBNXB_002667-T1, GBNXB_008428-T1, GBNXB_015704-T1
OG0000305	GBNXA_002742-T1, GBNXA_003821-T1	GBNXB_002121-T1, GBNXB_003143-T1, GBNXB_014850-T1
OG0000306	GBNXA_002756-T1, GBNXA_007460-T1	GBNXB_008755-T1, GBNXB_010298-T1, GBNXB_015859-T1
OG0000307	GBNXA_002813-T1, GBNXA_009126-T1	GBNXB_005353-T1, GBNXB_012339-T1, GBNXB_016246-T1
