	Thamnostylum_nigricans_RSA_1405-.aa	Thamnostylum_nigricans_RSA_1406.aa
OG0000112	GBNWP_004108-T1, GBNWP_006134-T1, GBNWP_006646-T1	CHXZG_000056-T1, CHXZG_004776-T1, CHXZG_006755-T1, CHXZG_007960-T1
OG0000113	GBNWP_004329-T1, GBNWP_006024-T1, GBNWP_010034-T1	CHXZG_000882-T1, CHXZG_002583-T1, CHXZG_007124-T1, CHXZG_007614-T1
OG0000114	GBNWP_004845-T1, GBNWP_004846-T1, GBNWP_009734-T1	CHXZG_004993-T1, CHXZG_004995-T1, CHXZG_004996-T1, CHXZG_011514-T1
OG0000115	GBNWP_005305-T1, GBNWP_005372-T1, GBNWP_006845-T1	CHXZG_000879-T1, CHXZG_001667-T1, CHXZG_005652-T1, CHXZG_007923-T1
OG0000116	GBNWP_005415-T1, GBNWP_007265-T1, GBNWP_008688-T1	CHXZG_001620-T1, CHXZG_008657-T1, CHXZG_008975-T1, CHXZG_009277-T1
OG0000117	GBNWP_005748-T1, GBNWP_007065-T1, GBNWP_007620-T1, GBNWP_010495-T1	CHXZG_008553-T1, CHXZG_010115-T1, CHXZG_011260-T1
OG0000118	GBNWP_005771-T1, GBNWP_009296-T1, GBNWP_010167-T1	CHXZG_000121-T1, CHXZG_003588-T1, CHXZG_003880-T1, CHXZG_009756-T1
OG0000119	GBNWP_008773-T1, GBNWP_009569-T1, GBNWP_009717-T1, GBNWP_010678-T1, GBNWP_010681-T1	CHXZG_000498-T1, CHXZG_010818-T1
OG0000120	GBNWP_008876-T1, GBNWP_008877-T1, GBNWP_010264-T1	CHXZG_002798-T1, CHXZG_009942-T1, CHXZG_009945-T1, CHXZG_009946-T1
OG0000121	GBNWP_011097-T1	CHXZG_003629-T1, CHXZG_008332-T1, CHXZG_008880-T1, CHXZG_009471-T1, CHXZG_011381-T1, CHXZG_011396-T1
OG0000122	GBNWP_000053-T1, GBNWP_006564-T1, GBNWP_006565-T1	CHXZG_001920-T1, CHXZG_007347-T1, CHXZG_007348-T1
OG0000123	GBNWP_000085-T1, GBNWP_008864-T1, GBNWP_009490-T1	CHXZG_001887-T1, CHXZG_009032-T1, CHXZG_009934-T1
OG0000124	GBNWP_000123-T1, GBNWP_004944-T1, GBNWP_004945-T1	CHXZG_005283-T1, CHXZG_005284-T1, CHXZG_010942-T1
OG0000125	GBNWP_000127-T1, GBNWP_006747-T1, GBNWP_006748-T1	CHXZG_004641-T1, CHXZG_004642-T1, CHXZG_010946-T1
OG0000126	GBNWP_000151-T1, GBNWP_007911-T1, GBNWP_009285-T1	CHXZG_000660-T1, CHXZG_005982-T1, CHXZG_008679-T1
OG0000127	GBNWP_000162-T1, GBNWP_000963-T1, GBNWP_009373-T1	CHXZG_000671-T1, CHXZG_004282-T1, CHXZG_010216-T1
OG0000128	GBNWP_000187-T1, GBNWP_002004-T1, GBNWP_004887-T1	CHXZG_000698-T1, CHXZG_005141-T1, CHXZG_009837-T1
OG0000129	GBNWP_000248-T1, GBNWP_006364-T1, GBNWP_006415-T1	CHXZG_005052-T1, CHXZG_007192-T1, CHXZG_008905-T1
OG0000130	GBNWP_000295-T1, GBNWP_005218-T1, GBNWP_005219-T1, GBNWP_006603-T1	CHXZG_010056-T1, CHXZG_010057-T1
OG0000131	GBNWP_000297-T1, GBNWP_001161-T1, GBNWP_003437-T1	CHXZG_002898-T1, CHXZG_010419-T1, CHXZG_010421-T1
OG0000132	GBNWP_000324-T1, GBNWP_000716-T1, GBNWP_000717-T1	CHXZG_003691-T1, CHXZG_007843-T1, CHXZG_007844-T1
OG0000133	GBNWP_000375-T1, GBNWP_009636-T1, GBNWP_009896-T1	CHXZG_002424-T1, CHXZG_006156-T1, CHXZG_008854-T1
OG0000134	GBNWP_000454-T1, GBNWP_000514-T1, GBNWP_001083-T1	CHXZG_000196-T1, CHXZG_004266-T1, CHXZG_011476-T1
OG0000135	GBNWP_000458-T1, GBNWP_005977-T1, GBNWP_010040-T1	CHXZG_007131-T1, CHXZG_007664-T1, CHXZG_011481-T1
OG0000136	GBNWP_000465-T1, GBNWP_001099-T1, GBNWP_001496-T1	CHXZG_000213-T1, CHXZG_003878-T1, CHXZG_011488-T1
OG0000137	GBNWP_000485-T1, GBNWP_004265-T1, GBNWP_006906-T1	CHXZG_004234-T1, CHXZG_004578-T1, CHXZG_010164-T1
OG0000138	GBNWP_000498-T1, GBNWP_000501-T1, GBNWP_009510-T1	CHXZG_004248-T1, CHXZG_004252-T1, CHXZG_009013-T1
OG0000139	GBNWP_000507-T1, GBNWP_001563-T1, GBNWP_004356-T1	CHXZG_001634-T1, CHXZG_004259-T1, CHXZG_009149-T1
OG0000140	GBNWP_000516-T1, GBNWP_008007-T1, GBNWP_008501-T1	CHXZG_002383-T1, CHXZG_009743-T1, CHXZG_010116-T1
OG0000141	GBNWP_000558-T1, GBNWP_009804-T1	CHXZG_001245-T1, CHXZG_005396-T1, CHXZG_005868-T1, CHXZG_008051-T1
OG0000142	GBNWP_000589-T1, GBNWP_001809-T1, GBNWP_008634-T1	CHXZG_007570-T1, CHXZG_007739-T1, CHXZG_009677-T1
OG0000143	GBNWP_000623-T1, GBNWP_008500-T1, GBNWP_008837-T1, GBNWP_010413-T1	CHXZG_000603-T1, CHXZG_001382-T1
OG0000144	GBNWP_000654-T1, GBNWP_002697-T1, GBNWP_003398-T1	CHXZG_001216-T1, CHXZG_001274-T1, CHXZG_002596-T1
OG0000145	GBNWP_000697-T1, GBNWP_002094-T1, GBNWP_004814-T1	CHXZG_004963-T1, CHXZG_007863-T1, CHXZG_010870-T1
OG0000146	GBNWP_000700-T1, GBNWP_002337-T1, GBNWP_005667-T1	CHXZG_000462-T1, CHXZG_007860-T1, CHXZG_008088-T1
OG0000147	GBNWP_000706-T1, GBNWP_002339-T1, GBNWP_010434-T1	CHXZG_002723-T1, CHXZG_007853-T1, CHXZG_010477-T1
OG0000148	GBNWP_000726-T1, GBNWP_002068-T1, GBNWP_007574-T1	CHXZG_005115-T1, CHXZG_007569-T1, CHXZG_007833-T1
OG0000149	GBNWP_000751-T1, GBNWP_006498-T1, GBNWP_006591-T1	CHXZG_001748-T1, CHXZG_007461-T1, CHXZG_008218-T1
OG0000150	GBNWP_000772-T1, GBNWP_005562-T1, GBNWP_009332-T1	CHXZG_000083-T1, CHXZG_005519-T1, CHXZG_005823-T1
OG0000151	GBNWP_000863-T1, GBNWP_009719-T1	CHXZG_001054-T1, CHXZG_002178-T1, CHXZG_009007-T1, CHXZG_009123-T1
OG0000152	GBNWP_000912-T1, GBNWP_010599-T1, GBNWP_010600-T1	CHXZG_000912-T1, CHXZG_000913-T1, CHXZG_007097-T1
OG0000153	GBNWP_000920-T1, GBNWP_003963-T1, GBNWP_008893-T1	CHXZG_003449-T1, CHXZG_006543-T1, CHXZG_007161-T1
OG0000154	GBNWP_000962-T1, GBNWP_003659-T1, GBNWP_004240-T1	CHXZG_002461-T1, CHXZG_002678-T1, CHXZG_004281-T1
OG0000155	GBNWP_000976-T1, GBNWP_001489-T1, GBNWP_001949-T1	CHXZG_002081-T1, CHXZG_003889-T1, CHXZG_005733-T1
OG0000156	GBNWP_001060-T1, GBNWP_004905-T1, GBNWP_009385-T1	CHXZG_007981-T1, CHXZG_009978-T1, CHXZG_010204-T1
OG0000157	GBNWP_001075-T1, GBNWP_007251-T1, GBNWP_007253-T1	CHXZG_000188-T1, CHXZG_009000-T1, CHXZG_009848-T1
OG0000158	GBNWP_001134-T1, GBNWP_004986-T1, GBNWP_010532-T1	CHXZG_000249-T1, CHXZG_007325-T1, CHXZG_011109-T1
OG0000159	GBNWP_001172-T1, GBNWP_003249-T1, GBNWP_003941-T1	CHXZG_002482-T1, CHXZG_002912-T1, CHXZG_010106-T1
OG0000160	GBNWP_001193-T1, GBNWP_007357-T1, GBNWP_010806-T1	CHXZG_008562-T1, CHXZG_011038-T1, CHXZG_011193-T1
OG0000161	GBNWP_001214-T1, GBNWP_003306-T1, GBNWP_004161-T1	CHXZG_000374-T1, CHXZG_000724-T1, CHXZG_003741-T1
OG0000162	GBNWP_001261-T1, GBNWP_004174-T1, GBNWP_004175-T1	CHXZG_000735-T1, CHXZG_000736-T1, CHXZG_003016-T1
OG0000163	GBNWP_001303-T1, GBNWP_002950-T1, GBNWP_007035-T1	CHXZG_001580-T1, CHXZG_005075-T1, CHXZG_007939-T1
OG0000164	GBNWP_001322-T1, GBNWP_008821-T1	CHXZG_001339-T1, CHXZG_001340-T1, CHXZG_008357-T1, CHXZG_008358-T1
OG0000165	GBNWP_001361-T1, GBNWP_001362-T1, GBNWP_001363-T1	CHXZG_001423-T1, CHXZG_001425-T1, CHXZG_001426-T1
OG0000166	GBNWP_001406-T1, GBNWP_007915-T1, GBNWP_007979-T1	CHXZG_002390-T1, CHXZG_005985-T1, CHXZG_008011-T1
OG0000167	GBNWP_001436-T1, GBNWP_001437-T1, GBNWP_009314-T1	CHXZG_000103-T1, CHXZG_003944-T1, CHXZG_003945-T1
OG0000168	GBNWP_001595-T1, GBNWP_005151-T1, GBNWP_009530-T1	CHXZG_005495-T1, CHXZG_006598-T1, CHXZG_010858-T1
OG0000169	GBNWP_001633-T1, GBNWP_005796-T1, GBNWP_009848-T1	CHXZG_001786-T1, CHXZG_003561-T1, CHXZG_009714-T1
OG0000170	GBNWP_001666-T1, GBNWP_009244-T1, GBNWP_009245-T1	CHXZG_008724-T1, CHXZG_008725-T1, CHXZG_009640-T1
OG0000171	GBNWP_001736-T1, GBNWP_001737-T1, GBNWP_006777-T1	CHXZG_002193-T1, CHXZG_002364-T1, CHXZG_002365-T1
OG0000172	GBNWP_001845-T1, GBNWP_003380-T1, GBNWP_003687-T1	CHXZG_002644-T1, CHXZG_007484-T1, CHXZG_011549-T1
OG0000173	GBNWP_001890-T1, GBNWP_004920-T1, GBNWP_011113-T1	CHXZG_002219-T1, CHXZG_005238-T1, CHXZG_011253-T1
OG0000174	GBNWP_001910-T1, GBNWP_003397-T1, GBNWP_005698-T1	CHXZG_001215-T1, CHXZG_002238-T1, CHXZG_006071-T1
OG0000175	GBNWP_001913-T1, GBNWP_002781-T1, GBNWP_004682-T1	CHXZG_003822-T1, CHXZG_004902-T1, CHXZG_008476-T1
OG0000176	GBNWP_001940-T1, GBNWP_009137-T1, GBNWP_010710-T1	CHXZG_002069-T1, CHXZG_005272-T1, CHXZG_010740-T1
OG0000177	GBNWP_002126-T1, GBNWP_008327-T1, GBNWP_008787-T1	CHXZG_002150-T1, CHXZG_006870-T1, CHXZG_008389-T1
OG0000178	GBNWP_002166-T1, GBNWP_006450-T1, GBNWP_008932-T1	CHXZG_006724-T1, CHXZG_007916-T1, CHXZG_010656-T1
OG0000179	GBNWP_002231-T1, GBNWP_006722-T1, GBNWP_009722-T1	CHXZG_002582-T1, CHXZG_004335-T1, CHXZG_011502-T1
OG0000180	GBNWP_002333-T1, GBNWP_002810-T1, GBNWP_009196-T1	CHXZG_003792-T1, CHXZG_008084-T1, CHXZG_008511-T1
OG0000181	GBNWP_002489-T1, GBNWP_007866-T1, GBNWP_008746-T1	CHXZG_002043-T1, CHXZG_005938-T1, CHXZG_010254-T1
OG0000182	GBNWP_002498-T1, GBNWP_005010-T1, GBNWP_011154-T1	CHXZG_001144-T1, CHXZG_002811-T1, CHXZG_002946-T1
OG0000183	GBNWP_002507-T1, GBNWP_006328-T1	CHXZG_002821-T1, CHXZG_005573-T1, CHXZG_007052-T1, CHXZG_009311-T1
OG0000184	GBNWP_002543-T1, GBNWP_003532-T1, GBNWP_007814-T1	CHXZG_002760-T1, CHXZG_005438-T1, CHXZG_009111-T1
OG0000185	GBNWP_002865-T1, GBNWP_004489-T1, GBNWP_005008-T1	CHXZG_001986-T1, CHXZG_002943-T1, CHXZG_010300-T1
OG0000186	GBNWP_002888-T1, GBNWP_005590-T1, GBNWP_005603-T1	CHXZG_003035-T1, CHXZG_008313-T1, CHXZG_008326-T1
OG0000187	GBNWP_002893-T1, GBNWP_005316-T1, GBNWP_008432-T1	CHXZG_000568-T1, CHXZG_002622-T1, CHXZG_005817-T1
OG0000188	GBNWP_002918-T1, GBNWP_004883-T1, GBNWP_007296-T1	CHXZG_001595-T1, CHXZG_005137-T1, CHXZG_008624-T1
OG0000189	GBNWP_002936-T1, GBNWP_004143-T1, GBNWP_009585-T1	CHXZG_001614-T1, CHXZG_006202-T1, CHXZG_006221-T1
OG0000190	GBNWP_002966-T1, GBNWP_010478-T1, GBNWP_010479-T1	CHXZG_003189-T1, CHXZG_010708-T1, CHXZG_010709-T1
OG0000191	GBNWP_002968-T1, GBNWP_004562-T1, GBNWP_010275-T1	CHXZG_003187-T1, CHXZG_004935-T1, CHXZG_006025-T1
OG0000192	GBNWP_002985-T1, GBNWP_004742-T1, GBNWP_010205-T1	CHXZG_003200-T1, CHXZG_005030-T1, CHXZG_005578-T1
OG0000193	GBNWP_003012-T1, GBNWP_003668-T1, GBNWP_006039-T1	CHXZG_002670-T1, CHXZG_005232-T1, CHXZG_007600-T1
OG0000194	GBNWP_003042-T1, GBNWP_003151-T1, GBNWP_003152-T1	CHXZG_005210-T1, CHXZG_010381-T1, CHXZG_010382-T1
OG0000195	GBNWP_003089-T1, GBNWP_003090-T1, GBNWP_005331-T1	CHXZG_005663-T1, CHXZG_007314-T1, CHXZG_007315-T1
OG0000196	GBNWP_003111-T1, GBNWP_004254-T1, GBNWP_004686-T1	CHXZG_002475-T1, CHXZG_004018-T1, CHXZG_004898-T1
OG0000197	GBNWP_003171-T1, GBNWP_006168-T1, GBNWP_008215-T1	CHXZG_003699-T1, CHXZG_005468-T1, CHXZG_007014-T1
OG0000198	GBNWP_003185-T1, GBNWP_007157-T1, GBNWP_007609-T1	CHXZG_006896-T1, CHXZG_008024-T1, CHXZG_008335-T1
OG0000199	GBNWP_003217-T1, GBNWP_008401-T1, GBNWP_011119-T1	CHXZG_003620-T1, CHXZG_004311-T1, CHXZG_011246-T1
OG0000200	GBNWP_003220-T1, GBNWP_003221-T1, GBNWP_010304-T1	CHXZG_003616-T1, CHXZG_003617-T1, CHXZG_004696-T1
OG0000201	GBNWP_003344-T1, GBNWP_006436-T1, GBNWP_010645-T1	CHXZG_006683-T1, CHXZG_007522-T1, CHXZG_010804-T1
OG0000202	GBNWP_003460-T1, GBNWP_003462-T1, GBNWP_008360-T1	CHXZG_004199-T1, CHXZG_004201-T1, CHXZG_006838-T1
OG0000203	GBNWP_003788-T1, GBNWP_003919-T1, GBNWP_006243-T1	CHXZG_001056-T1, CHXZG_004169-T1, CHXZG_009363-T1
OG0000204	GBNWP_003833-T1, GBNWP_008530-T1, GBNWP_009700-T1	CHXZG_000797-T1, CHXZG_007401-T1, CHXZG_009230-T1
OG0000205	GBNWP_003992-T1, GBNWP_005547-T1, GBNWP_008338-T1	CHXZG_004635-T1, CHXZG_006860-T1, CHXZG_009810-T1
OG0000206	GBNWP_004027-T1, GBNWP_006217-T1, GBNWP_009656-T1	CHXZG_002715-T1, CHXZG_006135-T1, CHXZG_009339-T1
OG0000207	GBNWP_004066-T1, GBNWP_007576-T1, GBNWP_007577-T1	CHXZG_001821-T1, CHXZG_004736-T1, CHXZG_007567-T1
OG0000208	GBNWP_004074-T1, GBNWP_004756-T1, GBNWP_005293-T1	CHXZG_004677-T1, CHXZG_004744-T1, CHXZG_005541-T1
OG0000209	GBNWP_004191-T1, GBNWP_004192-T1, GBNWP_005508-T1	CHXZG_003642-T1, CHXZG_003643-T1, CHXZG_005742-T1
OG0000210	GBNWP_004244-T1, GBNWP_007644-T1, GBNWP_008341-T1	CHXZG_000142-T1, CHXZG_004048-T1, CHXZG_006857-T1
OG0000211	GBNWP_004309-T1, GBNWP_004733-T1, GBNWP_009364-T1	CHXZG_004604-T1, CHXZG_004875-T1, CHXZG_010223-T1
OG0000212	GBNWP_004344-T1, GBNWP_005292-T1, GBNWP_005536-T1	CHXZG_005542-T1, CHXZG_006015-T1, CHXZG_009136-T1
OG0000213	GBNWP_004441-T1, GBNWP_009114-T1, GBNWP_009115-T1	CHXZG_001366-T1, CHXZG_005704-T1, CHXZG_005705-T1
OG0000214	GBNWP_004482-T1, GBNWP_006001-T1, GBNWP_009018-T1	CHXZG_000591-T1, CHXZG_001979-T1, CHXZG_007638-T1
OG0000215	GBNWP_004585-T1, GBNWP_006719-T1, GBNWP_006743-T1	CHXZG_004338-T1, CHXZG_004638-T1, CHXZG_008150-T1
OG0000216	GBNWP_004586-T1, GBNWP_010381-T1, GBNWP_011100-T1	CHXZG_003515-T1, CHXZG_008151-T1, CHXZG_011392-T1
OG0000217	GBNWP_004637-T1, GBNWP_007455-T1, GBNWP_008153-T1	CHXZG_008942-T1, CHXZG_009738-T1, CHXZG_010284-T1
OG0000218	GBNWP_004649-T1, GBNWP_006486-T1, GBNWP_007482-T1	CHXZG_001505-T1, CHXZG_007159-T1, CHXZG_008205-T1
OG0000219	GBNWP_004741-T1, GBNWP_006075-T1, GBNWP_009451-T1	CHXZG_003993-T1, CHXZG_005029-T1, CHXZG_008797-T1
OG0000220	GBNWP_004787-T1, GBNWP_005325-T1, GBNWP_009736-T1	CHXZG_005682-T1, CHXZG_008669-T1, CHXZG_011516-T1
OG0000221	GBNWP_004843-T1, GBNWP_006750-T1, GBNWP_008911-T1	CHXZG_004644-T1, CHXZG_004991-T1, CHXZG_010680-T1
OG0000222	GBNWP_005043-T1, GBNWP_005193-T1, GBNWP_005448-T1	CHXZG_000945-T1, CHXZG_002981-T1, CHXZG_005881-T1
OG0000223	GBNWP_005589-T1, GBNWP_006464-T1, GBNWP_009083-T1	CHXZG_008327-T1, CHXZG_008435-T1, CHXZG_011222-T1
OG0000224	GBNWP_005911-T1, GBNWP_007370-T1, GBNWP_007378-T1, GBNWP_008426-T1	CHXZG_003162-T1, CHXZG_004101-T1
OG0000225	GBNWP_005938-T1, GBNWP_007805-T1, GBNWP_010671-T1	CHXZG_002750-T1, CHXZG_007705-T1, CHXZG_010778-T1
OG0000226	GBNWP_006061-T1, GBNWP_006141-T1, GBNWP_006881-T1	CHXZG_004007-T1, CHXZG_006626-T1, CHXZG_010138-T1
OG0000227	GBNWP_006084-T1, GBNWP_009947-T1, GBNWP_009952-T1	CHXZG_003298-T1, CHXZG_003984-T1, CHXZG_006809-T1
OG0000228	GBNWP_006142-T1, GBNWP_006492-T1, GBNWP_007342-T1	CHXZG_006625-T1, CHXZG_008212-T1, CHXZG_008578-T1
OG0000229	GBNWP_006242-T1, GBNWP_006697-T1, GBNWP_008470-T1	CHXZG_007068-T1, CHXZG_007259-T1, CHXZG_009362-T1
OG0000230	GBNWP_006469-T1, GBNWP_007092-T1, GBNWP_010518-T1	CHXZG_004104-T1, CHXZG_004504-T1, CHXZG_011094-T1
OG0000231	GBNWP_006538-T1, GBNWP_006544-T1, GBNWP_007812-T1	CHXZG_001236-T1, CHXZG_002757-T1, CHXZG_007579-T1
OG0000232	GBNWP_006621-T1, GBNWP_007517-T1, GBNWP_009053-T1	CHXZG_000031-T1, CHXZG_001542-T1, CHXZG_008465-T1
OG0000233	GBNWP_006803-T1, GBNWP_008832-T1, GBNWP_009961-T1, GBNWP_010123-T1	CHXZG_004347-T1, CHXZG_009905-T1
OG0000234	GBNWP_006818-T1, GBNWP_006946-T1, GBNWP_007128-T1	CHXZG_008103-T1, CHXZG_009302-T1, CHXZG_009303-T1
OG0000235	GBNWP_006823-T1, GBNWP_009243-T1, GBNWP_010990-T1	CHXZG_001279-T1, CHXZG_007781-T1, CHXZG_008726-T1
OG0000236	GBNWP_007059-T1, GBNWP_009766-T1, GBNWP_010987-T1	CHXZG_001477-T1, CHXZG_002208-T1, CHXZG_002773-T1
OG0000237	GBNWP_007071-T1, GBNWP_009440-T1, GBNWP_010356-T1	CHXZG_004526-T1, CHXZG_008787-T1, CHXZG_011607-T1
OG0000238	GBNWP_007291-T1, GBNWP_009673-T1, GBNWP_009674-T1	CHXZG_008629-T1, CHXZG_009203-T1, CHXZG_009204-T1
OG0000239	GBNWP_007690-T1, GBNWP_007780-T1, GBNWP_009572-T1	CHXZG_006678-T1, CHXZG_007457-T1, CHXZG_008123-T1
OG0000240	GBNWP_007872-T1, GBNWP_007873-T1, GBNWP_010923-T1	CHXZG_004927-T1, CHXZG_005944-T1, CHXZG_005945-T1
OG0000241	GBNWP_008144-T1, GBNWP_008819-T1	CHXZG_001091-T1, CHXZG_006237-T1, CHXZG_006670-T1, CHXZG_008360-T1
OG0000242	GBNWP_008276-T1, GBNWP_009255-T1, GBNWP_010111-T1	CHXZG_000472-T1, CHXZG_008713-T1, CHXZG_009861-T1
OG0000243	GBNWP_008293-T1, GBNWP_010355-T1, GBNWP_010658-T1	CHXZG_000489-T1, CHXZG_010791-T1, CHXZG_011606-T1
OG0000244	GBNWP_008346-T1, GBNWP_008347-T1, GBNWP_008367-T1	CHXZG_006850-T1, CHXZG_006852-T1, CHXZG_009009-T1
OG0000245	GBNWP_008609-T1, GBNWP_011197-T1, GBNWP_011198-T1	CHXZG_001858-T1, CHXZG_006952-T1, CHXZG_007763-T1
OG0000246	GBNWP_009041-T1, GBNWP_010294-T1, GBNWP_010296-T1	CHXZG_004687-T1, CHXZG_009084-T1, CHXZG_009698-T1
OG0000247	GBNWP_000039-T1, GBNWP_005638-T1	CHXZG_001935-T1, CHXZG_001936-T1, CHXZG_008278-T1
OG0000248	GBNWP_000689-T1, GBNWP_005851-T1	CHXZG_007040-T1, CHXZG_007871-T1, CHXZG_010146-T1
OG0000249	GBNWP_000692-T1, GBNWP_004803-T1	CHXZG_005353-T1, CHXZG_006366-T1, CHXZG_007868-T1
OG0000250	GBNWP_000702-T1, GBNWP_003070-T1	CHXZG_005181-T1, CHXZG_007857-T1, CHXZG_007858-T1
OG0000251	GBNWP_000770-T1, GBNWP_009336-T1, GBNWP_009337-T1	CHXZG_000080-T1, CHXZG_005517-T1
OG0000252	GBNWP_000781-T1, GBNWP_000782-T1, GBNWP_001272-T1	CHXZG_001450-T1, CHXZG_005022-T1
OG0000253	GBNWP_000927-T1, GBNWP_010850-T1	CHXZG_006076-T1, CHXZG_006550-T1, CHXZG_010554-T1
OG0000254	GBNWP_001030-T1, GBNWP_002841-T1	CHXZG_000617-T1, CHXZG_003107-T1, CHXZG_003109-T1
OG0000255	GBNWP_001185-T1, GBNWP_005291-T1	CHXZG_005543-T1, CHXZG_005544-T1, CHXZG_007920-T1
OG0000256	GBNWP_001312-T1, GBNWP_009097-T1	CHXZG_001569-T1, CHXZG_008060-T1, CHXZG_008421-T1
OG0000257	GBNWP_001333-T1, GBNWP_005374-T1	CHXZG_001329-T1, CHXZG_002271-T1, CHXZG_010607-T1
OG0000258	GBNWP_001342-T1, GBNWP_009761-T1, GBNWP_010866-T1	CHXZG_005901-T1, CHXZG_005907-T1
OG0000259	GBNWP_001405-T1, GBNWP_003681-T1	CHXZG_002653-T1, CHXZG_002655-T1, CHXZG_008010-T1
OG0000260	GBNWP_001711-T1, GBNWP_009116-T1	CHXZG_001678-T1, CHXZG_001835-T1, CHXZG_005703-T1
OG0000261	GBNWP_001763-T1, GBNWP_002483-T1	CHXZG_002049-T1, CHXZG_007956-T1, CHXZG_007957-T1
OG0000262	GBNWP_001962-T1, GBNWP_006042-T1	CHXZG_002094-T1, CHXZG_007241-T1, CHXZG_007597-T1
OG0000263	GBNWP_002074-T1, GBNWP_006186-T1	CHXZG_005121-T1, CHXZG_005122-T1, CHXZG_007779-T1
OG0000264	GBNWP_002083-T1, GBNWP_008386-T1, GBNWP_010929-T1	CHXZG_003391-T1, CHXZG_010882-T1
OG0000265	GBNWP_002148-T1, GBNWP_007976-T1	CHXZG_002388-T1, CHXZG_006705-T1, CHXZG_010921-T1
OG0000266	GBNWP_002470-T1, GBNWP_002484-T1	CHXZG_000923-T1, CHXZG_002048-T1, CHXZG_011264-T1
OG0000267	GBNWP_002555-T1, GBNWP_006307-T1	CHXZG_003302-T1, CHXZG_006925-T1, CHXZG_008124-T1
OG0000268	GBNWP_002558-T1, GBNWP_002939-T1	CHXZG_003341-T1, CHXZG_005085-T1, CHXZG_005538-T1
OG0000269	GBNWP_002627-T1, GBNWP_008803-T1	CHXZG_001188-T1, CHXZG_001189-T1, CHXZG_008372-T1
OG0000270	GBNWP_003025-T1	CHXZG_001182-T1, CHXZG_005711-T1, CHXZG_008815-T1, CHXZG_009470-T1
OG0000271	GBNWP_003196-T1, GBNWP_003197-T1, GBNWP_006669-T1	CHXZG_004884-T1, CHXZG_004885-T1
OG0000272	GBNWP_003209-T1, GBNWP_004424-T1	CHXZG_001792-T1, CHXZG_008541-T1, CHXZG_009590-T1
OG0000273	GBNWP_003478-T1, GBNWP_010291-T1	CHXZG_003280-T1, CHXZG_004070-T1, CHXZG_009080-T1
OG0000274	GBNWP_003631-T1, GBNWP_003632-T1	CHXZG_001010-T1, CHXZG_001011-T1, CHXZG_001012-T1
OG0000275	GBNWP_003726-T1, GBNWP_008801-T1	CHXZG_000023-T1, CHXZG_001117-T1, CHXZG_008374-T1
OG0000276	GBNWP_003742-T1, GBNWP_010936-T1	CHXZG_001102-T1, CHXZG_001554-T1, CHXZG_007808-T1
OG0000277	GBNWP_003796-T1, GBNWP_003798-T1	CHXZG_003353-T1, CHXZG_003354-T1, CHXZG_007380-T1
OG0000278	GBNWP_003907-T1, GBNWP_008789-T1	CHXZG_004193-T1, CHXZG_004290-T1, CHXZG_008387-T1
OG0000279	GBNWP_004155-T1, GBNWP_008699-T1	CHXZG_006231-T1, CHXZG_006232-T1, CHXZG_008963-T1
OG0000280	GBNWP_004286-T1, GBNWP_007236-T1	CHXZG_000633-T1, CHXZG_003434-T1, CHXZG_008871-T1
OG0000281	GBNWP_004541-T1, GBNWP_005615-T1	CHXZG_003751-T1, CHXZG_004600-T1, CHXZG_008301-T1
OG0000282	GBNWP_004555-T1, GBNWP_004556-T1, GBNWP_004557-T1	CHXZG_004940-T1, CHXZG_004941-T1
OG0000283	GBNWP_004583-T1, GBNWP_007438-T1, GBNWP_009164-T1	CHXZG_008148-T1, CHXZG_009797-T1
OG0000284	GBNWP_004737-T1, GBNWP_004793-T1, GBNWP_007624-T1	CHXZG_000124-T1, CHXZG_005025-T1
OG0000285	GBNWP_004764-T1, GBNWP_004765-T1	CHXZG_004684-T1, CHXZG_004685-T1, CHXZG_004686-T1
OG0000286	GBNWP_004810-T1, GBNWP_006153-T1	CHXZG_004960-T1, CHXZG_006308-T1, CHXZG_006309-T1
OG0000287	GBNWP_005253-T1, GBNWP_008986-T1	CHXZG_010020-T1, CHXZG_010021-T1, CHXZG_010605-T1
OG0000288	GBNWP_005674-T1, GBNWP_011133-T1	CHXZG_006360-T1, CHXZG_010624-T1, CHXZG_011233-T1
OG0000289	GBNWP_005789-T1, GBNWP_007936-T1	CHXZG_003568-T1, CHXZG_008946-T1, CHXZG_009902-T1
OG0000290	GBNWP_005959-T1, GBNWP_005960-T1	CHXZG_007187-T1, CHXZG_007682-T1, CHXZG_007683-T1
OG0000291	GBNWP_005983-T1, GBNWP_010793-T1	CHXZG_002321-T1, CHXZG_007658-T1, CHXZG_011181-T1
OG0000292	GBNWP_006140-T1, GBNWP_007836-T1	CHXZG_002162-T1, CHXZG_006748-T1, CHXZG_006749-T1
OG0000293	GBNWP_006430-T1, GBNWP_006431-T1	CHXZG_001383-T1, CHXZG_008554-T1, CHXZG_010447-T1
OG0000294	GBNWP_006495-T1, GBNWP_008772-T1, GBNWP_009224-T1	CHXZG_008215-T1, CHXZG_010548-T1
OG0000295	GBNWP_006522-T1, GBNWP_010782-T1	CHXZG_008244-T1, CHXZG_008245-T1, CHXZG_011171-T1
OG0000296	GBNWP_006611-T1, GBNWP_006900-T1, GBNWP_006901-T1	CHXZG_000021-T1, CHXZG_010159-T1
