	Fennellomyces_verticellatus_RSA_2442_Plus.aa	Fennellomyces_verticellatus_RSA_2446.aa
OG0000106	GBNUN_008272-T1, GBNUN_009612-T1, GBNUN_010179-T1, GBNUN_011266-T1	CHXZO_003094-T1, CHXZO_006945-T1, CHXZO_008129-T1
OG0000107	GBNUN_009103-T1, GBNUN_011237-T1, GBNUN_011239-T1	CHXZO_000579-T1, CHXZO_000713-T1, CHXZO_000714-T1, CHXZO_000715-T1
OG0000108	GBNUN_009547-T1, GBNUN_009999-T1, GBNUN_010166-T1, GBNUN_010337-T1	CHXZO_002823-T1, CHXZO_011075-T1, CHXZO_011179-T1
OG0000109	GBNUN_009629-T1, GBNUN_010051-T1, GBNUN_010649-T1, GBNUN_011041-T1	CHXZO_000821-T1, CHXZO_002501-T1, CHXZO_003827-T1
OG0000110	GBNUN_009954-T1, GBNUN_009956-T1, GBNUN_009962-T1	CHXZO_006879-T1, CHXZO_006881-T1, CHXZO_012273-T1, CHXZO_012274-T1
OG0000111	GBNUN_010128-T1, GBNUN_010129-T1, GBNUN_010130-T1, GBNUN_011211-T1	CHXZO_005700-T1, CHXZO_005701-T1, CHXZO_010459-T1
OG0000112		CHXZO_001752-T1, CHXZO_004029-T1, CHXZO_005563-T1, CHXZO_008130-T1, CHXZO_009795-T1, CHXZO_010328-T1, CHXZO_011301-T1
OG0000113	GBNUN_000058-T1, GBNUN_000064-T1, GBNUN_011674-T1	CHXZO_003454-T1, CHXZO_006042-T1, CHXZO_006048-T1
OG0000114	GBNUN_000178-T1, GBNUN_000290-T1, GBNUN_011146-T1	CHXZO_003356-T1, CHXZO_010311-T1, CHXZO_011292-T1
OG0000115	GBNUN_000179-T1, GBNUN_004320-T1, GBNUN_007624-T1	CHXZO_003355-T1, CHXZO_008579-T1, CHXZO_010849-T1
OG0000116	GBNUN_000192-T1, GBNUN_007029-T1, GBNUN_009694-T1	CHXZO_003342-T1, CHXZO_007477-T1, CHXZO_007926-T1
OG0000117	GBNUN_000259-T1, GBNUN_003239-T1, GBNUN_006439-T1	CHXZO_001321-T1, CHXZO_004398-T1, CHXZO_006712-T1
OG0000118	GBNUN_000278-T1, GBNUN_002161-T1, GBNUN_009286-T1, GBNUN_011941-T1	CHXZO_001013-T1, CHXZO_002454-T1
OG0000119	GBNUN_000291-T1, GBNUN_003409-T1, GBNUN_006177-T1, GBNUN_009478-T1	CHXZO_002911-T1, CHXZO_011291-T1
OG0000120	GBNUN_000295-T1, GBNUN_000510-T1, GBNUN_002000-T1	CHXZO_000882-T1, CHXZO_011287-T1, CHXZO_011524-T1
OG0000121	GBNUN_000305-T1, GBNUN_006592-T1, GBNUN_010394-T1	CHXZO_006502-T1, CHXZO_011277-T1, CHXZO_011455-T1
OG0000122	GBNUN_000312-T1, GBNUN_010552-T1, GBNUN_011159-T1	CHXZO_009025-T1, CHXZO_010297-T1, CHXZO_011271-T1
OG0000123	GBNUN_000383-T1, GBNUN_001554-T1, GBNUN_010678-T1	CHXZO_000258-T1, CHXZO_001122-T1, CHXZO_006452-T1
OG0000124	GBNUN_000409-T1, GBNUN_002250-T1, GBNUN_011765-T1	CHXZO_004312-T1, CHXZO_006596-T1, CHXZO_011385-T1
OG0000125	GBNUN_000437-T1, GBNUN_001185-T1, GBNUN_010816-T1	CHXZO_001017-T1, CHXZO_001143-T1, CHXZO_001269-T1
OG0000126	GBNUN_000459-T1, GBNUN_000565-T1, GBNUN_006476-T1	CHXZO_003722-T1, CHXZO_005019-T1, CHXZO_011610-T1
OG0000127	GBNUN_000498-T1, GBNUN_000654-T1, GBNUN_006493-T1	CHXZO_000120-T1, CHXZO_003739-T1, CHXZO_011512-T1
OG0000128	GBNUN_000517-T1, GBNUN_007083-T1, GBNUN_011619-T1	CHXZO_001268-T1, CHXZO_007588-T1, CHXZO_008024-T1
OG0000129	GBNUN_000606-T1, GBNUN_003914-T1, GBNUN_004167-T1	CHXZO_004160-T1, CHXZO_005331-T1, CHXZO_011423-T1
OG0000130	GBNUN_000727-T1, GBNUN_002881-T1, GBNUN_009489-T1	CHXZO_000893-T1, CHXZO_003273-T1, CHXZO_011913-T1
OG0000131	GBNUN_000791-T1, GBNUN_005666-T1, GBNUN_007638-T1	CHXZO_001110-T1, CHXZO_005544-T1, CHXZO_009892-T1
OG0000132	GBNUN_000821-T1, GBNUN_003950-T1, GBNUN_004139-T1	CHXZO_003218-T1, CHXZO_006125-T1, CHXZO_006164-T1
OG0000133	GBNUN_000858-T1, GBNUN_000859-T1, GBNUN_001296-T1	CHXZO_000434-T1, CHXZO_012071-T1, CHXZO_012072-T1
OG0000134	GBNUN_000907-T1, GBNUN_001076-T1, GBNUN_009475-T1	CHXZO_000891-T1, CHXZO_002332-T1, CHXZO_004492-T1
OG0000135	GBNUN_000926-T1, GBNUN_002745-T1, GBNUN_004763-T1	CHXZO_000078-T1, CHXZO_009664-T1, CHXZO_012195-T1
OG0000136	GBNUN_000927-T1, GBNUN_002667-T1, GBNUN_003553-T1	CHXZO_002391-T1, CHXZO_011993-T1, CHXZO_012196-T1
OG0000137	GBNUN_001008-T1, GBNUN_004894-T1, GBNUN_008859-T1	CHXZO_000240-T1, CHXZO_004651-T1, CHXZO_007098-T1
OG0000138	GBNUN_001051-T1, GBNUN_002577-T1, GBNUN_004517-T1	CHXZO_001280-T1, CHXZO_003864-T1, CHXZO_012378-T1
OG0000139	GBNUN_001079-T1, GBNUN_003413-T1, GBNUN_003473-T1	CHXZO_002589-T1, CHXZO_002907-T1, CHXZO_009162-T1
OG0000140	GBNUN_001176-T1, GBNUN_004176-T1, GBNUN_006615-T1	CHXZO_000307-T1, CHXZO_008856-T1, CHXZO_011665-T1
OG0000141	GBNUN_001203-T1, GBNUN_006806-T1, GBNUN_008666-T1	CHXZO_000192-T1, CHXZO_007229-T1, CHXZO_011775-T1
OG0000142	GBNUN_001219-T1, GBNUN_002414-T1, GBNUN_002415-T1, GBNUN_009995-T1	CHXZO_002014-T1, CHXZO_002797-T1
OG0000143	GBNUN_001221-T1, GBNUN_009797-T1, GBNUN_010310-T1	CHXZO_008255-T1, CHXZO_009450-T1, CHXZO_011579-T1
OG0000144	GBNUN_001224-T1, GBNUN_001225-T1, GBNUN_001546-T1	CHXZO_001113-T1, CHXZO_002529-T1, CHXZO_002530-T1
OG0000145	GBNUN_001256-T1, GBNUN_002611-T1, GBNUN_009626-T1	CHXZO_001399-T1, CHXZO_010719-T1, CHXZO_011936-T1
OG0000146	GBNUN_001370-T1, GBNUN_001371-T1, GBNUN_003739-T1	CHXZO_003513-T1, CHXZO_009427-T1, CHXZO_009428-T1
OG0000147	GBNUN_001394-T1, GBNUN_008445-T1, GBNUN_011907-T1	CHXZO_003915-T1, CHXZO_007652-T1, CHXZO_010032-T1
OG0000148	GBNUN_001482-T1, GBNUN_001486-T1, GBNUN_008363-T1	CHXZO_007436-T1, CHXZO_009289-T1, CHXZO_009394-T1
OG0000149	GBNUN_001502-T1, GBNUN_005896-T1, GBNUN_007189-T1	CHXZO_002514-T1, CHXZO_004842-T1, CHXZO_005970-T1
OG0000150	GBNUN_001525-T1, GBNUN_006997-T1, GBNUN_006999-T1	CHXZO_001601-T1, CHXZO_004817-T1, CHXZO_004913-T1
OG0000151	GBNUN_001594-T1, GBNUN_004624-T1, GBNUN_005135-T1	CHXZO_000486-T1, CHXZO_004570-T1, CHXZO_005409-T1
OG0000152	GBNUN_001651-T1, GBNUN_007193-T1, GBNUN_008969-T1	CHXZO_000684-T1, CHXZO_002518-T1, CHXZO_004939-T1
OG0000153	GBNUN_001692-T1, GBNUN_002012-T1, GBNUN_004551-T1	CHXZO_000647-T1, CHXZO_000869-T1, CHXZO_004743-T1
OG0000154	GBNUN_001740-T1, GBNUN_006282-T1, GBNUN_011152-T1	CHXZO_001224-T1, CHXZO_009852-T1, CHXZO_010306-T1
OG0000155	GBNUN_001766-T1, GBNUN_005756-T1, GBNUN_011525-T1	CHXZO_005732-T1, CHXZO_005957-T1, CHXZO_010783-T1
OG0000156	GBNUN_001773-T1, GBNUN_001832-T1, GBNUN_008105-T1	CHXZO_001435-T1, CHXZO_004056-T1, CHXZO_009035-T1
OG0000157	GBNUN_001874-T1, GBNUN_002240-T1, GBNUN_011396-T1	CHXZO_002481-T1, CHXZO_004258-T1, CHXZO_011630-T1
OG0000158	GBNUN_001917-T1, GBNUN_010613-T1, GBNUN_010615-T1	CHXZO_001670-T1, CHXZO_001672-T1, CHXZO_010169-T1
OG0000159	GBNUN_001937-T1, GBNUN_005042-T1, GBNUN_011061-T1	CHXZO_005343-T1, CHXZO_010060-T1, CHXZO_010150-T1
OG0000160	GBNUN_001969-T1, GBNUN_007526-T1, GBNUN_011747-T1	CHXZO_004331-T1, CHXZO_004920-T1, CHXZO_008995-T1
OG0000161	GBNUN_002071-T1, GBNUN_003773-T1, GBNUN_007034-T1	CHXZO_004168-T1, CHXZO_007482-T1, CHXZO_009584-T1
OG0000162	GBNUN_002129-T1, GBNUN_002887-T1, GBNUN_010984-T1	CHXZO_001879-T1, CHXZO_003278-T1, CHXZO_007727-T1
OG0000163	GBNUN_002170-T1, GBNUN_002935-T1, GBNUN_004077-T1	CHXZO_003251-T1, CHXZO_003923-T1, CHXZO_011755-T1
OG0000164	GBNUN_002302-T1, GBNUN_004666-T1, GBNUN_007485-T1	CHXZO_006563-T1, CHXZO_007453-T1, CHXZO_008462-T1
OG0000165	GBNUN_002343-T1, GBNUN_003816-T1, GBNUN_005706-T1	CHXZO_000810-T1, CHXZO_005658-T1, CHXZO_008760-T1
OG0000166	GBNUN_002353-T1, GBNUN_008115-T1, GBNUN_011571-T1	CHXZO_000430-T1, CHXZO_008681-T1, CHXZO_010788-T1
OG0000167	GBNUN_002448-T1, GBNUN_009821-T1	CHXZO_000820-T1, CHXZO_002931-T1, CHXZO_003296-T1, CHXZO_011880-T1
OG0000168	GBNUN_002495-T1, GBNUN_009782-T1, GBNUN_009783-T1	CHXZO_001548-T1, CHXZO_008241-T1, CHXZO_008242-T1
OG0000169	GBNUN_002592-T1, GBNUN_006222-T1, GBNUN_006223-T1	CHXZO_003882-T1, CHXZO_005191-T1, CHXZO_005192-T1
OG0000170	GBNUN_002658-T1, GBNUN_007232-T1, GBNUN_011319-T1	CHXZO_002627-T1, CHXZO_008035-T1, CHXZO_011983-T1
OG0000171	GBNUN_002757-T1, GBNUN_002758-T1, GBNUN_002759-T1	CHXZO_001931-T1, CHXZO_001932-T1, CHXZO_005719-T1
OG0000172	GBNUN_002896-T1, GBNUN_003337-T1, GBNUN_009241-T1	CHXZO_002569-T1, CHXZO_003287-T1, CHXZO_009259-T1
OG0000173	GBNUN_002980-T1, GBNUN_002981-T1, GBNUN_005164-T1	CHXZO_004600-T1, CHXZO_005093-T1, CHXZO_005094-T1
OG0000174	GBNUN_002997-T1, GBNUN_005872-T1, GBNUN_005980-T1	CHXZO_003025-T1, CHXZO_003966-T1, CHXZO_007341-T1
OG0000175	GBNUN_003054-T1, GBNUN_006827-T1, GBNUN_006828-T1, GBNUN_006829-T1	CHXZO_011212-T1, CHXZO_011213-T1
OG0000176	GBNUN_003120-T1, GBNUN_006943-T1, GBNUN_010142-T1	CHXZO_005143-T1, CHXZO_005668-T1, CHXZO_005689-T1
OG0000177	GBNUN_003138-T1, GBNUN_003139-T1, GBNUN_003140-T1	CHXZO_004866-T1, CHXZO_004868-T1, CHXZO_004869-T1
OG0000178	GBNUN_003201-T1, GBNUN_005689-T1, GBNUN_005725-T1	CHXZO_000061-T1, CHXZO_002878-T1, CHXZO_004976-T1
OG0000179	GBNUN_003222-T1, GBNUN_011640-T1, GBNUN_011643-T1	CHXZO_001304-T1, CHXZO_007562-T1, CHXZO_007566-T1
OG0000180	GBNUN_003432-T1, GBNUN_009904-T1, GBNUN_010743-T1	CHXZO_000604-T1, CHXZO_005050-T1, CHXZO_008534-T1
OG0000181	GBNUN_003438-T1, GBNUN_008222-T1	CHXZO_001739-T1, CHXZO_005043-T1, CHXZO_007033-T1, CHXZO_009017-T1
OG0000182	GBNUN_003507-T1, GBNUN_008583-T1, GBNUN_008584-T1	CHXZO_007825-T1, CHXZO_010815-T1, CHXZO_010816-T1
OG0000183	GBNUN_003513-T1, GBNUN_006645-T1, GBNUN_007719-T1	CHXZO_002428-T1, CHXZO_007007-T1, CHXZO_011350-T1
OG0000184	GBNUN_003581-T1, GBNUN_007830-T1, GBNUN_010883-T1	CHXZO_002158-T1, CHXZO_004671-T1, CHXZO_007139-T1
OG0000185	GBNUN_003590-T1, GBNUN_003591-T1, GBNUN_008736-T1	CHXZO_004661-T1, CHXZO_004662-T1, CHXZO_009723-T1
OG0000186	GBNUN_003650-T1, GBNUN_005491-T1, GBNUN_007197-T1	CHXZO_002660-T1, CHXZO_003195-T1, CHXZO_008430-T1
OG0000187	GBNUN_003724-T1, GBNUN_007544-T1, GBNUN_008698-T1	CHXZO_003595-T1, CHXZO_006272-T1, CHXZO_008438-T1
OG0000188	GBNUN_003735-T1, GBNUN_004074-T1, GBNUN_005895-T1	CHXZO_003248-T1, CHXZO_003606-T1, CHXZO_005969-T1
OG0000189	GBNUN_003888-T1, GBNUN_005473-T1, GBNUN_005637-T1	CHXZO_000936-T1, CHXZO_005377-T1, CHXZO_005517-T1
OG0000190	GBNUN_003918-T1, GBNUN_007180-T1, GBNUN_010092-T1	CHXZO_001590-T1, CHXZO_002507-T1, CHXZO_006131-T1
OG0000191	GBNUN_003930-T1, GBNUN_004983-T1, GBNUN_008304-T1	CHXZO_004454-T1, CHXZO_006143-T1, CHXZO_006915-T1
OG0000192	GBNUN_003972-T1, GBNUN_004347-T1, GBNUN_007215-T1	CHXZO_000094-T1, CHXZO_005832-T1, CHXZO_006186-T1
OG0000193	GBNUN_004044-T1, GBNUN_004045-T1, GBNUN_004046-T1	CHXZO_003007-T1, CHXZO_003008-T1, CHXZO_003009-T1
OG0000194	GBNUN_004195-T1, GBNUN_009582-T1, GBNUN_010691-T1	CHXZO_007754-T1, CHXZO_008101-T1, CHXZO_008879-T1
OG0000195	GBNUN_004252-T1, GBNUN_005850-T1, GBNUN_009016-T1	CHXZO_001531-T1, CHXZO_003481-T1, CHXZO_005766-T1
OG0000196	GBNUN_004263-T1, GBNUN_006278-T1, GBNUN_011461-T1	CHXZO_003494-T1, CHXZO_009856-T1, CHXZO_012115-T1
OG0000197	GBNUN_004349-T1, GBNUN_004522-T1, GBNUN_007178-T1	CHXZO_000092-T1, CHXZO_003870-T1, CHXZO_010426-T1
OG0000198	GBNUN_004482-T1, GBNUN_005028-T1, GBNUN_007209-T1	CHXZO_001811-T1, CHXZO_004787-T1, CHXZO_005837-T1
OG0000199	GBNUN_004647-T1, GBNUN_010767-T1, GBNUN_011563-T1	CHXZO_003246-T1, CHXZO_011573-T1, CHXZO_012040-T1
OG0000200	GBNUN_004799-T1, GBNUN_010093-T1, GBNUN_011908-T1	CHXZO_001591-T1, CHXZO_007653-T1, CHXZO_010977-T1
OG0000201	GBNUN_004828-T1, GBNUN_004838-T1, GBNUN_006869-T1	CHXZO_004231-T1, CHXZO_004241-T1, CHXZO_012331-T1
OG0000202	GBNUN_004912-T1, GBNUN_006014-T1, GBNUN_007670-T1	CHXZO_003057-T1, CHXZO_008731-T1, CHXZO_010592-T1
OG0000203	GBNUN_005369-T1, GBNUN_007470-T1, GBNUN_007471-T1	CHXZO_005856-T1, CHXZO_005857-T1, CHXZO_010991-T1
OG0000204	GBNUN_005444-T1, GBNUN_005665-T1, GBNUN_010322-T1	CHXZO_003708-T1, CHXZO_005819-T1, CHXZO_009438-T1
OG0000205	GBNUN_005633-T1, GBNUN_007326-T1, GBNUN_007327-T1	CHXZO_002766-T1, CHXZO_011249-T1, CHXZO_011250-T1
OG0000206	GBNUN_005743-T1, GBNUN_010517-T1, GBNUN_011172-T1	CHXZO_001761-T1, CHXZO_007494-T1, CHXZO_012100-T1
OG0000207	GBNUN_005829-T1, GBNUN_006913-T1, GBNUN_009177-T1	CHXZO_003807-T1, CHXZO_007243-T1, CHXZO_010535-T1
OG0000208	GBNUN_005866-T1, GBNUN_006385-T1, GBNUN_011743-T1	CHXZO_000357-T1, CHXZO_005951-T1, CHXZO_006389-T1
OG0000209	GBNUN_006036-T1, GBNUN_006885-T1, GBNUN_009536-T1	CHXZO_003079-T1, CHXZO_004193-T1, CHXZO_007283-T1
OG0000210	GBNUN_006072-T1, GBNUN_007946-T1, GBNUN_011007-T1	CHXZO_005484-T1, CHXZO_006987-T1, CHXZO_009979-T1
OG0000211	GBNUN_006320-T1, GBNUN_006322-T1, GBNUN_010409-T1	CHXZO_006605-T1, CHXZO_006608-T1, CHXZO_011471-T1
OG0000212	GBNUN_006526-T1, GBNUN_007387-T1, GBNUN_009918-T1	CHXZO_008151-T1, CHXZO_008322-T1, CHXZO_008520-T1
OG0000213	GBNUN_006596-T1, GBNUN_008281-T1, GBNUN_011933-T1	CHXZO_002486-T1, CHXZO_006498-T1, CHXZO_006936-T1
OG0000214	GBNUN_006668-T1, GBNUN_008243-T1, GBNUN_011132-T1	CHXZO_000522-T1, CHXZO_005939-T1, CHXZO_010326-T1
OG0000215	GBNUN_006768-T1, GBNUN_007080-T1, GBNUN_009542-T1	CHXZO_007211-T1, CHXZO_008027-T1, CHXZO_010609-T1
OG0000216	GBNUN_006919-T1, GBNUN_009272-T1, GBNUN_009347-T1	CHXZO_010280-T1, CHXZO_010339-T1, CHXZO_010536-T1
OG0000217	GBNUN_007006-T1, GBNUN_009703-T1, GBNUN_009705-T1	CHXZO_007914-T1, CHXZO_007915-T1, CHXZO_007916-T1
OG0000218	GBNUN_007067-T1, GBNUN_010761-T1, GBNUN_010865-T1	CHXZO_002081-T1, CHXZO_007507-T1, CHXZO_011804-T1
OG0000219	GBNUN_007238-T1	CHXZO_001961-T1, CHXZO_002141-T1, CHXZO_003679-T1, CHXZO_004392-T1, CHXZO_010468-T1
OG0000220	GBNUN_007700-T1, GBNUN_009098-T1, GBNUN_009813-T1	CHXZO_000575-T1, CHXZO_002024-T1, CHXZO_008272-T1
OG0000221	GBNUN_007705-T1, GBNUN_007707-T1, GBNUN_008475-T1	CHXZO_000046-T1, CHXZO_005122-T1, CHXZO_005124-T1
OG0000222	GBNUN_007992-T1, GBNUN_009215-T1, GBNUN_009986-T1	CHXZO_001627-T1, CHXZO_001628-T1, CHXZO_011172-T1
OG0000223	GBNUN_007993-T1, GBNUN_007994-T1, GBNUN_010868-T1	CHXZO_008940-T1, CHXZO_008942-T1, CHXZO_011674-T1
OG0000224	GBNUN_008438-T1, GBNUN_011436-T1, GBNUN_011699-T1	CHXZO_009281-T1, CHXZO_011078-T1, CHXZO_012357-T1
OG0000225	GBNUN_008792-T1, GBNUN_009408-T1, GBNUN_011341-T1	CHXZO_006440-T1, CHXZO_009769-T1, CHXZO_009774-T1
OG0000226	GBNUN_009085-T1, GBNUN_010193-T1	CHXZO_000562-T1, CHXZO_004337-T1, CHXZO_005289-T1, CHXZO_009180-T1
OG0000227	GBNUN_009324-T1, GBNUN_010122-T1, GBNUN_010600-T1	CHXZO_000761-T1, CHXZO_005706-T1, CHXZO_010243-T1
OG0000228	GBNUN_009459-T1, GBNUN_009532-T1, GBNUN_009533-T1	CHXZO_002974-T1, CHXZO_004196-T1, CHXZO_004197-T1
OG0000229	GBNUN_009916-T1, GBNUN_009917-T1, GBNUN_011925-T1	CHXZO_002494-T1, CHXZO_008521-T1, CHXZO_008522-T1
OG0000230	GBNUN_000125-T1, GBNUN_006182-T1	CHXZO_001312-T1, CHXZO_006110-T1, CHXZO_012218-T1
OG0000231	GBNUN_000237-T1, GBNUN_006242-T1, GBNUN_011543-T1	CHXZO_005545-T1, CHXZO_006758-T1
OG0000232	GBNUN_000287-T1, GBNUN_010190-T1	CHXZO_004334-T1, CHXZO_006421-T1, CHXZO_011295-T1
OG0000233	GBNUN_000307-T1, GBNUN_007623-T1	CHXZO_008576-T1, CHXZO_010851-T1, CHXZO_011276-T1
OG0000234	GBNUN_000374-T1, GBNUN_004091-T1, GBNUN_007863-T1	CHXZO_003264-T1, CHXZO_003666-T1
OG0000235	GBNUN_000387-T1, GBNUN_000940-T1, GBNUN_009492-T1	CHXZO_001108-T1, CHXZO_001934-T1
OG0000236	GBNUN_000435-T1, GBNUN_005741-T1, GBNUN_010049-T1	CHXZO_007496-T1, CHXZO_012252-T1
OG0000237	GBNUN_000595-T1, GBNUN_001367-T1, GBNUN_006949-T1	CHXZO_001596-T1, CHXZO_005149-T1
OG0000238	GBNUN_000625-T1, GBNUN_003344-T1, GBNUN_004376-T1	CHXZO_002561-T1, CHXZO_005187-T1
OG0000239	GBNUN_000631-T1, GBNUN_001331-T1, GBNUN_001854-T1, GBNUN_002198-T1	CHXZO_009592-T1
OG0000240	GBNUN_000685-T1, GBNUN_000689-T1, GBNUN_002748-T1	CHXZO_000151-T1, CHXZO_000157-T1
OG0000241	GBNUN_000829-T1, GBNUN_002073-T1, GBNUN_004338-T1, GBNUN_008433-T1, GBNUN_011439-T1	
OG0000242	GBNUN_000836-T1, GBNUN_007987-T1	CHXZO_008707-T1, CHXZO_008708-T1, CHXZO_012094-T1
OG0000243	GBNUN_000987-T1, GBNUN_000989-T1	CHXZO_000217-T1, CHXZO_000218-T1, CHXZO_000220-T1
OG0000244	GBNUN_001095-T1, GBNUN_006095-T1	CHXZO_005897-T1, CHXZO_009177-T1, CHXZO_012204-T1
OG0000245	GBNUN_001266-T1, GBNUN_008470-T1	CHXZO_008581-T1, CHXZO_008807-T1, CHXZO_008808-T1
OG0000246	GBNUN_001313-T1, GBNUN_007210-T1, GBNUN_007211-T1	CHXZO_000451-T1, CHXZO_005836-T1
OG0000247	GBNUN_001336-T1, GBNUN_003885-T1	CHXZO_000387-T1, CHXZO_000939-T1, CHXZO_011901-T1
OG0000248	GBNUN_001347-T1, GBNUN_001826-T1, GBNUN_009370-T1	CHXZO_000375-T1, CHXZO_008833-T1
OG0000249	GBNUN_001354-T1, GBNUN_003840-T1, GBNUN_003988-T1	CHXZO_000367-T1, CHXZO_003395-T1
OG0000250	GBNUN_001361-T1, GBNUN_009937-T1, GBNUN_011438-T1	CHXZO_000394-T1, CHXZO_004089-T1
OG0000251	GBNUN_001389-T1, GBNUN_004539-T1	CHXZO_003913-T1, CHXZO_008903-T1, CHXZO_011220-T1
OG0000252	GBNUN_001434-T1, GBNUN_001436-T1, GBNUN_001442-T1	CHXZO_008788-T1, CHXZO_009392-T1
OG0000253	GBNUN_001448-T1, GBNUN_006102-T1	CHXZO_001188-T1, CHXZO_006257-T1, CHXZO_008670-T1
OG0000254	GBNUN_001451-T1, GBNUN_009677-T1	CHXZO_004763-T1, CHXZO_004961-T1, CHXZO_008667-T1
OG0000255	GBNUN_001577-T1, GBNUN_002356-T1, GBNUN_006633-T1	CHXZO_001146-T1, CHXZO_006313-T1
OG0000256	GBNUN_001623-T1, GBNUN_004625-T1, GBNUN_006409-T1	CHXZO_006420-T1, CHXZO_006629-T1
OG0000257	GBNUN_001709-T1, GBNUN_010561-T1, GBNUN_011399-T1	CHXZO_001568-T1, CHXZO_002225-T1
OG0000258	GBNUN_001733-T1	CHXZO_000758-T1, CHXZO_000822-T1, CHXZO_001963-T1, CHXZO_008607-T1
OG0000259	GBNUN_001876-T1, GBNUN_002044-T1, GBNUN_011262-T1	CHXZO_002844-T1, CHXZO_003105-T1
OG0000260	GBNUN_001909-T1, GBNUN_001954-T1, GBNUN_005398-T1	CHXZO_010130-T1, CHXZO_010176-T1
OG0000261	GBNUN_002103-T1, GBNUN_002104-T1, GBNUN_009188-T1	CHXZO_007474-T1, CHXZO_007475-T1
OG0000262	GBNUN_002126-T1, GBNUN_009431-T1, GBNUN_010260-T1	CHXZO_011929-T1, CHXZO_011934-T1
OG0000263	GBNUN_002217-T1, GBNUN_007688-T1	CHXZO_000096-T1, CHXZO_008559-T1, CHXZO_009040-T1
OG0000264	GBNUN_002222-T1, GBNUN_004803-T1, GBNUN_005742-T1	CHXZO_003179-T1, CHXZO_007495-T1
OG0000265	GBNUN_002307-T1, GBNUN_008598-T1	CHXZO_006569-T1, CHXZO_008306-T1, CHXZO_010800-T1
OG0000266	GBNUN_002349-T1, GBNUN_005963-T1	CHXZO_000817-T1, CHXZO_002829-T1, CHXZO_005923-T1
OG0000267	GBNUN_002501-T1, GBNUN_002535-T1	CHXZO_001512-T1, CHXZO_004080-T1, CHXZO_009529-T1
OG0000268	GBNUN_002554-T1, GBNUN_010575-T1	CHXZO_006655-T1, CHXZO_007027-T1, CHXZO_009135-T1
OG0000269	GBNUN_003089-T1, GBNUN_003090-T1, GBNUN_006580-T1	CHXZO_001998-T1, CHXZO_006702-T1
OG0000270	GBNUN_003128-T1, GBNUN_003129-T1, GBNUN_005324-T1	CHXZO_006005-T1, CHXZO_009553-T1
OG0000271	GBNUN_003514-T1, GBNUN_003519-T1, GBNUN_003520-T1	CHXZO_002423-T1, CHXZO_002424-T1
OG0000272	GBNUN_003828-T1, GBNUN_003829-T1, GBNUN_011155-T1	CHXZO_008745-T1, CHXZO_010302-T1
OG0000273	GBNUN_003911-T1, GBNUN_006273-T1	CHXZO_003499-T1, CHXZO_006530-T1, CHXZO_006726-T1
OG0000274	GBNUN_004161-T1, GBNUN_011108-T1	CHXZO_004153-T1, CHXZO_011818-T1, CHXZO_011826-T1
OG0000275	GBNUN_004451-T1, GBNUN_006501-T1	CHXZO_003747-T1, CHXZO_005307-T1, CHXZO_007407-T1
OG0000276	GBNUN_004481-T1, GBNUN_006709-T1, GBNUN_008895-T1	CHXZO_001812-T1, CHXZO_006967-T1
OG0000277	GBNUN_004616-T1, GBNUN_008960-T1	CHXZO_003446-T1, CHXZO_004930-T1, CHXZO_010607-T1
OG0000278	GBNUN_004714-T1, GBNUN_004715-T1, GBNUN_010596-T1	CHXZO_000764-T1, CHXZO_008391-T1
OG0000279	GBNUN_004777-T1, GBNUN_005945-T1, GBNUN_010881-T1	CHXZO_004380-T1, CHXZO_007137-T1
OG0000280	GBNUN_004809-T1, GBNUN_004952-T1, GBNUN_010778-T1	CHXZO_006795-T1, CHXZO_011562-T1
OG0000281	GBNUN_004875-T1, GBNUN_009675-T1, GBNUN_010112-T1	CHXZO_002899-T1, CHXZO_004371-T1
OG0000282	GBNUN_005080-T1, GBNUN_011414-T1	CHXZO_000297-T1, CHXZO_004513-T1, CHXZO_010952-T1
OG0000283	GBNUN_005435-T1, GBNUN_008458-T1, GBNUN_009117-T1	CHXZO_001197-T1, CHXZO_005828-T1
OG0000284	GBNUN_005645-T1, GBNUN_006256-T1	CHXZO_005370-T1, CHXZO_005693-T1, CHXZO_006744-T1
OG0000285	GBNUN_005692-T1, GBNUN_007542-T1, GBNUN_008830-T1	CHXZO_002881-T1, CHXZO_009871-T1
OG0000286	GBNUN_005800-T1, GBNUN_009357-T1	CHXZO_002450-T1, CHXZO_010414-T1, CHXZO_010639-T1
OG0000287	GBNUN_005806-T1, GBNUN_007323-T1	CHXZO_010632-T1, CHXZO_010633-T1, CHXZO_011252-T1
OG0000288	GBNUN_006251-T1, GBNUN_006255-T1, GBNUN_007085-T1	CHXZO_006745-T1, CHXZO_008023-T1
OG0000289	GBNUN_006550-T1, GBNUN_011417-T1	CHXZO_003661-T1, CHXZO_005995-T1, CHXZO_010948-T1
OG0000290	GBNUN_006610-T1, GBNUN_006611-T1	CHXZO_006823-T1, CHXZO_006824-T1, CHXZO_006825-T1
OG0000291	GBNUN_006654-T1, GBNUN_008420-T1	CHXZO_000507-T1, CHXZO_007000-T1, CHXZO_009611-T1
OG0000292	GBNUN_006912-T1, GBNUN_009274-T1	CHXZO_004180-T1, CHXZO_009612-T1, CHXZO_010282-T1
