	Chaetocladium_brefeldii_NRRL_1350.aa	Chaetocladium_brefeldii_RSA_1136-.aa
OG0007723		GBNWZ_003416-T1
OG0007724		GBNWZ_003419-T1
OG0007725		GBNWZ_003426-T1
OG0007726		GBNWZ_003427-T1
OG0007727		GBNWZ_003429-T1
OG0007728		GBNWZ_003431-T1
OG0007729		GBNWZ_003432-T1
OG0007730		GBNWZ_003433-T1
OG0007731		GBNWZ_003434-T1
OG0007732		GBNWZ_003435-T1
OG0007733		GBNWZ_003436-T1
OG0007734		GBNWZ_003440-T1
OG0007735		GBNWZ_003443-T1
OG0007736		GBNWZ_003444-T1
OG0007737		GBNWZ_003447-T1
OG0007738		GBNWZ_003448-T1
OG0007739		GBNWZ_003452-T1
OG0007740		GBNWZ_003455-T1
OG0007741		GBNWZ_003461-T1
OG0007742		GBNWZ_003462-T1
OG0007743		GBNWZ_003464-T1
OG0007744		GBNWZ_003470-T1
OG0007745		GBNWZ_003474-T1
OG0007746		GBNWZ_003475-T1
OG0007747		GBNWZ_003479-T1
OG0007748		GBNWZ_003481-T1
OG0007749		GBNWZ_003482-T1
OG0007750		GBNWZ_003483-T1
OG0007751		GBNWZ_003487-T1
OG0007752		GBNWZ_003489-T1
OG0007753		GBNWZ_003491-T1
OG0007754		GBNWZ_003496-T1
OG0007755		GBNWZ_003504-T1
OG0007756		GBNWZ_003505-T1
OG0007757		GBNWZ_003507-T1
OG0007758		GBNWZ_003508-T1
OG0007759		GBNWZ_003511-T1
OG0007760		GBNWZ_003512-T1
OG0007761		GBNWZ_003513-T1
OG0007762		GBNWZ_003521-T1
OG0007763		GBNWZ_003522-T1
OG0007764		GBNWZ_003523-T1
OG0007765		GBNWZ_003532-T1
OG0007766		GBNWZ_003533-T1
OG0007767		GBNWZ_003538-T1
OG0007768		GBNWZ_003543-T1
OG0007769		GBNWZ_003544-T1
OG0007770		GBNWZ_003545-T1
OG0007771		GBNWZ_003548-T1
OG0007772		GBNWZ_003553-T1
OG0007773		GBNWZ_003554-T1
OG0007774		GBNWZ_003559-T1
OG0007775		GBNWZ_003561-T1
OG0007776		GBNWZ_003565-T1
OG0007777		GBNWZ_003566-T1
OG0007778		GBNWZ_003572-T1
OG0007779		GBNWZ_003573-T1
OG0007780		GBNWZ_003574-T1
OG0007781		GBNWZ_003576-T1
OG0007782		GBNWZ_003583-T1
OG0007783		GBNWZ_003586-T1
OG0007784		GBNWZ_003588-T1
OG0007785		GBNWZ_003590-T1
OG0007786		GBNWZ_003591-T1
OG0007787		GBNWZ_003594-T1
OG0007788		GBNWZ_003595-T1
OG0007789		GBNWZ_003597-T1
OG0007790		GBNWZ_003604-T1
OG0007791		GBNWZ_003607-T1
OG0007792		GBNWZ_003612-T1
OG0007793		GBNWZ_003619-T1
OG0007794		GBNWZ_003621-T1
OG0007795		GBNWZ_003623-T1
OG0007796		GBNWZ_003628-T1
OG0007797		GBNWZ_003629-T1
OG0007798		GBNWZ_003630-T1
OG0007799		GBNWZ_003631-T1
OG0007800		GBNWZ_003633-T1
OG0007801		GBNWZ_003641-T1
OG0007802		GBNWZ_003646-T1
OG0007803		GBNWZ_003647-T1
OG0007804		GBNWZ_003648-T1
OG0007805		GBNWZ_003652-T1
OG0007806		GBNWZ_003655-T1
OG0007807		GBNWZ_003658-T1
OG0007808		GBNWZ_003659-T1
OG0007809		GBNWZ_003660-T1
OG0007810		GBNWZ_003661-T1
OG0007811		GBNWZ_003663-T1
OG0007812		GBNWZ_003664-T1
OG0007813		GBNWZ_003665-T1
OG0007814		GBNWZ_003667-T1
OG0007815		GBNWZ_003671-T1
OG0007816		GBNWZ_003675-T1
OG0007817		GBNWZ_003680-T1
OG0007818		GBNWZ_003681-T1
OG0007819		GBNWZ_003682-T1
OG0007820		GBNWZ_003683-T1
OG0007821		GBNWZ_003686-T1
OG0007822		GBNWZ_003689-T1
OG0007823		GBNWZ_003690-T1
OG0007824		GBNWZ_003691-T1
OG0007825		GBNWZ_003694-T1
OG0007826		GBNWZ_003695-T1
OG0007827		GBNWZ_003697-T1
OG0007828		GBNWZ_003698-T1
OG0007829		GBNWZ_003699-T1
OG0007830		GBNWZ_003700-T1
OG0007831		GBNWZ_003703-T1
OG0007832		GBNWZ_003710-T1
OG0007833		GBNWZ_003722-T1
OG0007834		GBNWZ_003726-T1
OG0007835		GBNWZ_003728-T1
OG0007836		GBNWZ_003729-T1
OG0007837		GBNWZ_003734-T1
OG0007838		GBNWZ_003737-T1
OG0007839		GBNWZ_003738-T1
OG0007840		GBNWZ_003740-T1
OG0007841		GBNWZ_003741-T1
OG0007842		GBNWZ_003742-T1
OG0007843		GBNWZ_003744-T1
OG0007844		GBNWZ_003750-T1
OG0007845		GBNWZ_003754-T1
OG0007846		GBNWZ_003755-T1
OG0007847		GBNWZ_003759-T1
OG0007848		GBNWZ_003763-T1
OG0007849		GBNWZ_003766-T1
OG0007850		GBNWZ_003767-T1
OG0007851		GBNWZ_003772-T1
OG0007852		GBNWZ_003775-T1
OG0007853		GBNWZ_003777-T1
OG0007854		GBNWZ_003782-T1
OG0007855		GBNWZ_003783-T1
OG0007856		GBNWZ_003784-T1
OG0007857		GBNWZ_003785-T1
OG0007858		GBNWZ_003786-T1
OG0007859		GBNWZ_003787-T1
OG0007860		GBNWZ_003788-T1
OG0007861		GBNWZ_003789-T1
OG0007862		GBNWZ_003790-T1
OG0007863		GBNWZ_003791-T1
OG0007864		GBNWZ_003792-T1
OG0007865		GBNWZ_003793-T1
OG0007866		GBNWZ_003794-T1
OG0007867		GBNWZ_003795-T1
OG0007868		GBNWZ_003798-T1
OG0007869		GBNWZ_003799-T1
OG0007870		GBNWZ_003803-T1
OG0007871		GBNWZ_003804-T1
OG0007872		GBNWZ_003805-T1
OG0007873		GBNWZ_003806-T1
OG0007874		GBNWZ_003808-T1
OG0007875		GBNWZ_003809-T1
OG0007876		GBNWZ_003811-T1
OG0007877		GBNWZ_003815-T1
OG0007878		GBNWZ_003818-T1
OG0007879		GBNWZ_003823-T1
OG0007880		GBNWZ_003824-T1
OG0007881		GBNWZ_003838-T1
OG0007882		GBNWZ_003844-T1
OG0007883		GBNWZ_003849-T1
OG0007884		GBNWZ_003852-T1
OG0007885		GBNWZ_003853-T1
OG0007886		GBNWZ_003860-T1
OG0007887		GBNWZ_003861-T1
OG0007888		GBNWZ_003863-T1
OG0007889		GBNWZ_003865-T1
OG0007890		GBNWZ_003870-T1
OG0007891		GBNWZ_003871-T1
OG0007892		GBNWZ_003874-T1
OG0007893		GBNWZ_003877-T1
OG0007894		GBNWZ_003878-T1
OG0007895		GBNWZ_003881-T1
OG0007896		GBNWZ_003883-T1
OG0007897		GBNWZ_003886-T1
OG0007898		GBNWZ_003897-T1
OG0007899		GBNWZ_003898-T1
OG0007900		GBNWZ_003899-T1
OG0007901		GBNWZ_003903-T1
OG0007902		GBNWZ_003904-T1
OG0007903		GBNWZ_003905-T1
OG0007904		GBNWZ_003908-T1
OG0007905		GBNWZ_003909-T1
OG0007906		GBNWZ_003910-T1
OG0007907		GBNWZ_003911-T1
OG0007908		GBNWZ_003912-T1
OG0007909		GBNWZ_003913-T1
OG0007910		GBNWZ_003914-T1
OG0007911		GBNWZ_003920-T1
OG0007912		GBNWZ_003921-T1
OG0007913		GBNWZ_003922-T1
OG0007914		GBNWZ_003935-T1
OG0007915		GBNWZ_003942-T1
OG0007916		GBNWZ_003943-T1
OG0007917		GBNWZ_003944-T1
OG0007918		GBNWZ_003947-T1
OG0007919		GBNWZ_003948-T1
OG0007920		GBNWZ_003949-T1
OG0007921		GBNWZ_003950-T1
OG0007922		GBNWZ_003952-T1
OG0007923		GBNWZ_003954-T1
OG0007924		GBNWZ_003955-T1
OG0007925		GBNWZ_003968-T1
OG0007926		GBNWZ_003971-T1
OG0007927		GBNWZ_003972-T1
OG0007928		GBNWZ_003973-T1
OG0007929		GBNWZ_003975-T1
OG0007930		GBNWZ_003981-T1
OG0007931		GBNWZ_003982-T1
OG0007932		GBNWZ_003988-T1
OG0007933		GBNWZ_003991-T1
OG0007934		GBNWZ_003996-T1
OG0007935		GBNWZ_003998-T1
OG0007936		GBNWZ_003999-T1
OG0007937		GBNWZ_004002-T1
OG0007938		GBNWZ_004007-T1
OG0007939		GBNWZ_004008-T1
OG0007940		GBNWZ_004012-T1
OG0007941		GBNWZ_004015-T1
OG0007942		GBNWZ_004019-T1
OG0007943		GBNWZ_004023-T1
OG0007944		GBNWZ_004024-T1
OG0007945		GBNWZ_004025-T1
OG0007946		GBNWZ_004032-T1
OG0007947		GBNWZ_004034-T1
OG0007948		GBNWZ_004035-T1
OG0007949		GBNWZ_004038-T1
OG0007950		GBNWZ_004040-T1
OG0007951		GBNWZ_004044-T1
OG0007952		GBNWZ_004046-T1
OG0007953		GBNWZ_004047-T1
OG0007954		GBNWZ_004053-T1
OG0007955		GBNWZ_004056-T1
OG0007956		GBNWZ_004063-T1
OG0007957		GBNWZ_004069-T1
OG0007958		GBNWZ_004070-T1
OG0007959		GBNWZ_004074-T1
OG0007960		GBNWZ_004080-T1
OG0007961		GBNWZ_004083-T1
OG0007962		GBNWZ_004088-T1
OG0007963		GBNWZ_004089-T1
OG0007964		GBNWZ_004096-T1
OG0007965		GBNWZ_004100-T1
OG0007966		GBNWZ_004105-T1
OG0007967		GBNWZ_004107-T1
OG0007968		GBNWZ_004110-T1
OG0007969		GBNWZ_004113-T1
OG0007970		GBNWZ_004116-T1
OG0007971		GBNWZ_004119-T1
OG0007972		GBNWZ_004120-T1
OG0007973		GBNWZ_004121-T1
OG0007974		GBNWZ_004123-T1
OG0007975		GBNWZ_004124-T1
OG0007976		GBNWZ_004125-T1
OG0007977		GBNWZ_004126-T1
OG0007978		GBNWZ_004133-T1
OG0007979		GBNWZ_004134-T1
OG0007980		GBNWZ_004135-T1
OG0007981		GBNWZ_004136-T1
OG0007982		GBNWZ_004141-T1
OG0007983		GBNWZ_004145-T1
OG0007984		GBNWZ_004146-T1
OG0007985		GBNWZ_004147-T1
OG0007986		GBNWZ_004150-T1
OG0007987		GBNWZ_004157-T1
OG0007988		GBNWZ_004159-T1
OG0007989		GBNWZ_004160-T1
OG0007990		GBNWZ_004161-T1
OG0007991		GBNWZ_004167-T1
OG0007992		GBNWZ_004169-T1
OG0007993		GBNWZ_004170-T1
OG0007994		GBNWZ_004171-T1
OG0007995		GBNWZ_004172-T1
OG0007996		GBNWZ_004173-T1
OG0007997		GBNWZ_004174-T1
OG0007998		GBNWZ_004175-T1
OG0007999		GBNWZ_004177-T1
OG0008000		GBNWZ_004179-T1
OG0008001		GBNWZ_004181-T1
OG0008002		GBNWZ_004183-T1
OG0008003		GBNWZ_004184-T1
OG0008004		GBNWZ_004185-T1
OG0008005		GBNWZ_004194-T1
OG0008006		GBNWZ_004197-T1
OG0008007		GBNWZ_004200-T1
OG0008008		GBNWZ_004201-T1
OG0008009		GBNWZ_004202-T1
OG0008010		GBNWZ_004203-T1
OG0008011		GBNWZ_004204-T1
OG0008012		GBNWZ_004208-T1
OG0008013		GBNWZ_004210-T1
OG0008014		GBNWZ_004211-T1
OG0008015		GBNWZ_004214-T1
OG0008016		GBNWZ_004217-T1
OG0008017		GBNWZ_004218-T1
OG0008018		GBNWZ_004222-T1
OG0008019		GBNWZ_004226-T1
OG0008020		GBNWZ_004227-T1
OG0008021		GBNWZ_004228-T1
OG0008022		GBNWZ_004229-T1
OG0008023		GBNWZ_004233-T1
OG0008024		GBNWZ_004234-T1
OG0008025		GBNWZ_004236-T1
OG0008026		GBNWZ_004237-T1
OG0008027		GBNWZ_004242-T1
OG0008028		GBNWZ_004246-T1
OG0008029		GBNWZ_004248-T1
OG0008030		GBNWZ_004253-T1
OG0008031		GBNWZ_004255-T1
OG0008032		GBNWZ_004259-T1
OG0008033		GBNWZ_004260-T1
OG0008034		GBNWZ_004262-T1
OG0008035		GBNWZ_004267-T1
OG0008036		GBNWZ_004268-T1
OG0008037		GBNWZ_004269-T1
OG0008038		GBNWZ_004275-T1
OG0008039		GBNWZ_004277-T1
OG0008040		GBNWZ_004278-T1
OG0008041		GBNWZ_004279-T1
OG0008042		GBNWZ_004281-T1
OG0008043		GBNWZ_004282-T1
OG0008044		GBNWZ_004286-T1
OG0008045		GBNWZ_004289-T1
OG0008046		GBNWZ_004293-T1
OG0008047		GBNWZ_004294-T1
OG0008048		GBNWZ_004302-T1
OG0008049		GBNWZ_004304-T1
OG0008050		GBNWZ_004307-T1
OG0008051		GBNWZ_004314-T1
OG0008052		GBNWZ_004316-T1
OG0008053		GBNWZ_004318-T1
OG0008054		GBNWZ_004322-T1
OG0008055		GBNWZ_004325-T1
OG0008056		GBNWZ_004328-T1
OG0008057		GBNWZ_004338-T1
OG0008058		GBNWZ_004339-T1
OG0008059		GBNWZ_004340-T1
OG0008060		GBNWZ_004343-T1
OG0008061		GBNWZ_004344-T1
OG0008062		GBNWZ_004345-T1
OG0008063		GBNWZ_004349-T1
OG0008064		GBNWZ_004350-T1
OG0008065		GBNWZ_004351-T1
OG0008066		GBNWZ_004352-T1
OG0008067		GBNWZ_004353-T1
OG0008068		GBNWZ_004354-T1
OG0008069		GBNWZ_004359-T1
OG0008070		GBNWZ_004360-T1
OG0008071		GBNWZ_004364-T1
OG0008072		GBNWZ_004365-T1
OG0008073		GBNWZ_004375-T1
OG0008074		GBNWZ_004386-T1
OG0008075		GBNWZ_004391-T1
OG0008076		GBNWZ_004392-T1
OG0008077		GBNWZ_004394-T1
OG0008078		GBNWZ_004396-T1
OG0008079		GBNWZ_004404-T1
OG0008080		GBNWZ_004406-T1
OG0008081		GBNWZ_004408-T1
OG0008082		GBNWZ_004413-T1
OG0008083		GBNWZ_004414-T1
OG0008084		GBNWZ_004415-T1
OG0008085		GBNWZ_004420-T1
OG0008086		GBNWZ_004422-T1
OG0008087		GBNWZ_004438-T1
OG0008088		GBNWZ_004439-T1
OG0008089		GBNWZ_004444-T1
OG0008090		GBNWZ_004446-T1
OG0008091		GBNWZ_004451-T1
OG0008092		GBNWZ_004453-T1
OG0008093		GBNWZ_004457-T1
OG0008094		GBNWZ_004458-T1
OG0008095		GBNWZ_004459-T1
OG0008096		GBNWZ_004460-T1
OG0008097		GBNWZ_004461-T1
OG0008098		GBNWZ_004462-T1
OG0008099		GBNWZ_004473-T1
OG0008100		GBNWZ_004475-T1
OG0008101		GBNWZ_004478-T1
OG0008102		GBNWZ_004480-T1
OG0008103		GBNWZ_004481-T1
OG0008104		GBNWZ_004483-T1
OG0008105		GBNWZ_004485-T1
OG0008106		GBNWZ_004492-T1
OG0008107		GBNWZ_004494-T1
OG0008108		GBNWZ_004497-T1
OG0008109		GBNWZ_004500-T1
OG0008110		GBNWZ_004507-T1
OG0008111		GBNWZ_004509-T1
OG0008112		GBNWZ_004510-T1
OG0008113		GBNWZ_004511-T1
OG0008114		GBNWZ_004514-T1
OG0008115		GBNWZ_004515-T1
OG0008116		GBNWZ_004521-T1
OG0008117		GBNWZ_004522-T1
OG0008118		GBNWZ_004526-T1
OG0008119		GBNWZ_004527-T1
OG0008120		GBNWZ_004530-T1
OG0008121		GBNWZ_004535-T1
OG0008122		GBNWZ_004538-T1
OG0008123		GBNWZ_004542-T1
OG0008124		GBNWZ_004548-T1
OG0008125		GBNWZ_004557-T1
OG0008126		GBNWZ_004560-T1
OG0008127		GBNWZ_004561-T1
OG0008128		GBNWZ_004568-T1
OG0008129		GBNWZ_004571-T1
OG0008130		GBNWZ_004573-T1
OG0008131		GBNWZ_004586-T1
OG0008132		GBNWZ_004588-T1
OG0008133		GBNWZ_004590-T1
OG0008134		GBNWZ_004594-T1
OG0008135		GBNWZ_004595-T1
OG0008136		GBNWZ_004599-T1
OG0008137		GBNWZ_004602-T1
OG0008138		GBNWZ_004609-T1
OG0008139		GBNWZ_004610-T1
OG0008140		GBNWZ_004613-T1
OG0008141		GBNWZ_004619-T1
OG0008142		GBNWZ_004621-T1
OG0008143		GBNWZ_004626-T1
OG0008144		GBNWZ_004641-T1
OG0008145		GBNWZ_004645-T1
OG0008146		GBNWZ_004648-T1
OG0008147		GBNWZ_004653-T1
OG0008148		GBNWZ_004658-T1
OG0008149		GBNWZ_004659-T1
OG0008150		GBNWZ_004663-T1
OG0008151		GBNWZ_004666-T1
OG0008152		GBNWZ_004668-T1
OG0008153		GBNWZ_004670-T1
OG0008154		GBNWZ_004674-T1
OG0008155		GBNWZ_004675-T1
OG0008156		GBNWZ_004677-T1
OG0008157		GBNWZ_004678-T1
OG0008158		GBNWZ_004681-T1
OG0008159		GBNWZ_004683-T1
OG0008160		GBNWZ_004684-T1
OG0008161		GBNWZ_004686-T1
OG0008162		GBNWZ_004689-T1
OG0008163		GBNWZ_004690-T1
OG0008164		GBNWZ_004691-T1
OG0008165		GBNWZ_004693-T1
OG0008166		GBNWZ_004698-T1
OG0008167		GBNWZ_004703-T1
OG0008168		GBNWZ_004704-T1
OG0008169		GBNWZ_004706-T1
OG0008170		GBNWZ_004707-T1
OG0008171		GBNWZ_004709-T1
OG0008172		GBNWZ_004712-T1
OG0008173		GBNWZ_004714-T1
OG0008174		GBNWZ_004716-T1
OG0008175		GBNWZ_004718-T1
OG0008176		GBNWZ_004720-T1
OG0008177		GBNWZ_004721-T1
OG0008178		GBNWZ_004725-T1
OG0008179		GBNWZ_004731-T1
OG0008180		GBNWZ_004732-T1
OG0008181		GBNWZ_004734-T1
OG0008182		GBNWZ_004740-T1
OG0008183		GBNWZ_004741-T1
OG0008184		GBNWZ_004742-T1
OG0008185		GBNWZ_004750-T1
OG0008186		GBNWZ_004751-T1
OG0008187		GBNWZ_004753-T1
OG0008188		GBNWZ_004754-T1
OG0008189		GBNWZ_004755-T1
OG0008190		GBNWZ_004758-T1
OG0008191		GBNWZ_004759-T1
OG0008192		GBNWZ_004766-T1
OG0008193		GBNWZ_004768-T1
OG0008194		GBNWZ_004769-T1
OG0008195		GBNWZ_004771-T1
OG0008196		GBNWZ_004772-T1
OG0008197		GBNWZ_004778-T1
OG0008198		GBNWZ_004794-T1
OG0008199		GBNWZ_004799-T1
OG0008200		GBNWZ_004800-T1
OG0008201		GBNWZ_004805-T1
OG0008202		GBNWZ_004806-T1
OG0008203		GBNWZ_004809-T1
OG0008204		GBNWZ_004811-T1
OG0008205		GBNWZ_004813-T1
OG0008206		GBNWZ_004814-T1
OG0008207		GBNWZ_004815-T1
OG0008208		GBNWZ_004817-T1
OG0008209		GBNWZ_004819-T1
OG0008210		GBNWZ_004821-T1
OG0008211		GBNWZ_004823-T1
OG0008212		GBNWZ_004824-T1
OG0008213		GBNWZ_004826-T1
OG0008214		GBNWZ_004827-T1
OG0008215		GBNWZ_004828-T1
OG0008216		GBNWZ_004830-T1
OG0008217		GBNWZ_004831-T1
OG0008218		GBNWZ_004832-T1
OG0008219		GBNWZ_004835-T1
OG0008220		GBNWZ_004841-T1
OG0008221		GBNWZ_004842-T1
OG0008222		GBNWZ_004845-T1
OG0008223		GBNWZ_004846-T1
OG0008224		GBNWZ_004849-T1
OG0008225		GBNWZ_004850-T1
OG0008226		GBNWZ_004853-T1
OG0008227		GBNWZ_004855-T1
OG0008228		GBNWZ_004862-T1
OG0008229		GBNWZ_004864-T1
OG0008230		GBNWZ_004867-T1
OG0008231		GBNWZ_004872-T1
OG0008232		GBNWZ_004873-T1
OG0008233		GBNWZ_004874-T1
OG0008234		GBNWZ_004875-T1
OG0008235		GBNWZ_004879-T1
OG0008236		GBNWZ_004896-T1
OG0008237		GBNWZ_004897-T1
OG0008238		GBNWZ_004898-T1
OG0008239		GBNWZ_004899-T1
OG0008240		GBNWZ_004900-T1
OG0008241		GBNWZ_004902-T1
OG0008242		GBNWZ_004904-T1
OG0008243		GBNWZ_004905-T1
OG0008244		GBNWZ_004907-T1
OG0008245		GBNWZ_004915-T1
OG0008246		GBNWZ_004918-T1
OG0008247		GBNWZ_004924-T1
OG0008248		GBNWZ_004926-T1
OG0008249		GBNWZ_004929-T1
OG0008250		GBNWZ_004931-T1
OG0008251		GBNWZ_004932-T1
OG0008252		GBNWZ_004933-T1
OG0008253		GBNWZ_004935-T1
OG0008254		GBNWZ_004937-T1
OG0008255		GBNWZ_004939-T1
OG0008256		GBNWZ_004940-T1
OG0008257		GBNWZ_004943-T1
OG0008258		GBNWZ_004947-T1
OG0008259		GBNWZ_004949-T1
OG0008260		GBNWZ_004952-T1
OG0008261		GBNWZ_004955-T1
OG0008262		GBNWZ_004956-T1
OG0008263		GBNWZ_004969-T1
OG0008264		GBNWZ_004972-T1
OG0008265		GBNWZ_004973-T1
OG0008266		GBNWZ_004974-T1
OG0008267		GBNWZ_004976-T1
OG0008268		GBNWZ_004985-T1
OG0008269		GBNWZ_004986-T1
OG0008270		GBNWZ_004988-T1
OG0008271		GBNWZ_004989-T1
OG0008272		GBNWZ_004993-T1
OG0008273		GBNWZ_004996-T1
OG0008274		GBNWZ_005000-T1
OG0008275		GBNWZ_005002-T1
OG0008276		GBNWZ_005004-T1
OG0008277		GBNWZ_005013-T1
OG0008278		GBNWZ_005021-T1
OG0008279		GBNWZ_005022-T1
OG0008280		GBNWZ_005023-T1
OG0008281		GBNWZ_005029-T1
OG0008282		GBNWZ_005033-T1
OG0008283		GBNWZ_005037-T1
OG0008284		GBNWZ_005038-T1
OG0008285		GBNWZ_005040-T1
OG0008286		GBNWZ_005045-T1
OG0008287		GBNWZ_005046-T1
OG0008288		GBNWZ_005047-T1
OG0008289		GBNWZ_005051-T1
OG0008290		GBNWZ_005061-T1
OG0008291		GBNWZ_005063-T1
OG0008292		GBNWZ_005065-T1
OG0008293		GBNWZ_005067-T1
OG0008294		GBNWZ_005069-T1
OG0008295		GBNWZ_005070-T1
OG0008296		GBNWZ_005072-T1
OG0008297		GBNWZ_005073-T1
OG0008298		GBNWZ_005074-T1
OG0008299		GBNWZ_005075-T1
OG0008300		GBNWZ_005077-T1
OG0008301		GBNWZ_005078-T1
OG0008302		GBNWZ_005079-T1
OG0008303		GBNWZ_005080-T1
OG0008304		GBNWZ_005081-T1
OG0008305		GBNWZ_005082-T1
OG0008306		GBNWZ_005083-T1
OG0008307		GBNWZ_005084-T1
OG0008308		GBNWZ_005085-T1
OG0008309		GBNWZ_005093-T1
OG0008310		GBNWZ_005094-T1
OG0008311		GBNWZ_005097-T1
OG0008312		GBNWZ_005098-T1
OG0008313		GBNWZ_005099-T1
OG0008314		GBNWZ_005100-T1
OG0008315		GBNWZ_005102-T1
OG0008316		GBNWZ_005106-T1
OG0008317		GBNWZ_005107-T1
OG0008318		GBNWZ_005109-T1
OG0008319		GBNWZ_005112-T1
OG0008320		GBNWZ_005123-T1
OG0008321		GBNWZ_005124-T1
OG0008322		GBNWZ_005125-T1
OG0008323		GBNWZ_005126-T1
OG0008324		GBNWZ_005127-T1
OG0008325		GBNWZ_005128-T1
OG0008326		GBNWZ_005129-T1
OG0008327		GBNWZ_005130-T1
OG0008328		GBNWZ_005131-T1
OG0008329		GBNWZ_005132-T1
OG0008330		GBNWZ_005133-T1
OG0008331		GBNWZ_005134-T1
OG0008332		GBNWZ_005135-T1
OG0008333		GBNWZ_005136-T1
OG0008334		GBNWZ_005137-T1
OG0008335		GBNWZ_005138-T1
OG0008336		GBNWZ_005139-T1
OG0008337		GBNWZ_005140-T1
OG0008338		GBNWZ_005141-T1
OG0008339		GBNWZ_005143-T1
OG0008340		GBNWZ_005147-T1
OG0008341		GBNWZ_005150-T1
OG0008342		GBNWZ_005152-T1
OG0008343		GBNWZ_005153-T1
OG0008344		GBNWZ_005155-T1
OG0008345		GBNWZ_005157-T1
OG0008346		GBNWZ_005159-T1
OG0008347		GBNWZ_005163-T1
OG0008348		GBNWZ_005165-T1
OG0008349		GBNWZ_005166-T1
OG0008350		GBNWZ_005170-T1
OG0008351		GBNWZ_005175-T1
OG0008352		GBNWZ_005178-T1
OG0008353		GBNWZ_005185-T1
OG0008354		GBNWZ_005187-T1
OG0008355		GBNWZ_005188-T1
OG0008356		GBNWZ_005194-T1
OG0008357		GBNWZ_005195-T1
OG0008358		GBNWZ_005196-T1
OG0008359		GBNWZ_005198-T1
OG0008360		GBNWZ_005201-T1
OG0008361		GBNWZ_005202-T1
OG0008362		GBNWZ_005205-T1
OG0008363		GBNWZ_005207-T1
OG0008364		GBNWZ_005210-T1
OG0008365		GBNWZ_005212-T1
OG0008366		GBNWZ_005213-T1
OG0008367		GBNWZ_005215-T1
OG0008368		GBNWZ_005217-T1
OG0008369		GBNWZ_005218-T1
OG0008370		GBNWZ_005219-T1
OG0008371		GBNWZ_005220-T1
OG0008372		GBNWZ_005222-T1
OG0008373		GBNWZ_005223-T1
OG0008374		GBNWZ_005225-T1
OG0008375		GBNWZ_005227-T1
OG0008376		GBNWZ_005230-T1
OG0008377		GBNWZ_005232-T1
OG0008378		GBNWZ_005234-T1
OG0008379		GBNWZ_005235-T1
OG0008380		GBNWZ_005236-T1
OG0008381		GBNWZ_005237-T1
OG0008382		GBNWZ_005240-T1
OG0008383		GBNWZ_005243-T1
OG0008384		GBNWZ_005248-T1
OG0008385		GBNWZ_005249-T1
OG0008386		GBNWZ_005251-T1
OG0008387		GBNWZ_005252-T1
OG0008388		GBNWZ_005255-T1
OG0008389		GBNWZ_005256-T1
OG0008390		GBNWZ_005258-T1
OG0008391		GBNWZ_005260-T1
OG0008392		GBNWZ_005261-T1
OG0008393		GBNWZ_005264-T1
OG0008394		GBNWZ_005265-T1
OG0008395		GBNWZ_005268-T1
OG0008396		GBNWZ_005270-T1
OG0008397		GBNWZ_005272-T1
OG0008398		GBNWZ_005277-T1
OG0008399		GBNWZ_005279-T1
OG0008400		GBNWZ_005281-T1
OG0008401		GBNWZ_005282-T1
OG0008402		GBNWZ_005285-T1
OG0008403		GBNWZ_005289-T1
OG0008404		GBNWZ_005290-T1
OG0008405		GBNWZ_005291-T1
OG0008406		GBNWZ_005292-T1
OG0008407		GBNWZ_005293-T1
OG0008408		GBNWZ_005294-T1
OG0008409		GBNWZ_005299-T1
OG0008410		GBNWZ_005300-T1
OG0008411		GBNWZ_005301-T1
OG0008412		GBNWZ_005303-T1
OG0008413		GBNWZ_005304-T1
OG0008414		GBNWZ_005305-T1
OG0008415		GBNWZ_005306-T1
OG0008416		GBNWZ_005307-T1
OG0008417		GBNWZ_005308-T1
OG0008418		GBNWZ_005309-T1
OG0008419		GBNWZ_005311-T1
OG0008420		GBNWZ_005314-T1
OG0008421		GBNWZ_005320-T1
OG0008422		GBNWZ_005323-T1
OG0008423		GBNWZ_005324-T1
OG0008424		GBNWZ_005327-T1
OG0008425		GBNWZ_005328-T1
OG0008426		GBNWZ_005330-T1
OG0008427		GBNWZ_005334-T1
OG0008428		GBNWZ_005335-T1
OG0008429		GBNWZ_005337-T1
OG0008430		GBNWZ_005338-T1
OG0008431		GBNWZ_005340-T1
OG0008432		GBNWZ_005342-T1
OG0008433		GBNWZ_005343-T1
OG0008434		GBNWZ_005347-T1
OG0008435		GBNWZ_005348-T1
OG0008436		GBNWZ_005352-T1
OG0008437		GBNWZ_005353-T1
OG0008438		GBNWZ_005358-T1
OG0008439		GBNWZ_005361-T1
OG0008440		GBNWZ_005362-T1
OG0008441		GBNWZ_005363-T1
OG0008442		GBNWZ_005366-T1
OG0008443		GBNWZ_005367-T1
OG0008444		GBNWZ_005368-T1
OG0008445		GBNWZ_005369-T1
OG0008446		GBNWZ_005373-T1
OG0008447		GBNWZ_005375-T1
OG0008448		GBNWZ_005376-T1
OG0008449		GBNWZ_005381-T1
OG0008450		GBNWZ_005384-T1
OG0008451		GBNWZ_005385-T1
OG0008452		GBNWZ_005387-T1
OG0008453		GBNWZ_005394-T1
OG0008454		GBNWZ_005397-T1
OG0008455		GBNWZ_005399-T1
OG0008456		GBNWZ_005402-T1
