	Phycomyces_blakesleeanus_Burgeff_NRRL_1465.aa	Phycomyces_blakesleeanus_NRRL_1555.aa
OG0012911		Phybl2|Phybl2_111666
OG0012912		Phybl2|Phybl2_61272
OG0012913		Phybl2|Phybl2_158477
OG0012914		Phybl2|Phybl2_144061
OG0012915		Phybl2|Phybl2_167038
OG0012916		Phybl2|Phybl2_95092
OG0012917		Phybl2|Phybl2_144081
OG0012918		Phybl2|Phybl2_158498
OG0012919		Phybl2|Phybl2_167075
OG0012920		Phybl2|Phybl2_167081
OG0012921		Phybl2|Phybl2_124115
OG0012922		Phybl2|Phybl2_111355
OG0012923		Phybl2|Phybl2_132906
OG0012924		Phybl2|Phybl2_167116
OG0012925		Phybl2|Phybl2_76569
OG0012926		Phybl2|Phybl2_167119
OG0012927		Phybl2|Phybl2_167127
OG0012928		Phybl2|Phybl2_61158
OG0012929		Phybl2|Phybl2_61155
OG0012930		Phybl2|Phybl2_167142
OG0012931		Phybl2|Phybl2_186558
OG0012932		Phybl2|Phybl2_61152
OG0012933		Phybl2|Phybl2_167147
OG0012934		Phybl2|Phybl2_144164
OG0012935		Phybl2|Phybl2_61139
OG0012936		Phybl2|Phybl2_167158
OG0012937		Phybl2|Phybl2_144176
OG0012938		Phybl2|Phybl2_167163
OG0012939		Phybl2|Phybl2_144181
OG0012940		Phybl2|Phybl2_144182
OG0012941		Phybl2|Phybl2_167169
OG0012942		Phybl2|Phybl2_144193
OG0012943		Phybl2|Phybl2_167176
OG0012944		Phybl2|Phybl2_158527
OG0012945		Phybl2|Phybl2_87100
OG0012946		Phybl2|Phybl2_61110
OG0012947		Phybl2|Phybl2_61108
OG0012948		Phybl2|Phybl2_144204
OG0012949		Phybl2|Phybl2_167192
OG0012950		Phybl2|Phybl2_144210
OG0012951		Phybl2|Phybl2_144211
OG0012952		Phybl2|Phybl2_167196
OG0012953		Phybl2|Phybl2_61094
OG0012954		Phybl2|Phybl2_61092
OG0012955		Phybl2|Phybl2_61091
OG0012956		Phybl2|Phybl2_167201
OG0012957		Phybl2|Phybl2_167202
OG0012958		Phybl2|Phybl2_74204
OG0012959		Phybl2|Phybl2_144221
OG0012960		Phybl2|Phybl2_144223
OG0012961		Phybl2|Phybl2_167207
OG0012962		Phybl2|Phybl2_111655
OG0012963		Phybl2|Phybl2_167208
OG0012964		Phybl2|Phybl2_167209
OG0012965		Phybl2|Phybl2_167210
OG0012966		Phybl2|Phybl2_167213
OG0012967		Phybl2|Phybl2_167215
OG0012968		Phybl2|Phybl2_111325
OG0012969		Phybl2|Phybl2_167218
OG0012970		Phybl2|Phybl2_144239
OG0012971		Phybl2|Phybl2_158533
OG0012972		Phybl2|Phybl2_144245
OG0012973		Phybl2|Phybl2_111447
OG0012974		Phybl2|Phybl2_74162
OG0012975		Phybl2|Phybl2_111204
OG0012976		Phybl2|Phybl2_144251
OG0012977		Phybl2|Phybl2_167235
OG0012978		Phybl2|Phybl2_167236
OG0012979		Phybl2|Phybl2_167240
OG0012980		Phybl2|Phybl2_61022
OG0012981		Phybl2|Phybl2_167283
OG0012982		Phybl2|Phybl2_144304
OG0012983		Phybl2|Phybl2_144305
OG0012984		Phybl2|Phybl2_67738
OG0012985		Phybl2|Phybl2_144338
OG0012986		Phybl2|Phybl2_167314
OG0012987		Phybl2|Phybl2_89967
OG0012988		Phybl2|Phybl2_144355
OG0012989		Phybl2|Phybl2_102930
OG0012990		Phybl2|Phybl2_133035
OG0012991		Phybl2|Phybl2_167357
OG0012992		Phybl2|Phybl2_144400
OG0012993		Phybl2|Phybl2_167383
OG0012994		Phybl2|Phybl2_67831
OG0012995		Phybl2|Phybl2_67834
OG0012996		Phybl2|Phybl2_167397
OG0012997		Phybl2|Phybl2_67848
OG0012998		Phybl2|Phybl2_167422
OG0012999		Phybl2|Phybl2_67865
OG0013000		Phybl2|Phybl2_67870
OG0013001		Phybl2|Phybl2_144459
OG0013002		Phybl2|Phybl2_144471
OG0013003		Phybl2|Phybl2_158604
OG0013004		Phybl2|Phybl2_167449
OG0013005		Phybl2|Phybl2_167450
OG0013006		Phybl2|Phybl2_167461
OG0013007		Phybl2|Phybl2_167465
OG0013008		Phybl2|Phybl2_67913
OG0013009		Phybl2|Phybl2_167478
OG0013010		Phybl2|Phybl2_167479
OG0013011		Phybl2|Phybl2_67923
OG0013012		Phybl2|Phybl2_158614
OG0013013		Phybl2|Phybl2_144521
OG0013014		Phybl2|Phybl2_167493
OG0013015		Phybl2|Phybl2_167502
OG0013016		Phybl2|Phybl2_167503
OG0013017		Phybl2|Phybl2_167504
OG0013018		Phybl2|Phybl2_144535
OG0013019		Phybl2|Phybl2_167506
OG0013020		Phybl2|Phybl2_167510
OG0013021		Phybl2|Phybl2_167511
OG0013022		Phybl2|Phybl2_167513
OG0013023		Phybl2|Phybl2_63962
OG0013024		Phybl2|Phybl2_144545
OG0013025		Phybl2|Phybl2_144546
OG0013026		Phybl2|Phybl2_144549
OG0013027		Phybl2|Phybl2_144550
OG0013028		Phybl2|Phybl2_63954
OG0013029		Phybl2|Phybl2_144555
OG0013030		Phybl2|Phybl2_144559
OG0013031		Phybl2|Phybl2_63943
OG0013032		Phybl2|Phybl2_158622
OG0013033		Phybl2|Phybl2_63935
OG0013034		Phybl2|Phybl2_63934
OG0013035		Phybl2|Phybl2_63932
OG0013036		Phybl2|Phybl2_63904
OG0013037		Phybl2|Phybl2_158627
OG0013038		Phybl2|Phybl2_167583
OG0013039		Phybl2|Phybl2_63887
OG0013040		Phybl2|Phybl2_144618
OG0013041		Phybl2|Phybl2_63875
OG0013042		Phybl2|Phybl2_186733
OG0013043		Phybl2|Phybl2_63844
OG0013044		Phybl2|Phybl2_111739
OG0013045		Phybl2|Phybl2_167636
OG0013046		Phybl2|Phybl2_63833
OG0013047		Phybl2|Phybl2_167644
OG0013048		Phybl2|Phybl2_158652
OG0013049		Phybl2|Phybl2_158653
OG0013050		Phybl2|Phybl2_80362
OG0013051		Phybl2|Phybl2_167653
OG0013052		Phybl2|Phybl2_71498
OG0013053		Phybl2|Phybl2_71496
OG0013054		Phybl2|Phybl2_41919
OG0013055		Phybl2|Phybl2_124492
OG0013056		Phybl2|Phybl2_167682
OG0013057		Phybl2|Phybl2_71463
OG0013058		Phybl2|Phybl2_158665
OG0013059		Phybl2|Phybl2_144728
OG0013060		Phybl2|Phybl2_167700
OG0013061		Phybl2|Phybl2_95495
OG0013062		Phybl2|Phybl2_71442
OG0013063		Phybl2|Phybl2_80086
OG0013064		Phybl2|Phybl2_71424
OG0013065		Phybl2|Phybl2_167725
OG0013066		Phybl2|Phybl2_167727
OG0013067		Phybl2|Phybl2_71419
OG0013068		Phybl2|Phybl2_71417
OG0013069		Phybl2|Phybl2_71416
OG0013070		Phybl2|Phybl2_167735
OG0013071		Phybl2|Phybl2_73957
OG0013072		Phybl2|Phybl2_167741
OG0013073		Phybl2|Phybl2_144773
OG0013074		Phybl2|Phybl2_144774
OG0013075		Phybl2|Phybl2_144775
OG0013076		Phybl2|Phybl2_144776
OG0013077		Phybl2|Phybl2_144778
OG0013078		Phybl2|Phybl2_167747
OG0013079		Phybl2|Phybl2_167752
OG0013080		Phybl2|Phybl2_167753
OG0013081		Phybl2|Phybl2_144786
OG0013082		Phybl2|Phybl2_144789
OG0013083		Phybl2|Phybl2_144790
OG0013084		Phybl2|Phybl2_71392
OG0013085		Phybl2|Phybl2_167761
OG0013086		Phybl2|Phybl2_71390
OG0013087		Phybl2|Phybl2_71389
OG0013088		Phybl2|Phybl2_71385
OG0013089		Phybl2|Phybl2_158684
OG0013090		Phybl2|Phybl2_144807
OG0013091		Phybl2|Phybl2_67716
OG0013092		Phybl2|Phybl2_144811
OG0013093		Phybl2|Phybl2_67714
OG0013094		Phybl2|Phybl2_144814
OG0013095		Phybl2|Phybl2_167786
OG0013096		Phybl2|Phybl2_111778
OG0013097		Phybl2|Phybl2_111688
OG0013098		Phybl2|Phybl2_144837
OG0013099		Phybl2|Phybl2_144839
OG0013100		Phybl2|Phybl2_167804
OG0013101		Phybl2|Phybl2_111766
OG0013102		Phybl2|Phybl2_167811
OG0013103		Phybl2|Phybl2_67672
OG0013104		Phybl2|Phybl2_67665
OG0013105		Phybl2|Phybl2_167853
OG0013106		Phybl2|Phybl2_67628
OG0013107		Phybl2|Phybl2_67626
OG0013108		Phybl2|Phybl2_67612
OG0013109		Phybl2|Phybl2_6992
OG0013110		Phybl2|Phybl2_144919
OG0013111		Phybl2|Phybl2_67602
OG0013112		Phybl2|Phybl2_103720
OG0013113		Phybl2|Phybl2_167899
OG0013114		Phybl2|Phybl2_67582
OG0013115		Phybl2|Phybl2_167904
OG0013116		Phybl2|Phybl2_167910
OG0013117		Phybl2|Phybl2_186821
OG0013118		Phybl2|Phybl2_144953
OG0013119		Phybl2|Phybl2_167920
OG0013120		Phybl2|Phybl2_167925
OG0013121		Phybl2|Phybl2_144961
OG0013122		Phybl2|Phybl2_167933
OG0013123		Phybl2|Phybl2_167936
OG0013124		Phybl2|Phybl2_67548
OG0013125		Phybl2|Phybl2_167941
OG0013126		Phybl2|Phybl2_144980
OG0013127		Phybl2|Phybl2_167952
OG0013128		Phybl2|Phybl2_167954
OG0013129		Phybl2|Phybl2_167955
OG0013130		Phybl2|Phybl2_144985
OG0013131		Phybl2|Phybl2_144987
OG0013132		Phybl2|Phybl2_167963
OG0013133		Phybl2|Phybl2_111993
OG0013134		Phybl2|Phybl2_144993
OG0013135		Phybl2|Phybl2_167965
OG0013136		Phybl2|Phybl2_144995
OG0013137		Phybl2|Phybl2_144996
OG0013138		Phybl2|Phybl2_167968
OG0013139		Phybl2|Phybl2_144999
OG0013140		Phybl2|Phybl2_145003
OG0013141		Phybl2|Phybl2_167972
OG0013142		Phybl2|Phybl2_167974
OG0013143		Phybl2|Phybl2_167976
OG0013144		Phybl2|Phybl2_67507
OG0013145		Phybl2|Phybl2_167988
OG0013146		Phybl2|Phybl2_158723
OG0013147		Phybl2|Phybl2_67495
OG0013148		Phybl2|Phybl2_145023
OG0013149		Phybl2|Phybl2_158724
OG0013150		Phybl2|Phybl2_167997
OG0013151		Phybl2|Phybl2_111753
OG0013152		Phybl2|Phybl2_145037
OG0013153		Phybl2|Phybl2_168010
OG0013154		Phybl2|Phybl2_168011
OG0013155		Phybl2|Phybl2_168012
OG0013156		Phybl2|Phybl2_145045
OG0013157		Phybl2|Phybl2_145046
OG0013158		Phybl2|Phybl2_67468
OG0013159		Phybl2|Phybl2_145050
OG0013160		Phybl2|Phybl2_158731
OG0013161		Phybl2|Phybl2_186842
OG0013162		Phybl2|Phybl2_145052
OG0013163		Phybl2|Phybl2_186843
OG0013164		Phybl2|Phybl2_158734
OG0013165		Phybl2|Phybl2_168034
OG0013166		Phybl2|Phybl2_145075
OG0013167		Phybl2|Phybl2_145094
OG0013168		Phybl2|Phybl2_71833
OG0013169		Phybl2|Phybl2_168063
OG0013170		Phybl2|Phybl2_14156
OG0013171		Phybl2|Phybl2_145128
OG0013172		Phybl2|Phybl2_168091
OG0013173		Phybl2|Phybl2_168093
OG0013174		Phybl2|Phybl2_145134
OG0013175		Phybl2|Phybl2_168097
OG0013176		Phybl2|Phybl2_168098
OG0013177		Phybl2|Phybl2_145140
OG0013178		Phybl2|Phybl2_64629
OG0013179		Phybl2|Phybl2_64633
OG0013180		Phybl2|Phybl2_64645
OG0013181		Phybl2|Phybl2_168120
OG0013182		Phybl2|Phybl2_168121
OG0013183		Phybl2|Phybl2_71803
OG0013184		Phybl2|Phybl2_145164
OG0013185		Phybl2|Phybl2_145166
OG0013186		Phybl2|Phybl2_168127
OG0013187		Phybl2|Phybl2_168141
OG0013188		Phybl2|Phybl2_64664
OG0013189		Phybl2|Phybl2_112435
OG0013190		Phybl2|Phybl2_64684
OG0013191		Phybl2|Phybl2_112479
OG0013192		Phybl2|Phybl2_112394
OG0013193		Phybl2|Phybl2_112506
OG0013194		Phybl2|Phybl2_168203
OG0013195		Phybl2|Phybl2_145257
OG0013196		Phybl2|Phybl2_145260
OG0013197		Phybl2|Phybl2_145262
OG0013198		Phybl2|Phybl2_112411
OG0013199		Phybl2|Phybl2_168239
OG0013200		Phybl2|Phybl2_168249
OG0013201		Phybl2|Phybl2_64777
OG0013202		Phybl2|Phybl2_64787
OG0013203		Phybl2|Phybl2_181382
OG0013204		Phybl2|Phybl2_64812
OG0013205		Phybl2|Phybl2_64823
OG0013206		Phybl2|Phybl2_64827
OG0013207		Phybl2|Phybl2_64828
OG0013208		Phybl2|Phybl2_64851
OG0013209		Phybl2|Phybl2_168301
OG0013210		Phybl2|Phybl2_64842
OG0013211		Phybl2|Phybl2_64850
OG0013212		Phybl2|Phybl2_168321
OG0013213		Phybl2|Phybl2_168345
OG0013214		Phybl2|Phybl2_5977
OG0013215		Phybl2|Phybl2_74195
OG0013216		Phybl2|Phybl2_168348
OG0013217		Phybl2|Phybl2_145394
OG0013218		Phybl2|Phybl2_64882
OG0013219		Phybl2|Phybl2_168353
OG0013220		Phybl2|Phybl2_145399
OG0013221		Phybl2|Phybl2_168355
OG0013222		Phybl2|Phybl2_168359
OG0013223		Phybl2|Phybl2_145404
OG0013224		Phybl2|Phybl2_168362
OG0013225		Phybl2|Phybl2_145408
OG0013226		Phybl2|Phybl2_168367
OG0013227		Phybl2|Phybl2_168368
OG0013228		Phybl2|Phybl2_145413
OG0013229		Phybl2|Phybl2_64905
OG0013230		Phybl2|Phybl2_168374
OG0013231		Phybl2|Phybl2_168376
OG0013232		Phybl2|Phybl2_145422
OG0013233		Phybl2|Phybl2_168378
OG0013234		Phybl2|Phybl2_64915
OG0013235		Phybl2|Phybl2_64918
OG0013236		Phybl2|Phybl2_168382
OG0013237		Phybl2|Phybl2_64920
OG0013238		Phybl2|Phybl2_145432
OG0013239		Phybl2|Phybl2_168384
OG0013240		Phybl2|Phybl2_103098
OG0013241		Phybl2|Phybl2_145438
OG0013242		Phybl2|Phybl2_64923
OG0013243		Phybl2|Phybl2_145440
OG0013244		Phybl2|Phybl2_145446
OG0013245		Phybl2|Phybl2_168397
OG0013246		Phybl2|Phybl2_3063
OG0013247		Phybl2|Phybl2_168401
OG0013248		Phybl2|Phybl2_64960
OG0013249		Phybl2|Phybl2_145478
OG0013250		Phybl2|Phybl2_145479
OG0013251		Phybl2|Phybl2_64964
OG0013252		Phybl2|Phybl2_112527
OG0013253		Phybl2|Phybl2_158858
OG0013254		Phybl2|Phybl2_168445
OG0013255		Phybl2|Phybl2_168447
OG0013256		Phybl2|Phybl2_145501
OG0013257		Phybl2|Phybl2_168449
OG0013258		Phybl2|Phybl2_145506
OG0013259		Phybl2|Phybl2_168454
OG0013260		Phybl2|Phybl2_145511
OG0013261		Phybl2|Phybl2_168458
OG0013262		Phybl2|Phybl2_64992
OG0013263		Phybl2|Phybl2_168465
OG0013264		Phybl2|Phybl2_145521
OG0013265		Phybl2|Phybl2_168470
OG0013266		Phybl2|Phybl2_145529
OG0013267		Phybl2|Phybl2_168474
OG0013268		Phybl2|Phybl2_168480
OG0013269		Phybl2|Phybl2_145536
OG0013270		Phybl2|Phybl2_112838
OG0013271		Phybl2|Phybl2_65734
OG0013272		Phybl2|Phybl2_65737
OG0013273		Phybl2|Phybl2_168491
OG0013274		Phybl2|Phybl2_168500
OG0013275		Phybl2|Phybl2_145565
OG0013276		Phybl2|Phybl2_145566
OG0013277		Phybl2|Phybl2_65765
OG0013278		Phybl2|Phybl2_181448
OG0013279		Phybl2|Phybl2_145575
OG0013280		Phybl2|Phybl2_145576
OG0013281		Phybl2|Phybl2_145577
OG0013282		Phybl2|Phybl2_65771
OG0013283		Phybl2|Phybl2_65775
OG0013284		Phybl2|Phybl2_187015
OG0013285		Phybl2|Phybl2_65779
OG0013286		Phybl2|Phybl2_158877
OG0013287		Phybl2|Phybl2_21209
OG0013288		Phybl2|Phybl2_145600
OG0013289		Phybl2|Phybl2_65828
OG0013290		Phybl2|Phybl2_168581
OG0013291		Phybl2|Phybl2_168584
OG0013292		Phybl2|Phybl2_168585
OG0013293		Phybl2|Phybl2_145637
OG0013294		Phybl2|Phybl2_65838
OG0013295		Phybl2|Phybl2_168597
OG0013296		Phybl2|Phybl2_168600
OG0013297		Phybl2|Phybl2_168603
OG0013298		Phybl2|Phybl2_145668
OG0013299		Phybl2|Phybl2_168626
OG0013300		Phybl2|Phybl2_78206
OG0013301		Phybl2|Phybl2_168630
OG0013302		Phybl2|Phybl2_187045
OG0013303		Phybl2|Phybl2_181482
OG0013304		Phybl2|Phybl2_78211
OG0013305		Phybl2|Phybl2_168637
OG0013306		Phybl2|Phybl2_158900
OG0013307		Phybl2|Phybl2_65894
OG0013308		Phybl2|Phybl2_145692
OG0013309		Phybl2|Phybl2_168647
OG0013310		Phybl2|Phybl2_168660
OG0013311		Phybl2|Phybl2_145707
OG0013312		Phybl2|Phybl2_145713
OG0013313		Phybl2|Phybl2_181494
OG0013314		Phybl2|Phybl2_145728
OG0013315		Phybl2|Phybl2_65941
OG0013316		Phybl2|Phybl2_145740
OG0013317		Phybl2|Phybl2_168705
OG0013318		Phybl2|Phybl2_145747
OG0013319		Phybl2|Phybl2_168716
OG0013320		Phybl2|Phybl2_155448
OG0013321		Phybl2|Phybl2_158921
OG0013322		Phybl2|Phybl2_103899
OG0013323		Phybl2|Phybl2_168734
OG0013324		Phybl2|Phybl2_181517
OG0013325		Phybl2|Phybl2_168748
OG0013326		Phybl2|Phybl2_66022
OG0013327		Phybl2|Phybl2_168778
OG0013328		Phybl2|Phybl2_66038
OG0013329		Phybl2|Phybl2_158933
OG0013330		Phybl2|Phybl2_145826
OG0013331		Phybl2|Phybl2_145827
OG0013332		Phybl2|Phybl2_72250
OG0013333		Phybl2|Phybl2_72251
OG0013334		Phybl2|Phybl2_72267
OG0013335		Phybl2|Phybl2_72271
OG0013336		Phybl2|Phybl2_145853
OG0013337		Phybl2|Phybl2_145855
OG0013338		Phybl2|Phybl2_168823
OG0013339		Phybl2|Phybl2_168847
OG0013340		Phybl2|Phybl2_103175
OG0013341		Phybl2|Phybl2_133889
OG0013342		Phybl2|Phybl2_181567
OG0013343		Phybl2|Phybl2_145908
OG0013344		Phybl2|Phybl2_145909
OG0013345		Phybl2|Phybl2_145910
OG0013346		Phybl2|Phybl2_63785
OG0013347		Phybl2|Phybl2_168873
OG0013348		Phybl2|Phybl2_95282
OG0013349		Phybl2|Phybl2_181574
OG0013350		Phybl2|Phybl2_158958
OG0013351		Phybl2|Phybl2_168881
OG0013352		Phybl2|Phybl2_168883
OG0013353		Phybl2|Phybl2_168885
OG0013354		Phybl2|Phybl2_168889
OG0013355		Phybl2|Phybl2_14160
OG0013356		Phybl2|Phybl2_63814
OG0013357		Phybl2|Phybl2_158964
OG0013358		Phybl2|Phybl2_158965
OG0013359		Phybl2|Phybl2_145960
OG0013360		Phybl2|Phybl2_187143
OG0013361		Phybl2|Phybl2_168914
OG0013362		Phybl2|Phybl2_168915
OG0013363		Phybl2|Phybl2_145964
OG0013364		Phybl2|Phybl2_73058
OG0013365		Phybl2|Phybl2_168921
OG0013366		Phybl2|Phybl2_73065
OG0013367		Phybl2|Phybl2_73069
OG0013368		Phybl2|Phybl2_187145
OG0013369		Phybl2|Phybl2_113343
OG0013370		Phybl2|Phybl2_73077
OG0013371		Phybl2|Phybl2_187146
OG0013372		Phybl2|Phybl2_168945
OG0013373		Phybl2|Phybl2_145997
OG0013374		Phybl2|Phybl2_168947
OG0013375		Phybl2|Phybl2_168948
OG0013376		Phybl2|Phybl2_73924
OG0013377		Phybl2|Phybl2_146001
OG0013378		Phybl2|Phybl2_168952
OG0013379		Phybl2|Phybl2_168954
OG0013380		Phybl2|Phybl2_73101
OG0013381		Phybl2|Phybl2_74168
OG0013382		Phybl2|Phybl2_158972
OG0013383		Phybl2|Phybl2_73103
OG0013384		Phybl2|Phybl2_146020
OG0013385		Phybl2|Phybl2_168971
OG0013386		Phybl2|Phybl2_73117
OG0013387		Phybl2|Phybl2_133910
OG0013388		Phybl2|Phybl2_168981
OG0013389		Phybl2|Phybl2_155499
OG0013390		Phybl2|Phybl2_168986
OG0013391		Phybl2|Phybl2_168987
OG0013392		Phybl2|Phybl2_146043
OG0013393		Phybl2|Phybl2_65355
OG0013394		Phybl2|Phybl2_158977
OG0013395		Phybl2|Phybl2_65324
OG0013396		Phybl2|Phybl2_65322
OG0013397		Phybl2|Phybl2_146076
OG0013398		Phybl2|Phybl2_158983
OG0013399		Phybl2|Phybl2_169027
OG0013400		Phybl2|Phybl2_90360
OG0013401		Phybl2|Phybl2_146092
OG0013402		Phybl2|Phybl2_113057
OG0013403		Phybl2|Phybl2_158993
OG0013404		Phybl2|Phybl2_65275
OG0013405		Phybl2|Phybl2_169068
OG0013406		Phybl2|Phybl2_169085
OG0013407		Phybl2|Phybl2_65245
OG0013408		Phybl2|Phybl2_65221
OG0013409		Phybl2|Phybl2_169127
OG0013410		Phybl2|Phybl2_181654
OG0013411		Phybl2|Phybl2_65197
OG0013412		Phybl2|Phybl2_169141
OG0013413		Phybl2|Phybl2_146204
OG0013414		Phybl2|Phybl2_146205
OG0013415		Phybl2|Phybl2_8208
OG0013416		Phybl2|Phybl2_100427
OG0013417		Phybl2|Phybl2_134039
OG0013418		Phybl2|Phybl2_146222
OG0013419		Phybl2|Phybl2_65156
OG0013420		Phybl2|Phybl2_169191
OG0013421		Phybl2|Phybl2_65136
OG0013422		Phybl2|Phybl2_169200
OG0013423		Phybl2|Phybl2_65117
OG0013424		Phybl2|Phybl2_65115
OG0013425		Phybl2|Phybl2_20800
OG0013426		Phybl2|Phybl2_77952
OG0013427		Phybl2|Phybl2_169232
OG0013428		Phybl2|Phybl2_155574
OG0013429		Phybl2|Phybl2_65082
OG0013430		Phybl2|Phybl2_169264
OG0013431		Phybl2|Phybl2_169265
OG0013432		Phybl2|Phybl2_169269
OG0013433		Phybl2|Phybl2_169287
OG0013434		Phybl2|Phybl2_187285
OG0013435		Phybl2|Phybl2_65038
OG0013436		Phybl2|Phybl2_169303
OG0013437		Phybl2|Phybl2_65021
OG0013438		Phybl2|Phybl2_169311
OG0013439		Phybl2|Phybl2_169316
OG0013440		Phybl2|Phybl2_169317
OG0013441		Phybl2|Phybl2_146375
OG0013442		Phybl2|Phybl2_169325
OG0013443		Phybl2|Phybl2_169326
OG0013444		Phybl2|Phybl2_146382
OG0013445		Phybl2|Phybl2_159085
OG0013446		Phybl2|Phybl2_159086
OG0013447		Phybl2|Phybl2_71592
OG0013448		Phybl2|Phybl2_146386
OG0013449		Phybl2|Phybl2_169332
OG0013450		Phybl2|Phybl2_169335
OG0013451		Phybl2|Phybl2_74140
OG0013452		Phybl2|Phybl2_169343
OG0013453		Phybl2|Phybl2_71578
OG0013454		Phybl2|Phybl2_169347
OG0013455		Phybl2|Phybl2_113073
OG0013456		Phybl2|Phybl2_159087
OG0013457		Phybl2|Phybl2_169352
OG0013458		Phybl2|Phybl2_146414
OG0013459		Phybl2|Phybl2_71570
OG0013460		Phybl2|Phybl2_169357
OG0013461		Phybl2|Phybl2_169358
OG0013462		Phybl2|Phybl2_146418
OG0013463		Phybl2|Phybl2_187306
OG0013464		Phybl2|Phybl2_73885
OG0013465		Phybl2|Phybl2_159091
OG0013466		Phybl2|Phybl2_146430
OG0013467		Phybl2|Phybl2_71560
OG0013468		Phybl2|Phybl2_169376
OG0013469		Phybl2|Phybl2_146440
OG0013470		Phybl2|Phybl2_65718
OG0013471		Phybl2|Phybl2_65715
OG0013472		Phybl2|Phybl2_187321
OG0013473		Phybl2|Phybl2_169397
OG0013474		Phybl2|Phybl2_146470
OG0013475		Phybl2|Phybl2_146476
OG0013476		Phybl2|Phybl2_169415
OG0013477		Phybl2|Phybl2_169424
OG0013478		Phybl2|Phybl2_39069
OG0013479		Phybl2|Phybl2_65638
OG0013480		Phybl2|Phybl2_146520
OG0013481		Phybl2|Phybl2_65614
OG0013482		Phybl2|Phybl2_134245
OG0013483		Phybl2|Phybl2_169483
OG0013484		Phybl2|Phybl2_169491
OG0013485		Phybl2|Phybl2_65592
OG0013486		Phybl2|Phybl2_65591
OG0013487		Phybl2|Phybl2_65589
OG0013488		Phybl2|Phybl2_169516
OG0013489		Phybl2|Phybl2_65570
OG0013490		Phybl2|Phybl2_146586
OG0013491		Phybl2|Phybl2_169526
OG0013492		Phybl2|Phybl2_65557
OG0013493		Phybl2|Phybl2_169530
OG0013494		Phybl2|Phybl2_65555
OG0013495		Phybl2|Phybl2_169533
OG0013496		Phybl2|Phybl2_169535
OG0013497		Phybl2|Phybl2_146598
OG0013498		Phybl2|Phybl2_169537
OG0013499		Phybl2|Phybl2_65546
OG0013500		Phybl2|Phybl2_146602
OG0013501		Phybl2|Phybl2_169542
OG0013502		Phybl2|Phybl2_169546
OG0013503		Phybl2|Phybl2_146612
OG0013504		Phybl2|Phybl2_146613
OG0013505		Phybl2|Phybl2_65547
OG0013506		Phybl2|Phybl2_187380
OG0013507		Phybl2|Phybl2_159148
OG0013508		Phybl2|Phybl2_146616
OG0013509		Phybl2|Phybl2_146626
OG0013510		Phybl2|Phybl2_169564
OG0013511		Phybl2|Phybl2_146632
OG0013512		Phybl2|Phybl2_146634
OG0013513		Phybl2|Phybl2_187386
OG0013514		Phybl2|Phybl2_146639
OG0013515		Phybl2|Phybl2_169575
OG0013516		Phybl2|Phybl2_169576
OG0013517		Phybl2|Phybl2_169577
OG0013518		Phybl2|Phybl2_65494
OG0013519		Phybl2|Phybl2_169597
OG0013520		Phybl2|Phybl2_78086
OG0013521		Phybl2|Phybl2_169605
OG0013522		Phybl2|Phybl2_146684
OG0013523		Phybl2|Phybl2_146689
OG0013524		Phybl2|Phybl2_146690
OG0013525		Phybl2|Phybl2_169641
OG0013526		Phybl2|Phybl2_169652
OG0013527		Phybl2|Phybl2_159169
OG0013528		Phybl2|Phybl2_181868
OG0013529		Phybl2|Phybl2_169671
OG0013530		Phybl2|Phybl2_65409
OG0013531		Phybl2|Phybl2_65407
OG0013532		Phybl2|Phybl2_65401
OG0013533		Phybl2|Phybl2_169701
OG0013534		Phybl2|Phybl2_159176
OG0013535		Phybl2|Phybl2_169703
OG0013536		Phybl2|Phybl2_169707
OG0013537		Phybl2|Phybl2_169709
OG0013538		Phybl2|Phybl2_169711
OG0013539		Phybl2|Phybl2_146772
OG0013540		Phybl2|Phybl2_169715
OG0013541		Phybl2|Phybl2_159178
OG0013542		Phybl2|Phybl2_146779
OG0013543		Phybl2|Phybl2_73326
OG0013544		Phybl2|Phybl2_169718
OG0013545		Phybl2|Phybl2_73328
OG0013546		Phybl2|Phybl2_159181
OG0013547		Phybl2|Phybl2_73340
OG0013548		Phybl2|Phybl2_159182
OG0013549		Phybl2|Phybl2_159183
OG0013550		Phybl2|Phybl2_169736
OG0013551		Phybl2|Phybl2_169737
OG0013552		Phybl2|Phybl2_169739
OG0013553		Phybl2|Phybl2_73349
OG0013554		Phybl2|Phybl2_146809
OG0013555		Phybl2|Phybl2_169751
OG0013556		Phybl2|Phybl2_169752
OG0013557		Phybl2|Phybl2_169753
OG0013558		Phybl2|Phybl2_169759
OG0013559		Phybl2|Phybl2_146824
OG0013560		Phybl2|Phybl2_169763
OG0013561		Phybl2|Phybl2_169770
OG0013562		Phybl2|Phybl2_73496
OG0013563		Phybl2|Phybl2_169781
OG0013564		Phybl2|Phybl2_159198
OG0013565		Phybl2|Phybl2_159202
OG0013566		Phybl2|Phybl2_146862
OG0013567		Phybl2|Phybl2_146863
OG0013568		Phybl2|Phybl2_68820
OG0013569		Phybl2|Phybl2_113906
OG0013570		Phybl2|Phybl2_159212
OG0013571		Phybl2|Phybl2_146886
OG0013572		Phybl2|Phybl2_169837
OG0013573		Phybl2|Phybl2_73978
