	Absidia_cuneospora_RSA_623_Plus.aa	Absidia_cuneospora_RSA_624-.aa
OG0000130	GBNUZ_001926-T1, GBNUZ_003230-T1, GBNUZ_009313-T1	GBNWA_000706-T1, GBNWA_004623-T1, GBNWA_009045-T1
OG0000131	GBNUZ_002017-T1, GBNUZ_003918-T1, GBNUZ_007841-T1	GBNWA_002455-T1, GBNWA_004273-T1, GBNWA_005083-T1
OG0000132	GBNUZ_002131-T1, GBNUZ_006144-T1, GBNUZ_009718-T1	GBNWA_001695-T1, GBNWA_002998-T1, GBNWA_003750-T1
OG0000133	GBNUZ_002154-T1, GBNUZ_002634-T1, GBNUZ_005872-T1	GBNWA_002633-T1, GBNWA_002687-T1, GBNWA_007249-T1
OG0000134	GBNUZ_002196-T1, GBNUZ_007196-T1, GBNUZ_009914-T1	GBNWA_000691-T1, GBNWA_002799-T1, GBNWA_006907-T1
OG0000135	GBNUZ_002209-T1, GBNUZ_005337-T1, GBNUZ_008623-T1	GBNWA_002785-T1, GBNWA_004058-T1, GBNWA_005282-T1
OG0000136	GBNUZ_002221-T1, GBNUZ_007802-T1	GBNWA_004697-T1, GBNWA_006377-T1, GBNWA_009895-T1, GBNWA_010003-T1
OG0000137	GBNUZ_002224-T1, GBNUZ_005978-T1, GBNUZ_009384-T1, GBNUZ_009589-T1	GBNWA_004694-T1, GBNWA_007600-T1
OG0000138	GBNUZ_002314-T1, GBNUZ_007727-T1, GBNUZ_008430-T1	GBNWA_001543-T1, GBNWA_002102-T1, GBNWA_002263-T1
OG0000139	GBNUZ_002322-T1, GBNUZ_008549-T1, GBNUZ_009599-T1	GBNWA_002494-T1, GBNWA_002841-T1, GBNWA_007591-T1
OG0000140	GBNUZ_002356-T1, GBNUZ_009025-T1, GBNUZ_009814-T1	GBNWA_000286-T1, GBNWA_000557-T1, GBNWA_009714-T1
OG0000141	GBNUZ_002361-T1, GBNUZ_007610-T1, GBNUZ_009441-T1	GBNWA_003706-T1, GBNWA_009709-T1, GBNWA_009871-T1
OG0000142	GBNUZ_002381-T1, GBNUZ_006701-T1, GBNUZ_008211-T1	GBNWA_007339-T1, GBNWA_008010-T1, GBNWA_009688-T1
OG0000143	GBNUZ_002418-T1, GBNUZ_003334-T1, GBNUZ_005301-T1	GBNWA_003468-T1, GBNWA_004188-T1, GBNWA_006734-T1
OG0000144	GBNUZ_002424-T1, GBNUZ_002519-T1, GBNUZ_003656-T1	GBNWA_001738-T1, GBNWA_003551-T1, GBNWA_004303-T1
OG0000145	GBNUZ_002435-T1, GBNUZ_009149-T1, GBNUZ_009276-T1	GBNWA_002527-T1, GBNWA_004426-T1, GBNWA_008206-T1
OG0000146	GBNUZ_002480-T1, GBNUZ_006625-T1, GBNUZ_008639-T1	GBNWA_002710-T1, GBNWA_003249-T1, GBNWA_003403-T1
OG0000147	GBNUZ_002488-T1, GBNUZ_002639-T1, GBNUZ_002756-T1, GBNUZ_003954-T1, GBNUZ_003955-T1	GBNWA_005392-T1
OG0000148	GBNUZ_002510-T1, GBNUZ_005765-T1, GBNUZ_005860-T1	GBNWA_002971-T1, GBNWA_003542-T1, GBNWA_003917-T1
OG0000149	GBNUZ_002522-T1, GBNUZ_004590-T1, GBNUZ_007264-T1	GBNWA_008357-T1, GBNWA_008374-T1, GBNWA_008449-T1
OG0000150	GBNUZ_002540-T1, GBNUZ_003266-T1, GBNUZ_003990-T1	GBNWA_001297-T1, GBNWA_002568-T1, GBNWA_006519-T1
OG0000151	GBNUZ_002579-T1, GBNUZ_003671-T1, GBNUZ_004293-T1	GBNWA_004240-T1, GBNWA_009571-T1, GBNWA_009572-T1
OG0000152	GBNUZ_002673-T1, GBNUZ_006226-T1	GBNWA_000943-T1, GBNWA_006205-T1, GBNWA_008760-T1, GBNWA_008832-T1
OG0000153	GBNUZ_002786-T1, GBNUZ_003019-T1, GBNUZ_006955-T1	GBNWA_003853-T1, GBNWA_007479-T1, GBNWA_009152-T1
OG0000154	GBNUZ_002815-T1, GBNUZ_003709-T1, GBNUZ_009344-T1	GBNWA_001231-T1, GBNWA_007033-T1, GBNWA_007789-T1
OG0000155	GBNUZ_003010-T1, GBNUZ_003599-T1, GBNUZ_009408-T1	GBNWA_000401-T1, GBNWA_000939-T1, GBNWA_003861-T1
OG0000156	GBNUZ_003035-T1, GBNUZ_004717-T1, GBNUZ_005569-T1	GBNWA_004211-T1, GBNWA_006501-T1, GBNWA_006502-T1
OG0000157	GBNUZ_003103-T1, GBNUZ_007083-T1, GBNUZ_009836-T1	GBNWA_000307-T1, GBNWA_002376-T1, GBNWA_007457-T1
OG0000158	GBNUZ_003104-T1, GBNUZ_008913-T1, GBNUZ_009860-T1	GBNWA_002377-T1, GBNWA_003190-T1, GBNWA_003646-T1
OG0000159	GBNUZ_003118-T1, GBNUZ_004553-T1, GBNUZ_007660-T1	GBNWA_001716-T1, GBNWA_003792-T1, GBNWA_004755-T1
OG0000160	GBNUZ_003261-T1, GBNUZ_005256-T1, GBNUZ_008191-T1	GBNWA_002420-T1, GBNWA_002566-T1, GBNWA_007319-T1
OG0000161	GBNUZ_003292-T1, GBNUZ_006397-T1, GBNUZ_007394-T1	GBNWA_002911-T1, GBNWA_003900-T1, GBNWA_006275-T1
OG0000162	GBNUZ_003307-T1, GBNUZ_007870-T1, GBNUZ_008697-T1	GBNWA_000646-T1, GBNWA_003884-T1, GBNWA_005170-T1
OG0000163	GBNUZ_003349-T1, GBNUZ_007619-T1, GBNUZ_007677-T1	GBNWA_006748-T1, GBNWA_007232-T1, GBNWA_007293-T1
OG0000164	GBNUZ_003363-T1, GBNUZ_005710-T1, GBNUZ_008184-T1	GBNWA_004353-T1, GBNWA_005572-T1, GBNWA_007312-T1
OG0000165	GBNUZ_003436-T1, GBNUZ_003720-T1, GBNUZ_006148-T1	GBNWA_003979-T1, GBNWA_004403-T1, GBNWA_009810-T1
OG0000166	GBNUZ_003542-T1, GBNUZ_009461-T1, GBNUZ_009812-T1	GBNWA_000284-T1, GBNWA_009505-T1, GBNWA_009889-T1
OG0000167	GBNUZ_003651-T1, GBNUZ_006305-T1, GBNUZ_006785-T1	GBNWA_006639-T1, GBNWA_009127-T1, GBNWA_009893-T1
OG0000168	GBNUZ_003705-T1, GBNUZ_008670-T1, GBNUZ_009552-T1	GBNWA_000201-T1, GBNWA_003780-T1, GBNWA_005201-T1
OG0000169	GBNUZ_003733-T1, GBNUZ_005779-T1, GBNUZ_007241-T1, GBNUZ_007470-T1	GBNWA_001452-T1, GBNWA_007378-T1
OG0000170	GBNUZ_003854-T1, GBNUZ_008111-T1, GBNUZ_009214-T1	GBNWA_005862-T1, GBNWA_006756-T1, GBNWA_008938-T1
OG0000171	GBNUZ_003913-T1, GBNUZ_006773-T1, GBNUZ_007728-T1	GBNWA_001544-T1, GBNWA_002450-T1, GBNWA_005430-T1
OG0000172	GBNUZ_003995-T1, GBNUZ_004348-T1, GBNUZ_005841-T1	GBNWA_003225-T1, GBNWA_006524-T1, GBNWA_006729-T1
OG0000173	GBNUZ_004028-T1, GBNUZ_009580-T1, GBNUZ_009732-T1	GBNWA_000228-T1, GBNWA_002017-T1, GBNWA_003736-T1
OG0000174	GBNUZ_004278-T1, GBNUZ_005000-T1, GBNUZ_006021-T1	GBNWA_001575-T1, GBNWA_006904-T1, GBNWA_009588-T1
OG0000175	GBNUZ_004492-T1, GBNUZ_005004-T1, GBNUZ_007329-T1	GBNWA_003338-T1, GBNWA_003458-T1, GBNWA_008218-T1
OG0000176	GBNUZ_004571-T1, GBNUZ_004831-T1, GBNUZ_007260-T1	GBNWA_001871-T1, GBNWA_007544-T1, GBNWA_008709-T1
OG0000177	GBNUZ_004580-T1, GBNUZ_007271-T1, GBNUZ_008167-T1	GBNWA_000589-T1, GBNWA_005443-T1, GBNWA_006837-T1
OG0000178	GBNUZ_004655-T1, GBNUZ_004657-T1, GBNUZ_009965-T1	GBNWA_002874-T1, GBNWA_002876-T1, GBNWA_008894-T1
OG0000179	GBNUZ_004892-T1, GBNUZ_005967-T1, GBNUZ_006749-T1	GBNWA_002198-T1, GBNWA_003722-T1, GBNWA_006823-T1
OG0000180	GBNUZ_005085-T1, GBNUZ_008105-T1, GBNUZ_008372-T1	GBNWA_004492-T1, GBNWA_005590-T1, GBNWA_006750-T1
OG0000181	GBNUZ_005279-T1, GBNUZ_009367-T1, GBNUZ_009664-T1	GBNWA_000313-T1, GBNWA_004322-T1, GBNWA_009455-T1
OG0000182	GBNUZ_005428-T1, GBNUZ_006450-T1, GBNUZ_006982-T1	GBNWA_009178-T1, GBNWA_009318-T1, GBNWA_009553-T1
OG0000183	GBNUZ_005472-T1, GBNUZ_006241-T1, GBNUZ_007527-T1	GBNWA_003519-T1, GBNWA_004615-T1, GBNWA_007657-T1
OG0000184	GBNUZ_005583-T1, GBNUZ_005842-T1, GBNUZ_007655-T1	GBNWA_001710-T1, GBNWA_004687-T1, GBNWA_006730-T1
OG0000185	GBNUZ_005814-T1, GBNUZ_008342-T1, GBNUZ_008479-T1	GBNWA_005602-T1, GBNWA_006194-T1, GBNWA_008850-T1
OG0000186	GBNUZ_006151-T1, GBNUZ_008404-T1, GBNUZ_009915-T1	GBNWA_000690-T1, GBNWA_001397-T1, GBNWA_009807-T1
OG0000187	GBNUZ_006494-T1, GBNUZ_009332-T1, GBNUZ_009645-T1	GBNWA_000332-T1, GBNWA_000726-T1, GBNWA_007160-T1
OG0000188	GBNUZ_006715-T1, GBNUZ_009486-T1, GBNUZ_009502-T1	GBNWA_001521-T1, GBNWA_004287-T1, GBNWA_010099-T1
OG0000189	GBNUZ_006756-T1, GBNUZ_006834-T1, GBNUZ_009696-T1	GBNWA_001898-T1, GBNWA_002204-T1, GBNWA_008481-T1
OG0000190	GBNUZ_008092-T1, GBNUZ_009757-T1, GBNUZ_010069-T1	GBNWA_002750-T1, GBNWA_008143-T1, GBNWA_009736-T1
OG0000191	GBNUZ_008271-T1, GBNUZ_008687-T1, GBNUZ_008796-T1	GBNWA_003499-T1, GBNWA_005181-T1, GBNWA_009940-T1
OG0000192	GBNUZ_008661-T1, GBNUZ_008880-T1, GBNUZ_009701-T1	GBNWA_002066-T1, GBNWA_003425-T1, GBNWA_005090-T1
OG0000193	GBNUZ_009046-T1, GBNUZ_009136-T1, GBNUZ_009659-T1	GBNWA_000317-T1, GBNWA_000433-T1, GBNWA_009258-T1
OG0000194	GBNUZ_009103-T1, GBNUZ_009104-T1, GBNUZ_009105-T1	GBNWA_002047-T1, GBNWA_002048-T1, GBNWA_002049-T1
OG0000195	GBNUZ_000001-T1, GBNUZ_005223-T1, GBNUZ_007177-T1	GBNWA_001823-T1, GBNWA_006925-T1
OG0000196	GBNUZ_000027-T1, GBNUZ_002282-T1	GBNWA_002141-T1, GBNWA_002142-T1, GBNWA_008559-T1
OG0000197	GBNUZ_000262-T1, GBNUZ_001176-T1	GBNWA_002334-T1, GBNWA_002335-T1, GBNWA_005614-T1
OG0000198	GBNUZ_000273-T1, GBNUZ_005912-T1, GBNUZ_005913-T1	GBNWA_003099-T1, GBNWA_007285-T1
OG0000199	GBNUZ_000298-T1, GBNUZ_006451-T1	GBNWA_004560-T1, GBNWA_009317-T1, GBNWA_009552-T1
OG0000200	GBNUZ_000318-T1, GBNUZ_007662-T1	GBNWA_001718-T1, GBNWA_002600-T1, GBNWA_002601-T1
OG0000201	GBNUZ_000347-T1, GBNUZ_000349-T1, GBNUZ_009734-T1	GBNWA_000885-T1, GBNWA_000887-T1
OG0000202	GBNUZ_000409-T1, GBNUZ_001550-T1, GBNUZ_004129-T1	GBNWA_004542-T1, GBNWA_009378-T1
OG0000203	GBNUZ_000410-T1, GBNUZ_003076-T1	GBNWA_007462-T1, GBNWA_009379-T1, GBNWA_009999-T1
OG0000204	GBNUZ_000521-T1, GBNUZ_000682-T1, GBNUZ_009686-T1	GBNWA_001888-T1, GBNWA_008103-T1
OG0000205	GBNUZ_000577-T1, GBNUZ_001277-T1	GBNWA_004707-T1, GBNWA_006311-T1, GBNWA_008534-T1
OG0000206	GBNUZ_000588-T1, GBNUZ_009669-T1, GBNUZ_009784-T1	GBNWA_001126-T1, GBNWA_001872-T1
OG0000207	GBNUZ_000649-T1, GBNUZ_001377-T1, GBNUZ_010064-T1	GBNWA_004671-T1, GBNWA_007022-T1
OG0000208	GBNUZ_000836-T1, GBNUZ_002233-T1, GBNUZ_004560-T1	GBNWA_001651-T1, GBNWA_006531-T1
OG0000209	GBNUZ_000898-T1, GBNUZ_003734-T1, GBNUZ_009203-T1	GBNWA_000067-T1, GBNWA_006625-T1
OG0000210	GBNUZ_001151-T1, GBNUZ_003669-T1, GBNUZ_007623-T1	GBNWA_001203-T1, GBNWA_004289-T1
OG0000211	GBNUZ_001268-T1, GBNUZ_007212-T1, GBNUZ_008653-T1	GBNWA_004979-T1, GBNWA_005236-T1
OG0000212	GBNUZ_001305-T1, GBNUZ_008947-T1	GBNWA_001565-T1, GBNWA_001566-T1, GBNWA_008879-T1
OG0000213	GBNUZ_001467-T1, GBNUZ_003798-T1, GBNUZ_006743-T1	GBNWA_003083-T1, GBNWA_006980-T1
OG0000214	GBNUZ_001476-T1, GBNUZ_003512-T1, GBNUZ_004609-T1	GBNWA_008231-T1, GBNWA_009911-T1
OG0000215	GBNUZ_001588-T1, GBNUZ_005262-T1	GBNWA_000926-T1, GBNWA_006627-T1, GBNWA_007105-T1
OG0000216	GBNUZ_001756-T1, GBNUZ_003376-T1, GBNUZ_009059-T1	GBNWA_004366-T1, GBNWA_005022-T1
OG0000217	GBNUZ_001873-T1, GBNUZ_001874-T1, GBNUZ_005333-T1	GBNWA_000970-T1, GBNWA_002629-T1
OG0000218	GBNUZ_001959-T1, GBNUZ_002120-T1, GBNUZ_009527-T1	GBNWA_001765-T1, GBNWA_002613-T1
OG0000219	GBNUZ_001961-T1, GBNUZ_005287-T1	GBNWA_002517-T1, GBNWA_005546-T1, GBNWA_007560-T1
OG0000220	GBNUZ_002125-T1, GBNUZ_009856-T1	GBNWA_001770-T1, GBNWA_003186-T1, GBNWA_003938-T1
OG0000221	GBNUZ_002273-T1, GBNUZ_007738-T1	GBNWA_005565-T1, GBNWA_007193-T1, GBNWA_008929-T1
OG0000222	GBNUZ_002491-T1, GBNUZ_003606-T1	GBNWA_000409-T1, GBNWA_006615-T1, GBNWA_008368-T1
OG0000223	GBNUZ_002698-T1, GBNUZ_006442-T1	GBNWA_000903-T1, GBNWA_009326-T1, GBNWA_009328-T1
OG0000224	GBNUZ_002720-T1, GBNUZ_006533-T1, GBNUZ_009032-T1	GBNWA_007119-T1, GBNWA_009244-T1
OG0000225	GBNUZ_002959-T1, GBNUZ_003115-T1, GBNUZ_003116-T1	GBNWA_003793-T1, GBNWA_007539-T1
OG0000226	GBNUZ_003378-T1, GBNUZ_008420-T1, GBNUZ_009318-T1	GBNWA_000711-T1, GBNWA_002092-T1
OG0000227	GBNUZ_003490-T1, GBNUZ_003492-T1, GBNUZ_008834-T1	GBNWA_003937-T1, GBNWA_008251-T1
OG0000228	GBNUZ_003708-T1, GBNUZ_009299-T1, GBNUZ_009300-T1	GBNWA_003783-T1, GBNWA_008185-T1
OG0000229	GBNUZ_004118-T1, GBNUZ_006558-T1	GBNWA_006477-T1, GBNWA_009348-T1, GBNWA_009349-T1
OG0000230	GBNUZ_004584-T1, GBNUZ_007798-T1, GBNUZ_009317-T1	GBNWA_000710-T1, GBNWA_006833-T1
OG0000231	GBNUZ_004948-T1, GBNUZ_004964-T1, GBNUZ_006924-T1, GBNUZ_008009-T1	GBNWA_009897-T1
OG0000232	GBNUZ_005135-T1	GBNWA_004110-T1, GBNWA_004116-T1, GBNWA_004119-T1, GBNWA_004129-T1
OG0000233	GBNUZ_005303-T1, GBNUZ_008048-T1	GBNWA_000270-T1, GBNWA_003470-T1, GBNWA_006950-T1
OG0000234	GBNUZ_005318-T1, GBNUZ_008334-T1	GBNWA_008765-T1, GBNWA_009232-T1, GBNWA_009560-T1
OG0000235	GBNUZ_005430-T1, GBNUZ_006654-T1, GBNUZ_006927-T1, GBNUZ_007135-T1	GBNWA_005981-T1
OG0000236	GBNUZ_005847-T1, GBNUZ_007734-T1, GBNUZ_007902-T1	GBNWA_007042-T1, GBNWA_007619-T1
OG0000237	GBNUZ_005946-T1, GBNUZ_010124-T1	GBNWA_003474-T1, GBNWA_004705-T1, GBNWA_005144-T1
OG0000238	GBNUZ_006302-T1	GBNWA_005266-T1, GBNWA_006001-T1, GBNWA_006707-T1, GBNWA_007165-T1
OG0000239	GBNUZ_006565-T1, GBNUZ_007071-T1, GBNUZ_008056-T1	GBNWA_002009-T1, GBNWA_008358-T1
OG0000240	GBNUZ_006636-T1, GBNUZ_006637-T1	GBNWA_006711-T1, GBNWA_007414-T1, GBNWA_009935-T1
OG0000241	GBNUZ_007249-T1, GBNUZ_007251-T1, GBNUZ_007252-T1	GBNWA_007367-T1, GBNWA_007369-T1
OG0000242	GBNUZ_007634-T1, GBNUZ_008324-T1	GBNWA_008774-T1, GBNWA_010061-T1, GBNWA_010062-T1
OG0000243	GBNUZ_007949-T1, GBNUZ_007950-T1, GBNUZ_007952-T1	GBNWA_005583-T1, GBNWA_005584-T1
OG0000244	GBNUZ_008693-T1, GBNUZ_008818-T1, GBNUZ_010104-T1	GBNWA_003953-T1, GBNWA_005175-T1
OG0000245	GBNUZ_000002-T1, GBNUZ_005593-T1	GBNWA_002165-T1, GBNWA_004001-T1
OG0000246	GBNUZ_000004-T1, GBNUZ_007762-T1	GBNWA_001047-T1, GBNWA_002163-T1
OG0000247	GBNUZ_000012-T1, GBNUZ_008183-T1	GBNWA_002155-T1, GBNWA_007311-T1
OG0000248	GBNUZ_000016-T1, GBNUZ_000850-T1	GBNWA_001638-T1, GBNWA_002153-T1
OG0000249	GBNUZ_000025-T1, GBNUZ_007797-T1	GBNWA_002144-T1, GBNWA_007233-T1
OG0000250	GBNUZ_000033-T1, GBNUZ_009986-T1	GBNWA_002135-T1, GBNWA_006062-T1
OG0000251	GBNUZ_000036-T1, GBNUZ_004388-T1	GBNWA_002132-T1, GBNWA_005814-T1
OG0000252	GBNUZ_000037-T1, GBNUZ_006273-T1	GBNWA_002131-T1, GBNWA_003754-T1
OG0000253	GBNUZ_000045-T1, GBNUZ_002782-T1	GBNWA_002122-T1, GBNWA_007473-T1
OG0000254	GBNUZ_000050-T1, GBNUZ_006721-T1	GBNWA_002116-T1, GBNWA_007002-T1
OG0000255	GBNUZ_000058-T1, GBNUZ_002601-T1	GBNWA_002108-T1, GBNWA_004342-T1
OG0000256	GBNUZ_000091-T1, GBNUZ_008752-T1	GBNWA_007698-T1, GBNWA_009672-T1
OG0000257	GBNUZ_000093-T1, GBNUZ_000545-T1	GBNWA_004775-T1, GBNWA_009674-T1
OG0000258	GBNUZ_000097-T1, GBNUZ_001346-T1, GBNUZ_007854-T1	GBNWA_001954-T1
OG0000259	GBNUZ_000103-T1, GBNUZ_000597-T1	GBNWA_001943-T1, GBNWA_009684-T1
OG0000260	GBNUZ_000107-T1, GBNUZ_006429-T1	GBNWA_004908-T1, GBNWA_009343-T1
OG0000261	GBNUZ_000134-T1, GBNUZ_004729-T1	GBNWA_000819-T1, GBNWA_008582-T1
OG0000262	GBNUZ_000146-T1, GBNUZ_005808-T1	GBNWA_000834-T1, GBNWA_004454-T1
OG0000263	GBNUZ_000154-T1, GBNUZ_000525-T1	GBNWA_001683-T1, GBNWA_006320-T1
OG0000264	GBNUZ_000167-T1, GBNUZ_008264-T1	GBNWA_005263-T1, GBNWA_005703-T1
OG0000265	GBNUZ_000206-T1, GBNUZ_002204-T1	GBNWA_002790-T1, GBNWA_005668-T1
OG0000266	GBNUZ_000216-T1, GBNUZ_003398-T1	GBNWA_004140-T1, GBNWA_005659-T1
OG0000267	GBNUZ_000217-T1, GBNUZ_004546-T1	GBNWA_005658-T1, GBNWA_006645-T1
OG0000268	GBNUZ_000227-T1, GBNUZ_002243-T1	GBNWA_003838-T1, GBNWA_005648-T1
OG0000269	GBNUZ_000231-T1, GBNUZ_004518-T1	GBNWA_005644-T1, GBNWA_006673-T1
OG0000270	GBNUZ_000238-T1, GBNUZ_007483-T1	GBNWA_001465-T1, GBNWA_005638-T1
OG0000271	GBNUZ_000257-T1, GBNUZ_002724-T1	GBNWA_005619-T1, GBNWA_009035-T1
OG0000272	GBNUZ_000283-T1, GBNUZ_007808-T1	GBNWA_003108-T1, GBNWA_004793-T1
OG0000273	GBNUZ_000292-T1, GBNUZ_000351-T1	GBNWA_000890-T1, GBNWA_004554-T1
OG0000274	GBNUZ_000316-T1, GBNUZ_004533-T1	GBNWA_002598-T1, GBNWA_006659-T1
OG0000275	GBNUZ_000321-T1, GBNUZ_008613-T1	GBNWA_002605-T1, GBNWA_004066-T1
OG0000276	GBNUZ_000365-T1, GBNUZ_008276-T1	GBNWA_003504-T1, GBNWA_009217-T1
OG0000277	GBNUZ_000388-T1, GBNUZ_004834-T1	GBNWA_007961-T1, GBNWA_009356-T1
OG0000278	GBNUZ_000404-T1, GBNUZ_007032-T1	GBNWA_000111-T1, GBNWA_009374-T1
OG0000279	GBNUZ_000412-T1, GBNUZ_003936-T1	GBNWA_006721-T1, GBNWA_009382-T1
OG0000280	GBNUZ_000415-T1	GBNWA_003463-T1, GBNWA_007226-T1, GBNWA_009384-T1
OG0000281	GBNUZ_000417-T1, GBNUZ_000540-T1	GBNWA_006335-T1, GBNWA_009386-T1
OG0000282	GBNUZ_000422-T1, GBNUZ_009151-T1	GBNWA_004424-T1, GBNWA_009390-T1
OG0000283	GBNUZ_000437-T1, GBNUZ_000796-T1	GBNWA_004464-T1, GBNWA_007765-T1
OG0000284	GBNUZ_000447-T1, GBNUZ_009741-T1	GBNWA_001513-T1, GBNWA_008160-T1
OG0000285	GBNUZ_000490-T1, GBNUZ_002531-T1	GBNWA_002577-T1, GBNWA_008134-T1
OG0000286	GBNUZ_000492-T1, GBNUZ_002715-T1	GBNWA_000920-T1, GBNWA_008131-T1
OG0000287	GBNUZ_000516-T1, GBNUZ_002928-T1	GBNWA_007509-T1, GBNWA_008108-T1
OG0000288	GBNUZ_000517-T1, GBNUZ_004007-T1	GBNWA_007773-T1, GBNWA_008107-T1
OG0000289	GBNUZ_000532-T1, GBNUZ_004292-T1	GBNWA_006327-T1, GBNWA_009573-T1
OG0000290	GBNUZ_000535-T1, GBNUZ_004294-T1	GBNWA_006330-T1, GBNWA_009570-T1
OG0000291	GBNUZ_000550-T1, GBNUZ_007466-T1	GBNWA_001448-T1, GBNWA_004780-T1
OG0000292	GBNUZ_000557-T1, GBNUZ_001278-T1	GBNWA_002259-T1, GBNWA_008535-T1
OG0000293	GBNUZ_000561-T1, GBNUZ_009942-T1	GBNWA_000664-T1, GBNWA_002254-T1
OG0000294	GBNUZ_000569-T1, GBNUZ_005087-T1	GBNWA_005588-T1, GBNWA_006302-T1
OG0000295	GBNUZ_000572-T1, GBNUZ_003776-T1	GBNWA_003025-T1, GBNWA_006305-T1
OG0000296	GBNUZ_000590-T1, GBNUZ_009116-T1	GBNWA_001950-T1, GBNWA_002059-T1
OG0000297	GBNUZ_000595-T1, GBNUZ_002144-T1	GBNWA_001945-T1, GBNWA_004510-T1
OG0000298	GBNUZ_000596-T1, GBNUZ_003481-T1	GBNWA_001944-T1, GBNWA_008260-T1
OG0000299	GBNUZ_000599-T1, GBNUZ_002142-T1	GBNWA_001941-T1, GBNWA_004512-T1
OG0000300	GBNUZ_000609-T1, GBNUZ_005143-T1	GBNWA_001931-T1, GBNWA_009147-T1
OG0000301	GBNUZ_000612-T1, GBNUZ_003141-T1	GBNWA_001927-T1, GBNWA_005532-T1
OG0000302	GBNUZ_000616-T1, GBNUZ_006699-T1	GBNWA_001166-T1, GBNWA_008013-T1
OG0000303	GBNUZ_000620-T1, GBNUZ_008238-T1	GBNWA_001162-T1, GBNWA_008724-T1
OG0000304	GBNUZ_000622-T1, GBNUZ_008584-T1	GBNWA_001160-T1, GBNWA_004098-T1
OG0000305	GBNUZ_000648-T1, GBNUZ_006309-T1	GBNWA_001851-T1, GBNWA_007023-T1
OG0000306	GBNUZ_000650-T1, GBNUZ_005545-T1	GBNWA_006155-T1, GBNWA_007021-T1
OG0000307	GBNUZ_000651-T1, GBNUZ_002289-T1	GBNWA_007020-T1, GBNWA_008565-T1
OG0000308	GBNUZ_000664-T1, GBNUZ_009155-T1	GBNWA_004420-T1, GBNWA_007007-T1
OG0000309	GBNUZ_000666-T1, GBNUZ_007128-T1	GBNWA_005297-T1, GBNWA_006979-T1
OG0000310	GBNUZ_000673-T1, GBNUZ_001414-T1	GBNWA_001621-T1, GBNWA_008046-T1
OG0000311	GBNUZ_000696-T1, GBNUZ_002974-T1	GBNWA_007550-T1, GBNWA_008683-T1
OG0000312	GBNUZ_000710-T1, GBNUZ_001029-T1	GBNWA_003594-T1, GBNWA_008696-T1
OG0000313	GBNUZ_000750-T1, GBNUZ_006478-T1	GBNWA_002539-T1, GBNWA_007620-T1
OG0000314	GBNUZ_000755-T1, GBNUZ_005698-T1	GBNWA_001226-T1, GBNWA_001673-T1
OG0000315	GBNUZ_000756-T1, GBNUZ_003270-T1, GBNUZ_007037-T1	GBNWA_000116-T1
OG0000316	GBNUZ_000763-T1, GBNUZ_008984-T1	GBNWA_001665-T1, GBNWA_005465-T1
OG0000317	GBNUZ_000764-T1, GBNUZ_009442-T1	GBNWA_001664-T1, GBNWA_009872-T1
OG0000318	GBNUZ_000778-T1, GBNUZ_004975-T1	GBNWA_003272-T1, GBNWA_007744-T1
OG0000319	GBNUZ_000793-T1, GBNUZ_004382-T1	GBNWA_005224-T1, GBNWA_007762-T1
OG0000320	GBNUZ_000813-T1, GBNUZ_009370-T1	GBNWA_007971-T1, GBNWA_009458-T1
OG0000321	GBNUZ_000816-T1, GBNUZ_001516-T1	GBNWA_006399-T1, GBNWA_007974-T1
OG0000322	GBNUZ_000818-T1, GBNUZ_009102-T1	GBNWA_002046-T1, GBNWA_007976-T1
OG0000323	GBNUZ_000875-T1, GBNUZ_001080-T1	GBNWA_008290-T1, GBNWA_009423-T1
OG0000324	GBNUZ_000894-T1, GBNUZ_003765-T1	GBNWA_003910-T1, GBNWA_005043-T1
OG0000325	GBNUZ_000903-T1, GBNUZ_002826-T1	GBNWA_005371-T1, GBNWA_009309-T1
OG0000326	GBNUZ_000911-T1, GBNUZ_003753-T1	GBNWA_008913-T1, GBNWA_009302-T1
OG0000327	GBNUZ_000927-T1, GBNUZ_006761-T1	GBNWA_002209-T1, GBNWA_009288-T1
OG0000328	GBNUZ_000942-T1, GBNUZ_006174-T1	GBNWA_000472-T1, GBNWA_009783-T1
OG0000329	GBNUZ_000960-T1, GBNUZ_001739-T1	GBNWA_002279-T1, GBNWA_008627-T1
OG0000330	GBNUZ_000965-T1, GBNUZ_007459-T1	GBNWA_001442-T1, GBNWA_002325-T1
OG0000331	GBNUZ_000971-T1, GBNUZ_005705-T1	GBNWA_002319-T1, GBNWA_005567-T1
OG0000332	GBNUZ_000981-T1, GBNUZ_005026-T1	GBNWA_002308-T1, GBNWA_007088-T1
OG0000333	GBNUZ_000996-T1, GBNUZ_009774-T1	GBNWA_003817-T1, GBNWA_007051-T1
OG0000334	GBNUZ_001002-T1, GBNUZ_002970-T1	GBNWA_001262-T1, GBNWA_007547-T1
OG0000335	GBNUZ_001017-T1, GBNUZ_004718-T1	GBNWA_001277-T1, GBNWA_008591-T1
OG0000336	GBNUZ_001024-T1, GBNUZ_002545-T1	GBNWA_001284-T1, GBNWA_002805-T1
OG0000337	GBNUZ_001045-T1, GBNUZ_005211-T1	GBNWA_001809-T1, GBNWA_003577-T1
