	Fennellomyces_mexicanussp.nov._RSA_1415_Plus.aa	Fennellomyces_mexicanussp.nov._RSA_1418-.aa
OG0000106	GBNTS_000527-T1, GBNTS_004625-T1, GBNTS_011944-T1	GBNTT_002885-T1, GBNTT_002886-T1, GBNTT_010347-T1, GBNTT_010382-T1
OG0000107	GBNTS_000547-T1, GBNTS_012156-T1, GBNTS_012733-T1, GBNTS_012734-T1	GBNTT_000434-T1, GBNTT_001721-T1, GBNTT_003003-T1
OG0000108	GBNTS_000765-T1, GBNTS_003074-T1, GBNTS_012016-T1, GBNTS_012834-T1	GBNTT_003584-T1, GBNTT_004849-T1, GBNTT_012570-T1
OG0000109	GBNTS_000824-T1, GBNTS_001326-T1, GBNTS_003635-T1, GBNTS_003681-T1	GBNTT_000588-T1, GBNTT_001723-T1, GBNTT_003362-T1
OG0000110	GBNTS_000866-T1, GBNTS_006305-T1, GBNTS_007704-T1, GBNTS_010697-T1	GBNTT_008603-T1, GBNTT_010069-T1, GBNTT_010412-T1
OG0000111	GBNTS_000935-T1, GBNTS_003376-T1, GBNTS_005869-T1, GBNTS_012017-T1	GBNTT_001656-T1, GBNTT_004175-T1, GBNTT_012608-T1
OG0000112	GBNTS_001049-T1, GBNTS_005306-T1	GBNTT_006926-T1, GBNTT_007325-T1, GBNTT_007573-T1, GBNTT_009263-T1, GBNTT_011015-T1
OG0000113	GBNTS_001295-T1, GBNTS_001626-T1, GBNTS_002162-T1, GBNTS_003134-T1, GBNTS_011298-T1	GBNTT_003030-T1, GBNTT_004318-T1
OG0000114	GBNTS_001297-T1, GBNTS_002021-T1, GBNTS_003467-T1, GBNTS_010352-T1	GBNTT_002286-T1, GBNTT_004641-T1, GBNTT_010504-T1
OG0000115	GBNTS_001335-T1, GBNTS_004506-T1, GBNTS_005254-T1	GBNTT_002298-T1, GBNTT_003453-T1, GBNTT_010652-T1, GBNTT_011835-T1
OG0000116	GBNTS_001399-T1, GBNTS_001662-T1, GBNTS_006780-T1, GBNTS_011006-T1, GBNTS_011589-T1	GBNTT_002395-T1, GBNTT_011095-T1
OG0000117	GBNTS_001488-T1, GBNTS_001706-T1, GBNTS_004131-T1, GBNTS_005334-T1	GBNTT_002367-T1, GBNTT_008035-T1, GBNTT_010951-T1
OG0000118	GBNTS_001590-T1, GBNTS_004192-T1, GBNTS_005685-T1, GBNTS_007856-T1, GBNTS_011517-T1	GBNTT_001645-T1, GBNTT_003033-T1
OG0000119	GBNTS_001771-T1, GBNTS_003069-T1, GBNTS_004606-T1	GBNTT_006411-T1, GBNTT_008426-T1, GBNTT_008474-T1, GBNTT_010391-T1
OG0000120	GBNTS_001873-T1, GBNTS_006323-T1, GBNTS_006492-T1	GBNTT_002369-T1, GBNTT_006190-T1, GBNTT_007881-T1, GBNTT_008389-T1
OG0000121	GBNTS_002039-T1, GBNTS_002041-T1, GBNTS_002042-T1	GBNTT_011122-T1, GBNTT_011123-T1, GBNTT_011124-T1, GBNTT_011126-T1
OG0000122	GBNTS_002230-T1, GBNTS_003852-T1, GBNTS_008706-T1	GBNTT_004391-T1, GBNTT_005559-T1, GBNTT_006889-T1, GBNTT_010041-T1
OG0000123	GBNTS_002353-T1, GBNTS_003408-T1, GBNTS_011533-T1	GBNTT_000682-T1, GBNTT_002452-T1, GBNTT_004369-T1, GBNTT_011843-T1
OG0000124	GBNTS_002575-T1, GBNTS_004829-T1, GBNTS_011094-T1, GBNTS_012883-T1	GBNTT_000801-T1, GBNTT_001763-T1, GBNTT_011792-T1
OG0000125	GBNTS_002654-T1, GBNTS_006086-T1, GBNTS_012699-T1	GBNTT_000363-T1, GBNTT_000364-T1, GBNTT_000543-T1, GBNTT_004957-T1
OG0000126	GBNTS_004110-T1, GBNTS_004828-T1, GBNTS_005165-T1	GBNTT_000842-T1, GBNTT_003289-T1, GBNTT_004031-T1, GBNTT_004149-T1
OG0000127	GBNTS_004286-T1, GBNTS_005811-T1, GBNTS_006597-T1	GBNTT_001067-T1, GBNTT_005009-T1, GBNTT_005548-T1, GBNTT_008309-T1
OG0000128	GBNTS_004936-T1, GBNTS_007154-T1, GBNTS_012027-T1	GBNTT_000396-T1, GBNTT_001321-T1, GBNTT_001421-T1, GBNTT_003762-T1
OG0000129	GBNTS_005467-T1, GBNTS_006142-T1, GBNTS_006464-T1	GBNTT_003920-T1, GBNTT_006962-T1, GBNTT_007244-T1, GBNTT_010550-T1
OG0000130	GBNTS_006071-T1, GBNTS_010772-T1, GBNTS_010959-T1	GBNTT_000927-T1, GBNTT_000928-T1, GBNTT_000930-T1, GBNTT_011120-T1
OG0000131	GBNTS_007953-T1, GBNTS_007954-T1, GBNTS_011658-T1, GBNTS_011778-T1	GBNTT_001079-T1, GBNTT_009389-T1, GBNTT_011912-T1
OG0000132	GBNTS_008452-T1, GBNTS_008453-T1, GBNTS_008738-T1, GBNTS_012541-T1	GBNTT_001535-T1, GBNTT_005248-T1, GBNTT_005252-T1
OG0000133	GBNTS_009702-T1, GBNTS_009703-T1, GBNTS_010318-T1, GBNTS_011040-T1	GBNTT_004410-T1, GBNTT_009412-T1, GBNTT_011513-T1
OG0000134		GBNTT_004689-T1, GBNTT_004917-T1, GBNTT_004966-T1, GBNTT_005050-T1, GBNTT_005749-T1, GBNTT_006693-T1, GBNTT_007373-T1
OG0000135	GBNTS_000006-T1, GBNTS_003112-T1, GBNTS_003113-T1	GBNTT_004529-T1, GBNTT_005636-T1, GBNTT_005637-T1
OG0000136	GBNTS_000013-T1, GBNTS_006875-T1, GBNTS_010376-T1	GBNTT_004522-T1, GBNTT_006757-T1, GBNTT_009636-T1
OG0000137	GBNTS_000035-T1, GBNTS_004750-T1, GBNTS_012299-T1	GBNTT_004002-T1, GBNTT_004501-T1, GBNTT_009810-T1
OG0000138	GBNTS_000060-T1, GBNTS_000649-T1, GBNTS_001778-T1, GBNTS_003981-T1, GBNTS_003985-T1, GBNTS_009243-T1	
OG0000139	GBNTS_000102-T1, GBNTS_007646-T1, GBNTS_007683-T1	GBNTT_008689-T1, GBNTT_009449-T1, GBNTT_009485-T1
OG0000140	GBNTS_000113-T1, GBNTS_000879-T1, GBNTS_007125-T1	GBNTT_004125-T1, GBNTT_007526-T1, GBNTT_008680-T1
OG0000141	GBNTS_000123-T1, GBNTS_000391-T1, GBNTS_005587-T1	GBNTT_001549-T1, GBNTT_002086-T1, GBNTT_005443-T1
OG0000142	GBNTS_000130-T1, GBNTS_001797-T1, GBNTS_012846-T1	GBNTT_001834-T1, GBNTT_004871-T1, GBNTT_005451-T1
OG0000143	GBNTS_000154-T1, GBNTS_003726-T1, GBNTS_012327-T1	GBNTT_000125-T1, GBNTT_004033-T1, GBNTT_005475-T1
OG0000144	GBNTS_000219-T1, GBNTS_006836-T1, GBNTS_011593-T1	GBNTT_011271-T1, GBNTT_012135-T1, GBNTT_012563-T1
OG0000145	GBNTS_000246-T1, GBNTS_000596-T1, GBNTS_010146-T1	GBNTT_004301-T1, GBNTT_009761-T1, GBNTT_012677-T1
OG0000146	GBNTS_000292-T1, GBNTS_000888-T1, GBNTS_004325-T1	GBNTT_005733-T1, GBNTT_007534-T1, GBNTT_012382-T1
OG0000147	GBNTS_000343-T1, GBNTS_000787-T1, GBNTS_007003-T1	GBNTT_000871-T1, GBNTT_003185-T1, GBNTT_011750-T1
OG0000148	GBNTS_000412-T1, GBNTS_001420-T1, GBNTS_004029-T1	GBNTT_001570-T1, GBNTT_010071-T1, GBNTT_011370-T1
OG0000149	GBNTS_000421-T1, GBNTS_001651-T1, GBNTS_011585-T1	GBNTT_001579-T1, GBNTT_001729-T1, GBNTT_011339-T1
OG0000150	GBNTS_000442-T1, GBNTS_009969-T1, GBNTS_011696-T1	GBNTT_000001-T1, GBNTT_009191-T1, GBNTT_010154-T1
OG0000151	GBNTS_000470-T1, GBNTS_004937-T1, GBNTS_006269-T1	GBNTT_002393-T1, GBNTT_002502-T1, GBNTT_002867-T1
OG0000152	GBNTS_000476-T1, GBNTS_012023-T1, GBNTS_012308-T1	GBNTT_000908-T1, GBNTT_000941-T1, GBNTT_001991-T1
OG0000153	GBNTS_000544-T1, GBNTS_000553-T1, GBNTS_012479-T1	GBNTT_000677-T1, GBNTT_010328-T1, GBNTT_011668-T1
OG0000154	GBNTS_000612-T1, GBNTS_001375-T1, GBNTS_006556-T1	GBNTT_003562-T1, GBNTT_006728-T1, GBNTT_008078-T1
OG0000155	GBNTS_000788-T1, GBNTS_001143-T1, GBNTS_003552-T1	GBNTT_001830-T1, GBNTT_004179-T1, GBNTT_010593-T1
OG0000156	GBNTS_000874-T1, GBNTS_000875-T1, GBNTS_012669-T1	GBNTT_007521-T1, GBNTT_007522-T1, GBNTT_009572-T1
OG0000157	GBNTS_000907-T1, GBNTS_002477-T1, GBNTS_003191-T1	GBNTT_003457-T1, GBNTT_003614-T1, GBNTT_012391-T1
OG0000158	GBNTS_000984-T1, GBNTS_000986-T1, GBNTS_009905-T1	GBNTT_004542-T1, GBNTT_004544-T1, GBNTT_009635-T1
OG0000159	GBNTS_000989-T1, GBNTS_002841-T1, GBNTS_009726-T1	GBNTT_001504-T1, GBNTT_004547-T1, GBNTT_009506-T1
OG0000160	GBNTS_001201-T1, GBNTS_010233-T1, GBNTS_010238-T1	GBNTT_000558-T1, GBNTT_002704-T1, GBNTT_003318-T1
OG0000161	GBNTS_001262-T1, GBNTS_006600-T1, GBNTS_012830-T1	GBNTT_001215-T1, GBNTT_003666-T1, GBNTT_011395-T1
OG0000162	GBNTS_001318-T1, GBNTS_008116-T1, GBNTS_010373-T1	GBNTT_002410-T1, GBNTT_009992-T1, GBNTT_010608-T1
OG0000163	GBNTS_001331-T1, GBNTS_006713-T1, GBNTS_009044-T1	GBNTT_006622-T1, GBNTT_008316-T1, GBNTT_011831-T1
OG0000164	GBNTS_001380-T1, GBNTS_005198-T1, GBNTS_005556-T1	GBNTT_005170-T1, GBNTT_008073-T1, GBNTT_009496-T1
OG0000165	GBNTS_001490-T1, GBNTS_001509-T1, GBNTS_008288-T1	GBNTT_007948-T1, GBNTT_007968-T1, GBNTT_010848-T1
OG0000166	GBNTS_001536-T1, GBNTS_005759-T1, GBNTS_012271-T1	GBNTT_005382-T1, GBNTT_007604-T1, GBNTT_012305-T1
OG0000167	GBNTS_001563-T1, GBNTS_002877-T1, GBNTS_011820-T1	GBNTT_006533-T1, GBNTT_010435-T1, GBNTT_010438-T1
OG0000168	GBNTS_001637-T1, GBNTS_001733-T1, GBNTS_008798-T1	GBNTT_002631-T1, GBNTT_005154-T1, GBNTT_011178-T1
OG0000169	GBNTS_001691-T1, GBNTS_002610-T1, GBNTS_006561-T1	GBNTT_002828-T1, GBNTT_006304-T1, GBNTT_008557-T1
OG0000170	GBNTS_001735-T1, GBNTS_006497-T1, GBNTS_009090-T1	GBNTT_005152-T1, GBNTT_005987-T1, GBNTT_009380-T1
OG0000171	GBNTS_001772-T1, GBNTS_005112-T1, GBNTS_006622-T1	GBNTT_004923-T1, GBNTT_005101-T1, GBNTT_007850-T1
OG0000172	GBNTS_001945-T1, GBNTS_008715-T1, GBNTS_010306-T1	GBNTT_008644-T1, GBNTT_010640-T1, GBNTT_011816-T1
OG0000173	GBNTS_001950-T1, GBNTS_003149-T1, GBNTS_003150-T1	GBNTT_009052-T1, GBNTT_009053-T1, GBNTT_011811-T1
OG0000174	GBNTS_001999-T1, GBNTS_008358-T1, GBNTS_012093-T1	GBNTT_001001-T1, GBNTT_007560-T1, GBNTT_008656-T1
OG0000175	GBNTS_002028-T1, GBNTS_003017-T1, GBNTS_003859-T1, GBNTS_004719-T1, GBNTS_006306-T1	GBNTT_003988-T1
OG0000176	GBNTS_002082-T1, GBNTS_002083-T1, GBNTS_010279-T1	GBNTT_002735-T1, GBNTT_005058-T1, GBNTT_005059-T1
OG0000177	GBNTS_002135-T1, GBNTS_010050-T1, GBNTS_011059-T1	GBNTT_003160-T1, GBNTT_006398-T1, GBNTT_011530-T1
OG0000178	GBNTS_002177-T1, GBNTS_004346-T1, GBNTS_005154-T1	GBNTT_002153-T1, GBNTT_003967-T1, GBNTT_008596-T1
OG0000179	GBNTS_002309-T1, GBNTS_007089-T1, GBNTS_009478-T1	GBNTT_005347-T1, GBNTT_007298-T1, GBNTT_007357-T1
OG0000180	GBNTS_002389-T1, GBNTS_003458-T1, GBNTS_007655-T1	GBNTT_001742-T1, GBNTT_002767-T1, GBNTT_009478-T1
OG0000181	GBNTS_002483-T1, GBNTS_008091-T1	GBNTT_002866-T1, GBNTT_005367-T1, GBNTT_009640-T1, GBNTT_010633-T1
OG0000182	GBNTS_002620-T1, GBNTS_002621-T1, GBNTS_008420-T1	GBNTT_005285-T1, GBNTT_008567-T1, GBNTT_008568-T1
OG0000183	GBNTS_002738-T1, GBNTS_003830-T1, GBNTS_012837-T1	GBNTT_000939-T1, GBNTT_002021-T1, GBNTT_002289-T1
OG0000184	GBNTS_002762-T1, GBNTS_004239-T1, GBNTS_004661-T1	GBNTT_001021-T1, GBNTT_004275-T1, GBNTT_012123-T1
OG0000185	GBNTS_002834-T1, GBNTS_010501-T1, GBNTS_012815-T1	GBNTT_000789-T1, GBNTT_001496-T1, GBNTT_002814-T1
OG0000186	GBNTS_002910-T1, GBNTS_006455-T1, GBNTS_011925-T1	GBNTT_002579-T1, GBNTT_003929-T1, GBNTT_011794-T1
OG0000187	GBNTS_002953-T1, GBNTS_004562-T1, GBNTS_009690-T1	GBNTT_000899-T1, GBNTT_007496-T1, GBNTT_009497-T1
OG0000188	GBNTS_003008-T1, GBNTS_006636-T1, GBNTS_007967-T1	GBNTT_001093-T1, GBNTT_003123-T1, GBNTT_003206-T1
OG0000189	GBNTS_003080-T1, GBNTS_004338-T1, GBNTS_011257-T1	GBNTT_004367-T1, GBNTT_008588-T1, GBNTT_010399-T1
OG0000190	GBNTS_003206-T1, GBNTS_012281-T1, GBNTS_012419-T1	GBNTT_005236-T1, GBNTT_009616-T1, GBNTT_012316-T1
OG0000191	GBNTS_003216-T1, GBNTS_012791-T1	GBNTT_001616-T1, GBNTT_002647-T1, GBNTT_003342-T1, GBNTT_012519-T1
OG0000192	GBNTS_003260-T1, GBNTS_006803-T1, GBNTS_006883-T1	GBNTT_003833-T1, GBNTT_004015-T1, GBNTT_006111-T1
OG0000193	GBNTS_003279-T1, GBNTS_010984-T1, GBNTS_012032-T1	GBNTT_002987-T1, GBNTT_004444-T1, GBNTT_011879-T1
OG0000194	GBNTS_003324-T1, GBNTS_010987-T1, GBNTS_011308-T1	GBNTT_001112-T1, GBNTT_009681-T1, GBNTT_011881-T1
OG0000195	GBNTS_003348-T1, GBNTS_009802-T1, GBNTS_011471-T1	GBNTT_004465-T1, GBNTT_004466-T1, GBNTT_008155-T1
OG0000196	GBNTS_003591-T1, GBNTS_003609-T1, GBNTS_010100-T1	GBNTT_001202-T1, GBNTT_003484-T1, GBNTT_003500-T1
OG0000197	GBNTS_003639-T1, GBNTS_005911-T1, GBNTS_006394-T1	GBNTT_000439-T1, GBNTT_002235-T1, GBNTT_006097-T1
OG0000198	GBNTS_003761-T1, GBNTS_007637-T1, GBNTS_009738-T1	GBNTT_003099-T1, GBNTT_003595-T1, GBNTT_005517-T1
OG0000199	GBNTS_004019-T1, GBNTS_011303-T1, GBNTS_012115-T1	GBNTT_001247-T1, GBNTT_004940-T1, GBNTT_011436-T1
OG0000200	GBNTS_004071-T1, GBNTS_012626-T1, GBNTS_012627-T1	GBNTT_006575-T1, GBNTT_006576-T1, GBNTT_008050-T1
OG0000201	GBNTS_004100-T1, GBNTS_010513-T1, GBNTS_011520-T1	GBNTT_004556-T1, GBNTT_007988-T1, GBNTT_011325-T1
OG0000202	GBNTS_004114-T1, GBNTS_008917-T1, GBNTS_010511-T1	GBNTT_000957-T1, GBNTT_007990-T1, GBNTT_008017-T1
OG0000203	GBNTS_004401-T1, GBNTS_005776-T1, GBNTS_005777-T1	GBNTT_002426-T1, GBNTT_002427-T1, GBNTT_007331-T1
OG0000204	GBNTS_004407-T1, GBNTS_007026-T1, GBNTS_007643-T1, GBNTS_007644-T1	GBNTT_010893-T1, GBNTT_010894-T1
OG0000205	GBNTS_004508-T1, GBNTS_004510-T1, GBNTS_007226-T1	GBNTT_011050-T1, GBNTT_011052-T1, GBNTT_012398-T1
OG0000206	GBNTS_004574-T1, GBNTS_007887-T1, GBNTS_010067-T1	GBNTT_000600-T1, GBNTT_006977-T1, GBNTT_008455-T1
OG0000207	GBNTS_004786-T1, GBNTS_004787-T1, GBNTS_004788-T1	GBNTT_007687-T1, GBNTT_007688-T1, GBNTT_007689-T1
OG0000208	GBNTS_004959-T1, GBNTS_012296-T1, GBNTS_012300-T1	GBNTT_005307-T1, GBNTT_009809-T1, GBNTT_012331-T1
OG0000209	GBNTS_005054-T1, GBNTS_008518-T1, GBNTS_008563-T1	GBNTT_001298-T1, GBNTT_005681-T1, GBNTT_008509-T1
OG0000210	GBNTS_005458-T1, GBNTS_008409-T1, GBNTS_012243-T1	GBNTT_002839-T1, GBNTT_004421-T1, GBNTT_012168-T1
OG0000211	GBNTS_005482-T1, GBNTS_005484-T1, GBNTS_009475-T1	GBNTT_006738-T1, GBNTT_006742-T1, GBNTT_009250-T1
OG0000212	GBNTS_005531-T1, GBNTS_008260-T1, GBNTS_011602-T1	GBNTT_004782-T1, GBNTT_007860-T1, GBNTT_008219-T1
OG0000213	GBNTS_005648-T1, GBNTS_008662-T1, GBNTS_008663-T1	GBNTT_007457-T1, GBNTT_007460-T1, GBNTT_008929-T1
OG0000214	GBNTS_005872-T1, GBNTS_006439-T1, GBNTS_008456-T1	GBNTT_003946-T1, GBNTT_006263-T1, GBNTT_008788-T1
OG0000215	GBNTS_005945-T1, GBNTS_006661-T1, GBNTS_012756-T1	GBNTT_001189-T1, GBNTT_006459-T1, GBNTT_008960-T1
OG0000216	GBNTS_006034-T1, GBNTS_008945-T1, GBNTS_009014-T1	GBNTT_003385-T1, GBNTT_010190-T1, GBNTT_010223-T1
OG0000217	GBNTS_006057-T1, GBNTS_006125-T1, GBNTS_006126-T1	GBNTT_007750-T1, GBNTT_007751-T1, GBNTT_009824-T1
OG0000218	GBNTS_006113-T1, GBNTS_006114-T1, GBNTS_012329-T1	GBNTT_000123-T1, GBNTT_005599-T1, GBNTT_005600-T1
OG0000219	GBNTS_006122-T1, GBNTS_006124-T1, GBNTS_006130-T1	GBNTT_007753-T1, GBNTT_007775-T1, GBNTT_012131-T1
OG0000220	GBNTS_006303-T1, GBNTS_011411-T1, GBNTS_012090-T1	GBNTT_000998-T1, GBNTT_010410-T1, GBNTT_010413-T1
OG0000221	GBNTS_006433-T1, GBNTS_011453-T1, GBNTS_011726-T1	GBNTT_003952-T1, GBNTT_006337-T1, GBNTT_011646-T1
OG0000222	GBNTS_007231-T1, GBNTS_007233-T1, GBNTS_012449-T1	GBNTT_000416-T1, GBNTT_006484-T1, GBNTT_006486-T1
OG0000223	GBNTS_007390-T1, GBNTS_010806-T1, GBNTS_011021-T1	GBNTT_002348-T1, GBNTT_010775-T1, GBNTT_011313-T1
OG0000224	GBNTS_007408-T1, GBNTS_007409-T1, GBNTS_007411-T1	GBNTT_010696-T1, GBNTT_010697-T1, GBNTT_010699-T1
OG0000225	GBNTS_007765-T1, GBNTS_008340-T1, GBNTS_008342-T1	GBNTT_006386-T1, GBNTT_009345-T1, GBNTT_009347-T1
OG0000226	GBNTS_008186-T1, GBNTS_010862-T1, GBNTS_010863-T1	GBNTT_002128-T1, GBNTT_002129-T1, GBNTT_005872-T1
OG0000227	GBNTS_008243-T1, GBNTS_009530-T1, GBNTS_011971-T1	GBNTT_000193-T1, GBNTT_007509-T1, GBNTT_011798-T1
OG0000228	GBNTS_008442-T1, GBNTS_008443-T1, GBNTS_008444-T1	GBNTT_005261-T1, GBNTT_005262-T1, GBNTT_005263-T1
OG0000229	GBNTS_008503-T1, GBNTS_008504-T1, GBNTS_009239-T1	GBNTT_000287-T1, GBNTT_000288-T1, GBNTT_005054-T1
OG0000230	GBNTS_008584-T1, GBNTS_008869-T1, GBNTS_012728-T1	GBNTT_000513-T1, GBNTT_001317-T1, GBNTT_007467-T1
OG0000231	GBNTS_008604-T1, GBNTS_009489-T1, GBNTS_012823-T1	GBNTT_000797-T1, GBNTT_008146-T1, GBNTT_010818-T1
OG0000232	GBNTS_008708-T1, GBNTS_012414-T1, GBNTS_012443-T1	GBNTT_000422-T1, GBNTT_001136-T1, GBNTT_005561-T1
OG0000233	GBNTS_009317-T1, GBNTS_012339-T1, GBNTS_012340-T1	GBNTT_000112-T1, GBNTT_000114-T1, GBNTT_009008-T1
OG0000234	GBNTS_009570-T1, GBNTS_010769-T1, GBNTS_011256-T1	GBNTT_004366-T1, GBNTT_005085-T1, GBNTT_009915-T1
OG0000235	GBNTS_009705-T1, GBNTS_010329-T1, GBNTS_010725-T1	GBNTT_001663-T1, GBNTT_009410-T1, GBNTT_011480-T1
OG0000236	GBNTS_009903-T1, GBNTS_011708-T1, GBNTS_012707-T1	GBNTT_000536-T1, GBNTT_009633-T1, GBNTT_011628-T1
OG0000237	GBNTS_009910-T1, GBNTS_011344-T1, GBNTS_012659-T1	GBNTT_005324-T1, GBNTT_009582-T1, GBNTT_009645-T1
OG0000238	GBNTS_011080-T1, GBNTS_012549-T1	GBNTT_002137-T1, GBNTT_003745-T1, GBNTT_009983-T1, GBNTT_011273-T1
OG0000239	GBNTS_000032-T1, GBNTS_008077-T1, GBNTS_011899-T1	GBNTT_004506-T1, GBNTT_010090-T1
OG0000240	GBNTS_000230-T1, GBNTS_011349-T1	GBNTT_004988-T1, GBNTT_010722-T1, GBNTT_011104-T1
OG0000241	GBNTS_000261-T1, GBNTS_006283-T1	GBNTT_004333-T1, GBNTT_004462-T1, GBNTT_004943-T1
OG0000242	GBNTS_000364-T1, GBNTS_002233-T1, GBNTS_012385-T1	GBNTT_006892-T1, GBNTT_012240-T1
OG0000243	GBNTS_000389-T1, GBNTS_002717-T1, GBNTS_003162-T1	GBNTT_002423-T1, GBNTT_003291-T1
OG0000244	GBNTS_000402-T1, GBNTS_010500-T1, GBNTS_012785-T1	GBNTT_001561-T1, GBNTT_002815-T1
OG0000245	GBNTS_000429-T1, GBNTS_002823-T1, GBNTS_012117-T1	GBNTT_003363-T1, GBNTT_011103-T1
OG0000246	GBNTS_000475-T1, GBNTS_002289-T1, GBNTS_012599-T1	GBNTT_001934-T1, GBNTT_011738-T1
OG0000247	GBNTS_000582-T1, GBNTS_001174-T1, GBNTS_005662-T1	GBNTT_003340-T1, GBNTT_005863-T1
OG0000248	GBNTS_000667-T1, GBNTS_000671-T1	GBNTT_001911-T1, GBNTT_010808-T1, GBNTT_010814-T1
OG0000249	GBNTS_000683-T1, GBNTS_002088-T1, GBNTS_003856-T1, GBNTS_011358-T1	GBNTT_001146-T1
OG0000250	GBNTS_000696-T1, GBNTS_004804-T1	GBNTT_001128-T1, GBNTT_001962-T1, GBNTT_007672-T1
OG0000251	GBNTS_000719-T1, GBNTS_005126-T1, GBNTS_011283-T1	GBNTT_001965-T1, GBNTT_010221-T1
OG0000252	GBNTS_000753-T1, GBNTS_001987-T1, GBNTS_002157-T1	GBNTT_002394-T1, GBNTT_002420-T1
OG0000253	GBNTS_000809-T1, GBNTS_003463-T1	GBNTT_001736-T1, GBNTT_001737-T1, GBNTT_009944-T1
OG0000254	GBNTS_000890-T1, GBNTS_004891-T1, GBNTS_004892-T1	GBNTT_003343-T1, GBNTT_007536-T1
OG0000255	GBNTS_001119-T1, GBNTS_004978-T1, GBNTS_012184-T1	GBNTT_000214-T1, GBNTT_005199-T1
OG0000256	GBNTS_001342-T1, GBNTS_001467-T1, GBNTS_012226-T1	GBNTT_000750-T1, GBNTT_012160-T1
OG0000257	GBNTS_001356-T1, GBNTS_003189-T1, GBNTS_010774-T1	GBNTT_002017-T1, GBNTT_010898-T1
OG0000258	GBNTS_001369-T1, GBNTS_004599-T1	GBNTT_002998-T1, GBNTT_008084-T1, GBNTT_008435-T1
OG0000259	GBNTS_001485-T1, GBNTS_012465-T1	GBNTT_002812-T1, GBNTT_011159-T1, GBNTT_011988-T1
OG0000260	GBNTS_001704-T1, GBNTS_007085-T1	GBNTT_001425-T1, GBNTT_004172-T1, GBNTT_011506-T1
OG0000261	GBNTS_001723-T1, GBNTS_011642-T1	GBNTT_003404-T1, GBNTT_009594-T1, GBNTT_011157-T1
OG0000262	GBNTS_001969-T1, GBNTS_002360-T1, GBNTS_004535-T1	GBNTT_000139-T1, GBNTT_011078-T1
OG0000263	GBNTS_002006-T1, GBNTS_002850-T1	GBNTT_007553-T1, GBNTT_010948-T1, GBNTT_011148-T1
OG0000264	GBNTS_002262-T1, GBNTS_012450-T1	GBNTT_000216-T1, GBNTT_000415-T1, GBNTT_002191-T1
OG0000265	GBNTS_002529-T1, GBNTS_003970-T1, GBNTS_006164-T1	GBNTT_003612-T1, GBNTT_007384-T1
OG0000266	GBNTS_002532-T1, GBNTS_002533-T1, GBNTS_002534-T1	GBNTT_000217-T1, GBNTT_000219-T1
OG0000267	GBNTS_002720-T1, GBNTS_002721-T1, GBNTS_002725-T1	GBNTT_011762-T1, GBNTT_011763-T1
OG0000268	GBNTS_002741-T1, GBNTS_005818-T1	GBNTT_003639-T1, GBNTT_004177-T1, GBNTT_004289-T1
OG0000269	GBNTS_002773-T1, GBNTS_004418-T1, GBNTS_008581-T1	GBNTT_001315-T1, GBNTT_001718-T1
OG0000270	GBNTS_002790-T1, GBNTS_011953-T1, GBNTS_012217-T1	GBNTT_008124-T1, GBNTT_012150-T1
OG0000271	GBNTS_002862-T1, GBNTS_005042-T1, GBNTS_007418-T1	GBNTT_005693-T1, GBNTT_010311-T1
OG0000272	GBNTS_002929-T1, GBNTS_006068-T1	GBNTT_002561-T1, GBNTT_009121-T1, GBNTT_011117-T1
OG0000273	GBNTS_002982-T1, GBNTS_002984-T1, GBNTS_010205-T1	GBNTT_002283-T1, GBNTT_002590-T1
OG0000274	GBNTS_002989-T1, GBNTS_010983-T1	GBNTT_000226-T1, GBNTT_003188-T1, GBNTT_011878-T1
OG0000275	GBNTS_003082-T1, GBNTS_005404-T1, GBNTS_011685-T1	GBNTT_003290-T1, GBNTT_011852-T1
OG0000276	GBNTS_003366-T1, GBNTS_003368-T1, GBNTS_009018-T1	GBNTT_001360-T1, GBNTT_009261-T1
OG0000277	GBNTS_003428-T1, GBNTS_003847-T1, GBNTS_004273-T1	GBNTT_002012-T1, GBNTT_004386-T1
OG0000278	GBNTS_003820-T1, GBNTS_007927-T1, GBNTS_008687-T1	GBNTT_000262-T1, GBNTT_004611-T1
OG0000279	GBNTS_003888-T1, GBNTS_003889-T1, GBNTS_009679-T1	GBNTT_001429-T1, GBNTT_009512-T1
OG0000280	GBNTS_003898-T1, GBNTS_010107-T1	GBNTT_001439-T1, GBNTT_004085-T1, GBNTT_011463-T1
OG0000281	GBNTS_003938-T1, GBNTS_005542-T1, GBNTS_007595-T1	GBNTT_004793-T1, GBNTT_004838-T1
OG0000282	GBNTS_004059-T1, GBNTS_011078-T1	GBNTT_002730-T1, GBNTT_005227-T1, GBNTT_006321-T1
OG0000283	GBNTS_004372-T1, GBNTS_006430-T1, GBNTS_008944-T1	GBNTT_003954-T1, GBNTT_010224-T1
OG0000284	GBNTS_004396-T1, GBNTS_005128-T1, GBNTS_005492-T1	GBNTT_011617-T1, GBNTT_012298-T1
OG0000285	GBNTS_004399-T1, GBNTS_005855-T1, GBNTS_008104-T1	GBNTT_004101-T1, GBNTT_007333-T1
OG0000286	GBNTS_004611-T1, GBNTS_005781-T1	GBNTT_000904-T1, GBNTT_002039-T1, GBNTT_002432-T1
