	Cunninghamella_echinulata_RSA_2017_Plus.aa	Cunninghamella_echinulata_RSA_2018-.aa
OG0000127	GBNWU_001954-T1, GBNWU_005180-T1, GBNWU_006926-T1	GBNWW_000313-T1, GBNWW_002622-T1, GBNWW_009140-T1
OG0000128	GBNWU_001973-T1, GBNWU_009267-T1, GBNWU_009268-T1	GBNWW_000438-T1, GBNWW_000439-T1, GBNWW_004998-T1
OG0000129	GBNWU_002094-T1, GBNWU_002116-T1, GBNWU_002710-T1, GBNWU_009034-T1	GBNWW_001392-T1, GBNWW_002864-T1
OG0000130	GBNWU_002103-T1, GBNWU_002104-T1, GBNWU_005916-T1	GBNWW_002533-T1, GBNWW_002534-T1, GBNWW_009268-T1
OG0000131	GBNWU_002226-T1, GBNWU_002331-T1, GBNWU_006905-T1	GBNWW_002500-T1, GBNWW_004863-T1, GBNWW_006270-T1
OG0000132	GBNWU_002244-T1, GBNWU_003279-T1, GBNWU_008560-T1	GBNWW_002994-T1, GBNWW_005173-T1, GBNWW_009366-T1
OG0000133	GBNWU_002261-T1, GBNWU_008522-T1, GBNWU_008525-T1	GBNWW_001175-T1, GBNWW_001176-T1, GBNWW_004022-T1
OG0000134	GBNWU_002353-T1, GBNWU_006331-T1, GBNWU_009284-T1	GBNWW_003044-T1, GBNWW_008821-T1, GBNWW_009321-T1
OG0000135	GBNWU_002558-T1, GBNWU_008121-T1, GBNWU_008923-T1	GBNWW_000546-T1, GBNWW_008717-T1, GBNWW_009556-T1
OG0000136	GBNWU_002647-T1, GBNWU_004873-T1, GBNWU_005212-T1	GBNWW_000709-T1, GBNWW_004306-T1, GBNWW_005860-T1
OG0000137	GBNWU_002914-T1, GBNWU_004424-T1, GBNWU_004648-T1, GBNWU_005755-T1, GBNWU_006153-T1, GBNWU_006981-T1	
OG0000138	GBNWU_002996-T1, GBNWU_002997-T1, GBNWU_005950-T1	GBNWW_003468-T1, GBNWW_004608-T1, GBNWW_004684-T1
OG0000139	GBNWU_003020-T1, GBNWU_004001-T1, GBNWU_007402-T1	GBNWW_003347-T1, GBNWW_004740-T1, GBNWW_008738-T1
OG0000140	GBNWU_003056-T1, GBNWU_003976-T1, GBNWU_005133-T1	GBNWW_003354-T1, GBNWW_004613-T1, GBNWW_006196-T1
OG0000141	GBNWU_003200-T1, GBNWU_007104-T1, GBNWU_007303-T1	GBNWW_002007-T1, GBNWW_002440-T1, GBNWW_007956-T1
OG0000142	GBNWU_003320-T1, GBNWU_004660-T1, GBNWU_008834-T1	GBNWW_003564-T1, GBNWW_005732-T1, GBNWW_005912-T1
OG0000143	GBNWU_003408-T1, GBNWU_007814-T1, GBNWU_007946-T1	GBNWW_002074-T1, GBNWW_006654-T1, GBNWW_008159-T1
OG0000144	GBNWU_003419-T1, GBNWU_004081-T1, GBNWU_009224-T1	GBNWW_000693-T1, GBNWW_001021-T1, GBNWW_004246-T1
OG0000145	GBNWU_003664-T1, GBNWU_005065-T1, GBNWU_008076-T1	GBNWW_003935-T1, GBNWW_005009-T1, GBNWW_005305-T1
OG0000146	GBNWU_003667-T1, GBNWU_005464-T1, GBNWU_008665-T1	GBNWW_000980-T1, GBNWW_002230-T1, GBNWW_004504-T1
OG0000147	GBNWU_003737-T1, GBNWU_003745-T1, GBNWU_003746-T1	GBNWW_002237-T1, GBNWW_002238-T1, GBNWW_002246-T1
OG0000148	GBNWU_003826-T1, GBNWU_004980-T1, GBNWU_006909-T1	GBNWW_002492-T1, GBNWW_006816-T1, GBNWW_009229-T1
OG0000149	GBNWU_004102-T1, GBNWU_008241-T1, GBNWU_008298-T1	GBNWW_006214-T1, GBNWW_007101-T1, GBNWW_007215-T1
OG0000150	GBNWU_004136-T1, GBNWU_005035-T1, GBNWU_006442-T1	GBNWW_000095-T1, GBNWW_002923-T1, GBNWW_007947-T1
OG0000151	GBNWU_004203-T1, GBNWU_006751-T1, GBNWU_007738-T1	GBNWW_000720-T1, GBNWW_002208-T1, GBNWW_003810-T1
OG0000152	GBNWU_004338-T1, GBNWU_007207-T1, GBNWU_007390-T1	GBNWW_002128-T1, GBNWW_003339-T1, GBNWW_009695-T1
OG0000153	GBNWU_004458-T1, GBNWU_006278-T1, GBNWU_009446-T1	GBNWW_000144-T1, GBNWW_003427-T1, GBNWW_006485-T1
OG0000154	GBNWU_004459-T1, GBNWU_006520-T1, GBNWU_006521-T1	GBNWW_000142-T1, GBNWW_001674-T1, GBNWW_001675-T1
OG0000155	GBNWU_004522-T1, GBNWU_008589-T1, GBNWU_008590-T1	GBNWW_006045-T1, GBNWW_006046-T1, GBNWW_007151-T1
OG0000156	GBNWU_004601-T1, GBNWU_007310-T1, GBNWU_008497-T1	GBNWW_004499-T1, GBNWW_005971-T1, GBNWW_006317-T1
OG0000157	GBNWU_004683-T1, GBNWU_004684-T1, GBNWU_007054-T1, GBNWU_008744-T1	GBNWW_008891-T1, GBNWW_008892-T1
OG0000158	GBNWU_004760-T1, GBNWU_005026-T1, GBNWU_005818-T1	GBNWW_003314-T1, GBNWW_006929-T1, GBNWW_008056-T1
OG0000159	GBNWU_004810-T1, GBNWU_006091-T1, GBNWU_006817-T1	GBNWW_005787-T1, GBNWW_009580-T1, GBNWW_009582-T1
OG0000160	GBNWU_004913-T1, GBNWU_006693-T1, GBNWU_009338-T1	GBNWW_001365-T1, GBNWW_006158-T1, GBNWW_007533-T1
OG0000161	GBNWU_005048-T1, GBNWU_005517-T1, GBNWU_005518-T1	GBNWW_003895-T1, GBNWW_008402-T1, GBNWW_008403-T1
OG0000162	GBNWU_005301-T1, GBNWU_005340-T1, GBNWU_007188-T1	GBNWW_000615-T1, GBNWW_002385-T1, GBNWW_007216-T1
OG0000163	GBNWU_005381-T1, GBNWU_009273-T1, GBNWU_009602-T1	GBNWW_000433-T1, GBNWW_002167-T1, GBNWW_003203-T1
OG0000164	GBNWU_005511-T1, GBNWU_006230-T1, GBNWU_007213-T1	GBNWW_000668-T1, GBNWW_003453-T1, GBNWW_009689-T1
OG0000165	GBNWU_005788-T1, GBNWU_007521-T1, GBNWU_007567-T1	GBNWW_002702-T1, GBNWW_007227-T1, GBNWW_008544-T1
OG0000166	GBNWU_005901-T1, GBNWU_006321-T1, GBNWU_009036-T1	GBNWW_001390-T1, GBNWW_001946-T1, GBNWW_006563-T1
OG0000167	GBNWU_006086-T1, GBNWU_008032-T1, GBNWU_009394-T1	GBNWW_005628-T1, GBNWW_006455-T1, GBNWW_009586-T1
OG0000168	GBNWU_007057-T1, GBNWU_008431-T1, GBNWU_008441-T1	GBNWW_000628-T1, GBNWW_008661-T1, GBNWW_008662-T1
OG0000169	GBNWU_007429-T1, GBNWU_008326-T1, GBNWU_008944-T1	GBNWW_001111-T1, GBNWW_001327-T1, GBNWW_004698-T1
OG0000170	GBNWU_008433-T1, GBNWU_008743-T1	GBNWW_003675-T1, GBNWW_003676-T1, GBNWW_003677-T1, GBNWW_003679-T1
OG0000171	GBNWU_008627-T1, GBNWU_008888-T1	GBNWW_006735-T1, GBNWW_008278-T1, GBNWW_008658-T1, GBNWW_008659-T1
OG0000172		GBNWW_001567-T1, GBNWW_006284-T1, GBNWW_007620-T1, GBNWW_008377-T1, GBNWW_009011-T1, GBNWW_009672-T1
OG0000173		GBNWW_002618-T1, GBNWW_002779-T1, GBNWW_005291-T1, GBNWW_005292-T1, GBNWW_005293-T1, GBNWW_006396-T1
OG0000174	GBNWU_000109-T1, GBNWU_008914-T1, GBNWU_008915-T1	GBNWW_004424-T1, GBNWW_009473-T1
OG0000175	GBNWU_000113-T1, GBNWU_004717-T1, GBNWU_005969-T1	GBNWW_008482-T1, GBNWW_009477-T1
OG0000176	GBNWU_000220-T1, GBNWU_002886-T1	GBNWW_001576-T1, GBNWW_007724-T1, GBNWW_008712-T1
OG0000177	GBNWU_000678-T1	GBNWW_005249-T1, GBNWW_007331-T1, GBNWW_008323-T1, GBNWW_009057-T1
OG0000178	GBNWU_000714-T1, GBNWU_008509-T1	GBNWW_002019-T1, GBNWW_004531-T1, GBNWW_007254-T1
OG0000179	GBNWU_000739-T1, GBNWU_003999-T1, GBNWU_004202-T1	GBNWW_002805-T1, GBNWW_003811-T1
OG0000180	GBNWU_000778-T1, GBNWU_000910-T1	GBNWW_001810-T1, GBNWW_004887-T1, GBNWW_004888-T1
OG0000181	GBNWU_000961-T1, GBNWU_003601-T1	GBNWW_002063-T1, GBNWW_006810-T1, GBNWW_007925-T1
OG0000182	GBNWU_000973-T1, GBNWU_000974-T1, GBNWU_003282-T1	GBNWW_000487-T1, GBNWW_002997-T1
OG0000183	GBNWU_001052-T1, GBNWU_002628-T1	GBNWW_000052-T1, GBNWW_004299-T1, GBNWW_006314-T1
OG0000184	GBNWU_001146-T1, GBNWU_004705-T1, GBNWU_004706-T1	GBNWW_008468-T1, GBNWW_009292-T1
OG0000185	GBNWU_001239-T1, GBNWU_005216-T1, GBNWU_007055-T1	GBNWW_000713-T1, GBNWW_002191-T1
OG0000186	GBNWU_001302-T1, GBNWU_003383-T1, GBNWU_005011-T1	GBNWW_007866-T1, GBNWW_009434-T1
OG0000187	GBNWU_001478-T1, GBNWU_004560-T1	GBNWW_001313-T1, GBNWW_007835-T1, GBNWW_007836-T1
OG0000188	GBNWU_001727-T1, GBNWU_004100-T1, GBNWU_009541-T1	GBNWW_006109-T1, GBNWW_009459-T1
OG0000189	GBNWU_001945-T1, GBNWU_002733-T1	GBNWW_005386-T1, GBNWW_008753-T1, GBNWW_008754-T1
OG0000190	GBNWU_002688-T1, GBNWU_005635-T1	GBNWW_003088-T1, GBNWW_003754-T1, GBNWW_004036-T1
OG0000191	GBNWU_002807-T1, GBNWU_009038-T1, GBNWU_009039-T1	GBNWW_001388-T1, GBNWW_002518-T1
OG0000192	GBNWU_002959-T1, GBNWU_008385-T1, GBNWU_008386-T1	GBNWW_004659-T1, GBNWW_006936-T1
OG0000193	GBNWU_003003-T1, GBNWU_009192-T1, GBNWU_009193-T1	GBNWW_000179-T1, GBNWW_007248-T1
OG0000194	GBNWU_003038-T1, GBNWU_003040-T1, GBNWU_003045-T1	GBNWW_004790-T1, GBNWW_008076-T1
OG0000195	GBNWU_003152-T1, GBNWU_006285-T1	GBNWW_001711-T1, GBNWW_004873-T1, GBNWW_008444-T1
OG0000196	GBNWU_003188-T1, GBNWU_003703-T1	GBNWW_001446-T1, GBNWW_007346-T1, GBNWW_007348-T1
OG0000197	GBNWU_003241-T1, GBNWU_003242-T1, GBNWU_007177-T1	GBNWW_001888-T1, GBNWW_004352-T1
OG0000198	GBNWU_003358-T1, GBNWU_005149-T1, GBNWU_008342-T1	GBNWW_004207-T1, GBNWW_008258-T1
OG0000199	GBNWU_003504-T1, GBNWU_004801-T1	GBNWW_003095-T1, GBNWW_007706-T1, GBNWW_009135-T1
OG0000200	GBNWU_003624-T1, GBNWU_006756-T1	GBNWW_002213-T1, GBNWW_004585-T1, GBNWW_008322-T1
OG0000201	GBNWU_003650-T1, GBNWU_009288-T1	GBNWW_006027-T1, GBNWW_006835-T1, GBNWW_008050-T1
OG0000202	GBNWU_003666-T1, GBNWU_006154-T1, GBNWU_006181-T1	GBNWW_001859-T1, GBNWW_007619-T1
OG0000203	GBNWU_003677-T1, GBNWU_003678-T1, GBNWU_004650-T1	GBNWW_002221-T1, GBNWW_002222-T1
OG0000204	GBNWU_003719-T1, GBNWU_004300-T1, GBNWU_004301-T1, GBNWU_006067-T1, GBNWU_007916-T1	
OG0000205	GBNWU_003783-T1, GBNWU_006717-T1	GBNWW_008173-T1, GBNWW_008174-T1, GBNWW_008175-T1
OG0000206	GBNWU_004231-T1, GBNWU_006629-T1	GBNWW_004440-T1, GBNWW_009202-T1, GBNWW_009203-T1
OG0000207	GBNWU_004336-T1, GBNWU_004337-T1, GBNWU_007208-T1	GBNWW_000064-T1, GBNWW_009694-T1
OG0000208	GBNWU_004400-T1, GBNWU_004703-T1	GBNWW_000230-T1, GBNWW_005523-T1, GBNWW_008466-T1
OG0000209	GBNWU_004787-T1, GBNWU_004788-T1, GBNWU_006670-T1	GBNWW_001259-T1, GBNWW_004808-T1
OG0000210	GBNWU_005031-T1, GBNWU_005740-T1	GBNWW_002919-T1, GBNWW_005710-T1, GBNWW_009674-T1
OG0000211	GBNWU_005262-T1, GBNWU_006314-T1	GBNWW_001503-T1, GBNWW_006553-T1, GBNWW_008257-T1
OG0000212	GBNWU_005668-T1, GBNWU_008403-T1	GBNWW_002120-T1, GBNWW_002280-T1, GBNWW_009308-T1
OG0000213	GBNWU_005792-T1, GBNWU_009617-T1	GBNWW_004668-T1, GBNWW_006034-T1, GBNWW_007367-T1
OG0000214	GBNWU_005945-T1, GBNWU_006565-T1	GBNWW_003629-T1, GBNWW_005274-T1, GBNWW_007689-T1
OG0000215	GBNWU_006143-T1, GBNWU_006144-T1	GBNWW_007626-T1, GBNWW_007627-T1, GBNWW_007635-T1
OG0000216	GBNWU_006444-T1, GBNWU_007233-T1	GBNWW_000093-T1, GBNWW_003596-T1, GBNWW_003597-T1
OG0000217	GBNWU_006567-T1, GBNWU_006568-T1	GBNWW_003623-T1, GBNWW_009315-T1, GBNWW_009316-T1
OG0000218	GBNWU_006690-T1, GBNWU_007532-T1, GBNWU_008134-T1	GBNWW_006717-T1, GBNWW_007808-T1
OG0000219	GBNWU_007258-T1, GBNWU_007999-T1	GBNWW_001414-T1, GBNWW_005113-T1, GBNWW_007727-T1
OG0000220	GBNWU_007592-T1, GBNWU_007751-T1	GBNWW_004799-T1, GBNWW_006535-T1, GBNWW_007431-T1
OG0000221	GBNWU_007798-T1, GBNWU_009028-T1	GBNWW_001395-T1, GBNWW_003337-T1, GBNWW_003888-T1
OG0000222	GBNWU_008208-T1, GBNWU_009353-T1	GBNWW_007320-T1, GBNWW_008213-T1, GBNWW_009581-T1
OG0000223		GBNWW_000325-T1, GBNWW_003297-T1, GBNWW_003936-T1, GBNWW_007880-T1, GBNWW_009100-T1
OG0000224	GBNWU_000008-T1, GBNWU_005083-T1	GBNWW_001597-T1, GBNWW_008613-T1
OG0000225	GBNWU_000014-T1, GBNWU_004219-T1	GBNWW_004454-T1, GBNWW_008606-T1
OG0000226	GBNWU_000023-T1, GBNWU_003597-T1	GBNWW_008156-T1, GBNWW_008597-T1
OG0000227	GBNWU_000035-T1, GBNWU_008289-T1	GBNWW_005944-T1, GBNWW_008584-T1
OG0000228	GBNWU_000037-T1, GBNWU_006870-T1	GBNWW_000874-T1, GBNWW_009248-T1
OG0000229	GBNWU_000056-T1, GBNWU_007840-T1	GBNWW_001001-T1, GBNWW_005719-T1
OG0000230	GBNWU_000086-T1, GBNWU_007439-T1	GBNWW_006436-T1, GBNWW_008914-T1
OG0000231	GBNWU_000102-T1, GBNWU_002750-T1	GBNWW_002568-T1, GBNWW_006226-T1
OG0000232	GBNWU_000105-T1, GBNWU_008821-T1	GBNWW_006060-T1, GBNWW_006223-T1
OG0000233	GBNWU_000119-T1, GBNWU_005560-T1	GBNWW_009420-T1, GBNWW_009483-T1
OG0000234	GBNWU_000127-T1, GBNWU_003992-T1	GBNWW_005846-T1, GBNWW_009491-T1
OG0000235	GBNWU_000128-T1, GBNWU_006640-T1	GBNWW_009214-T1, GBNWW_009493-T1
OG0000236	GBNWU_000145-T1, GBNWU_005896-T1	GBNWW_003113-T1, GBNWW_003364-T1
OG0000237	GBNWU_000160-T1, GBNWU_002395-T1	GBNWW_000072-T1, GBNWW_008829-T1
OG0000238	GBNWU_000170-T1, GBNWU_002196-T1	GBNWW_004747-T1, GBNWW_006769-T1
OG0000239	GBNWU_000173-T1, GBNWU_002696-T1	GBNWW_000755-T1, GBNWW_009139-T1
OG0000240	GBNWU_000176-T1, GBNWU_008194-T1	GBNWW_004855-T1, GBNWW_005396-T1
OG0000241	GBNWU_000185-T1, GBNWU_002537-T1	GBNWW_008309-T1, GBNWW_008991-T1
OG0000242	GBNWU_000195-T1, GBNWU_009659-T1	GBNWW_004480-T1, GBNWW_004570-T1
OG0000243	GBNWU_000198-T1, GBNWU_004695-T1	GBNWW_001462-T1, GBNWW_004477-T1
OG0000244	GBNWU_000207-T1, GBNWU_000208-T1	GBNWW_004466-T1, GBNWW_004467-T1
OG0000245	GBNWU_000229-T1, GBNWU_005376-T1	GBNWW_001736-T1, GBNWW_001745-T1
OG0000246	GBNWU_000236-T1, GBNWU_004946-T1	GBNWW_003710-T1, GBNWW_009419-T1
OG0000247	GBNWU_000256-T1, GBNWU_002152-T1	GBNWW_003737-T1, GBNWW_006678-T1
OG0000248	GBNWU_000271-T1, GBNWU_003953-T1	GBNWW_000637-T1, GBNWW_000994-T1
OG0000249	GBNWU_000273-T1, GBNWU_002186-T1	GBNWW_000992-T1, GBNWW_002032-T1
OG0000250	GBNWU_000296-T1, GBNWU_007219-T1	GBNWW_005206-T1, GBNWW_005956-T1
OG0000251	GBNWU_000299-T1, GBNWU_005482-T1	GBNWW_000083-T1, GBNWW_007404-T1
OG0000252	GBNWU_000326-T1, GBNWU_009640-T1	GBNWW_006529-T1, GBNWW_008386-T1
OG0000253	GBNWU_000327-T1, GBNWU_009639-T1	GBNWW_006530-T1, GBNWW_008385-T1
OG0000254	GBNWU_000328-T1, GBNWU_007009-T1	GBNWW_007397-T1, GBNWW_008384-T1
OG0000255	GBNWU_000372-T1, GBNWU_004830-T1	GBNWW_001231-T1, GBNWW_004775-T1
OG0000256	GBNWU_000380-T1, GBNWU_007519-T1	GBNWW_005314-T1, GBNWW_007190-T1
OG0000257	GBNWU_000382-T1, GBNWU_001810-T1	GBNWW_002655-T1, GBNWW_007185-T1
OG0000258	GBNWU_000383-T1, GBNWU_000636-T1	GBNWW_002290-T1, GBNWW_005997-T1
OG0000259	GBNWU_000388-T1, GBNWU_004170-T1	GBNWW_006001-T1, GBNWW_007018-T1
OG0000260	GBNWU_000416-T1, GBNWU_004251-T1	GBNWW_001198-T1, GBNWW_008373-T1
OG0000261	GBNWU_000418-T1, GBNWU_005274-T1	GBNWW_005873-T1, GBNWW_008375-T1
OG0000262	GBNWU_000432-T1, GBNWU_004807-T1	GBNWW_003090-T1, GBNWW_003242-T1
OG0000263	GBNWU_000441-T1, GBNWU_007743-T1	GBNWW_003251-T1, GBNWW_006938-T1
OG0000264	GBNWU_000470-T1, GBNWU_004731-T1	GBNWW_005470-T1, GBNWW_005541-T1
OG0000265	GBNWU_000473-T1, GBNWU_006218-T1	GBNWW_005538-T1, GBNWW_006496-T1
OG0000266	GBNWU_000475-T1, GBNWU_003699-T1	GBNWW_004623-T1, GBNWW_005535-T1
OG0000267	GBNWU_000476-T1, GBNWU_006421-T1	GBNWW_000115-T1, GBNWW_005534-T1
OG0000268	GBNWU_000491-T1, GBNWU_003811-T1	GBNWW_001494-T1, GBNWW_007103-T1
OG0000269	GBNWU_000511-T1, GBNWU_004941-T1	GBNWW_004221-T1, GBNWW_007511-T1
OG0000270	GBNWU_000540-T1, GBNWU_009450-T1	GBNWW_000942-T1, GBNWW_009523-T1
OG0000271	GBNWU_000551-T1, GBNWU_009041-T1	GBNWW_001386-T1, GBNWW_008959-T1
OG0000272	GBNWU_000564-T1, GBNWU_007530-T1	GBNWW_003034-T1, GBNWW_007471-T1
OG0000273	GBNWU_000575-T1, GBNWU_007529-T1	GBNWW_003035-T1, GBNWW_009411-T1
OG0000274	GBNWU_000583-T1, GBNWU_006370-T1	GBNWW_003852-T1, GBNWW_009150-T1
OG0000275	GBNWU_000593-T1, GBNWU_007646-T1	GBNWW_005931-T1, GBNWW_009508-T1
OG0000276	GBNWU_000602-T1, GBNWU_005225-T1	GBNWW_008874-T1, GBNWW_009514-T1
OG0000277	GBNWU_000605-T1, GBNWU_003138-T1	GBNWW_006709-T1, GBNWW_009517-T1
OG0000278	GBNWU_000611-T1, GBNWU_005100-T1	GBNWW_007174-T1, GBNWW_008221-T1
OG0000279	GBNWU_000632-T1, GBNWU_008738-T1	GBNWW_004284-T1, GBNWW_004418-T1
OG0000280	GBNWU_000635-T1, GBNWU_005308-T1	GBNWW_002288-T1, GBNWW_007050-T1
OG0000281	GBNWU_000643-T1, GBNWU_001746-T1	GBNWW_001163-T1, GBNWW_004377-T1
OG0000282	GBNWU_000701-T1, GBNWU_009013-T1	GBNWW_003323-T1, GBNWW_004520-T1
OG0000283	GBNWU_000712-T1, GBNWU_007150-T1	GBNWW_004529-T1, GBNWW_006959-T1
OG0000284	GBNWU_000717-T1, GBNWU_007418-T1	GBNWW_001761-T1, GBNWW_005021-T1
OG0000285	GBNWU_000720-T1, GBNWU_002936-T1	GBNWW_001758-T1, GBNWW_006843-T1
OG0000286	GBNWU_000723-T1, GBNWU_007435-T1	GBNWW_001117-T1, GBNWW_001755-T1
OG0000287	GBNWU_000729-T1, GBNWU_008454-T1	GBNWW_001749-T1, GBNWW_002820-T1
OG0000288	GBNWU_000730-T1, GBNWU_007732-T1	GBNWW_001748-T1, GBNWW_005130-T1
OG0000289	GBNWU_000733-T1, GBNWU_007731-T1	GBNWW_005129-T1, GBNWW_007751-T1
OG0000290	GBNWU_000735-T1, GBNWU_005745-T1	GBNWW_007749-T1, GBNWW_008967-T1
OG0000291	GBNWU_000748-T1, GBNWU_001869-T1	GBNWW_002796-T1, GBNWW_007288-T1
OG0000292	GBNWU_000785-T1, GBNWU_002118-T1	GBNWW_000976-T1, GBNWW_008013-T1
OG0000293	GBNWU_000795-T1, GBNWU_000796-T1	GBNWW_000963-T1, GBNWW_000964-T1
OG0000294	GBNWU_000812-T1, GBNWU_007463-T1	GBNWW_004342-T1, GBNWW_004343-T1
OG0000295	GBNWU_000820-T1, GBNWU_001445-T1	GBNWW_007999-T1, GBNWW_008152-T1
OG0000296	GBNWU_000823-T1, GBNWU_006561-T1	GBNWW_001633-T1, GBNWW_003413-T1
OG0000297	GBNWU_000835-T1, GBNWU_002058-T1	GBNWW_003403-T1, GBNWW_007551-T1
OG0000298	GBNWU_000839-T1, GBNWU_001951-T1	GBNWW_003399-T1, GBNWW_008748-T1
OG0000299	GBNWU_000844-T1, GBNWU_009387-T1	GBNWW_000306-T1, GBNWW_004782-T1
OG0000300	GBNWU_000846-T1, GBNWU_001009-T1	GBNWW_000904-T1, GBNWW_004784-T1
OG0000301	GBNWU_000859-T1, GBNWU_006346-T1	GBNWW_007162-T1, GBNWW_009013-T1
OG0000302	GBNWU_000874-T1, GBNWU_006722-T1	GBNWW_002940-T1, GBNWW_007802-T1
OG0000303	GBNWU_000881-T1, GBNWU_007770-T1	GBNWW_002934-T1, GBNWW_003880-T1
OG0000304	GBNWU_000889-T1, GBNWU_008957-T1	GBNWW_003919-T1, GBNWW_007070-T1
OG0000305	GBNWU_000897-T1, GBNWU_006503-T1	GBNWW_003750-T1, GBNWW_006999-T1
OG0000306	GBNWU_000900-T1, GBNWU_004936-T1	GBNWW_006420-T1, GBNWW_007132-T1
OG0000307	GBNWU_000917-T1, GBNWU_005251-T1	GBNWW_006541-T1, GBNWW_008118-T1
OG0000308	GBNWU_000920-T1, GBNWU_006713-T1	GBNWW_006538-T1, GBNWW_007316-T1
OG0000309	GBNWU_000921-T1, GBNWU_007287-T1	GBNWW_001155-T1, GBNWW_008081-T1
OG0000310	GBNWU_000939-T1, GBNWU_001598-T1	GBNWW_000528-T1, GBNWW_005184-T1
OG0000311	GBNWU_000942-T1, GBNWU_001358-T1	GBNWW_000526-T1, GBNWW_002642-T1
OG0000312	GBNWU_000957-T1, GBNWU_001530-T1	GBNWW_002067-T1, GBNWW_006095-T1
OG0000313	GBNWU_000965-T1, GBNWU_008434-T1	GBNWW_002059-T1, GBNWW_004744-T1
OG0000314	GBNWU_000968-T1, GBNWU_003310-T1	GBNWW_000776-T1, GBNWW_008382-T1
OG0000315	GBNWU_000977-T1, GBNWU_009271-T1	GBNWW_000435-T1, GBNWW_000484-T1
OG0000316	GBNWU_000982-T1, GBNWU_008040-T1	GBNWW_000479-T1, GBNWW_006445-T1
OG0000317	GBNWU_000984-T1, GBNWU_002424-T1	GBNWW_000477-T1, GBNWW_002682-T1
OG0000318	GBNWU_000995-T1, GBNWU_005278-T1	GBNWW_000921-T1, GBNWW_007761-T1
OG0000319	GBNWU_001004-T1, GBNWU_001860-T1	GBNWW_000910-T1, GBNWW_007279-T1
OG0000320	GBNWU_001005-T1, GBNWU_001808-T1	GBNWW_000909-T1, GBNWW_002653-T1
OG0000321	GBNWU_001007-T1, GBNWU_006801-T1	GBNWW_000907-T1, GBNWW_006994-T1
OG0000322	GBNWU_001027-T1, GBNWU_003134-T1	GBNWW_000384-T1, GBNWW_005403-T1
OG0000323	GBNWU_001061-T1, GBNWU_008895-T1	GBNWW_001789-T1, GBNWW_005633-T1
OG0000324	GBNWU_001082-T1, GBNWU_001859-T1	GBNWW_000015-T1, GBNWW_007278-T1
OG0000325	GBNWU_001089-T1, GBNWU_009431-T1	GBNWW_000020-T1, GBNWW_001097-T1
OG0000326	GBNWU_001091-T1, GBNWU_008359-T1	GBNWW_000022-T1, GBNWW_000457-T1
OG0000327	GBNWU_001105-T1, GBNWU_002363-T1	GBNWW_000036-T1, GBNWW_009329-T1
OG0000328	GBNWU_001120-T1, GBNWU_008822-T1	GBNWW_006061-T1, GBNWW_008233-T1
OG0000329	GBNWU_001133-T1, GBNWU_008203-T1	GBNWW_000193-T1, GBNWW_003591-T1
OG0000330	GBNWU_001151-T1, GBNWU_002672-T1	GBNWW_001781-T1, GBNWW_009297-T1
OG0000331	GBNWU_001152-T1, GBNWU_008776-T1	GBNWW_001349-T1, GBNWW_008280-T1
OG0000332	GBNWU_001163-T1, GBNWU_005030-T1	GBNWW_002918-T1, GBNWW_006338-T1
OG0000333	GBNWU_001185-T1, GBNWU_007014-T1	GBNWW_007036-T1, GBNWW_008104-T1
OG0000334	GBNWU_001205-T1, GBNWU_007912-T1	GBNWW_000512-T1, GBNWW_003569-T1
OG0000335	GBNWU_001211-T1, GBNWU_007016-T1	GBNWW_003575-T1, GBNWW_007038-T1
OG0000336	GBNWU_001212-T1, GBNWU_004623-T1	GBNWW_003576-T1, GBNWW_003830-T1
OG0000337	GBNWU_001219-T1, GBNWU_008356-T1	GBNWW_000460-T1, GBNWW_009261-T1
OG0000338	GBNWU_001220-T1, GBNWU_008919-T1, GBNWU_009074-T1	GBNWW_004422-T1
OG0000339	GBNWU_001222-T1, GBNWU_001802-T1	GBNWW_008274-T1, GBNWW_009260-T1
OG0000340	GBNWU_001227-T1, GBNWU_005976-T1	GBNWW_002015-T1, GBNWW_002692-T1
OG0000341	GBNWU_001240-T1, GBNWU_007630-T1	GBNWW_000633-T1, GBNWW_002189-T1
OG0000342	GBNWU_001242-T1, GBNWU_004478-T1	GBNWW_000598-T1, GBNWW_002187-T1
OG0000343	GBNWU_001268-T1, GBNWU_004948-T1	GBNWW_003708-T1, GBNWW_005768-T1
OG0000344	GBNWU_001287-T1, GBNWU_006295-T1	GBNWW_004074-T1, GBNWW_004629-T1
OG0000345	GBNWU_001303-T1, GBNWU_009420-T1	GBNWW_001086-T1, GBNWW_007865-T1
OG0000346	GBNWU_001305-T1, GBNWU_003820-T1	GBNWW_007113-T1, GBNWW_007864-T1
OG0000347	GBNWU_001311-T1, GBNWU_003781-T1	GBNWW_000890-T1, GBNWW_003861-T1
OG0000348	GBNWU_001316-T1, GBNWU_006706-T1	GBNWW_002461-T1, GBNWW_003866-T1
OG0000349	GBNWU_001325-T1, GBNWU_001335-T1	GBNWW_008520-T1, GBNWW_008529-T1
OG0000350	GBNWU_001332-T1, GBNWU_005106-T1	GBNWW_007353-T1, GBNWW_008526-T1
OG0000351	GBNWU_001333-T1, GBNWU_007492-T1	GBNWW_001160-T1, GBNWW_008527-T1
OG0000352	GBNWU_001367-T1, GBNWU_001792-T1	GBNWW_005430-T1, GBNWW_006869-T1
