	Pilaira_anomala_RSA_1997_Plus.aa	Pilaira_anomala_RSA_1998-.aa
OG0006300	GBNWS_002917-T1	
OG0006301	GBNWS_002920-T1	
OG0006302	GBNWS_002921-T1	
OG0006303	GBNWS_002926-T1	
OG0006304	GBNWS_002927-T1	
OG0006305	GBNWS_002928-T1	
OG0006306	GBNWS_002933-T1	
OG0006307	GBNWS_002934-T1	
OG0006308	GBNWS_002937-T1	
OG0006309	GBNWS_002942-T1	
OG0006310	GBNWS_002946-T1	
OG0006311	GBNWS_002979-T1	
OG0006312	GBNWS_002980-T1	
OG0006313	GBNWS_002990-T1	
OG0006314	GBNWS_002991-T1	
OG0006315	GBNWS_002993-T1	
OG0006316	GBNWS_002999-T1	
OG0006317	GBNWS_003000-T1	
OG0006318	GBNWS_003002-T1	
OG0006319	GBNWS_003010-T1	
OG0006320	GBNWS_003015-T1	
OG0006321	GBNWS_003016-T1	
OG0006322	GBNWS_003018-T1	
OG0006323	GBNWS_003026-T1	
OG0006324	GBNWS_003033-T1	
OG0006325	GBNWS_003037-T1	
OG0006326	GBNWS_003040-T1	
OG0006327	GBNWS_003050-T1	
OG0006328	GBNWS_003051-T1	
OG0006329	GBNWS_003052-T1	
OG0006330	GBNWS_003054-T1	
OG0006331	GBNWS_003055-T1	
OG0006332	GBNWS_003056-T1	
OG0006333	GBNWS_003057-T1	
OG0006334	GBNWS_003059-T1	
OG0006335	GBNWS_003060-T1	
OG0006336	GBNWS_003062-T1	
OG0006337	GBNWS_003068-T1	
OG0006338	GBNWS_003070-T1	
OG0006339	GBNWS_003071-T1	
OG0006340	GBNWS_003074-T1	
OG0006341	GBNWS_003077-T1	
OG0006342	GBNWS_003078-T1	
OG0006343	GBNWS_003081-T1	
OG0006344	GBNWS_003084-T1	
OG0006345	GBNWS_003087-T1	
OG0006346	GBNWS_003097-T1	
OG0006347	GBNWS_003098-T1	
OG0006348	GBNWS_003099-T1	
OG0006349	GBNWS_003102-T1	
OG0006350	GBNWS_003113-T1	
OG0006351	GBNWS_003127-T1	
OG0006352	GBNWS_003139-T1	
OG0006353	GBNWS_003144-T1	
OG0006354	GBNWS_003148-T1	
OG0006355	GBNWS_003156-T1	
OG0006356	GBNWS_003157-T1	
OG0006357	GBNWS_003159-T1	
OG0006358	GBNWS_003164-T1	
OG0006359	GBNWS_003173-T1	
OG0006360	GBNWS_003196-T1	
OG0006361	GBNWS_003202-T1	
OG0006362	GBNWS_003203-T1	
OG0006363	GBNWS_003204-T1	
OG0006364	GBNWS_003206-T1	
OG0006365	GBNWS_003209-T1	
OG0006366	GBNWS_003211-T1	
OG0006367	GBNWS_003212-T1	
OG0006368	GBNWS_003220-T1	
OG0006369	GBNWS_003227-T1	
OG0006370	GBNWS_003237-T1	
OG0006371	GBNWS_003241-T1	
OG0006372	GBNWS_003245-T1	
OG0006373	GBNWS_003249-T1	
OG0006374	GBNWS_003256-T1	
OG0006375	GBNWS_003263-T1	
OG0006376	GBNWS_003266-T1	
OG0006377	GBNWS_003268-T1	
OG0006378	GBNWS_003272-T1	
OG0006379	GBNWS_003277-T1	
OG0006380	GBNWS_003278-T1	
OG0006381	GBNWS_003295-T1	
OG0006382	GBNWS_003298-T1	
OG0006383	GBNWS_003305-T1	
OG0006384	GBNWS_003307-T1	
OG0006385	GBNWS_003308-T1	
OG0006386	GBNWS_003324-T1	
OG0006387	GBNWS_003326-T1	
OG0006388	GBNWS_003328-T1	
OG0006389	GBNWS_003329-T1	
OG0006390	GBNWS_003332-T1	
OG0006391	GBNWS_003337-T1	
OG0006392	GBNWS_003338-T1	
OG0006393	GBNWS_003342-T1	
OG0006394	GBNWS_003343-T1	
OG0006395	GBNWS_003344-T1	
OG0006396	GBNWS_003347-T1	
OG0006397	GBNWS_003351-T1	
OG0006398	GBNWS_003355-T1	
OG0006399	GBNWS_003368-T1	
OG0006400	GBNWS_003369-T1	
OG0006401	GBNWS_003375-T1	
OG0006402	GBNWS_003389-T1	
OG0006403	GBNWS_003391-T1	
OG0006404	GBNWS_003392-T1	
OG0006405	GBNWS_003399-T1	
OG0006406	GBNWS_003405-T1	
OG0006407	GBNWS_003406-T1	
OG0006408	GBNWS_003409-T1	
OG0006409	GBNWS_003422-T1	
OG0006410	GBNWS_003423-T1	
OG0006411	GBNWS_003424-T1	
OG0006412	GBNWS_003426-T1	
OG0006413	GBNWS_003430-T1	
OG0006414	GBNWS_003431-T1	
OG0006415	GBNWS_003432-T1	
OG0006416	GBNWS_003438-T1	
OG0006417	GBNWS_003442-T1	
OG0006418	GBNWS_003443-T1	
OG0006419	GBNWS_003444-T1	
OG0006420	GBNWS_003447-T1	
OG0006421	GBNWS_003448-T1	
OG0006422	GBNWS_003454-T1	
OG0006423	GBNWS_003464-T1	
OG0006424	GBNWS_003465-T1	
OG0006425	GBNWS_003466-T1	
OG0006426	GBNWS_003467-T1	
OG0006427	GBNWS_003473-T1	
OG0006428	GBNWS_003485-T1	
OG0006429	GBNWS_003487-T1	
OG0006430	GBNWS_003488-T1	
OG0006431	GBNWS_003489-T1	
OG0006432	GBNWS_003490-T1	
OG0006433	GBNWS_003492-T1	
OG0006434	GBNWS_003498-T1	
OG0006435	GBNWS_003501-T1	
OG0006436	GBNWS_003503-T1	
OG0006437	GBNWS_003506-T1	
OG0006438	GBNWS_003509-T1	
OG0006439	GBNWS_003512-T1	
OG0006440	GBNWS_003514-T1	
OG0006441	GBNWS_003521-T1	
OG0006442	GBNWS_003536-T1	
OG0006443	GBNWS_003542-T1	
OG0006444	GBNWS_003548-T1	
OG0006445	GBNWS_003549-T1	
OG0006446	GBNWS_003550-T1	
OG0006447	GBNWS_003551-T1	
OG0006448	GBNWS_003553-T1	
OG0006449	GBNWS_003554-T1	
OG0006450	GBNWS_003556-T1	
OG0006451	GBNWS_003557-T1	
OG0006452	GBNWS_003569-T1	
OG0006453	GBNWS_003589-T1	
OG0006454	GBNWS_003597-T1	
OG0006455	GBNWS_003602-T1	
OG0006456	GBNWS_003603-T1	
OG0006457	GBNWS_003605-T1	
OG0006458	GBNWS_003625-T1	
OG0006459	GBNWS_003626-T1	
OG0006460	GBNWS_003634-T1	
OG0006461	GBNWS_003635-T1	
OG0006462	GBNWS_003636-T1	
OG0006463	GBNWS_003638-T1	
OG0006464	GBNWS_003645-T1	
OG0006465	GBNWS_003649-T1	
OG0006466	GBNWS_003652-T1	
OG0006467	GBNWS_003655-T1	
OG0006468	GBNWS_003658-T1	
OG0006469	GBNWS_003659-T1	
OG0006470	GBNWS_003660-T1	
OG0006471	GBNWS_003662-T1	
OG0006472	GBNWS_003664-T1	
OG0006473	GBNWS_003665-T1	
OG0006474	GBNWS_003667-T1	
OG0006475	GBNWS_003671-T1	
OG0006476	GBNWS_003673-T1	
OG0006477	GBNWS_003677-T1	
OG0006478	GBNWS_003681-T1	
OG0006479	GBNWS_003687-T1	
OG0006480	GBNWS_003688-T1	
OG0006481	GBNWS_003690-T1	
OG0006482	GBNWS_003694-T1	
OG0006483	GBNWS_003696-T1	
OG0006484	GBNWS_003698-T1	
OG0006485	GBNWS_003705-T1	
OG0006486	GBNWS_003707-T1	
OG0006487	GBNWS_003708-T1	
OG0006488	GBNWS_003710-T1	
OG0006489	GBNWS_003718-T1	
OG0006490	GBNWS_003719-T1	
OG0006491	GBNWS_003723-T1	
OG0006492	GBNWS_003726-T1	
OG0006493	GBNWS_003727-T1	
OG0006494	GBNWS_003732-T1	
OG0006495	GBNWS_003738-T1	
OG0006496	GBNWS_003744-T1	
OG0006497	GBNWS_003750-T1	
OG0006498	GBNWS_003764-T1	
OG0006499	GBNWS_003765-T1	
OG0006500	GBNWS_003767-T1	
OG0006501	GBNWS_003768-T1	
OG0006502	GBNWS_003770-T1	
OG0006503	GBNWS_003772-T1	
OG0006504	GBNWS_003776-T1	
OG0006505	GBNWS_003780-T1	
OG0006506	GBNWS_003783-T1	
OG0006507	GBNWS_003793-T1	
OG0006508	GBNWS_003794-T1	
OG0006509	GBNWS_003795-T1	
OG0006510	GBNWS_003799-T1	
OG0006511	GBNWS_003819-T1	
OG0006512	GBNWS_003822-T1	
OG0006513	GBNWS_003834-T1	
OG0006514	GBNWS_003837-T1	
OG0006515	GBNWS_003842-T1	
OG0006516	GBNWS_003846-T1	
OG0006517	GBNWS_003848-T1	
OG0006518	GBNWS_003855-T1	
OG0006519	GBNWS_003862-T1	
OG0006520	GBNWS_003864-T1	
OG0006521	GBNWS_003866-T1	
OG0006522	GBNWS_003867-T1	
OG0006523	GBNWS_003873-T1	
OG0006524	GBNWS_003877-T1	
OG0006525	GBNWS_003878-T1	
OG0006526	GBNWS_003880-T1	
OG0006527	GBNWS_003886-T1	
OG0006528	GBNWS_003889-T1	
OG0006529	GBNWS_003895-T1	
OG0006530	GBNWS_003896-T1	
OG0006531	GBNWS_003898-T1	
OG0006532	GBNWS_003899-T1	
OG0006533	GBNWS_003900-T1	
OG0006534	GBNWS_003901-T1	
OG0006535	GBNWS_003905-T1	
OG0006536	GBNWS_003906-T1	
OG0006537	GBNWS_003907-T1	
OG0006538	GBNWS_003909-T1	
OG0006539	GBNWS_003913-T1	
OG0006540	GBNWS_003916-T1	
OG0006541	GBNWS_003920-T1	
OG0006542	GBNWS_003921-T1	
OG0006543	GBNWS_003926-T1	
OG0006544	GBNWS_003928-T1	
OG0006545	GBNWS_003930-T1	
OG0006546	GBNWS_003931-T1	
OG0006547	GBNWS_003936-T1	
OG0006548	GBNWS_003939-T1	
OG0006549	GBNWS_003945-T1	
OG0006550	GBNWS_003947-T1	
OG0006551	GBNWS_003949-T1	
OG0006552	GBNWS_003950-T1	
OG0006553	GBNWS_003966-T1	
OG0006554	GBNWS_003967-T1	
OG0006555	GBNWS_003968-T1	
OG0006556	GBNWS_003969-T1	
OG0006557	GBNWS_003973-T1	
OG0006558	GBNWS_003980-T1	
OG0006559	GBNWS_003990-T1	
OG0006560	GBNWS_004002-T1	
OG0006561	GBNWS_004007-T1	
OG0006562	GBNWS_004010-T1	
OG0006563	GBNWS_004022-T1	
OG0006564	GBNWS_004025-T1	
OG0006565	GBNWS_004028-T1	
OG0006566	GBNWS_004034-T1	
OG0006567	GBNWS_004037-T1	
OG0006568	GBNWS_004039-T1	
OG0006569	GBNWS_004044-T1	
OG0006570	GBNWS_004045-T1	
OG0006571	GBNWS_004046-T1	
OG0006572	GBNWS_004047-T1	
OG0006573	GBNWS_004059-T1	
OG0006574	GBNWS_004060-T1	
OG0006575	GBNWS_004063-T1	
OG0006576	GBNWS_004065-T1	
OG0006577	GBNWS_004067-T1	
OG0006578	GBNWS_004068-T1	
OG0006579	GBNWS_004069-T1	
OG0006580	GBNWS_004070-T1	
OG0006581	GBNWS_004071-T1	
OG0006582	GBNWS_004073-T1	
OG0006583	GBNWS_004084-T1	
OG0006584	GBNWS_004086-T1	
OG0006585	GBNWS_004090-T1	
OG0006586	GBNWS_004091-T1	
OG0006587	GBNWS_004092-T1	
OG0006588	GBNWS_004094-T1	
OG0006589	GBNWS_004095-T1	
OG0006590	GBNWS_004096-T1	
OG0006591	GBNWS_004103-T1	
OG0006592	GBNWS_004114-T1	
OG0006593	GBNWS_004115-T1	
OG0006594	GBNWS_004116-T1	
OG0006595	GBNWS_004117-T1	
OG0006596	GBNWS_004120-T1	
OG0006597	GBNWS_004130-T1	
OG0006598	GBNWS_004133-T1	
OG0006599	GBNWS_004135-T1	
OG0006600	GBNWS_004146-T1	
OG0006601	GBNWS_004152-T1	
OG0006602	GBNWS_004155-T1	
OG0006603	GBNWS_004166-T1	
OG0006604	GBNWS_004194-T1	
OG0006605	GBNWS_004196-T1	
OG0006606	GBNWS_004198-T1	
OG0006607	GBNWS_004200-T1	
OG0006608	GBNWS_004201-T1	
OG0006609	GBNWS_004205-T1	
OG0006610	GBNWS_004211-T1	
OG0006611	GBNWS_004212-T1	
OG0006612	GBNWS_004214-T1	
OG0006613	GBNWS_004215-T1	
OG0006614	GBNWS_004217-T1	
OG0006615	GBNWS_004218-T1	
OG0006616	GBNWS_004223-T1	
OG0006617	GBNWS_004224-T1	
OG0006618	GBNWS_004225-T1	
OG0006619	GBNWS_004226-T1	
OG0006620	GBNWS_004227-T1	
OG0006621	GBNWS_004229-T1	
OG0006622	GBNWS_004236-T1	
OG0006623	GBNWS_004237-T1	
OG0006624	GBNWS_004240-T1	
OG0006625	GBNWS_004247-T1	
OG0006626	GBNWS_004254-T1	
OG0006627	GBNWS_004255-T1	
OG0006628	GBNWS_004258-T1	
OG0006629	GBNWS_004259-T1	
OG0006630	GBNWS_004266-T1	
OG0006631	GBNWS_004268-T1	
OG0006632	GBNWS_004284-T1	
OG0006633	GBNWS_004287-T1	
OG0006634	GBNWS_004288-T1	
OG0006635	GBNWS_004292-T1	
OG0006636	GBNWS_004294-T1	
OG0006637	GBNWS_004302-T1	
OG0006638	GBNWS_004305-T1	
OG0006639	GBNWS_004308-T1	
OG0006640	GBNWS_004315-T1	
OG0006641	GBNWS_004319-T1	
OG0006642	GBNWS_004321-T1	
OG0006643	GBNWS_004329-T1	
OG0006644	GBNWS_004354-T1	
OG0006645	GBNWS_004358-T1	
OG0006646	GBNWS_004361-T1	
OG0006647	GBNWS_004363-T1	
OG0006648	GBNWS_004365-T1	
OG0006649	GBNWS_004367-T1	
OG0006650	GBNWS_004378-T1	
OG0006651	GBNWS_004386-T1	
OG0006652	GBNWS_004388-T1	
OG0006653	GBNWS_004396-T1	
OG0006654	GBNWS_004406-T1	
OG0006655	GBNWS_004407-T1	
OG0006656	GBNWS_004412-T1	
OG0006657	GBNWS_004413-T1	
OG0006658	GBNWS_004418-T1	
OG0006659	GBNWS_004425-T1	
OG0006660	GBNWS_004426-T1	
OG0006661	GBNWS_004431-T1	
OG0006662	GBNWS_004434-T1	
OG0006663	GBNWS_004435-T1	
OG0006664	GBNWS_004436-T1	
OG0006665	GBNWS_004440-T1	
OG0006666	GBNWS_004441-T1	
OG0006667	GBNWS_004449-T1	
OG0006668	GBNWS_004457-T1	
OG0006669	GBNWS_004458-T1	
OG0006670	GBNWS_004462-T1	
OG0006671	GBNWS_004463-T1	
OG0006672	GBNWS_004469-T1	
OG0006673	GBNWS_004473-T1	
OG0006674	GBNWS_004478-T1	
OG0006675	GBNWS_004486-T1	
OG0006676	GBNWS_004498-T1	
OG0006677	GBNWS_004501-T1	
OG0006678	GBNWS_004502-T1	
OG0006679	GBNWS_004503-T1	
OG0006680	GBNWS_004514-T1	
OG0006681	GBNWS_004516-T1	
OG0006682	GBNWS_004529-T1	
OG0006683	GBNWS_004530-T1	
OG0006684	GBNWS_004537-T1	
OG0006685	GBNWS_004542-T1	
OG0006686	GBNWS_004546-T1	
OG0006687	GBNWS_004548-T1	
OG0006688	GBNWS_004550-T1	
OG0006689	GBNWS_004553-T1	
OG0006690	GBNWS_004556-T1	
OG0006691	GBNWS_004558-T1	
OG0006692	GBNWS_004566-T1	
OG0006693	GBNWS_004570-T1	
OG0006694	GBNWS_004573-T1	
OG0006695	GBNWS_004581-T1	
OG0006696	GBNWS_004585-T1	
OG0006697	GBNWS_004604-T1	
OG0006698	GBNWS_004609-T1	
OG0006699	GBNWS_004610-T1	
OG0006700	GBNWS_004612-T1	
OG0006701	GBNWS_004618-T1	
OG0006702	GBNWS_004622-T1	
OG0006703	GBNWS_004626-T1	
OG0006704	GBNWS_004632-T1	
OG0006705	GBNWS_004642-T1	
OG0006706	GBNWS_004645-T1	
OG0006707	GBNWS_004646-T1	
OG0006708	GBNWS_004655-T1	
OG0006709	GBNWS_004656-T1	
OG0006710	GBNWS_004659-T1	
OG0006711	GBNWS_004666-T1	
OG0006712	GBNWS_004668-T1	
OG0006713	GBNWS_004672-T1	
OG0006714	GBNWS_004684-T1	
OG0006715	GBNWS_004690-T1	
OG0006716	GBNWS_004694-T1	
OG0006717	GBNWS_004698-T1	
OG0006718	GBNWS_004702-T1	
OG0006719	GBNWS_004703-T1	
OG0006720	GBNWS_004714-T1	
OG0006721	GBNWS_004715-T1	
OG0006722	GBNWS_004716-T1	
OG0006723	GBNWS_004724-T1	
OG0006724	GBNWS_004730-T1	
OG0006725	GBNWS_004732-T1	
OG0006726	GBNWS_004733-T1	
OG0006727	GBNWS_004736-T1	
OG0006728	GBNWS_004757-T1	
OG0006729	GBNWS_004759-T1	
OG0006730	GBNWS_004762-T1	
OG0006731	GBNWS_004769-T1	
OG0006732	GBNWS_004777-T1	
OG0006733	GBNWS_004778-T1	
OG0006734	GBNWS_004780-T1	
OG0006735	GBNWS_004782-T1	
OG0006736	GBNWS_004784-T1	
OG0006737	GBNWS_004785-T1	
OG0006738	GBNWS_004790-T1	
OG0006739	GBNWS_004794-T1	
OG0006740	GBNWS_004795-T1	
OG0006741	GBNWS_004806-T1	
OG0006742	GBNWS_004808-T1	
OG0006743	GBNWS_004810-T1	
OG0006744	GBNWS_004811-T1	
OG0006745	GBNWS_004820-T1	
OG0006746	GBNWS_004833-T1	
OG0006747	GBNWS_004837-T1	
OG0006748	GBNWS_004838-T1	
OG0006749	GBNWS_004839-T1	
OG0006750	GBNWS_004840-T1	
OG0006751	GBNWS_004841-T1	
OG0006752	GBNWS_004842-T1	
OG0006753	GBNWS_004843-T1	
OG0006754	GBNWS_004844-T1	
OG0006755	GBNWS_004845-T1	
OG0006756	GBNWS_004846-T1	
OG0006757	GBNWS_004847-T1	
OG0006758	GBNWS_004848-T1	
OG0006759	GBNWS_004849-T1	
OG0006760	GBNWS_004850-T1	
OG0006761	GBNWS_004851-T1	
OG0006762	GBNWS_004852-T1	
OG0006763	GBNWS_004853-T1	
OG0006764	GBNWS_004854-T1	
OG0006765	GBNWS_004860-T1	
OG0006766	GBNWS_004861-T1	
OG0006767	GBNWS_004864-T1	
OG0006768	GBNWS_004870-T1	
OG0006769	GBNWS_004875-T1	
OG0006770	GBNWS_004882-T1	
OG0006771	GBNWS_004884-T1	
OG0006772	GBNWS_004885-T1	
OG0006773	GBNWS_004889-T1	
OG0006774	GBNWS_004892-T1	
OG0006775	GBNWS_004902-T1	
OG0006776	GBNWS_004903-T1	
OG0006777	GBNWS_004905-T1	
OG0006778	GBNWS_004906-T1	
OG0006779	GBNWS_004908-T1	
OG0006780	GBNWS_004909-T1	
OG0006781	GBNWS_004911-T1	
OG0006782	GBNWS_004915-T1	
OG0006783	GBNWS_004925-T1	
OG0006784	GBNWS_004931-T1	
OG0006785	GBNWS_004933-T1	
OG0006786	GBNWS_004939-T1	
OG0006787	GBNWS_004941-T1	
OG0006788	GBNWS_004942-T1	
OG0006789	GBNWS_004943-T1	
OG0006790	GBNWS_004948-T1	
OG0006791	GBNWS_004955-T1	
OG0006792	GBNWS_004964-T1	
OG0006793	GBNWS_004965-T1	
OG0006794	GBNWS_004970-T1	
OG0006795	GBNWS_004973-T1	
OG0006796	GBNWS_004974-T1	
OG0006797	GBNWS_004977-T1	
OG0006798	GBNWS_004979-T1	
OG0006799	GBNWS_004981-T1	
OG0006800	GBNWS_004984-T1	
OG0006801	GBNWS_004985-T1	
OG0006802	GBNWS_004999-T1	
OG0006803	GBNWS_005006-T1	
OG0006804	GBNWS_005007-T1	
OG0006805	GBNWS_005008-T1	
OG0006806	GBNWS_005011-T1	
OG0006807	GBNWS_005014-T1	
OG0006808	GBNWS_005015-T1	
OG0006809	GBNWS_005017-T1	
OG0006810	GBNWS_005026-T1	
OG0006811	GBNWS_005029-T1	
OG0006812	GBNWS_005030-T1	
OG0006813	GBNWS_005033-T1	
OG0006814	GBNWS_005043-T1	
OG0006815	GBNWS_005046-T1	
OG0006816	GBNWS_005047-T1	
OG0006817	GBNWS_005050-T1	
OG0006818	GBNWS_005051-T1	
OG0006819	GBNWS_005054-T1	
OG0006820	GBNWS_005056-T1	
OG0006821	GBNWS_005057-T1	
OG0006822	GBNWS_005068-T1	
OG0006823	GBNWS_005070-T1	
OG0006824	GBNWS_005072-T1	
OG0006825	GBNWS_005073-T1	
OG0006826	GBNWS_005080-T1	
OG0006827	GBNWS_005083-T1	
OG0006828	GBNWS_005084-T1	
OG0006829	GBNWS_005096-T1	
OG0006830	GBNWS_005097-T1	
OG0006831	GBNWS_005098-T1	
OG0006832	GBNWS_005099-T1	
OG0006833	GBNWS_005100-T1	
OG0006834	GBNWS_005102-T1	
OG0006835	GBNWS_005105-T1	
OG0006836	GBNWS_005119-T1	
OG0006837	GBNWS_005122-T1	
OG0006838	GBNWS_005131-T1	
OG0006839	GBNWS_005133-T1	
OG0006840	GBNWS_005136-T1	
OG0006841	GBNWS_005137-T1	
OG0006842	GBNWS_005140-T1	
OG0006843	GBNWS_005150-T1	
OG0006844	GBNWS_005153-T1	
OG0006845	GBNWS_005159-T1	
OG0006846	GBNWS_005166-T1	
OG0006847	GBNWS_005167-T1	
OG0006848	GBNWS_005169-T1	
OG0006849	GBNWS_005171-T1	
OG0006850	GBNWS_005180-T1	
OG0006851	GBNWS_005182-T1	
OG0006852	GBNWS_005183-T1	
OG0006853	GBNWS_005185-T1	
OG0006854	GBNWS_005186-T1	
OG0006855	GBNWS_005189-T1	
OG0006856	GBNWS_005195-T1	
OG0006857	GBNWS_005196-T1	
OG0006858	GBNWS_005197-T1	
OG0006859	GBNWS_005199-T1	
OG0006860	GBNWS_005200-T1	
OG0006861	GBNWS_005206-T1	
OG0006862	GBNWS_005207-T1	
OG0006863	GBNWS_005208-T1	
OG0006864	GBNWS_005215-T1	
OG0006865	GBNWS_005221-T1	
OG0006866	GBNWS_005222-T1	
OG0006867	GBNWS_005223-T1	
OG0006868	GBNWS_005224-T1	
OG0006869	GBNWS_005230-T1	
OG0006870	GBNWS_005231-T1	
OG0006871	GBNWS_005233-T1	
OG0006872	GBNWS_005234-T1	
OG0006873	GBNWS_005235-T1	
OG0006874	GBNWS_005237-T1	
OG0006875	GBNWS_005240-T1	
OG0006876	GBNWS_005244-T1	
OG0006877	GBNWS_005246-T1	
OG0006878	GBNWS_005249-T1	
OG0006879	GBNWS_005252-T1	
OG0006880	GBNWS_005257-T1	
OG0006881	GBNWS_005260-T1	
OG0006882	GBNWS_005261-T1	
OG0006883	GBNWS_005263-T1	
OG0006884	GBNWS_005265-T1	
OG0006885	GBNWS_005267-T1	
OG0006886	GBNWS_005268-T1	
OG0006887	GBNWS_005272-T1	
OG0006888	GBNWS_005280-T1	
OG0006889	GBNWS_005281-T1	
OG0006890	GBNWS_005282-T1	
OG0006891	GBNWS_005283-T1	
OG0006892	GBNWS_005284-T1	
OG0006893	GBNWS_005286-T1	
OG0006894	GBNWS_005288-T1	
OG0006895	GBNWS_005289-T1	
OG0006896	GBNWS_005301-T1	
OG0006897	GBNWS_005303-T1	
OG0006898	GBNWS_005314-T1	
OG0006899	GBNWS_005321-T1	
OG0006900	GBNWS_005325-T1	
OG0006901	GBNWS_005327-T1	
OG0006902	GBNWS_005330-T1	
OG0006903	GBNWS_005334-T1	
OG0006904	GBNWS_005336-T1	
OG0006905	GBNWS_005340-T1	
OG0006906	GBNWS_005344-T1	
OG0006907	GBNWS_005347-T1	
OG0006908	GBNWS_005356-T1	
OG0006909	GBNWS_005361-T1	
OG0006910	GBNWS_005362-T1	
OG0006911	GBNWS_005366-T1	
OG0006912	GBNWS_005371-T1	
OG0006913	GBNWS_005375-T1	
OG0006914	GBNWS_005376-T1	
OG0006915	GBNWS_005378-T1	
OG0006916	GBNWS_005381-T1	
OG0006917	GBNWS_005387-T1	
OG0006918	GBNWS_005391-T1	
OG0006919	GBNWS_005394-T1	
OG0006920	GBNWS_005397-T1	
OG0006921	GBNWS_005399-T1	
OG0006922	GBNWS_005400-T1	
OG0006923	GBNWS_005401-T1	
OG0006924	GBNWS_005405-T1	
OG0006925	GBNWS_005406-T1	
OG0006926	GBNWS_005407-T1	
OG0006927	GBNWS_005409-T1	
OG0006928	GBNWS_005413-T1	
OG0006929	GBNWS_005426-T1	
OG0006930	GBNWS_005430-T1	
OG0006931	GBNWS_005442-T1	
OG0006932	GBNWS_005447-T1	
OG0006933	GBNWS_005454-T1	
OG0006934	GBNWS_005460-T1	
OG0006935	GBNWS_005466-T1	
OG0006936	GBNWS_005471-T1	
OG0006937	GBNWS_005475-T1	
OG0006938	GBNWS_005477-T1	
OG0006939	GBNWS_005478-T1	
OG0006940	GBNWS_005479-T1	
OG0006941	GBNWS_005486-T1	
OG0006942	GBNWS_005487-T1	
OG0006943	GBNWS_005489-T1	
OG0006944	GBNWS_005490-T1	
OG0006945	GBNWS_005491-T1	
OG0006946	GBNWS_005493-T1	
OG0006947	GBNWS_005495-T1	
OG0006948	GBNWS_005509-T1	
OG0006949	GBNWS_005512-T1	
OG0006950	GBNWS_005514-T1	
OG0006951	GBNWS_005515-T1	
OG0006952	GBNWS_005518-T1	
OG0006953	GBNWS_005520-T1	
OG0006954	GBNWS_005525-T1	
OG0006955	GBNWS_005530-T1	
OG0006956	GBNWS_005531-T1	
OG0006957	GBNWS_005532-T1	
OG0006958	GBNWS_005541-T1	
OG0006959	GBNWS_005546-T1	
OG0006960	GBNWS_005550-T1	
OG0006961	GBNWS_005551-T1	
OG0006962	GBNWS_005553-T1	
OG0006963	GBNWS_005555-T1	
OG0006964	GBNWS_005559-T1	
OG0006965	GBNWS_005562-T1	
OG0006966	GBNWS_005569-T1	
OG0006967	GBNWS_005571-T1	
OG0006968	GBNWS_005573-T1	
OG0006969	GBNWS_005577-T1	
OG0006970	GBNWS_005585-T1	
OG0006971	GBNWS_005597-T1	
OG0006972	GBNWS_005602-T1	
OG0006973	GBNWS_005606-T1	
OG0006974	GBNWS_005607-T1	
OG0006975	GBNWS_005608-T1	
OG0006976	GBNWS_005609-T1	
OG0006977	GBNWS_005616-T1	
OG0006978	GBNWS_005622-T1	
OG0006979	GBNWS_005623-T1	
OG0006980	GBNWS_005624-T1	
OG0006981	GBNWS_005625-T1	
OG0006982	GBNWS_005627-T1	
OG0006983	GBNWS_005635-T1	
OG0006984	GBNWS_005646-T1	
OG0006985	GBNWS_005650-T1	
OG0006986	GBNWS_005652-T1	
OG0006987	GBNWS_005659-T1	
OG0006988	GBNWS_005660-T1	
OG0006989	GBNWS_005665-T1	
OG0006990	GBNWS_005667-T1	
OG0006991	GBNWS_005674-T1	
OG0006992	GBNWS_005680-T1	
OG0006993	GBNWS_005681-T1	
OG0006994	GBNWS_005682-T1	
OG0006995	GBNWS_005686-T1	
OG0006996	GBNWS_005687-T1	
OG0006997	GBNWS_005688-T1	
OG0006998	GBNWS_005690-T1	
OG0006999	GBNWS_005698-T1	
OG0007000	GBNWS_005699-T1	
OG0007001	GBNWS_005700-T1	
OG0007002	GBNWS_005701-T1	
OG0007003	GBNWS_005702-T1	
OG0007004	GBNWS_005703-T1	
OG0007005	GBNWS_005705-T1	
OG0007006	GBNWS_005711-T1	
OG0007007	GBNWS_005725-T1	
OG0007008	GBNWS_005727-T1	
OG0007009	GBNWS_005743-T1	
OG0007010	GBNWS_005745-T1	
OG0007011	GBNWS_005746-T1	
OG0007012	GBNWS_005748-T1	
OG0007013	GBNWS_005751-T1	
OG0007014	GBNWS_005753-T1	
OG0007015	GBNWS_005762-T1	
OG0007016	GBNWS_005769-T1	
OG0007017	GBNWS_005779-T1	
OG0007018	GBNWS_005781-T1	
OG0007019	GBNWS_005782-T1	
OG0007020	GBNWS_005784-T1	
OG0007021	GBNWS_005787-T1	
OG0007022	GBNWS_005791-T1	
OG0007023	GBNWS_005792-T1	
OG0007024	GBNWS_005796-T1	
OG0007025	GBNWS_005799-T1	
OG0007026	GBNWS_005800-T1	
OG0007027	GBNWS_005801-T1	
OG0007028	GBNWS_005802-T1	
OG0007029	GBNWS_005803-T1	
OG0007030	GBNWS_005804-T1	
OG0007031	GBNWS_005805-T1	
OG0007032	GBNWS_005806-T1	
OG0007033	GBNWS_005807-T1	
