	Ellisomyces_anomalus_NRRL_2465_Plus-T.aa	Ellisomyces_anomalus_RSA_581-.aa
OG0000135	GBNWX_001239-T1, GBNWX_004234-T1, GBNWX_007836-T1	GBNWY_004466-T1, GBNWY_007064-T1, GBNWY_011133-T1
OG0000136	GBNWX_001254-T1, GBNWX_002244-T1, GBNWX_007690-T1	GBNWY_006856-T1, GBNWY_007732-T1, GBNWY_008476-T1
OG0000137	GBNWX_001275-T1, GBNWX_006517-T1, GBNWX_009835-T1	GBNWY_002954-T1, GBNWY_004085-T1, GBNWY_006226-T1
OG0000138	GBNWX_001308-T1, GBNWX_010469-T1, GBNWX_010471-T1	GBNWY_010183-T1, GBNWY_010187-T1, GBNWY_010338-T1
OG0000139	GBNWX_001388-T1, GBNWX_007581-T1, GBNWX_010921-T1	GBNWY_002048-T1, GBNWY_006302-T1, GBNWY_007662-T1
OG0000140	GBNWX_001391-T1, GBNWX_001454-T1, GBNWX_008464-T1	GBNWY_001145-T1, GBNWY_003162-T1, GBNWY_007957-T1
OG0000141	GBNWX_001394-T1, GBNWX_005191-T1, GBNWX_006031-T1	GBNWY_001729-T1, GBNWY_007943-T1, GBNWY_009932-T1
OG0000142	GBNWX_001468-T1, GBNWX_003201-T1, GBNWX_006688-T1	GBNWY_002297-T1, GBNWY_003149-T1, GBNWY_006635-T1
OG0000143	GBNWX_001471-T1, GBNWX_003631-T1, GBNWX_005034-T1	GBNWY_003839-T1, GBNWY_009404-T1, GBNWY_009569-T1
OG0000144	GBNWX_001534-T1, GBNWX_007894-T1, GBNWX_008465-T1	GBNWY_002018-T1, GBNWY_007094-T1, GBNWY_008250-T1
OG0000145	GBNWX_001602-T1, GBNWX_003413-T1, GBNWX_005750-T1	GBNWY_003761-T1, GBNWY_003777-T1, GBNWY_010978-T1
OG0000146	GBNWX_001654-T1, GBNWX_004706-T1, GBNWX_009182-T1	GBNWY_004279-T1, GBNWY_004823-T1, GBNWY_010077-T1
OG0000147	GBNWX_001688-T1, GBNWX_008791-T1, GBNWX_010547-T1	GBNWY_001992-T1, GBNWY_004851-T1, GBNWY_008648-T1
OG0000148	GBNWX_001695-T1, GBNWX_003573-T1, GBNWX_005749-T1, GBNWX_009013-T1	GBNWY_001999-T1, GBNWY_003864-T1
OG0000149	GBNWX_001705-T1, GBNWX_004698-T1, GBNWX_005604-T1	GBNWY_000263-T1, GBNWY_004831-T1, GBNWY_007099-T1
OG0000150	GBNWX_001859-T1, GBNWX_002689-T1, GBNWX_007451-T1	GBNWY_002136-T1, GBNWY_006830-T1, GBNWY_007038-T1
OG0000151	GBNWX_001872-T1, GBNWX_002861-T1, GBNWX_004530-T1	GBNWY_002149-T1, GBNWY_003520-T1, GBNWY_007668-T1
OG0000152	GBNWX_002051-T1, GBNWX_004629-T1, GBNWX_008693-T1	GBNWY_001828-T1, GBNWY_002444-T1, GBNWY_005367-T1
OG0000153	GBNWX_002068-T1, GBNWX_005278-T1, GBNWX_010024-T1	GBNWY_003324-T1, GBNWY_008388-T1, GBNWY_010282-T1
OG0000154	GBNWX_002083-T1, GBNWX_005479-T1, GBNWX_006957-T1	GBNWY_006053-T1, GBNWY_008403-T1, GBNWY_009307-T1
OG0000155	GBNWX_002106-T1, GBNWX_004270-T1, GBNWX_008593-T1	GBNWY_004483-T1, GBNWY_009052-T1, GBNWY_009216-T1
OG0000156	GBNWX_002202-T1, GBNWX_002678-T1, GBNWX_009723-T1	GBNWY_002613-T1, GBNWY_006820-T1, GBNWY_009458-T1
OG0000157	GBNWX_002213-T1, GBNWX_006568-T1, GBNWX_010673-T1	GBNWY_001168-T1, GBNWY_002602-T1, GBNWY_003527-T1
OG0000158	GBNWX_002242-T1, GBNWX_003011-T1, GBNWX_009900-T1	GBNWY_003500-T1, GBNWY_006338-T1, GBNWY_006854-T1
OG0000159	GBNWX_002263-T1, GBNWX_002653-T1, GBNWX_004744-T1	GBNWY_004332-T1, GBNWY_005199-T1, GBNWY_010799-T1
OG0000160	GBNWX_002270-T1, GBNWX_003839-T1, GBNWX_007545-T1	GBNWY_002454-T1, GBNWY_004105-T1, GBNWY_007625-T1
OG0000161	GBNWX_002377-T1, GBNWX_003022-T1, GBNWX_007829-T1	GBNWY_002806-T1, GBNWY_004993-T1, GBNWY_007071-T1
OG0000162	GBNWX_002538-T1, GBNWX_008897-T1, GBNWX_010603-T1	GBNWY_002973-T1, GBNWY_004245-T1, GBNWY_009141-T1
OG0000163	GBNWX_002544-T1, GBNWX_003849-T1, GBNWX_007374-T1	GBNWY_002978-T1, GBNWY_004094-T1, GBNWY_007330-T1
OG0000164	GBNWX_002688-T1, GBNWX_005292-T1, GBNWX_007450-T1	GBNWY_003338-T1, GBNWY_006829-T1, GBNWY_007039-T1
OG0000165	GBNWX_002707-T1, GBNWX_003882-T1, GBNWX_005562-T1	GBNWY_005890-T1, GBNWY_008004-T1, GBNWY_011084-T1
OG0000166	GBNWX_002828-T1, GBNWX_004679-T1, GBNWX_006386-T1	GBNWY_003276-T1, GBNWY_010479-T1, GBNWY_011010-T1
OG0000167	GBNWX_002852-T1, GBNWX_004235-T1, GBNWX_005239-T1	GBNWY_004453-T1, GBNWY_004467-T1, GBNWY_005225-T1
OG0000168	GBNWX_002883-T1, GBNWX_007300-T1, GBNWX_007686-T1	GBNWY_008181-T1, GBNWY_008471-T1, GBNWY_008883-T1
OG0000169	GBNWX_002918-T1, GBNWX_007871-T1, GBNWX_007872-T1	GBNWY_002628-T1, GBNWY_007588-T1, GBNWY_007589-T1
OG0000170	GBNWX_002931-T1, GBNWX_004256-T1, GBNWX_005964-T1	GBNWY_000375-T1, GBNWY_004772-T1, GBNWY_005659-T1
OG0000171	GBNWX_002932-T1, GBNWX_005963-T1, GBNWX_011008-T1	GBNWY_004771-T1, GBNWY_005658-T1, GBNWY_010028-T1
OG0000172	GBNWX_003033-T1, GBNWX_004196-T1, GBNWX_004247-T1	GBNWY_000366-T1, GBNWY_002416-T1, GBNWY_003574-T1
OG0000173	GBNWX_003045-T1, GBNWX_004790-T1, GBNWX_009331-T1	GBNWY_003562-T1, GBNWY_004903-T1, GBNWY_008871-T1
OG0000174	GBNWX_003065-T1, GBNWX_009729-T1, GBNWX_011067-T1	GBNWY_003620-T1, GBNWY_009461-T1, GBNWY_009874-T1
OG0000175	GBNWX_003083-T1, GBNWX_007438-T1, GBNWX_009938-T1	GBNWY_003585-T1, GBNWY_004267-T1, GBNWY_006706-T1
OG0000176	GBNWX_003089-T1, GBNWX_003321-T1, GBNWX_004362-T1	GBNWY_003579-T1, GBNWY_003744-T1, GBNWY_005894-T1
OG0000177	GBNWX_003106-T1, GBNWX_003603-T1, GBNWX_008805-T1	GBNWY_006256-T1, GBNWY_008286-T1, GBNWY_008660-T1
OG0000178	GBNWX_003250-T1, GBNWX_005840-T1, GBNWX_011006-T1	GBNWY_003599-T1, GBNWY_005693-T1, GBNWY_010030-T1
OG0000179	GBNWX_003332-T1, GBNWX_005462-T1, GBNWX_009235-T1	GBNWY_003693-T1, GBNWY_003734-T1, GBNWY_005402-T1
OG0000180	GBNWX_003425-T1, GBNWX_008071-T1, GBNWX_008885-T1	GBNWY_003765-T1, GBNWY_007922-T1, GBNWY_009152-T1
OG0000181	GBNWX_003515-T1, GBNWX_004399-T1, GBNWX_008380-T1	GBNWY_004662-T1, GBNWY_006965-T1, GBNWY_008325-T1
OG0000182	GBNWX_003534-T1, GBNWX_007146-T1, GBNWX_008685-T1	GBNWY_000017-T1, GBNWY_003814-T1, GBNWY_008359-T1
OG0000183	GBNWX_003650-T1, GBNWX_006873-T1, GBNWX_011100-T1	GBNWY_003976-T1, GBNWY_006874-T1, GBNWY_009419-T1
OG0000184	GBNWX_003718-T1, GBNWX_004690-T1, GBNWX_005831-T1	GBNWY_003997-T1, GBNWY_004753-T1, GBNWY_008547-T1
OG0000185	GBNWX_003796-T1, GBNWX_006462-T1, GBNWX_008038-T1	GBNWY_006051-T1, GBNWY_008977-T1, GBNWY_010840-T1
OG0000186	GBNWX_003847-T1, GBNWX_004346-T1, GBNWX_006958-T1	GBNWY_004096-T1, GBNWY_005911-T1, GBNWY_009308-T1
OG0000187	GBNWX_003867-T1, GBNWX_008657-T1, GBNWX_010704-T1	GBNWY_000624-T1, GBNWY_004163-T1, GBNWY_010954-T1
OG0000188	GBNWX_003898-T1, GBNWX_007348-T1, GBNWX_008524-T1	GBNWY_004132-T1, GBNWY_005320-T1, GBNWY_005766-T1
OG0000189	GBNWX_004007-T1, GBNWX_004503-T1, GBNWX_005764-T1	GBNWY_002376-T1, GBNWY_004788-T1, GBNWY_005421-T1
OG0000190	GBNWX_004159-T1, GBNWX_007150-T1, GBNWX_008157-T1	GBNWY_000021-T1, GBNWY_004537-T1, GBNWY_010384-T1
OG0000191	GBNWX_004347-T1, GBNWX_007461-T1, GBNWX_010845-T1	GBNWY_002215-T1, GBNWY_005910-T1, GBNWY_007413-T1
OG0000192	GBNWX_004363-T1, GBNWX_007865-T1, GBNWX_010897-T1	GBNWY_001309-T1, GBNWY_007780-T1, GBNWY_010995-T1
OG0000193	GBNWX_004385-T1, GBNWX_006601-T1, GBNWX_009227-T1	GBNWY_002757-T1, GBNWY_003685-T1, GBNWY_006145-T1
OG0000194	GBNWX_004488-T1, GBNWX_007859-T1, GBNWX_010967-T1	GBNWY_007422-T1, GBNWY_007786-T1, GBNWY_010245-T1
OG0000195	GBNWX_004578-T1, GBNWX_007479-T1, GBNWX_008640-T1	GBNWY_005330-T1, GBNWY_006429-T1, GBNWY_007542-T1
OG0000196	GBNWX_004596-T1, GBNWX_006334-T1, GBNWX_008394-T1	GBNWY_004687-T1, GBNWY_009628-T1, GBNWY_010987-T1
OG0000197	GBNWX_004674-T1, GBNWX_004866-T1, GBNWX_009189-T1	GBNWY_004534-T1, GBNWY_009024-T1, GBNWY_011015-T1
OG0000198	GBNWX_004724-T1, GBNWX_005584-T1, GBNWX_006554-T1	GBNWY_003896-T1, GBNWY_005679-T1, GBNWY_010819-T1
OG0000199	GBNWX_004774-T1, GBNWX_005619-T1, GBNWX_007837-T1	GBNWY_005436-T1, GBNWY_007063-T1, GBNWY_011118-T1
OG0000200	GBNWX_004810-T1, GBNWX_007317-T1, GBNWX_010352-T1	GBNWY_004845-T1, GBNWY_007571-T1, GBNWY_010211-T1
OG0000201	GBNWX_005132-T1, GBNWX_005559-T1, GBNWX_005560-T1	GBNWY_006523-T1, GBNWY_008001-T1, GBNWY_008002-T1
OG0000202	GBNWX_005139-T1, GBNWX_005207-T1, GBNWX_006390-T1	GBNWY_002267-T1, GBNWY_006443-T1, GBNWY_007817-T1
OG0000203	GBNWX_005223-T1, GBNWX_005494-T1, GBNWX_009045-T1	GBNWY_005098-T1, GBNWY_005391-T1, GBNWY_009504-T1
OG0000204	GBNWX_005258-T1, GBNWX_006674-T1, GBNWX_006675-T1	GBNWY_002967-T1, GBNWY_002968-T1, GBNWY_005232-T1
OG0000205	GBNWX_005341-T1, GBNWX_005508-T1, GBNWX_010091-T1	GBNWY_004417-T1, GBNWY_008841-T1, GBNWY_009761-T1
OG0000206	GBNWX_005511-T1, GBNWX_007945-T1, GBNWX_009203-T1	GBNWY_003661-T1, GBNWY_004116-T1, GBNWY_008844-T1
OG0000207	GBNWX_005535-T1, GBNWX_006424-T1, GBNWX_006548-T1	GBNWY_000390-T1, GBNWY_003890-T1, GBNWY_007977-T1
OG0000208	GBNWX_005567-T1, GBNWX_005658-T1, GBNWX_008047-T1	GBNWY_005485-T1, GBNWY_008986-T1, GBNWY_010722-T1
OG0000209	GBNWX_005571-T1, GBNWX_007484-T1, GBNWX_010170-T1	GBNWY_003294-T1, GBNWY_009678-T1, GBNWY_010726-T1
OG0000210	GBNWX_005583-T1, GBNWX_010044-T1, GBNWX_010741-T1	GBNWY_001820-T1, GBNWY_005680-T1, GBNWY_005963-T1
OG0000211	GBNWX_005702-T1, GBNWX_006512-T1, GBNWX_008049-T1	GBNWY_006072-T1, GBNWY_006232-T1, GBNWY_008988-T1
OG0000212	GBNWX_005751-T1, GBNWX_006105-T1, GBNWX_007153-T1	GBNWY_000024-T1, GBNWY_003760-T1, GBNWY_004411-T1
OG0000213	GBNWX_005968-T1, GBNWX_006411-T1, GBNWX_006534-T1	GBNWY_004776-T1, GBNWY_006475-T1, GBNWY_007607-T1
OG0000214	GBNWX_006078-T1, GBNWX_008674-T1, GBNWX_009417-T1	GBNWY_006126-T1, GBNWY_008619-T1, GBNWY_010015-T1
OG0000215	GBNWX_006081-T1, GBNWX_006960-T1, GBNWX_010977-T1	GBNWY_006341-T1, GBNWY_009310-T1, GBNWY_010255-T1
OG0000216	GBNWX_006127-T1, GBNWX_008603-T1, GBNWX_009995-T1	GBNWY_006104-T1, GBNWY_009062-T1, GBNWY_009622-T1
OG0000217	GBNWX_006154-T1, GBNWX_008005-T1, GBNWX_009363-T1	GBNWY_005729-T1, GBNWY_006362-T1, GBNWY_007911-T1
OG0000218	GBNWX_006163-T1, GBNWX_007141-T1, GBNWX_010172-T1	GBNWY_000012-T1, GBNWY_006213-T1, GBNWY_009680-T1
OG0000219	GBNWX_006337-T1, GBNWX_006338-T1, GBNWX_006945-T1	GBNWY_009295-T1, GBNWY_009631-T1, GBNWY_009632-T1
OG0000220	GBNWX_006450-T1, GBNWX_007632-T1, GBNWX_008022-T1	GBNWY_004937-T1, GBNWY_006201-T1, GBNWY_010329-T1
OG0000221	GBNWX_006644-T1, GBNWX_007269-T1, GBNWX_009096-T1	GBNWY_000928-T1, GBNWY_008776-T1, GBNWY_008912-T1
OG0000222	GBNWX_006704-T1, GBNWX_008384-T1, GBNWX_010937-T1	GBNWY_006754-T1, GBNWY_009388-T1, GBNWY_010748-T1
OG0000223	GBNWX_007418-T1, GBNWX_007589-T1, GBNWX_007822-T1	GBNWY_001501-T1, GBNWY_002829-T1, GBNWY_009188-T1
OG0000224	GBNWX_007445-T1, GBNWX_010805-T1, GBNWX_010858-T1	GBNWY_000225-T1, GBNWY_001530-T1, GBNWY_002257-T1
OG0000225	GBNWX_007723-T1, GBNWX_007751-T1, GBNWX_009733-T1	GBNWY_007597-T1, GBNWY_007679-T1, GBNWY_009471-T1
OG0000226	GBNWX_008720-T1, GBNWX_009937-T1, GBNWX_010939-T1	GBNWY_005340-T1, GBNWY_006705-T1, GBNWY_010750-T1
OG0000227	GBNWX_009102-T1, GBNWX_009218-T1, GBNWX_009820-T1	GBNWY_003676-T1, GBNWY_004676-T1, GBNWY_008564-T1
OG0000228	GBNWX_000046-T1, GBNWX_004858-T1	GBNWY_006658-T1, GBNWY_007155-T1, GBNWY_007156-T1
OG0000229	GBNWX_000180-T1, GBNWX_009448-T1, GBNWX_010795-T1	GBNWY_009982-T1, GBNWY_010855-T1
OG0000230	GBNWX_000572-T1, GBNWX_006723-T1	GBNWY_000877-T1, GBNWY_005675-T1, GBNWY_009205-T1
OG0000231	GBNWX_000758-T1, GBNWX_005464-T1, GBNWX_006203-T1	GBNWY_004506-T1, GBNWY_005400-T1
OG0000232	GBNWX_000768-T1, GBNWX_010267-T1, GBNWX_010269-T1	GBNWY_001368-T1, GBNWY_004221-T1
OG0000233	GBNWX_000830-T1, GBNWX_009720-T1	GBNWY_001916-T1, GBNWY_003454-T1, GBNWY_007868-T1
OG0000234	GBNWX_000935-T1, GBNWX_008631-T1	GBNWY_002226-T1, GBNWY_002700-T1, GBNWY_009088-T1
OG0000235	GBNWX_001049-T1, GBNWX_003620-T1, GBNWX_008786-T1	GBNWY_003810-T1, GBNWY_008643-T1
OG0000236	GBNWX_001071-T1, GBNWX_006597-T1, GBNWX_008486-T1	GBNWY_001415-T1, GBNWY_009663-T1
OG0000237	GBNWX_001207-T1, GBNWX_005799-T1	GBNWY_001443-T1, GBNWY_001444-T1, GBNWY_003236-T1
OG0000238	GBNWX_001223-T1, GBNWX_002665-T1, GBNWX_010726-T1	GBNWY_007887-T1, GBNWY_010930-T1
OG0000239	GBNWX_001289-T1, GBNWX_003835-T1, GBNWX_008344-T1	GBNWY_001692-T1, GBNWY_003477-T1
OG0000240	GBNWX_001298-T1, GBNWX_003133-T1, GBNWX_008106-T1	GBNWY_001246-T1, GBNWY_001684-T1
OG0000241	GBNWX_001436-T1, GBNWX_006387-T1	GBNWY_000289-T1, GBNWY_000763-T1, GBNWY_006440-T1
OG0000242	GBNWX_001504-T1, GBNWX_009591-T1	GBNWY_002450-T1, GBNWY_009600-T1, GBNWY_010340-T1
OG0000243	GBNWX_001539-T1, GBNWX_002274-T1	GBNWY_002023-T1, GBNWY_002458-T1, GBNWY_007124-T1
OG0000244	GBNWX_001816-T1, GBNWX_004358-T1, GBNWX_008113-T1	GBNWY_005189-T1, GBNWY_005898-T1
OG0000245	GBNWX_002091-T1, GBNWX_009631-T1	GBNWY_005009-T1, GBNWY_005256-T1, GBNWY_008411-T1
OG0000246	GBNWX_002153-T1, GBNWX_006467-T1	GBNWY_002572-T1, GBNWY_004991-T1, GBNWY_006046-T1
OG0000247	GBNWX_002439-T1, GBNWX_003435-T1	GBNWY_005570-T1, GBNWY_006881-T1, GBNWY_007963-T1
OG0000248	GBNWX_002546-T1, GBNWX_006938-T1	GBNWY_002980-T1, GBNWY_008191-T1, GBNWY_009288-T1
OG0000249	GBNWX_002807-T1, GBNWX_002808-T1	GBNWY_003215-T1, GBNWY_003216-T1, GBNWY_003217-T1
OG0000250	GBNWX_002840-T1, GBNWX_005032-T1, GBNWX_008504-T1	GBNWY_004150-T1, GBNWY_004441-T1
OG0000251	GBNWX_002919-T1, GBNWX_010343-T1, GBNWX_010344-T1	GBNWY_002629-T1, GBNWY_010203-T1
OG0000252	GBNWX_002922-T1, GBNWX_009567-T1	GBNWY_002632-T1, GBNWY_005970-T1, GBNWY_010362-T1
OG0000253	GBNWX_003383-T1, GBNWX_005022-T1	GBNWY_005131-T1, GBNWY_005132-T1, GBNWY_010626-T1
OG0000254	GBNWX_003514-T1, GBNWX_003741-T1, GBNWX_008643-T1	GBNWY_006426-T1, GBNWY_006966-T1
OG0000255	GBNWX_003577-T1, GBNWX_008520-T1, GBNWX_010418-T1	GBNWY_000138-T1, GBNWY_004966-T1
OG0000256	GBNWX_003737-T1, GBNWX_003994-T1, GBNWX_003995-T1	GBNWY_007940-T1, GBNWY_007951-T1
OG0000257	GBNWX_004186-T1, GBNWX_007379-T1	GBNWY_004302-T1, GBNWY_006188-T1, GBNWY_007399-T1
OG0000258	GBNWX_004262-T1, GBNWX_006187-T1, GBNWX_009661-T1	GBNWY_001732-T1, GBNWY_004475-T1
OG0000259	GBNWX_004516-T1, GBNWX_009799-T1	GBNWY_004607-T1, GBNWY_008063-T1, GBNWY_009561-T1
OG0000260	GBNWX_004999-T1, GBNWX_005932-T1, GBNWX_007848-T1	GBNWY_003013-T1, GBNWY_005831-T1
OG0000261	GBNWX_005606-T1, GBNWX_005608-T1, GBNWX_009404-T1	GBNWY_009099-T1, GBNWY_009451-T1
OG0000262	GBNWX_006262-T1, GBNWX_010932-T1	GBNWY_006641-T1, GBNWY_010742-T1, GBNWY_010743-T1
OG0000263	GBNWX_006279-T1, GBNWX_009409-T1	GBNWY_006291-T1, GBNWY_008730-T1, GBNWY_009098-T1
OG0000264	GBNWX_006343-T1, GBNWX_006648-T1	GBNWY_000932-T1, GBNWY_006228-T1, GBNWY_009637-T1
OG0000265	GBNWX_006581-T1, GBNWX_010255-T1, GBNWX_010280-T1	GBNWY_004209-T1, GBNWY_006656-T1
OG0000266	GBNWX_006758-T1, GBNWX_010258-T1, GBNWX_010278-T1	GBNWY_004212-T1, GBNWY_006605-T1
OG0000267	GBNWX_006989-T1, GBNWX_010183-T1	GBNWY_002890-T1, GBNWY_009340-T1, GBNWY_009691-T1
OG0000268	GBNWX_008269-T1, GBNWX_008570-T1, GBNWX_009074-T1	GBNWY_000559-T1, GBNWY_009476-T1
OG0000269	GBNWX_008997-T1, GBNWX_009022-T1	GBNWY_007706-T1, GBNWY_007917-T1, GBNWY_011027-T1
OG0000270	GBNWX_009488-T1, GBNWX_009953-T1, GBNWX_010697-T1	GBNWY_006721-T1, GBNWY_009819-T1
OG0000271	GBNWX_000019-T1, GBNWX_002673-T1	GBNWY_006815-T1, GBNWY_007129-T1
OG0000272	GBNWX_000033-T1, GBNWX_005939-T1	GBNWY_005839-T1, GBNWY_007142-T1
OG0000273	GBNWX_000037-T1, GBNWX_006885-T1	GBNWY_006907-T1, GBNWY_007146-T1
OG0000274	GBNWX_000039-T1, GBNWX_007982-T1	GBNWY_007148-T1, GBNWY_008787-T1
OG0000275	GBNWX_000041-T1, GBNWX_003298-T1	GBNWY_003203-T1, GBNWY_007150-T1
OG0000276	GBNWX_000066-T1, GBNWX_007564-T1	GBNWY_007175-T1, GBNWY_007645-T1
OG0000277	GBNWX_000070-T1, GBNWX_008063-T1	GBNWY_007179-T1, GBNWY_009002-T1
OG0000278	GBNWX_000077-T1, GBNWX_010857-T1	GBNWY_000224-T1, GBNWY_007186-T1
OG0000279	GBNWX_000081-T1, GBNWX_002472-T1	GBNWY_003045-T1, GBNWY_007190-T1
OG0000280	GBNWX_000097-T1, GBNWX_003137-T1	GBNWY_003073-T1, GBNWY_009373-T1
OG0000281	GBNWX_000101-T1, GBNWX_003551-T1	GBNWY_004716-T1, GBNWY_006133-T1
OG0000282	GBNWX_000103-T1, GBNWX_011017-T1	GBNWY_004714-T1, GBNWY_011116-T1
OG0000283	GBNWX_000104-T1, GBNWX_010788-T1	GBNWY_000431-T1, GBNWY_004713-T1
OG0000284	GBNWX_000106-T1, GBNWX_005524-T1	GBNWY_004711-T1, GBNWY_007966-T1
OG0000285	GBNWX_000111-T1, GBNWX_002992-T1	GBNWY_004706-T1, GBNWY_010168-T1
OG0000286	GBNWX_000115-T1, GBNWX_007742-T1	GBNWY_004702-T1, GBNWY_010171-T1
OG0000287	GBNWX_000132-T1, GBNWX_003437-T1	GBNWY_001230-T1, GBNWY_005572-T1
OG0000288	GBNWX_000141-T1, GBNWX_007463-T1	GBNWY_007416-T1, GBNWY_007673-T1
OG0000289	GBNWX_000147-T1, GBNWX_000223-T1	GBNWY_000488-T1, GBNWY_001301-T1
OG0000290	GBNWX_000165-T1, GBNWX_009008-T1	GBNWY_000470-T1, GBNWY_002653-T1
OG0000291	GBNWX_000167-T1, GBNWX_004421-T1	GBNWY_000468-T1, GBNWY_003727-T1
OG0000292	GBNWX_000171-T1, GBNWX_007889-T1	GBNWY_000465-T1, GBNWY_005648-T1
OG0000293	GBNWX_000172-T1, GBNWX_006297-T1	GBNWY_000464-T1, GBNWY_006357-T1
OG0000294	GBNWX_000179-T1, GBNWX_002285-T1	GBNWY_000457-T1, GBNWY_002469-T1
OG0000295	GBNWX_000184-T1, GBNWX_010722-T1	GBNWY_001379-T1, GBNWY_010934-T1
OG0000296	GBNWX_000193-T1, GBNWX_000853-T1	GBNWY_001388-T1, GBNWY_002671-T1
OG0000297	GBNWX_000202-T1, GBNWX_003390-T1	GBNWY_003950-T1, GBNWY_007347-T1
OG0000298	GBNWX_000210-T1, GBNWX_001231-T1	GBNWY_007339-T1, GBNWY_011141-T1
OG0000299	GBNWX_000216-T1, GBNWX_000725-T1	GBNWY_003943-T1, GBNWY_007333-T1
OG0000300	GBNWX_000225-T1, GBNWX_006947-T1	GBNWY_001299-T1, GBNWY_009297-T1
OG0000301	GBNWX_000232-T1, GBNWX_008209-T1	GBNWY_001292-T1, GBNWY_011121-T1
OG0000302	GBNWX_000238-T1, GBNWX_005673-T1	GBNWY_001287-T1, GBNWY_005624-T1
OG0000303	GBNWX_000254-T1, GBNWX_006567-T1	GBNWY_000741-T1, GBNWY_003526-T1
OG0000304	GBNWX_000255-T1, GBNWX_003380-T1	GBNWY_000740-T1, GBNWY_010623-T1
OG0000305	GBNWX_000266-T1, GBNWX_001216-T1	GBNWY_000729-T1, GBNWY_001453-T1
OG0000306	GBNWX_000270-T1, GBNWX_007510-T1	GBNWY_000725-T1, GBNWY_007457-T1
OG0000307	GBNWX_000273-T1, GBNWX_007972-T1	GBNWY_000722-T1, GBNWY_007829-T1
OG0000308	GBNWX_000274-T1, GBNWX_008903-T1	GBNWY_000721-T1, GBNWY_009135-T1
OG0000309	GBNWX_000277-T1, GBNWX_003461-T1	GBNWY_000718-T1, GBNWY_005596-T1
OG0000310	GBNWX_000285-T1, GBNWX_009469-T1	GBNWY_001213-T1, GBNWY_001456-T1
OG0000311	GBNWX_000288-T1, GBNWX_001945-T1	GBNWY_000630-T1, GBNWY_000960-T1
OG0000312	GBNWX_000303-T1, GBNWX_003628-T1	GBNWY_000645-T1, GBNWY_003836-T1
OG0000313	GBNWX_000307-T1, GBNWX_010973-T1	GBNWY_000649-T1, GBNWY_010251-T1
OG0000314	GBNWX_000319-T1, GBNWX_003365-T1	GBNWY_000692-T1, GBNWY_003963-T1
OG0000315	GBNWX_000324-T1, GBNWX_007220-T1	GBNWY_000697-T1, GBNWY_006921-T1
OG0000316	GBNWX_000347-T1, GBNWX_001887-T1	GBNWY_000670-T1, GBNWY_002034-T1
OG0000317	GBNWX_000354-T1, GBNWX_011036-T1	GBNWY_000677-T1, GBNWY_011097-T1
OG0000318	GBNWX_000356-T1, GBNWX_003777-T1	GBNWY_000679-T1, GBNWY_004050-T1
OG0000319	GBNWX_000360-T1, GBNWX_002752-T1	GBNWY_000683-T1, GBNWY_003248-T1
OG0000320	GBNWX_000363-T1, GBNWX_005959-T1	GBNWY_000686-T1, GBNWY_004767-T1
OG0000321	GBNWX_000375-T1, GBNWX_003638-T1	GBNWY_003846-T1, GBNWY_008088-T1
OG0000322	GBNWX_000381-T1, GBNWX_010303-T1	GBNWY_008082-T1, GBNWY_010688-T1
OG0000323	GBNWX_000384-T1, GBNWX_001921-T1	GBNWY_008079-T1, GBNWY_010452-T1
OG0000324	GBNWX_000386-T1, GBNWX_007151-T1	GBNWY_000022-T1, GBNWY_008078-T1
OG0000325	GBNWX_000388-T1, GBNWX_007257-T1	GBNWY_001073-T1, GBNWY_008077-T1
OG0000326	GBNWX_000392-T1, GBNWX_001686-T1	GBNWY_001990-T1, GBNWY_008073-T1
OG0000327	GBNWX_000400-T1, GBNWX_002881-T1	GBNWY_008183-T1, GBNWY_009535-T1
OG0000328	GBNWX_000404-T1, GBNWX_006419-T1	GBNWY_001333-T1, GBNWY_009539-T1
OG0000329	GBNWX_000406-T1, GBNWX_005267-T1	GBNWY_003313-T1, GBNWY_009541-T1
OG0000330	GBNWX_000408-T1, GBNWX_003778-T1	GBNWY_004048-T1, GBNWY_009543-T1
OG0000331	GBNWX_000409-T1, GBNWX_008429-T1	GBNWY_007746-T1, GBNWY_009544-T1
OG0000332	GBNWX_000427-T1, GBNWX_006861-T1	GBNWY_000761-T1, GBNWY_008939-T1
OG0000333	GBNWX_000455-T1, GBNWX_004337-T1	GBNWY_005501-T1, GBNWY_005921-T1
OG0000334	GBNWX_000458-T1, GBNWX_008874-T1	GBNWY_005504-T1, GBNWY_009163-T1
OG0000335	GBNWX_000500-T1, GBNWX_008608-T1	GBNWY_000807-T1, GBNWY_009066-T1
OG0000336	GBNWX_000521-T1, GBNWX_001092-T1	GBNWY_000859-T1, GBNWY_010310-T1
OG0000337	GBNWX_000530-T1, GBNWX_003916-T1	GBNWY_000848-T1, GBNWY_005749-T1
OG0000338	GBNWX_000537-T1, GBNWX_007093-T1	GBNWY_000841-T1, GBNWY_007249-T1
OG0000339	GBNWX_000541-T1, GBNWX_002459-T1	GBNWY_000837-T1, GBNWY_001274-T1
OG0000340	GBNWX_000563-T1, GBNWX_000954-T1	GBNWY_000869-T1, GBNWY_001804-T1
OG0000341	GBNWX_000569-T1, GBNWX_006764-T1	GBNWY_000875-T1, GBNWY_006760-T1
