	Thamnostylum_lucknowense_RSA_1015_Plus-T.aa	Thamnostylum_lucknowense_RSA_1093-.aa
OG0011814		GBNTU_009988-T1
OG0011815		GBNTU_009996-T1
OG0011816		GBNTU_010001-T1
OG0011817		GBNTU_010014-T1
OG0011818		GBNTU_010022-T1
OG0011819		GBNTU_010023-T1
OG0011820		GBNTU_010049-T1
OG0011821		GBNTU_010051-T1
OG0011822		GBNTU_010056-T1
OG0011823		GBNTU_010062-T1
OG0011824		GBNTU_010066-T1
OG0011825		GBNTU_010067-T1
OG0011826		GBNTU_010073-T1
OG0011827		GBNTU_010075-T1
OG0011828		GBNTU_010078-T1
OG0011829		GBNTU_010081-T1
OG0011830		GBNTU_010089-T1
OG0011831		GBNTU_010096-T1
OG0011832		GBNTU_010100-T1
OG0011833		GBNTU_010108-T1
OG0011834		GBNTU_010114-T1
OG0011835		GBNTU_010120-T1
OG0011836		GBNTU_010127-T1
OG0011837		GBNTU_010128-T1
OG0011838		GBNTU_010139-T1
OG0011839		GBNTU_010146-T1
OG0011840		GBNTU_010166-T1
OG0011841		GBNTU_010175-T1
OG0011842		GBNTU_010177-T1
OG0011843		GBNTU_010178-T1
OG0011844		GBNTU_010183-T1
OG0011845		GBNTU_010192-T1
OG0011846		GBNTU_010199-T1
OG0011847		GBNTU_010218-T1
OG0011848		GBNTU_010220-T1
OG0011849		GBNTU_010231-T1
OG0011850		GBNTU_010233-T1
OG0011851		GBNTU_010249-T1
OG0011852		GBNTU_010261-T1
OG0011853		GBNTU_010262-T1
OG0011854		GBNTU_010276-T1
OG0011855		GBNTU_010285-T1
OG0011856		GBNTU_010287-T1
OG0011857		GBNTU_010291-T1
OG0011858		GBNTU_010300-T1
OG0011859		GBNTU_010304-T1
OG0011860		GBNTU_010320-T1
OG0011861		GBNTU_010327-T1
OG0011862		GBNTU_010340-T1
OG0011863		GBNTU_010342-T1
OG0011864		GBNTU_010355-T1
OG0011865		GBNTU_010360-T1
OG0011866		GBNTU_010377-T1
OG0011867		GBNTU_010378-T1
OG0011868		GBNTU_010379-T1
OG0011869		GBNTU_010391-T1
OG0011870		GBNTU_010395-T1
OG0011871		GBNTU_010402-T1
OG0011872		GBNTU_010403-T1
OG0011873		GBNTU_010404-T1
OG0011874		GBNTU_010405-T1
OG0011875		GBNTU_010406-T1
OG0011876		GBNTU_010407-T1
OG0011877		GBNTU_010409-T1
OG0011878		GBNTU_010410-T1
OG0011879		GBNTU_010417-T1
OG0011880		GBNTU_010418-T1
OG0011881		GBNTU_010445-T1
OG0011882		GBNTU_010446-T1
OG0011883		GBNTU_010456-T1
OG0011884		GBNTU_010460-T1
OG0011885		GBNTU_010462-T1
OG0011886		GBNTU_010465-T1
OG0011887		GBNTU_010467-T1
OG0011888		GBNTU_010469-T1
OG0011889		GBNTU_010470-T1
OG0011890		GBNTU_010481-T1
OG0011891		GBNTU_010496-T1
OG0011892		GBNTU_010505-T1
OG0011893		GBNTU_010515-T1
OG0011894		GBNTU_010517-T1
OG0011895		GBNTU_010520-T1
OG0011896		GBNTU_010522-T1
OG0011897		GBNTU_010531-T1
OG0011898		GBNTU_010561-T1
OG0011899		GBNTU_010576-T1
OG0011900		GBNTU_010578-T1
OG0011901		GBNTU_010588-T1
OG0011902		GBNTU_010592-T1
OG0011903		GBNTU_010601-T1
OG0011904		GBNTU_010627-T1
OG0011905		GBNTU_010639-T1
OG0011906		GBNTU_010645-T1
OG0011907		GBNTU_010647-T1
OG0011908		GBNTU_010654-T1
OG0011909		GBNTU_010679-T1
OG0011910		GBNTU_010698-T1
OG0011911		GBNTU_010699-T1
OG0011912		GBNTU_010700-T1
OG0011913		GBNTU_010705-T1
OG0011914		GBNTU_010710-T1
OG0011915		GBNTU_010733-T1
OG0011916		GBNTU_010746-T1
OG0011917		GBNTU_010747-T1
OG0011918		GBNTU_010766-T1
OG0011919		GBNTU_010767-T1
OG0011920		GBNTU_010768-T1
OG0011921		GBNTU_010771-T1
OG0011922		GBNTU_010785-T1
OG0011923		GBNTU_010791-T1
OG0011924		GBNTU_010792-T1
OG0011925		GBNTU_010806-T1
OG0011926		GBNTU_010815-T1
OG0011927		GBNTU_010830-T1
OG0011928		GBNTU_010831-T1
OG0011929		GBNTU_010835-T1
OG0011930		GBNTU_010843-T1
OG0011931		GBNTU_010860-T1
OG0011932		GBNTU_010865-T1
OG0011933		GBNTU_010887-T1
OG0011934		GBNTU_010888-T1
OG0011935		GBNTU_010891-T1
OG0011936		GBNTU_010903-T1
OG0011937		GBNTU_010904-T1
OG0011938		GBNTU_010906-T1
OG0011939		GBNTU_010908-T1
OG0011940		GBNTU_010924-T1
OG0011941		GBNTU_010931-T1
OG0011942		GBNTU_010932-T1
OG0011943		GBNTU_010938-T1
OG0011944		GBNTU_010940-T1
OG0011945		GBNTU_010941-T1
OG0011946		GBNTU_010944-T1
OG0011947		GBNTU_010952-T1
OG0011948		GBNTU_010973-T1
OG0011949		GBNTU_010974-T1
OG0011950		GBNTU_010977-T1
OG0011951		GBNTU_010980-T1
OG0011952		GBNTU_010988-T1
OG0011953		GBNTU_010992-T1
OG0011954		GBNTU_010993-T1
OG0011955		GBNTU_010994-T1
OG0011956		GBNTU_011000-T1
OG0011957		GBNTU_011019-T1
OG0011958		GBNTU_011022-T1
OG0011959		GBNTU_011026-T1
OG0011960		GBNTU_011028-T1
OG0011961		GBNTU_011029-T1
OG0011962		GBNTU_011031-T1
OG0011963		GBNTU_011043-T1
OG0011964		GBNTU_011068-T1
OG0011965		GBNTU_011070-T1
OG0011966		GBNTU_011071-T1
OG0011967		GBNTU_011080-T1
OG0011968		GBNTU_011104-T1
OG0011969		GBNTU_011118-T1
OG0011970		GBNTU_011130-T1
OG0011971		GBNTU_011134-T1
OG0011972		GBNTU_011138-T1
OG0011973		GBNTU_011139-T1
OG0011974		GBNTU_011140-T1
OG0011975		GBNTU_011142-T1
OG0011976		GBNTU_011143-T1
OG0011977		GBNTU_011156-T1
OG0011978		GBNTU_011163-T1
OG0011979		GBNTU_011165-T1
OG0011980		GBNTU_011191-T1
OG0011981		GBNTU_011192-T1
OG0011982		GBNTU_011204-T1
OG0011983		GBNTU_011222-T1
OG0011984		GBNTU_011225-T1
OG0011985		GBNTU_011236-T1
OG0011986		GBNTU_011246-T1
OG0011987		GBNTU_011247-T1
OG0011988		GBNTU_011249-T1
OG0011989		GBNTU_011250-T1
OG0011990		GBNTU_011252-T1
OG0011991		GBNTU_011255-T1
OG0011992		GBNTU_011289-T1
OG0011993		GBNTU_011293-T1
OG0011994		GBNTU_011294-T1
OG0011995		GBNTU_011298-T1
OG0011996		GBNTU_011299-T1
OG0011997		GBNTU_011317-T1
OG0011998		GBNTU_011335-T1
OG0011999		GBNTU_011339-T1
OG0012000		GBNTU_011340-T1
OG0012001		GBNTU_011343-T1
OG0012002		GBNTU_011352-T1
OG0012003		GBNTU_011362-T1
OG0012004		GBNTU_011372-T1
OG0012005		GBNTU_011374-T1
OG0012006		GBNTU_011382-T1
OG0012007		GBNTU_011402-T1
OG0012008		GBNTU_011403-T1
OG0012009		GBNTU_011404-T1
OG0012010		GBNTU_011406-T1
OG0012011		GBNTU_011410-T1
OG0012012		GBNTU_011411-T1
OG0012013		GBNTU_011424-T1
OG0012014		GBNTU_011434-T1
OG0012015		GBNTU_011448-T1
OG0012016		GBNTU_011455-T1
OG0012017		GBNTU_011457-T1
OG0012018		GBNTU_011459-T1
OG0012019		GBNTU_011462-T1
OG0012020		GBNTU_011473-T1
OG0012021		GBNTU_011475-T1
OG0012022		GBNTU_011485-T1
OG0012023		GBNTU_011489-T1
OG0012024		GBNTU_011490-T1
OG0012025		GBNTU_011491-T1
OG0012026		GBNTU_011503-T1
OG0012027		GBNTU_011504-T1
OG0012028		GBNTU_011506-T1
OG0012029		GBNTU_011521-T1
OG0012030		GBNTU_011537-T1
OG0012031		GBNTU_011553-T1
OG0012032		GBNTU_011554-T1
OG0012033		GBNTU_011557-T1
OG0012034		GBNTU_011559-T1
OG0012035		GBNTU_011563-T1
OG0012036		GBNTU_011569-T1
OG0012037		GBNTU_011575-T1
OG0012038		GBNTU_011580-T1
OG0012039		GBNTU_011581-T1
OG0012040		GBNTU_011585-T1
OG0012041		GBNTU_011592-T1
OG0012042		GBNTU_011593-T1
OG0012043		GBNTU_011597-T1
OG0012044		GBNTU_011601-T1
OG0012045		GBNTU_011607-T1
OG0012046		GBNTU_011608-T1
OG0012047		GBNTU_011609-T1
OG0012048		GBNTU_011610-T1
OG0012049		GBNTU_011611-T1
OG0012050		GBNTU_011619-T1
OG0012051		GBNTU_011631-T1
OG0012052		GBNTU_011634-T1
OG0012053		GBNTU_011673-T1
OG0012054		GBNTU_011675-T1
OG0012055		GBNTU_011680-T1
OG0012056		GBNTU_011689-T1
OG0012057		GBNTU_011691-T1
OG0012058		GBNTU_011698-T1
OG0012059		GBNTU_011703-T1
OG0012060		GBNTU_011728-T1
OG0012061		GBNTU_011748-T1
OG0012062		GBNTU_011767-T1
OG0012063		GBNTU_011774-T1
OG0012064		GBNTU_011798-T1
OG0012065		GBNTU_011807-T1
OG0012066		GBNTU_011817-T1
OG0012067		GBNTU_011824-T1
OG0012068		GBNTU_011828-T1
OG0012069		GBNTU_011831-T1
OG0012070		GBNTU_011833-T1
OG0012071		GBNTU_011865-T1
OG0012072		GBNTU_011884-T1
OG0012073		GBNTU_011885-T1
OG0012074		GBNTU_011896-T1
OG0012075		GBNTU_011902-T1
OG0012076		GBNTU_011903-T1
OG0012077		GBNTU_011909-T1
OG0012078		GBNTU_011911-T1
OG0012079		GBNTU_011916-T1
OG0012080		GBNTU_011923-T1
OG0012081		GBNTU_011925-T1
OG0012082		GBNTU_011927-T1
OG0012083		GBNTU_011930-T1
OG0012084		GBNTU_011942-T1
OG0012085		GBNTU_011949-T1
OG0012086		GBNTU_011953-T1
OG0012087		GBNTU_011959-T1
OG0012088		GBNTU_011963-T1
OG0012089		GBNTU_011967-T1
OG0012090		GBNTU_011996-T1
OG0012091		GBNTU_012000-T1
OG0012092		GBNTU_012007-T1
OG0012093		GBNTU_012013-T1
OG0012094		GBNTU_012025-T1
OG0012095		GBNTU_012057-T1
OG0012096		GBNTU_012058-T1
OG0012097		GBNTU_012062-T1
OG0012098		GBNTU_012063-T1
OG0012099		GBNTU_012071-T1
OG0012100		GBNTU_012077-T1
OG0012101		GBNTU_012079-T1
OG0012102		GBNTU_012089-T1
OG0012103		GBNTU_012106-T1
OG0012104		GBNTU_012111-T1
OG0012105		GBNTU_012113-T1
OG0012106		GBNTU_012127-T1
OG0012107		GBNTU_012128-T1
OG0012108		GBNTU_012134-T1
OG0012109		GBNTU_012135-T1
OG0012110		GBNTU_012137-T1
OG0012111		GBNTU_012148-T1
OG0012112		GBNTU_012164-T1
OG0012113		GBNTU_012168-T1
OG0012114		GBNTU_012169-T1
OG0012115		GBNTU_012174-T1
OG0012116		GBNTU_012176-T1
OG0012117		GBNTU_012178-T1
OG0012118		GBNTU_012194-T1
OG0012119		GBNTU_012197-T1
OG0012120		GBNTU_012198-T1
OG0012121		GBNTU_012210-T1
OG0012122		GBNTU_012211-T1
OG0012123		GBNTU_012212-T1
OG0012124		GBNTU_012221-T1
