	Circinella_umbellata_RSA_505-.aa	Circinella_umbellata_RSA_505_Plus.aa
OG0000121	GBNWG_007786-T1	GBNWH_002181-T1, GBNWH_004233-T1, GBNWH_005816-T1, GBNWH_007594-T1, GBNWH_012145-T1
OG0000122	GBNWG_008024-T1, GBNWG_009484-T1	GBNWH_001198-T1, GBNWH_001894-T1, GBNWH_004741-T1, GBNWH_010897-T1
OG0000123	GBNWG_008763-T1	GBNWH_002104-T1, GBNWH_004396-T1, GBNWH_004462-T1, GBNWH_009507-T1, GBNWH_011821-T1
OG0000124		GBNWH_000768-T1, GBNWH_003826-T1, GBNWH_009755-T1, GBNWH_010522-T1, GBNWH_010845-T1, GBNWH_011759-T1
OG0000125		GBNWH_002395-T1, GBNWH_004225-T1, GBNWH_006344-T1, GBNWH_007309-T1, GBNWH_010582-T1, GBNWH_010583-T1
OG0000126	GBNWG_000005-T1	GBNWH_001580-T1, GBNWH_006629-T1, GBNWH_007663-T1, GBNWH_009928-T1
OG0000127	GBNWG_000101-T1, GBNWG_006223-T1	GBNWH_006368-T1, GBNWH_008298-T1, GBNWH_008645-T1
OG0000128	GBNWG_000149-T1, GBNWG_002151-T1, GBNWG_004035-T1	GBNWH_000052-T1, GBNWH_007618-T1
OG0000129	GBNWG_000210-T1	GBNWH_005104-T1, GBNWH_005386-T1, GBNWH_005714-T1, GBNWH_011960-T1
OG0000130	GBNWG_000245-T1, GBNWG_004379-T1	GBNWH_001721-T1, GBNWH_004726-T1, GBNWH_006598-T1
OG0000131	GBNWG_000276-T1, GBNWG_006263-T1, GBNWG_007116-T1, GBNWG_009334-T1	GBNWH_001211-T1
OG0000132	GBNWG_000310-T1, GBNWG_006683-T1	GBNWH_001785-T1, GBNWH_008996-T1, GBNWH_010414-T1
OG0000133	GBNWG_000343-T1	GBNWH_000940-T1, GBNWH_001262-T1, GBNWH_005467-T1, GBNWH_009495-T1
OG0000134	GBNWG_000529-T1, GBNWG_001099-T1, GBNWG_005160-T1	GBNWH_001184-T1, GBNWH_003942-T1
OG0000135	GBNWG_000547-T1	GBNWH_000100-T1, GBNWH_006634-T1, GBNWH_007731-T1, GBNWH_008366-T1
OG0000136	GBNWG_000600-T1, GBNWG_009862-T1	GBNWH_009055-T1, GBNWH_009656-T1, GBNWH_009693-T1
OG0000137	GBNWG_000721-T1, GBNWG_004278-T1, GBNWG_006550-T1	GBNWH_007586-T1, GBNWH_008950-T1
OG0000138	GBNWG_000761-T1, GBNWG_007235-T1	GBNWH_007624-T1, GBNWH_008077-T1, GBNWH_008078-T1
OG0000139	GBNWG_000954-T1	GBNWH_005246-T1, GBNWH_006287-T1, GBNWH_008604-T1, GBNWH_010229-T1
OG0000140	GBNWG_000993-T1, GBNWG_003084-T1, GBNWG_005862-T1	GBNWH_000616-T1, GBNWH_004673-T1
OG0000141	GBNWG_001030-T1	GBNWH_003598-T1, GBNWH_008423-T1, GBNWH_009277-T1, GBNWH_009826-T1
OG0000142	GBNWG_001102-T1, GBNWG_005298-T1	GBNWH_002476-T1, GBNWH_007014-T1, GBNWH_012186-T1
OG0000143	GBNWG_001116-T1, GBNWG_003479-T1, GBNWG_007491-T1	GBNWH_002960-T1, GBNWH_007585-T1
OG0000144	GBNWG_001159-T1	GBNWH_000151-T1, GBNWH_004480-T1, GBNWH_008143-T1, GBNWH_011110-T1
OG0000145	GBNWG_001326-T1, GBNWG_003266-T1	GBNWH_001915-T1, GBNWH_002769-T1, GBNWH_009776-T1
OG0000146	GBNWG_001378-T1	GBNWH_002819-T1, GBNWH_002898-T1, GBNWH_003202-T1, GBNWH_005629-T1
OG0000147	GBNWG_001474-T1, GBNWG_005386-T1, GBNWG_008679-T1	GBNWH_006874-T1, GBNWH_011787-T1
OG0000148	GBNWG_001484-T1, GBNWG_002820-T1, GBNWG_005642-T1	GBNWH_000383-T1, GBNWH_002057-T1
OG0000149	GBNWG_001535-T1, GBNWG_002985-T1, GBNWG_007212-T1, GBNWG_007538-T1	GBNWH_009459-T1
OG0000150	GBNWG_001562-T1	GBNWH_001075-T1, GBNWH_002544-T1, GBNWH_011919-T1, GBNWH_011920-T1
OG0000151	GBNWG_001633-T1, GBNWG_005179-T1, GBNWG_008629-T1, GBNWG_008791-T1	GBNWH_005994-T1
OG0000152	GBNWG_001653-T1, GBNWG_006494-T1, GBNWG_008800-T1	GBNWH_004076-T1, GBNWH_006541-T1
OG0000153	GBNWG_001676-T1, GBNWG_009834-T1	GBNWH_004773-T1, GBNWH_009202-T1, GBNWH_009203-T1
OG0000154	GBNWG_001681-T1, GBNWG_003086-T1, GBNWG_006156-T1	GBNWH_002084-T1, GBNWH_007440-T1
OG0000155	GBNWG_001687-T1	GBNWH_000797-T1, GBNWH_002991-T1, GBNWH_008311-T1, GBNWH_010660-T1
OG0000156	GBNWG_001768-T1	GBNWH_000309-T1, GBNWH_002905-T1, GBNWH_005354-T1, GBNWH_010244-T1
OG0000157	GBNWG_001865-T1, GBNWG_001987-T1, GBNWG_005087-T1	GBNWH_001299-T1, GBNWH_009807-T1
OG0000158	GBNWG_001893-T1	GBNWH_002843-T1, GBNWH_008543-T1, GBNWH_009780-T1, GBNWH_011765-T1
OG0000159	GBNWG_001904-T1	GBNWH_001289-T1, GBNWH_002535-T1, GBNWH_009753-T1, GBNWH_010457-T1
OG0000160	GBNWG_001931-T1	GBNWH_000204-T1, GBNWH_001243-T1, GBNWH_007979-T1, GBNWH_009658-T1
OG0000161	GBNWG_001982-T1, GBNWG_010045-T1	GBNWH_002755-T1, GBNWH_003199-T1, GBNWH_003200-T1
OG0000162	GBNWG_002103-T1, GBNWG_004001-T1	GBNWH_001765-T1, GBNWH_003425-T1, GBNWH_006642-T1
OG0000163	GBNWG_002262-T1	GBNWH_004288-T1, GBNWH_005046-T1, GBNWH_007874-T1, GBNWH_011601-T1
OG0000164	GBNWG_002299-T1, GBNWG_004629-T1, GBNWG_007511-T1, GBNWG_008889-T1	GBNWH_009715-T1
OG0000165	GBNWG_002473-T1	GBNWH_003047-T1, GBNWH_003074-T1, GBNWH_003303-T1, GBNWH_004721-T1
OG0000166	GBNWG_002496-T1, GBNWG_003751-T1, GBNWG_006775-T1	GBNWH_002430-T1, GBNWH_009989-T1
OG0000167	GBNWG_002504-T1, GBNWG_004184-T1, GBNWG_004866-T1, GBNWG_005286-T1	GBNWH_001350-T1
OG0000168	GBNWG_002541-T1	GBNWH_005592-T1, GBNWH_006706-T1, GBNWH_007466-T1, GBNWH_012051-T1
OG0000169	GBNWG_002554-T1, GBNWG_006132-T1	GBNWH_005250-T1, GBNWH_005799-T1, GBNWH_006882-T1
OG0000170	GBNWG_002810-T1, GBNWG_005710-T1, GBNWG_006678-T1	GBNWH_005541-T1, GBNWH_009916-T1
OG0000171	GBNWG_002895-T1, GBNWG_003220-T1	GBNWH_006121-T1, GBNWH_010697-T1, GBNWH_011238-T1
OG0000172	GBNWG_002904-T1	GBNWH_004655-T1, GBNWH_005907-T1, GBNWH_008958-T1, GBNWH_009726-T1
OG0000173	GBNWG_003236-T1	GBNWH_000023-T1, GBNWH_001921-T1, GBNWH_008285-T1, GBNWH_012049-T1
OG0000174	GBNWG_003411-T1	GBNWH_004675-T1, GBNWH_006602-T1, GBNWH_011719-T1, GBNWH_011720-T1
OG0000175	GBNWG_003613-T1	GBNWH_000392-T1, GBNWH_003530-T1, GBNWH_004575-T1, GBNWH_009343-T1
OG0000176	GBNWG_003648-T1, GBNWG_003711-T1, GBNWG_007097-T1	GBNWH_000185-T1, GBNWH_004791-T1
OG0000177	GBNWG_003870-T1, GBNWG_004888-T1, GBNWG_005613-T1, GBNWG_006619-T1	GBNWH_000593-T1
OG0000178	GBNWG_003942-T1	GBNWH_002486-T1, GBNWH_003480-T1, GBNWH_008409-T1, GBNWH_011271-T1
OG0000179	GBNWG_004006-T1, GBNWG_005597-T1, GBNWG_005765-T1, GBNWG_006758-T1	GBNWH_001558-T1
OG0000180	GBNWG_004465-T1, GBNWG_008707-T1	GBNWH_003091-T1, GBNWH_004156-T1, GBNWH_009801-T1
OG0000181	GBNWG_004489-T1, GBNWG_008963-T1	GBNWH_004723-T1, GBNWH_006109-T1, GBNWH_006423-T1
OG0000182	GBNWG_004496-T1	GBNWH_004900-T1, GBNWH_008809-T1, GBNWH_009049-T1, GBNWH_009878-T1
OG0000183	GBNWG_004554-T1, GBNWG_006359-T1, GBNWG_006367-T1	GBNWH_009153-T1, GBNWH_011926-T1
OG0000184	GBNWG_004561-T1	GBNWH_000733-T1, GBNWH_005051-T1, GBNWH_009110-T1, GBNWH_011869-T1
OG0000185	GBNWG_004618-T1, GBNWG_005130-T1, GBNWG_008603-T1, GBNWG_009913-T1	GBNWH_006947-T1
OG0000186	GBNWG_004706-T1	GBNWH_003404-T1, GBNWH_005842-T1, GBNWH_005843-T1, GBNWH_006053-T1
OG0000187	GBNWG_005206-T1, GBNWG_009198-T1	GBNWH_000002-T1, GBNWH_012076-T1, GBNWH_012191-T1
OG0000188	GBNWG_005648-T1	GBNWH_003965-T1, GBNWH_007122-T1, GBNWH_010509-T1, GBNWH_010510-T1
OG0000189	GBNWG_005806-T1, GBNWG_008922-T1	GBNWH_003148-T1, GBNWH_009886-T1, GBNWH_011139-T1
OG0000190	GBNWG_005909-T1, GBNWG_009975-T1	GBNWH_000012-T1, GBNWH_006137-T1, GBNWH_011538-T1
OG0000191	GBNWG_006437-T1, GBNWG_008337-T1	GBNWH_000178-T1, GBNWH_000490-T1, GBNWH_001501-T1
OG0000192	GBNWG_006495-T1, GBNWG_009365-T1	GBNWH_002105-T1, GBNWH_006189-T1, GBNWH_009100-T1
OG0000193	GBNWG_006519-T1	GBNWH_000833-T1, GBNWH_009028-T1, GBNWH_009561-T1, GBNWH_011350-T1
OG0000194	GBNWG_006852-T1, GBNWG_008403-T1	GBNWH_000672-T1, GBNWH_004837-T1, GBNWH_008491-T1
OG0000195	GBNWG_007083-T1, GBNWG_009907-T1	GBNWH_005574-T1, GBNWH_006981-T1, GBNWH_009233-T1
OG0000196	GBNWG_007203-T1	GBNWH_001030-T1, GBNWH_001031-T1, GBNWH_009428-T1, GBNWH_011893-T1
OG0000197	GBNWG_007232-T1	GBNWH_001927-T1, GBNWH_002757-T1, GBNWH_005204-T1, GBNWH_007037-T1
OG0000198	GBNWG_007731-T1	GBNWH_000135-T1, GBNWH_001224-T1, GBNWH_001225-T1, GBNWH_007201-T1
OG0000199	GBNWG_007976-T1	GBNWH_005206-T1, GBNWH_008205-T1, GBNWH_010966-T1, GBNWH_011107-T1
OG0000200	GBNWG_008512-T1	GBNWH_004071-T1, GBNWH_008595-T1, GBNWH_009624-T1, GBNWH_009756-T1
OG0000201	GBNWG_008638-T1	GBNWH_000879-T1, GBNWH_002983-T1, GBNWH_005044-T1, GBNWH_006358-T1
OG0000202	GBNWG_008897-T1	GBNWH_000594-T1, GBNWH_002053-T1, GBNWH_002412-T1, GBNWH_004005-T1
OG0000203	GBNWG_009158-T1	GBNWH_003767-T1, GBNWH_003924-T1, GBNWH_009662-T1, GBNWH_011251-T1
OG0000204	GBNWG_009244-T1	GBNWH_005059-T1, GBNWH_006167-T1, GBNWH_006340-T1, GBNWH_011185-T1
OG0000205	GBNWG_009567-T1	GBNWH_000596-T1, GBNWH_001006-T1, GBNWH_005236-T1, GBNWH_006594-T1
OG0000206	GBNWG_009703-T1	GBNWH_001508-T1, GBNWH_008659-T1, GBNWH_009864-T1, GBNWH_011009-T1
OG0000207		GBNWH_000256-T1, GBNWH_010127-T1, GBNWH_010794-T1, GBNWH_011272-T1, GBNWH_011957-T1
OG0000208		GBNWH_001385-T1, GBNWH_002296-T1, GBNWH_003611-T1, GBNWH_005149-T1, GBNWH_007488-T1
OG0000209		GBNWH_003574-T1, GBNWH_005043-T1, GBNWH_010243-T1, GBNWH_010561-T1, GBNWH_010732-T1
OG0000210	GBNWG_000013-T1, GBNWG_004123-T1, GBNWG_004283-T1	GBNWH_004886-T1
OG0000211	GBNWG_000022-T1, GBNWG_009596-T1	GBNWH_002820-T1, GBNWH_006814-T1
OG0000212	GBNWG_000042-T1, GBNWG_001144-T1, GBNWG_005611-T1	GBNWH_007492-T1
OG0000213	GBNWG_000060-T1	GBNWH_003397-T1, GBNWH_003543-T1, GBNWH_003771-T1
OG0000214	GBNWG_000097-T1, GBNWG_007962-T1, GBNWG_009830-T1	GBNWH_007574-T1
OG0000215	GBNWG_000108-T1, GBNWG_005115-T1	GBNWH_002691-T1, GBNWH_009868-T1
OG0000216	GBNWG_000150-T1, GBNWG_000801-T1	GBNWH_009834-T1, GBNWH_011724-T1
OG0000217	GBNWG_000176-T1, GBNWG_008032-T1	GBNWH_003549-T1, GBNWH_008382-T1
OG0000218	GBNWG_000201-T1, GBNWG_005566-T1	GBNWH_002759-T1, GBNWH_003731-T1
OG0000219	GBNWG_000212-T1, GBNWG_007678-T1	GBNWH_002897-T1, GBNWH_009931-T1
OG0000220	GBNWG_000240-T1, GBNWG_009722-T1	GBNWH_008120-T1, GBNWH_008122-T1
OG0000221	GBNWG_000251-T1, GBNWG_008325-T1, GBNWG_009753-T1	GBNWH_010698-T1
OG0000222	GBNWG_000308-T1, GBNWG_008180-T1	GBNWH_006542-T1, GBNWH_008302-T1
OG0000223	GBNWG_000417-T1, GBNWG_002832-T1, GBNWG_009029-T1	GBNWH_009912-T1
OG0000224	GBNWG_000439-T1, GBNWG_000927-T1	GBNWH_008453-T1, GBNWH_009580-T1
OG0000225	GBNWG_000515-T1, GBNWG_001183-T1, GBNWG_004966-T1	GBNWH_005010-T1
OG0000226	GBNWG_000544-T1, GBNWG_009772-T1	GBNWH_000188-T1, GBNWH_008876-T1
OG0000227	GBNWG_000550-T1, GBNWG_001990-T1, GBNWG_002642-T1	GBNWH_011219-T1
OG0000228	GBNWG_000562-T1, GBNWG_002112-T1	GBNWH_000038-T1, GBNWH_002240-T1
OG0000229	GBNWG_000608-T1, GBNWG_003351-T1, GBNWG_005534-T1	GBNWH_002351-T1
OG0000230	GBNWG_000693-T1, GBNWG_003251-T1	GBNWH_002385-T1, GBNWH_005917-T1
OG0000231	GBNWG_000695-T1, GBNWG_001862-T1, GBNWG_004201-T1	GBNWH_001240-T1
OG0000232	GBNWG_000723-T1, GBNWG_001304-T1	GBNWH_006968-T1, GBNWH_007205-T1
OG0000233	GBNWG_000732-T1, GBNWG_005094-T1, GBNWG_009752-T1	GBNWH_002865-T1
OG0000234	GBNWG_000737-T1, GBNWG_005384-T1, GBNWG_007529-T1, GBNWG_009841-T1	
OG0000235	GBNWG_000829-T1, GBNWG_004229-T1, GBNWG_006572-T1	GBNWH_006322-T1
OG0000236	GBNWG_000864-T1	GBNWH_002157-T1, GBNWH_009273-T1, GBNWH_012114-T1
OG0000237	GBNWG_000940-T1, GBNWG_006142-T1, GBNWG_006260-T1	GBNWH_007155-T1
OG0000238	GBNWG_001095-T1	GBNWH_001084-T1, GBNWH_006913-T1, GBNWH_011385-T1
OG0000239	GBNWG_001181-T1	GBNWH_000233-T1, GBNWH_009754-T1, GBNWH_010458-T1
OG0000240	GBNWG_001249-T1, GBNWG_008639-T1	GBNWH_003614-T1, GBNWH_009234-T1
OG0000241	GBNWG_001323-T1, GBNWG_001916-T1, GBNWG_007098-T1	GBNWH_000343-T1
OG0000242	GBNWG_001360-T1	GBNWH_002782-T1, GBNWH_010645-T1, GBNWH_011645-T1
OG0000243	GBNWG_001374-T1, GBNWG_007110-T1, GBNWG_008447-T1	GBNWH_011340-T1
OG0000244	GBNWG_001379-T1, GBNWG_006612-T1	GBNWH_000962-T1, GBNWH_012035-T1
OG0000245	GBNWG_001396-T1	GBNWH_002637-T1, GBNWH_010851-T1, GBNWH_010852-T1
OG0000246	GBNWG_001403-T1	GBNWH_001089-T1, GBNWH_001396-T1, GBNWH_003718-T1
OG0000247	GBNWG_001421-T1	GBNWH_000505-T1, GBNWH_005705-T1, GBNWH_008965-T1
OG0000248	GBNWG_001493-T1, GBNWG_008681-T1	GBNWH_006101-T1, GBNWH_009646-T1
OG0000249	GBNWG_001546-T1, GBNWG_009523-T1	GBNWH_009201-T1, GBNWH_009296-T1
OG0000250	GBNWG_001647-T1	GBNWH_006951-T1, GBNWH_008528-T1, GBNWH_010584-T1
OG0000251	GBNWG_001670-T1, GBNWG_006433-T1	GBNWH_001853-T1, GBNWH_008084-T1
OG0000252	GBNWG_001696-T1	GBNWH_003299-T1, GBNWH_005217-T1, GBNWH_009861-T1
OG0000253	GBNWG_001743-T1, GBNWG_004259-T1	GBNWH_000364-T1, GBNWH_003545-T1
OG0000254	GBNWG_001750-T1	GBNWH_003259-T1, GBNWH_005147-T1, GBNWH_011220-T1
OG0000255	GBNWG_001792-T1	GBNWH_001748-T1, GBNWH_005954-T1, GBNWH_008713-T1
OG0000256	GBNWG_001811-T1, GBNWG_006030-T1	GBNWH_007020-T1, GBNWH_011526-T1
OG0000257	GBNWG_002020-T1, GBNWG_009332-T1	GBNWH_000986-T1, GBNWH_004970-T1
OG0000258	GBNWG_002088-T1, GBNWG_005552-T1, GBNWG_006463-T1	GBNWH_002988-T1
OG0000259	GBNWG_002159-T1	GBNWH_000443-T1, GBNWH_004175-T1, GBNWH_011891-T1
OG0000260	GBNWG_002173-T1, GBNWG_004292-T1	GBNWH_009019-T1, GBNWH_012118-T1
OG0000261	GBNWG_002180-T1, GBNWG_003358-T1	GBNWH_000447-T1, GBNWH_004418-T1
OG0000262	GBNWG_002183-T1, GBNWG_009149-T1	GBNWH_002760-T1, GBNWH_005702-T1
OG0000263	GBNWG_002191-T1, GBNWG_008935-T1, GBNWG_009911-T1	GBNWH_000405-T1
OG0000264	GBNWG_002294-T1, GBNWG_004530-T1, GBNWG_007484-T1	GBNWH_007633-T1
OG0000265	GBNWG_002407-T1, GBNWG_006889-T1, GBNWG_008410-T1	GBNWH_008156-T1
OG0000266	GBNWG_002508-T1, GBNWG_005501-T1, GBNWG_008146-T1	GBNWH_010277-T1
OG0000267	GBNWG_002540-T1	GBNWH_001001-T1, GBNWH_002858-T1, GBNWH_009596-T1
OG0000268	GBNWG_002626-T1	GBNWH_000391-T1, GBNWH_005304-T1, GBNWH_009342-T1
OG0000269	GBNWG_002629-T1, GBNWG_006853-T1, GBNWG_007197-T1	GBNWH_006279-T1
OG0000270	GBNWG_002669-T1	GBNWH_003895-T1, GBNWH_009746-T1, GBNWH_012037-T1
OG0000271	GBNWG_002676-T1, GBNWG_005470-T1, GBNWG_008094-T1	GBNWH_000245-T1
OG0000272	GBNWG_002712-T1, GBNWG_006996-T1	GBNWH_005031-T1, GBNWH_007381-T1
OG0000273	GBNWG_002730-T1	GBNWH_003445-T1, GBNWH_005767-T1, GBNWH_009322-T1
OG0000274	GBNWG_002751-T1, GBNWG_009407-T1	GBNWH_009899-T1, GBNWH_012059-T1
OG0000275	GBNWG_002892-T1, GBNWG_007128-T1	GBNWH_008637-T1, GBNWH_010953-T1
OG0000276	GBNWG_002951-T1, GBNWG_008364-T1	GBNWH_004627-T1, GBNWH_005992-T1
OG0000277	GBNWG_003011-T1	GBNWH_001280-T1, GBNWH_002203-T1, GBNWH_010280-T1
OG0000278	GBNWG_003107-T1, GBNWG_004552-T1, GBNWG_007364-T1	GBNWH_000423-T1
OG0000279	GBNWG_003179-T1	GBNWH_001048-T1, GBNWH_001049-T1, GBNWH_007781-T1
OG0000280	GBNWG_003258-T1	GBNWH_000247-T1, GBNWH_009152-T1, GBNWH_010324-T1
OG0000281	GBNWG_003261-T1, GBNWG_004787-T1, GBNWG_007274-T1	GBNWH_009129-T1
OG0000282	GBNWG_003295-T1	GBNWH_008236-T1, GBNWH_009144-T1, GBNWH_010478-T1
OG0000283	GBNWG_003305-T1	GBNWH_008864-T1, GBNWH_009524-T1, GBNWH_012108-T1
OG0000284	GBNWG_003362-T1, GBNWG_004126-T1	GBNWH_001394-T1, GBNWH_005550-T1
OG0000285	GBNWG_003407-T1	GBNWH_005722-T1, GBNWH_006171-T1, GBNWH_009804-T1
OG0000286	GBNWG_003414-T1, GBNWG_005334-T1, GBNWG_007349-T1	GBNWH_008721-T1
OG0000287	GBNWG_003423-T1	GBNWH_001026-T1, GBNWH_010788-T1, GBNWH_011945-T1
OG0000288	GBNWG_003425-T1, GBNWG_007473-T1	GBNWH_004257-T1, GBNWH_007947-T1
OG0000289	GBNWG_003483-T1	GBNWH_001990-T1, GBNWH_007058-T1, GBNWH_012164-T1
OG0000290	GBNWG_003489-T1, GBNWG_005134-T1, GBNWG_005615-T1	GBNWH_001839-T1
OG0000291	GBNWG_003512-T1	GBNWH_002317-T1, GBNWH_004517-T1, GBNWH_009347-T1
OG0000292	GBNWG_003516-T1, GBNWG_008841-T1	GBNWH_001767-T1, GBNWH_005707-T1
OG0000293	GBNWG_003575-T1	GBNWH_001097-T1, GBNWH_002045-T1, GBNWH_002060-T1
OG0000294	GBNWG_003598-T1, GBNWG_009805-T1	GBNWH_002806-T1, GBNWH_004605-T1
OG0000295	GBNWG_003661-T1	GBNWH_003319-T1, GBNWH_004689-T1, GBNWH_006230-T1
OG0000296	GBNWG_003736-T1	GBNWH_000834-T1, GBNWH_007415-T1, GBNWH_011250-T1
OG0000297	GBNWG_003837-T1	GBNWH_007141-T1, GBNWH_010351-T1, GBNWH_011948-T1
OG0000298	GBNWG_003969-T1	GBNWH_001629-T1, GBNWH_005422-T1, GBNWH_011147-T1
OG0000299	GBNWG_004109-T1	GBNWH_000716-T1, GBNWH_003637-T1, GBNWH_004384-T1
OG0000300	GBNWG_004128-T1, GBNWG_008132-T1, GBNWG_008795-T1	GBNWH_005973-T1
OG0000301	GBNWG_004317-T1	GBNWH_005720-T1, GBNWH_010230-T1, GBNWH_010231-T1
OG0000302	GBNWG_004395-T1, GBNWG_007801-T1, GBNWG_008038-T1	GBNWH_004666-T1
OG0000303	GBNWG_004497-T1, GBNWG_006151-T1, GBNWG_007210-T1	GBNWH_005793-T1
OG0000304	GBNWG_004747-T1, GBNWG_006270-T1	GBNWH_002164-T1, GBNWH_011252-T1
OG0000305	GBNWG_004872-T1	GBNWH_001604-T1, GBNWH_004318-T1, GBNWH_004547-T1
OG0000306	GBNWG_004943-T1	GBNWH_003680-T1, GBNWH_006181-T1, GBNWH_008020-T1
OG0000307	GBNWG_005065-T1	GBNWH_005640-T1, GBNWH_006003-T1, GBNWH_006006-T1
OG0000308	GBNWG_005127-T1, GBNWG_009291-T1	GBNWH_001366-T1, GBNWH_010367-T1
OG0000309	GBNWG_005232-T1	GBNWH_009704-T1, GBNWH_010801-T1, GBNWH_011542-T1
OG0000310	GBNWG_005483-T1, GBNWG_008245-T1	GBNWH_001649-T1, GBNWH_004030-T1
OG0000311	GBNWG_005641-T1, GBNWG_005708-T1	GBNWH_000291-T1, GBNWH_010726-T1
OG0000312	GBNWG_005653-T1	GBNWH_002774-T1, GBNWH_004292-T1, GBNWH_008379-T1
OG0000313	GBNWG_005707-T1, GBNWG_007452-T1	GBNWH_001271-T1, GBNWH_008083-T1
OG0000314	GBNWG_005744-T1, GBNWG_009483-T1	GBNWH_000875-T1, GBNWH_004992-T1
OG0000315	GBNWG_005804-T1	GBNWH_002200-T1, GBNWH_002902-T1, GBNWH_009869-T1
OG0000316	GBNWG_005819-T1	GBNWH_003723-T1, GBNWH_006112-T1, GBNWH_008654-T1
OG0000317	GBNWG_005897-T1, GBNWG_008263-T1	GBNWH_001103-T1, GBNWH_006937-T1
OG0000318	GBNWG_005910-T1	GBNWH_002428-T1, GBNWH_005946-T1, GBNWH_006272-T1
OG0000319	GBNWG_005980-T1	GBNWH_003352-T1, GBNWH_009765-T1, GBNWH_011079-T1
OG0000320	GBNWG_006116-T1, GBNWG_006201-T1, GBNWG_006687-T1	GBNWH_002541-T1
OG0000321	GBNWG_006179-T1	GBNWH_002051-T1, GBNWH_007676-T1, GBNWH_011377-T1
OG0000322	GBNWG_006216-T1	GBNWH_000143-T1, GBNWH_001789-T1, GBNWH_005403-T1
OG0000323	GBNWG_006250-T1, GBNWG_009973-T1	GBNWH_004631-T1, GBNWH_011929-T1
OG0000324	GBNWG_006258-T1	GBNWH_003636-T1, GBNWH_008848-T1, GBNWH_011438-T1
OG0000325	GBNWG_006330-T1	GBNWH_004694-T1, GBNWH_005739-T1, GBNWH_007231-T1
OG0000326	GBNWG_006471-T1	GBNWH_003169-T1, GBNWH_003707-T1, GBNWH_007518-T1
OG0000327	GBNWG_006693-T1	GBNWH_007385-T1, GBNWH_010300-T1, GBNWH_012064-T1
OG0000328	GBNWG_006844-T1, GBNWG_009302-T1	GBNWH_008145-T1, GBNWH_011111-T1
OG0000329	GBNWG_006863-T1, GBNWG_007978-T1	GBNWH_001655-T1, GBNWH_009511-T1
OG0000330	GBNWG_006968-T1, GBNWG_009837-T1	GBNWH_000255-T1, GBNWH_005171-T1
OG0000331	GBNWG_006971-T1	GBNWH_000690-T1, GBNWH_003380-T1, GBNWH_011907-T1
OG0000332	GBNWG_007167-T1, GBNWG_009639-T1	GBNWH_008222-T1, GBNWH_008223-T1
OG0000333	GBNWG_007282-T1, GBNWG_009175-T1	GBNWH_008725-T1, GBNWH_011109-T1
OG0000334	GBNWG_007366-T1	GBNWH_001530-T1, GBNWH_005668-T1, GBNWH_011288-T1
OG0000335	GBNWG_007401-T1	GBNWH_001939-T1, GBNWH_010435-T1, GBNWH_010454-T1
OG0000336	GBNWG_007456-T1, GBNWG_008252-T1	GBNWH_000813-T1, GBNWH_010532-T1
OG0000337	GBNWG_007457-T1	GBNWH_005918-T1, GBNWH_007045-T1, GBNWH_011705-T1
OG0000338	GBNWG_007550-T1	GBNWH_001630-T1, GBNWH_006063-T1, GBNWH_006477-T1
OG0000339	GBNWG_007750-T1	GBNWH_002382-T1, GBNWH_004894-T1, GBNWH_006466-T1
OG0000340	GBNWG_007804-T1	GBNWH_002968-T1, GBNWH_005507-T1, GBNWH_005750-T1
OG0000341	GBNWG_007862-T1, GBNWG_008279-T1	GBNWH_002208-T1, GBNWH_009116-T1
OG0000342	GBNWG_007937-T1	GBNWH_000983-T1, GBNWH_001518-T1, GBNWH_008974-T1
OG0000343	GBNWG_007944-T1	GBNWH_002118-T1, GBNWH_007235-T1, GBNWH_007754-T1
OG0000344	GBNWG_008242-T1	GBNWH_003647-T1, GBNWH_006275-T1, GBNWH_009260-T1
OG0000345	GBNWG_008243-T1	GBNWH_000646-T1, GBNWH_007776-T1, GBNWH_010619-T1
OG0000346	GBNWG_008244-T1, GBNWG_009245-T1, GBNWG_009250-T1	GBNWH_001170-T1
OG0000347	GBNWG_008300-T1	GBNWH_000680-T1, GBNWH_003423-T1, GBNWH_008354-T1
OG0000348	GBNWG_008400-T1, GBNWG_009412-T1	GBNWH_007229-T1, GBNWH_010535-T1
OG0000349	GBNWG_008430-T1	GBNWH_003483-T1, GBNWH_007697-T1, GBNWH_010705-T1
OG0000350	GBNWG_008567-T1	GBNWH_003027-T1, GBNWH_006187-T1, GBNWH_008281-T1
OG0000351	GBNWG_008671-T1, GBNWG_009404-T1	GBNWH_001872-T1, GBNWH_003956-T1
OG0000352	GBNWG_009185-T1	GBNWH_000555-T1, GBNWH_006967-T1, GBNWH_007773-T1
OG0000353	GBNWG_009454-T1	GBNWH_002788-T1, GBNWH_004734-T1, GBNWH_010829-T1
OG0000354	GBNWG_009467-T1	GBNWH_003824-T1, GBNWH_004194-T1, GBNWH_010758-T1
OG0000355	GBNWG_009482-T1	GBNWH_004383-T1, GBNWH_006065-T1, GBNWH_009324-T1
OG0000356	GBNWG_009603-T1	GBNWH_004495-T1, GBNWH_005496-T1, GBNWH_009679-T1
OG0000357	GBNWG_009674-T1	GBNWH_003377-T1, GBNWH_010442-T1, GBNWH_011676-T1
