	Gilbertella_persicariavar.persicaria_CBS_190.32-T.aa	Gilbertella_persicariavar.persicaria_CBS_246.59_Plus.aa
OG0000122	GBNWN_000616-T1, GBNWN_008217-T1, GBNWN_008404-T1	GBNWO_000678-T1, GBNWO_008270-T1, GBNWO_009615-T1
OG0000123	GBNWN_000695-T1, GBNWN_002935-T1, GBNWN_003887-T1, GBNWN_004174-T1	GBNWO_002640-T1, GBNWO_003458-T1
OG0000124	GBNWN_000730-T1, GBNWN_002167-T1, GBNWN_003714-T1	GBNWO_001971-T1, GBNWO_003702-T1, GBNWO_008373-T1
OG0000125	GBNWN_000764-T1, GBNWN_006561-T1, GBNWN_009236-T1	GBNWO_001982-T1, GBNWO_003316-T1, GBNWO_004850-T1
OG0000126	GBNWN_000767-T1, GBNWN_005384-T1, GBNWN_007345-T1	GBNWO_000637-T1, GBNWO_001370-T1, GBNWO_004624-T1
OG0000127	GBNWN_000833-T1, GBNWN_005402-T1, GBNWN_006194-T1	GBNWO_000115-T1, GBNWO_003980-T1, GBNWO_005662-T1
OG0000128	GBNWN_000880-T1, GBNWN_003098-T1, GBNWN_006833-T1	GBNWO_001256-T1, GBNWO_003635-T1, GBNWO_006693-T1
OG0000129	GBNWN_000889-T1, GBNWN_003195-T1, GBNWN_003833-T1	GBNWO_003601-T1, GBNWO_004110-T1, GBNWO_006226-T1
OG0000130	GBNWN_000907-T1, GBNWN_001016-T1, GBNWN_004803-T1, GBNWN_006170-T1	GBNWO_000716-T1, GBNWO_001844-T1
OG0000131	GBNWN_000931-T1, GBNWN_001472-T1, GBNWN_002585-T1	GBNWO_001007-T1, GBNWO_002902-T1, GBNWO_008239-T1
OG0000132	GBNWN_000944-T1, GBNWN_001604-T1, GBNWN_005008-T1	GBNWO_000510-T1, GBNWO_004533-T1, GBNWO_008880-T1
OG0000133	GBNWN_000952-T1, GBNWN_005467-T1, GBNWN_009320-T1	GBNWO_005796-T1, GBNWO_007851-T1, GBNWO_007925-T1
OG0000134	GBNWN_000972-T1, GBNWN_004127-T1, GBNWN_005639-T1	GBNWO_002661-T1, GBNWO_003264-T1, GBNWO_005833-T1
OG0000135	GBNWN_001021-T1, GBNWN_001060-T1, GBNWN_005102-T1	GBNWO_000110-T1, GBNWO_002485-T1, GBNWO_003712-T1
OG0000136	GBNWN_001101-T1, GBNWN_002291-T1, GBNWN_006600-T1, GBNWN_008935-T1	GBNWO_000406-T1, GBNWO_002368-T1
OG0000137	GBNWN_001107-T1, GBNWN_002527-T1, GBNWN_009461-T1	GBNWO_001493-T1, GBNWO_003397-T1, GBNWO_007891-T1
OG0000138	GBNWN_001112-T1, GBNWN_001151-T1, GBNWN_007987-T1	GBNWO_004785-T1, GBNWO_005510-T1, GBNWO_006543-T1
OG0000139	GBNWN_001230-T1, GBNWN_002805-T1, GBNWN_005620-T1	GBNWO_000598-T1, GBNWO_003714-T1, GBNWO_004429-T1
OG0000140	GBNWN_001236-T1, GBNWN_004931-T1, GBNWN_008255-T1	GBNWO_000417-T1, GBNWO_002723-T1, GBNWO_007068-T1
OG0000141	GBNWN_001247-T1, GBNWN_003278-T1, GBNWN_006501-T1	GBNWO_003855-T1, GBNWO_003878-T1, GBNWO_009268-T1
OG0000142	GBNWN_001330-T1, GBNWN_005637-T1, GBNWN_005712-T1	GBNWO_002543-T1, GBNWO_005076-T1, GBNWO_005479-T1
OG0000143	GBNWN_001371-T1, GBNWN_001588-T1, GBNWN_004413-T1	GBNWO_000210-T1, GBNWO_002651-T1, GBNWO_009153-T1
OG0000144	GBNWN_001455-T1, GBNWN_002732-T1, GBNWN_007947-T1	GBNWO_007519-T1, GBNWO_008337-T1, GBNWO_009335-T1
OG0000145	GBNWN_001525-T1, GBNWN_002674-T1, GBNWN_005360-T1	GBNWO_005387-T1, GBNWO_006679-T1, GBNWO_009490-T1
OG0000146	GBNWN_001609-T1, GBNWN_002962-T1, GBNWN_008114-T1	GBNWO_000531-T1, GBNWO_005411-T1, GBNWO_008000-T1
OG0000147	GBNWN_001661-T1, GBNWN_003683-T1, GBNWN_006718-T1	GBNWO_003038-T1, GBNWO_006639-T1, GBNWO_007917-T1
OG0000148	GBNWN_001695-T1, GBNWN_005546-T1, GBNWN_008101-T1	GBNWO_002089-T1, GBNWO_002176-T1, GBNWO_005365-T1
OG0000149	GBNWN_001761-T1, GBNWN_004851-T1, GBNWN_006745-T1	GBNWO_000245-T1, GBNWO_003341-T1, GBNWO_005807-T1
OG0000150	GBNWN_001763-T1, GBNWN_004277-T1, GBNWN_006520-T1	GBNWO_000899-T1, GBNWO_002043-T1, GBNWO_006169-T1
OG0000151	GBNWN_001782-T1, GBNWN_004197-T1, GBNWN_007577-T1	GBNWO_006583-T1, GBNWO_008596-T1, GBNWO_008733-T1
OG0000152	GBNWN_001824-T1, GBNWN_007271-T1	GBNWO_001076-T1, GBNWO_002354-T1, GBNWO_006741-T1, GBNWO_007196-T1
OG0000153	GBNWN_001929-T1, GBNWN_005120-T1, GBNWN_005291-T1	GBNWO_002889-T1, GBNWO_003126-T1, GBNWO_004575-T1
OG0000154	GBNWN_001973-T1, GBNWN_007809-T1, GBNWN_008767-T1	GBNWO_006301-T1, GBNWO_006645-T1, GBNWO_007156-T1
OG0000155	GBNWN_002035-T1, GBNWN_003848-T1, GBNWN_006528-T1, GBNWN_008292-T1	GBNWO_002230-T1, GBNWO_005717-T1
OG0000156	GBNWN_002061-T1, GBNWN_005684-T1, GBNWN_006466-T1	GBNWO_002244-T1, GBNWO_002748-T1, GBNWO_009248-T1
OG0000157	GBNWN_002188-T1, GBNWN_002545-T1, GBNWN_008660-T1	GBNWO_007130-T1, GBNWO_007713-T1, GBNWO_009557-T1
OG0000158	GBNWN_002191-T1, GBNWN_005016-T1, GBNWN_005441-T1, GBNWN_006130-T1	GBNWO_001636-T1, GBNWO_008154-T1
OG0000159	GBNWN_002208-T1, GBNWN_005217-T1, GBNWN_008966-T1	GBNWO_005568-T1, GBNWO_006326-T1, GBNWO_007017-T1
OG0000160	GBNWN_002313-T1, GBNWN_002961-T1, GBNWN_004826-T1	GBNWO_002524-T1, GBNWO_004625-T1, GBNWO_008440-T1
OG0000161	GBNWN_002467-T1, GBNWN_003184-T1, GBNWN_008893-T1	GBNWO_000009-T1, GBNWO_006844-T1, GBNWO_008123-T1
OG0000162	GBNWN_002492-T1, GBNWN_004921-T1, GBNWN_008333-T1	GBNWO_002065-T1, GBNWO_003549-T1, GBNWO_004462-T1
OG0000163	GBNWN_002543-T1, GBNWN_006632-T1, GBNWN_009333-T1	GBNWO_004656-T1, GBNWO_004831-T1, GBNWO_009010-T1
OG0000164	GBNWN_002575-T1, GBNWN_008012-T1, GBNWN_009351-T1	GBNWO_000872-T1, GBNWO_002919-T1, GBNWO_007364-T1
OG0000165	GBNWN_002587-T1, GBNWN_003896-T1, GBNWN_008416-T1	GBNWO_002904-T1, GBNWO_006633-T1, GBNWO_009002-T1
OG0000166	GBNWN_002595-T1, GBNWN_006198-T1, GBNWN_007874-T1	GBNWO_006906-T1, GBNWO_008480-T1, GBNWO_008616-T1
OG0000167	GBNWN_002804-T1, GBNWN_004387-T1, GBNWN_005529-T1	GBNWO_003156-T1, GBNWO_004551-T1, GBNWO_006065-T1
OG0000168	GBNWN_002886-T1, GBNWN_003183-T1, GBNWN_006744-T1	GBNWO_000246-T1, GBNWO_006843-T1, GBNWO_009650-T1
OG0000169	GBNWN_002889-T1, GBNWN_003211-T1, GBNWN_003229-T1	GBNWO_001885-T1, GBNWO_007325-T1, GBNWO_007397-T1
OG0000170	GBNWN_002903-T1, GBNWN_005232-T1, GBNWN_008796-T1	GBNWO_000712-T1, GBNWO_002249-T1, GBNWO_003292-T1
OG0000171	GBNWN_002929-T1, GBNWN_004862-T1, GBNWN_006382-T1	GBNWO_000538-T1, GBNWO_003165-T1, GBNWO_009513-T1
OG0000172	GBNWN_003025-T1, GBNWN_003105-T1, GBNWN_009434-T1	GBNWO_003655-T1, GBNWO_006889-T1, GBNWO_006984-T1
OG0000173	GBNWN_003044-T1, GBNWN_004584-T1, GBNWN_008406-T1	GBNWO_001619-T1, GBNWO_002204-T1, GBNWO_002205-T1
OG0000174	GBNWN_003108-T1, GBNWN_005654-T1, GBNWN_007692-T1	GBNWO_003652-T1, GBNWO_007813-T1, GBNWO_008838-T1
OG0000175	GBNWN_003134-T1, GBNWN_005189-T1, GBNWN_007250-T1	GBNWO_005820-T1, GBNWO_006520-T1, GBNWO_007753-T1
OG0000176	GBNWN_003242-T1, GBNWN_004814-T1, GBNWN_006221-T1	GBNWO_000958-T1, GBNWO_006812-T1, GBNWO_008678-T1
OG0000177	GBNWN_003281-T1, GBNWN_004193-T1, GBNWN_006510-T1	GBNWO_008867-T1, GBNWO_008953-T1, GBNWO_009264-T1
OG0000178	GBNWN_003293-T1, GBNWN_003490-T1, GBNWN_006661-T1, GBNWN_006662-T1	GBNWO_000486-T1, GBNWO_005395-T1
OG0000179	GBNWN_003342-T1, GBNWN_006965-T1, GBNWN_006993-T1	GBNWO_000554-T1, GBNWO_003440-T1, GBNWO_006588-T1
OG0000180	GBNWN_003381-T1, GBNWN_007319-T1, GBNWN_009202-T1	GBNWO_003232-T1, GBNWO_007492-T1, GBNWO_009551-T1
OG0000181	GBNWN_003457-T1, GBNWN_004021-T1, GBNWN_007574-T1	GBNWO_000983-T1, GBNWO_002062-T1, GBNWO_008506-T1
OG0000182	GBNWN_003522-T1, GBNWN_005334-T1, GBNWN_005335-T1, GBNWN_009265-T1	GBNWO_003134-T1, GBNWO_008845-T1
OG0000183	GBNWN_003626-T1, GBNWN_006634-T1, GBNWN_007234-T1	GBNWO_000675-T1, GBNWO_002988-T1, GBNWO_006091-T1
OG0000184	GBNWN_003715-T1, GBNWN_005705-T1, GBNWN_007581-T1	GBNWO_001970-T1, GBNWO_006516-T1, GBNWO_007476-T1
OG0000185	GBNWN_003811-T1, GBNWN_006815-T1, GBNWN_008813-T1	GBNWO_001901-T1, GBNWO_005751-T1, GBNWO_006200-T1
OG0000186	GBNWN_003830-T1, GBNWN_005552-T1, GBNWN_009436-T1	GBNWO_006229-T1, GBNWO_006981-T1, GBNWO_007885-T1
OG0000187	GBNWN_003920-T1, GBNWN_004525-T1, GBNWN_007853-T1	GBNWO_001264-T1, GBNWO_002067-T1, GBNWO_006399-T1
OG0000188	GBNWN_003980-T1, GBNWN_005391-T1, GBNWN_009149-T1	GBNWO_001780-T1, GBNWO_003961-T1, GBNWO_009542-T1
OG0000189	GBNWN_003996-T1, GBNWN_006023-T1, GBNWN_007355-T1	GBNWO_000619-T1, GBNWO_000720-T1, GBNWO_007140-T1
OG0000190	GBNWN_003999-T1, GBNWN_004629-T1, GBNWN_008744-T1	GBNWO_004505-T1, GBNWO_005284-T1, GBNWO_005962-T1
OG0000191	GBNWN_004002-T1, GBNWN_004003-T1, GBNWN_004846-T1, GBNWN_004847-T1	GBNWO_002407-T1, GBNWO_007910-T1
OG0000192	GBNWN_004004-T1, GBNWN_009467-T1, GBNWN_009525-T1	GBNWO_004857-T1, GBNWO_005017-T1, GBNWO_005085-T1
OG0000193	GBNWN_004062-T1, GBNWN_005019-T1, GBNWN_007171-T1	GBNWO_000710-T1, GBNWO_006950-T1, GBNWO_008552-T1
OG0000194	GBNWN_004614-T1, GBNWN_006640-T1, GBNWN_007335-T1	GBNWO_003285-T1, GBNWO_005901-T1, GBNWO_008510-T1
OG0000195	GBNWN_004619-T1, GBNWN_008082-T1, GBNWN_008116-T1	GBNWO_000533-T1, GBNWO_006206-T1, GBNWO_008523-T1
OG0000196	GBNWN_004720-T1, GBNWN_005777-T1, GBNWN_006878-T1	GBNWO_002306-T1, GBNWO_002817-T1, GBNWO_004003-T1
OG0000197	GBNWN_004823-T1, GBNWN_005044-T1, GBNWN_006202-T1	GBNWO_003059-T1, GBNWO_003560-T1, GBNWO_009556-T1
OG0000198	GBNWN_004945-T1, GBNWN_006618-T1, GBNWN_007546-T1	GBNWO_001083-T1, GBNWO_006380-T1, GBNWO_008877-T1
OG0000199	GBNWN_005062-T1, GBNWN_006502-T1, GBNWN_006506-T1	GBNWO_003502-T1, GBNWO_008185-T1, GBNWO_008836-T1
OG0000200	GBNWN_005149-T1, GBNWN_007314-T1, GBNWN_009106-T1	GBNWO_003174-T1, GBNWO_008020-T1, GBNWO_008193-T1
OG0000201	GBNWN_005188-T1, GBNWN_005700-T1, GBNWN_008357-T1	GBNWO_007251-T1, GBNWO_008294-T1, GBNWO_009132-T1
OG0000202	GBNWN_005216-T1, GBNWN_006169-T1, GBNWN_008586-T1	GBNWO_001843-T1, GBNWO_004128-T1, GBNWO_006449-T1
OG0000203	GBNWN_005229-T1, GBNWN_007443-T1, GBNWN_007983-T1	GBNWO_000199-T1, GBNWO_004115-T1, GBNWO_008962-T1
OG0000204	GBNWN_005494-T1, GBNWN_006413-T1, GBNWN_008260-T1	GBNWO_001302-T1, GBNWO_006368-T1, GBNWO_009182-T1
OG0000205	GBNWN_005967-T1, GBNWN_006004-T1, GBNWN_009237-T1	GBNWO_001524-T1, GBNWO_003315-T1, GBNWO_005378-T1
OG0000206	GBNWN_005984-T1, GBNWN_007681-T1, GBNWN_008746-T1	GBNWO_000153-T1, GBNWO_000453-T1, GBNWO_005268-T1
OG0000207	GBNWN_005996-T1, GBNWN_006731-T1, GBNWN_008714-T1	GBNWO_000358-T1, GBNWO_000642-T1, GBNWO_008450-T1
OG0000208	GBNWN_006147-T1, GBNWN_006441-T1, GBNWN_006722-T1	GBNWO_002212-T1, GBNWO_004415-T1, GBNWO_005037-T1
OG0000209	GBNWN_006495-T1, GBNWN_007020-T1, GBNWN_007045-T1	GBNWO_002429-T1, GBNWO_003363-T1, GBNWO_006561-T1
OG0000210	GBNWN_006525-T1, GBNWN_008503-T1	GBNWO_001398-T1, GBNWO_002371-T1, GBNWO_007729-T1, GBNWO_008199-T1
OG0000211	GBNWN_006914-T1, GBNWN_008463-T1, GBNWN_009501-T1	GBNWO_000806-T1, GBNWO_000966-T1, GBNWO_004260-T1
OG0000212	GBNWN_006915-T1, GBNWN_009008-T1, GBNWN_009021-T1	GBNWO_000316-T1, GBNWO_003142-T1, GBNWO_004591-T1
OG0000213	GBNWN_007225-T1, GBNWN_007383-T1, GBNWN_009058-T1	GBNWO_006143-T1, GBNWO_006530-T1, GBNWO_008341-T1
OG0000214	GBNWN_007781-T1, GBNWN_007825-T1, GBNWN_009381-T1	GBNWO_000519-T1, GBNWO_000930-T1, GBNWO_007167-T1
OG0000215	GBNWN_007909-T1, GBNWN_008493-T1, GBNWN_009605-T1	GBNWO_003461-T1, GBNWO_009455-T1, GBNWO_009549-T1
OG0000216	GBNWN_000145-T1, GBNWN_000253-T1, GBNWN_008394-T1	GBNWO_002240-T1, GBNWO_002542-T1
OG0000217	GBNWN_000398-T1, GBNWN_009213-T1	GBNWO_004440-T1, GBNWO_004779-T1, GBNWO_004837-T1
OG0000218	GBNWN_000429-T1, GBNWN_001603-T1, GBNWN_001741-T1	GBNWO_007716-T1, GBNWO_008882-T1
OG0000219	GBNWN_000437-T1, GBNWN_001087-T1, GBNWN_007846-T1	GBNWO_000517-T1, GBNWO_008384-T1
OG0000220	GBNWN_000448-T1, GBNWN_002686-T1, GBNWN_007864-T1	GBNWO_004006-T1, GBNWO_006269-T1
OG0000221	GBNWN_000578-T1, GBNWN_001723-T1, GBNWN_004154-T1	GBNWO_004733-T1, GBNWO_005422-T1
OG0000222	GBNWN_000622-T1, GBNWN_002658-T1	GBNWO_002356-T1, GBNWO_002729-T1, GBNWO_005230-T1
OG0000223	GBNWN_000738-T1, GBNWN_006655-T1, GBNWN_008059-T1	GBNWO_005173-T1, GBNWO_005945-T1
OG0000224	GBNWN_000744-T1, GBNWN_003968-T1	GBNWO_002160-T1, GBNWO_006287-T1, GBNWO_006706-T1
OG0000225	GBNWN_000777-T1, GBNWN_001827-T1, GBNWN_002043-T1, GBNWN_004368-T1, GBNWN_004535-T1	
OG0000226	GBNWN_000893-T1, GBNWN_007827-T1, GBNWN_007841-T1	GBNWO_007168-T1, GBNWO_007313-T1
OG0000227	GBNWN_001259-T1, GBNWN_002516-T1	GBNWO_003489-T1, GBNWO_004751-T1, GBNWO_006567-T1
OG0000228	GBNWN_001313-T1, GBNWN_005154-T1	GBNWO_003281-T1, GBNWO_004061-T1, GBNWO_007987-T1
OG0000229	GBNWN_001345-T1, GBNWN_002765-T1, GBNWN_004000-T1	GBNWO_004766-T1, GBNWO_004924-T1
OG0000230	GBNWN_001351-T1, GBNWN_002788-T1	GBNWO_000630-T1, GBNWO_000889-T1, GBNWO_008572-T1
OG0000231	GBNWN_001355-T1, GBNWN_002915-T1, GBNWN_008175-T1	GBNWO_001018-T1, GBNWO_005516-T1
OG0000232	GBNWN_001381-T1, GBNWN_001757-T1, GBNWN_003526-T1	GBNWO_001920-T1, GBNWO_006726-T1
OG0000233	GBNWN_001388-T1, GBNWN_002361-T1, GBNWN_005267-T1	GBNWO_004709-T1, GBNWO_008583-T1
OG0000234	GBNWN_001425-T1, GBNWN_004041-T1, GBNWN_007418-T1	GBNWO_006510-T1, GBNWO_006614-T1
OG0000235	GBNWN_001447-T1, GBNWN_002745-T1, GBNWN_004100-T1	GBNWO_000093-T1, GBNWO_008003-T1
OG0000236	GBNWN_001479-T1, GBNWN_001480-T1, GBNWN_003068-T1	GBNWO_002005-T1, GBNWO_004406-T1
OG0000237	GBNWN_001481-T1, GBNWN_003655-T1	GBNWO_001171-T1, GBNWO_003066-T1, GBNWO_004405-T1
OG0000238	GBNWN_001510-T1, GBNWN_003651-T1, GBNWN_008330-T1	GBNWO_000846-T1, GBNWO_005666-T1
OG0000239	GBNWN_001513-T1, GBNWN_002500-T1, GBNWN_004308-T1	GBNWO_001691-T1, GBNWO_002264-T1
OG0000240	GBNWN_001539-T1, GBNWN_001540-T1, GBNWN_001860-T1	GBNWO_000227-T1, GBNWO_000228-T1
OG0000241	GBNWN_001584-T1, GBNWN_003055-T1, GBNWN_005725-T1	GBNWO_001391-T1, GBNWO_009416-T1
OG0000242	GBNWN_001625-T1, GBNWN_002640-T1, GBNWN_005714-T1	GBNWO_000238-T1, GBNWO_003430-T1
OG0000243	GBNWN_001765-T1, GBNWN_004827-T1, GBNWN_004828-T1	GBNWO_000304-T1, GBNWO_000305-T1
OG0000244	GBNWN_001896-T1, GBNWN_001897-T1, GBNWN_002748-T1	GBNWO_006782-T1, GBNWO_009194-T1
OG0000245	GBNWN_001994-T1, GBNWN_003750-T1, GBNWN_007429-T1	GBNWO_000026-T1, GBNWO_001815-T1
OG0000246	GBNWN_002007-T1, GBNWN_004268-T1, GBNWN_005617-T1	GBNWO_003077-T1, GBNWO_005313-T1
OG0000247	GBNWN_002352-T1, GBNWN_007362-T1	GBNWO_007531-T1, GBNWO_008973-T1, GBNWO_008975-T1
OG0000248	GBNWN_002372-T1, GBNWN_007888-T1	GBNWO_005350-T1, GBNWO_005880-T1, GBNWO_008141-T1
OG0000249	GBNWN_002421-T1, GBNWN_004913-T1, GBNWN_006006-T1	GBNWO_001522-T1, GBNWO_003510-T1
OG0000250	GBNWN_002631-T1, GBNWN_007793-T1	GBNWO_002707-T1, GBNWO_008212-T1, GBNWO_009089-T1
OG0000251	GBNWN_002632-T1, GBNWN_004692-T1	GBNWO_000827-T1, GBNWO_001764-T1, GBNWO_006417-T1
OG0000252	GBNWN_002714-T1, GBNWN_002716-T1, GBNWN_006244-T1	GBNWO_002579-T1, GBNWO_008914-T1
OG0000253	GBNWN_002861-T1, GBNWN_004475-T1, GBNWN_004476-T1	GBNWO_008576-T1, GBNWO_009623-T1
OG0000254	GBNWN_002865-T1, GBNWN_002866-T1, GBNWN_004474-T1	GBNWO_009016-T1, GBNWO_009624-T1
OG0000255	GBNWN_003043-T1, GBNWN_004357-T1, GBNWN_007679-T1	GBNWO_002206-T1, GBNWO_008325-T1
OG0000256	GBNWN_003145-T1, GBNWN_008422-T1	GBNWO_000075-T1, GBNWO_000076-T1, GBNWO_003023-T1
OG0000257	GBNWN_003289-T1, GBNWN_006266-T1, GBNWN_007723-T1	GBNWO_000482-T1, GBNWO_001951-T1
OG0000258	GBNWN_003386-T1, GBNWN_006086-T1, GBNWN_009406-T1	GBNWO_001758-T1, GBNWO_004162-T1
OG0000259	GBNWN_003396-T1, GBNWN_003397-T1, GBNWN_005662-T1	GBNWO_002594-T1, GBNWO_004685-T1
OG0000260	GBNWN_003400-T1, GBNWN_006839-T1	GBNWO_002591-T1, GBNWO_003628-T1, GBNWO_007768-T1
OG0000261	GBNWN_003462-T1, GBNWN_006177-T1	GBNWO_000988-T1, GBNWO_002463-T1, GBNWO_004637-T1
OG0000262	GBNWN_003497-T1, GBNWN_005707-T1, GBNWN_009412-T1	GBNWO_002097-T1, GBNWO_005539-T1
OG0000263	GBNWN_003648-T1, GBNWN_005091-T1, GBNWN_006066-T1	GBNWO_000843-T1, GBNWO_004379-T1
OG0000264	GBNWN_003827-T1, GBNWN_005238-T1	GBNWO_005049-T1, GBNWO_006232-T1, GBNWO_009184-T1
OG0000265	GBNWN_003856-T1, GBNWN_008575-T1	GBNWO_004338-T1, GBNWO_007154-T1, GBNWO_007875-T1
OG0000266	GBNWN_003882-T1, GBNWN_007009-T1, GBNWN_007673-T1	GBNWO_001343-T1, GBNWO_003373-T1
OG0000267	GBNWN_004137-T1, GBNWN_005485-T1	GBNWO_003145-T1, GBNWO_005967-T1, GBNWO_008392-T1
OG0000268	GBNWN_004236-T1, GBNWN_008479-T1, GBNWN_008480-T1	GBNWO_003235-T1, GBNWO_005647-T1
OG0000269	GBNWN_004240-T1, GBNWN_004768-T1, GBNWN_009094-T1	GBNWO_007862-T1, GBNWO_008380-T1
OG0000270	GBNWN_004245-T1, GBNWN_005252-T1	GBNWO_001779-T1, GBNWO_002678-T1, GBNWO_009076-T1
OG0000271	GBNWN_004390-T1, GBNWN_009546-T1, GBNWN_009567-T1	GBNWO_006021-T1, GBNWO_006068-T1
OG0000272	GBNWN_004395-T1, GBNWN_004951-T1	GBNWO_004934-T1, GBNWO_007696-T1, GBNWO_008263-T1
OG0000273	GBNWN_004660-T1, GBNWN_009118-T1	GBNWO_000478-T1, GBNWO_001436-T1, GBNWO_003962-T1
OG0000274	GBNWN_004755-T1, GBNWN_007497-T1, GBNWN_009482-T1	GBNWO_003899-T1, GBNWO_006307-T1
OG0000275	GBNWN_004805-T1, GBNWN_005469-T1, GBNWN_007136-T1	GBNWO_002727-T1, GBNWO_004930-T1
OG0000276	GBNWN_004983-T1, GBNWN_004984-T1	GBNWO_001750-T1, GBNWO_002679-T1, GBNWO_008597-T1
OG0000277	GBNWN_005327-T1, GBNWN_005473-T1	GBNWO_000262-T1, GBNWO_003586-T1, GBNWO_009332-T1
OG0000278	GBNWN_005506-T1, GBNWN_007419-T1, GBNWN_008035-T1	GBNWO_003139-T1, GBNWO_006831-T1
OG0000279	GBNWN_005710-T1, GBNWN_008331-T1, GBNWN_008755-T1	GBNWO_003950-T1, GBNWO_005178-T1
OG0000280	GBNWN_006230-T1, GBNWN_006541-T1, GBNWN_006542-T1	GBNWO_005449-T1, GBNWO_006822-T1
OG0000281	GBNWN_006522-T1, GBNWN_006526-T1, GBNWN_008501-T1	GBNWO_007443-T1, GBNWO_009413-T1
OG0000282	GBNWN_006610-T1, GBNWN_006650-T1	GBNWO_003354-T1, GBNWO_004667-T1, GBNWO_009124-T1
OG0000283	GBNWN_006698-T1, GBNWN_006699-T1, GBNWN_008610-T1	GBNWO_004013-T1, GBNWO_004073-T1
OG0000284	GBNWN_006709-T1, GBNWN_007583-T1, GBNWN_008156-T1	GBNWO_001498-T1, GBNWO_002800-T1
OG0000285	GBNWN_006917-T1, GBNWN_007179-T1, GBNWN_008641-T1	GBNWO_004602-T1, GBNWO_006958-T1
OG0000286	GBNWN_007223-T1, GBNWN_008253-T1, GBNWN_008273-T1	GBNWO_001137-T1, GBNWO_003796-T1
OG0000287	GBNWN_007369-T1, GBNWN_008569-T1	GBNWO_000593-T1, GBNWO_009561-T1, GBNWO_009572-T1
OG0000288	GBNWN_007664-T1, GBNWN_008318-T1, GBNWN_008319-T1	GBNWO_001334-T1, GBNWO_007785-T1
OG0000289	GBNWN_008252-T1, GBNWN_008496-T1	GBNWO_001138-T1, GBNWO_001168-T1, GBNWO_005988-T1
OG0000290	GBNWN_008254-T1, GBNWN_008733-T1, GBNWN_008734-T1	GBNWO_004893-T1, GBNWO_007069-T1
OG0000291	GBNWN_008619-T1, GBNWN_008741-T1, GBNWN_008742-T1	GBNWO_004022-T1, GBNWO_004886-T1
OG0000292	GBNWN_008970-T1, GBNWN_009214-T1, GBNWN_009338-T1	GBNWO_003978-T1, GBNWO_005656-T1
OG0000293	GBNWN_009109-T1, GBNWN_009256-T1	GBNWO_003076-T1, GBNWO_004264-T1, GBNWO_004293-T1
OG0000294	GBNWN_000001-T1, GBNWN_003915-T1	GBNWO_000836-T1, GBNWO_006333-T1
OG0000295	GBNWN_000005-T1, GBNWN_006246-T1	GBNWO_002258-T1, GBNWO_002581-T1
OG0000296	GBNWN_000011-T1, GBNWN_007192-T1	GBNWO_003973-T1, GBNWO_007493-T1
OG0000297	GBNWN_000014-T1, GBNWN_001201-T1	GBNWO_009432-T1, GBNWO_009528-T1
OG0000298	GBNWN_000018-T1, GBNWN_005524-T1	GBNWO_002481-T1, GBNWO_008875-T1
OG0000299	GBNWN_000022-T1, GBNWN_006467-T1	GBNWO_006602-T1, GBNWO_007078-T1
OG0000300	GBNWN_000024-T1, GBNWN_008229-T1	GBNWO_005189-T1, GBNWO_006604-T1
OG0000301	GBNWN_000043-T1, GBNWN_000583-T1	GBNWO_006537-T1, GBNWO_008797-T1
OG0000302	GBNWN_000065-T1, GBNWN_005051-T1	GBNWO_008067-T1, GBNWO_009466-T1
OG0000303	GBNWN_000108-T1, GBNWN_004986-T1	GBNWO_001196-T1, GBNWO_006534-T1
OG0000304	GBNWN_000114-T1, GBNWN_006758-T1	GBNWO_006686-T1, GBNWO_006934-T1
OG0000305	GBNWN_000122-T1, GBNWN_002944-T1	GBNWO_000926-T1, GBNWO_005056-T1
OG0000306	GBNWN_000124-T1, GBNWN_002933-T1	GBNWO_005058-T1, GBNWO_006428-T1
OG0000307	GBNWN_000135-T1, GBNWN_001820-T1	GBNWO_001968-T1, GBNWO_005070-T1
OG0000308	GBNWN_000157-T1, GBNWN_007926-T1	GBNWO_000443-T1, GBNWO_006411-T1
OG0000309	GBNWN_000159-T1, GBNWN_007850-T1	GBNWO_003294-T1, GBNWO_006409-T1
OG0000310	GBNWN_000184-T1, GBNWN_005001-T1	GBNWO_005291-T1, GBNWO_006124-T1
OG0000311	GBNWN_000185-T1, GBNWN_002536-T1	GBNWO_005292-T1, GBNWO_007433-T1
OG0000312	GBNWN_000189-T1, GBNWN_003307-T1	GBNWO_002781-T1, GBNWO_007226-T1
OG0000313	GBNWN_000205-T1, GBNWN_007586-T1	GBNWO_001797-T1, GBNWO_003272-T1
OG0000314	GBNWN_000232-T1, GBNWN_003439-T1	GBNWO_000997-T1, GBNWO_005857-T1
OG0000315	GBNWN_000233-T1, GBNWN_003702-T1	GBNWO_005858-T1, GBNWO_007952-T1
OG0000316	GBNWN_000235-T1, GBNWN_007287-T1	GBNWO_004254-T1, GBNWO_005860-T1
OG0000317	GBNWN_000254-T1, GBNWN_000266-T1	GBNWO_006315-T1, GBNWO_008769-T1
OG0000318	GBNWN_000258-T1, GBNWN_007132-T1	GBNWO_000410-T1, GBNWO_008773-T1
OG0000319	GBNWN_000274-T1, GBNWN_000670-T1	GBNWO_003029-T1, GBNWO_009585-T1
