	Backusella_lamprospora_NRRL_1401.aa	Backusella_lamprospora_NRRL_6044_Plus.aa
OG0013286		GBNWB_005450-T1
OG0013287		GBNWB_005451-T1
OG0013288		GBNWB_005460-T1
OG0013289		GBNWB_005465-T1
OG0013290		GBNWB_005471-T1
OG0013291		GBNWB_005475-T1
OG0013292		GBNWB_005476-T1
OG0013293		GBNWB_005484-T1
OG0013294		GBNWB_005518-T1
OG0013295		GBNWB_005521-T1
OG0013296		GBNWB_005535-T1
OG0013297		GBNWB_005540-T1
OG0013298		GBNWB_005563-T1
OG0013299		GBNWB_005580-T1
OG0013300		GBNWB_005582-T1
OG0013301		GBNWB_005603-T1
OG0013302		GBNWB_005607-T1
OG0013303		GBNWB_005638-T1
OG0013304		GBNWB_005639-T1
OG0013305		GBNWB_005642-T1
OG0013306		GBNWB_005644-T1
OG0013307		GBNWB_005677-T1
OG0013308		GBNWB_005709-T1
OG0013309		GBNWB_005711-T1
OG0013310		GBNWB_005719-T1
OG0013311		GBNWB_005725-T1
OG0013312		GBNWB_005726-T1
OG0013313		GBNWB_005732-T1
OG0013314		GBNWB_005737-T1
OG0013315		GBNWB_005753-T1
OG0013316		GBNWB_005756-T1
OG0013317		GBNWB_005772-T1
OG0013318		GBNWB_005777-T1
OG0013319		GBNWB_005780-T1
OG0013320		GBNWB_005783-T1
OG0013321		GBNWB_005784-T1
OG0013322		GBNWB_005788-T1
OG0013323		GBNWB_005798-T1
OG0013324		GBNWB_005804-T1
OG0013325		GBNWB_005817-T1
OG0013326		GBNWB_005842-T1
OG0013327		GBNWB_005843-T1
OG0013328		GBNWB_005844-T1
OG0013329		GBNWB_005847-T1
OG0013330		GBNWB_005848-T1
OG0013331		GBNWB_005849-T1
OG0013332		GBNWB_005860-T1
OG0013333		GBNWB_005880-T1
OG0013334		GBNWB_005894-T1
OG0013335		GBNWB_005899-T1
OG0013336		GBNWB_005906-T1
OG0013337		GBNWB_005908-T1
OG0013338		GBNWB_005923-T1
OG0013339		GBNWB_005937-T1
OG0013340		GBNWB_005939-T1
OG0013341		GBNWB_005941-T1
OG0013342		GBNWB_005943-T1
OG0013343		GBNWB_005951-T1
OG0013344		GBNWB_005967-T1
OG0013345		GBNWB_005968-T1
OG0013346		GBNWB_005980-T1
OG0013347		GBNWB_005986-T1
OG0013348		GBNWB_005989-T1
OG0013349		GBNWB_006007-T1
OG0013350		GBNWB_006011-T1
OG0013351		GBNWB_006017-T1
OG0013352		GBNWB_006018-T1
OG0013353		GBNWB_006019-T1
OG0013354		GBNWB_006021-T1
OG0013355		GBNWB_006023-T1
OG0013356		GBNWB_006024-T1
OG0013357		GBNWB_006041-T1
OG0013358		GBNWB_006049-T1
OG0013359		GBNWB_006053-T1
OG0013360		GBNWB_006058-T1
OG0013361		GBNWB_006065-T1
OG0013362		GBNWB_006067-T1
OG0013363		GBNWB_006072-T1
OG0013364		GBNWB_006104-T1
OG0013365		GBNWB_006111-T1
OG0013366		GBNWB_006116-T1
OG0013367		GBNWB_006129-T1
OG0013368		GBNWB_006148-T1
OG0013369		GBNWB_006174-T1
OG0013370		GBNWB_006190-T1
OG0013371		GBNWB_006213-T1
OG0013372		GBNWB_006225-T1
OG0013373		GBNWB_006230-T1
OG0013374		GBNWB_006242-T1
OG0013375		GBNWB_006243-T1
OG0013376		GBNWB_006250-T1
OG0013377		GBNWB_006251-T1
OG0013378		GBNWB_006253-T1
OG0013379		GBNWB_006265-T1
OG0013380		GBNWB_006266-T1
OG0013381		GBNWB_006267-T1
OG0013382		GBNWB_006272-T1
OG0013383		GBNWB_006276-T1
OG0013384		GBNWB_006287-T1
OG0013385		GBNWB_006304-T1
OG0013386		GBNWB_006313-T1
OG0013387		GBNWB_006323-T1
OG0013388		GBNWB_006330-T1
OG0013389		GBNWB_006337-T1
OG0013390		GBNWB_006353-T1
OG0013391		GBNWB_006355-T1
OG0013392		GBNWB_006365-T1
OG0013393		GBNWB_006367-T1
OG0013394		GBNWB_006369-T1
OG0013395		GBNWB_006370-T1
OG0013396		GBNWB_006383-T1
OG0013397		GBNWB_006384-T1
OG0013398		GBNWB_006386-T1
OG0013399		GBNWB_006387-T1
OG0013400		GBNWB_006411-T1
OG0013401		GBNWB_006420-T1
OG0013402		GBNWB_006429-T1
OG0013403		GBNWB_006435-T1
OG0013404		GBNWB_006449-T1
OG0013405		GBNWB_006457-T1
OG0013406		GBNWB_006466-T1
OG0013407		GBNWB_006467-T1
OG0013408		GBNWB_006471-T1
OG0013409		GBNWB_006475-T1
OG0013410		GBNWB_006477-T1
OG0013411		GBNWB_006484-T1
OG0013412		GBNWB_006489-T1
OG0013413		GBNWB_006502-T1
OG0013414		GBNWB_006507-T1
OG0013415		GBNWB_006508-T1
OG0013416		GBNWB_006526-T1
OG0013417		GBNWB_006532-T1
OG0013418		GBNWB_006548-T1
OG0013419		GBNWB_006551-T1
OG0013420		GBNWB_006553-T1
OG0013421		GBNWB_006565-T1
OG0013422		GBNWB_006570-T1
OG0013423		GBNWB_006576-T1
OG0013424		GBNWB_006578-T1
OG0013425		GBNWB_006598-T1
OG0013426		GBNWB_006628-T1
OG0013427		GBNWB_006633-T1
OG0013428		GBNWB_006647-T1
OG0013429		GBNWB_006653-T1
OG0013430		GBNWB_006654-T1
OG0013431		GBNWB_006659-T1
OG0013432		GBNWB_006712-T1
OG0013433		GBNWB_006720-T1
OG0013434		GBNWB_006733-T1
OG0013435		GBNWB_006737-T1
OG0013436		GBNWB_006738-T1
OG0013437		GBNWB_006745-T1
OG0013438		GBNWB_006759-T1
OG0013439		GBNWB_006761-T1
OG0013440		GBNWB_006762-T1
OG0013441		GBNWB_006772-T1
OG0013442		GBNWB_006778-T1
OG0013443		GBNWB_006779-T1
OG0013444		GBNWB_006804-T1
OG0013445		GBNWB_006809-T1
OG0013446		GBNWB_006814-T1
OG0013447		GBNWB_006822-T1
OG0013448		GBNWB_006833-T1
OG0013449		GBNWB_006841-T1
OG0013450		GBNWB_006842-T1
OG0013451		GBNWB_006853-T1
OG0013452		GBNWB_006858-T1
OG0013453		GBNWB_006860-T1
OG0013454		GBNWB_006867-T1
OG0013455		GBNWB_006869-T1
OG0013456		GBNWB_006888-T1
OG0013457		GBNWB_006900-T1
OG0013458		GBNWB_006910-T1
OG0013459		GBNWB_006918-T1
OG0013460		GBNWB_006920-T1
OG0013461		GBNWB_006930-T1
OG0013462		GBNWB_006931-T1
OG0013463		GBNWB_006932-T1
OG0013464		GBNWB_006935-T1
OG0013465		GBNWB_006955-T1
OG0013466		GBNWB_006962-T1
OG0013467		GBNWB_006975-T1
OG0013468		GBNWB_006976-T1
OG0013469		GBNWB_006977-T1
OG0013470		GBNWB_006979-T1
OG0013471		GBNWB_006997-T1
OG0013472		GBNWB_007006-T1
OG0013473		GBNWB_007017-T1
OG0013474		GBNWB_007025-T1
OG0013475		GBNWB_007032-T1
OG0013476		GBNWB_007033-T1
OG0013477		GBNWB_007034-T1
OG0013478		GBNWB_007035-T1
OG0013479		GBNWB_007042-T1
OG0013480		GBNWB_007050-T1
OG0013481		GBNWB_007052-T1
OG0013482		GBNWB_007054-T1
OG0013483		GBNWB_007058-T1
OG0013484		GBNWB_007064-T1
OG0013485		GBNWB_007065-T1
OG0013486		GBNWB_007081-T1
OG0013487		GBNWB_007091-T1
OG0013488		GBNWB_007096-T1
OG0013489		GBNWB_007129-T1
OG0013490		GBNWB_007141-T1
OG0013491		GBNWB_007144-T1
OG0013492		GBNWB_007151-T1
OG0013493		GBNWB_007152-T1
OG0013494		GBNWB_007157-T1
OG0013495		GBNWB_007164-T1
OG0013496		GBNWB_007173-T1
OG0013497		GBNWB_007176-T1
OG0013498		GBNWB_007185-T1
OG0013499		GBNWB_007225-T1
OG0013500		GBNWB_007236-T1
OG0013501		GBNWB_007243-T1
OG0013502		GBNWB_007244-T1
OG0013503		GBNWB_007248-T1
OG0013504		GBNWB_007250-T1
OG0013505		GBNWB_007255-T1
OG0013506		GBNWB_007261-T1
OG0013507		GBNWB_007266-T1
OG0013508		GBNWB_007270-T1
OG0013509		GBNWB_007279-T1
OG0013510		GBNWB_007285-T1
OG0013511		GBNWB_007299-T1
OG0013512		GBNWB_007303-T1
OG0013513		GBNWB_007307-T1
OG0013514		GBNWB_007316-T1
OG0013515		GBNWB_007329-T1
OG0013516		GBNWB_007336-T1
OG0013517		GBNWB_007338-T1
OG0013518		GBNWB_007377-T1
OG0013519		GBNWB_007382-T1
OG0013520		GBNWB_007388-T1
OG0013521		GBNWB_007390-T1
OG0013522		GBNWB_007407-T1
OG0013523		GBNWB_007449-T1
OG0013524		GBNWB_007462-T1
OG0013525		GBNWB_007476-T1
OG0013526		GBNWB_007477-T1
OG0013527		GBNWB_007479-T1
OG0013528		GBNWB_007481-T1
OG0013529		GBNWB_007482-T1
OG0013530		GBNWB_007485-T1
OG0013531		GBNWB_007500-T1
OG0013532		GBNWB_007516-T1
OG0013533		GBNWB_007518-T1
OG0013534		GBNWB_007521-T1
OG0013535		GBNWB_007524-T1
OG0013536		GBNWB_007527-T1
OG0013537		GBNWB_007528-T1
OG0013538		GBNWB_007533-T1
OG0013539		GBNWB_007555-T1
OG0013540		GBNWB_007556-T1
OG0013541		GBNWB_007557-T1
OG0013542		GBNWB_007560-T1
OG0013543		GBNWB_007573-T1
OG0013544		GBNWB_007580-T1
OG0013545		GBNWB_007611-T1
OG0013546		GBNWB_007616-T1
OG0013547		GBNWB_007620-T1
OG0013548		GBNWB_007622-T1
OG0013549		GBNWB_007634-T1
OG0013550		GBNWB_007637-T1
OG0013551		GBNWB_007643-T1
OG0013552		GBNWB_007660-T1
OG0013553		GBNWB_007686-T1
OG0013554		GBNWB_007696-T1
OG0013555		GBNWB_007702-T1
OG0013556		GBNWB_007711-T1
OG0013557		GBNWB_007716-T1
OG0013558		GBNWB_007726-T1
OG0013559		GBNWB_007744-T1
OG0013560		GBNWB_007745-T1
OG0013561		GBNWB_007749-T1
OG0013562		GBNWB_007755-T1
OG0013563		GBNWB_007768-T1
OG0013564		GBNWB_007780-T1
OG0013565		GBNWB_007781-T1
OG0013566		GBNWB_007787-T1
OG0013567		GBNWB_007789-T1
OG0013568		GBNWB_007807-T1
OG0013569		GBNWB_007810-T1
OG0013570		GBNWB_007829-T1
OG0013571		GBNWB_007836-T1
OG0013572		GBNWB_007846-T1
OG0013573		GBNWB_007852-T1
OG0013574		GBNWB_007855-T1
OG0013575		GBNWB_007864-T1
OG0013576		GBNWB_007868-T1
OG0013577		GBNWB_007882-T1
OG0013578		GBNWB_007894-T1
OG0013579		GBNWB_007903-T1
OG0013580		GBNWB_007911-T1
OG0013581		GBNWB_007933-T1
OG0013582		GBNWB_007946-T1
OG0013583		GBNWB_007952-T1
OG0013584		GBNWB_007955-T1
OG0013585		GBNWB_007970-T1
OG0013586		GBNWB_007973-T1
OG0013587		GBNWB_007977-T1
OG0013588		GBNWB_007980-T1
OG0013589		GBNWB_007981-T1
OG0013590		GBNWB_007991-T1
OG0013591		GBNWB_007992-T1
OG0013592		GBNWB_008009-T1
OG0013593		GBNWB_008028-T1
OG0013594		GBNWB_008062-T1
OG0013595		GBNWB_008077-T1
OG0013596		GBNWB_008086-T1
OG0013597		GBNWB_008093-T1
OG0013598		GBNWB_008094-T1
OG0013599		GBNWB_008103-T1
OG0013600		GBNWB_008108-T1
OG0013601		GBNWB_008112-T1
OG0013602		GBNWB_008117-T1
OG0013603		GBNWB_008120-T1
OG0013604		GBNWB_008124-T1
OG0013605		GBNWB_008127-T1
OG0013606		GBNWB_008131-T1
OG0013607		GBNWB_008145-T1
OG0013608		GBNWB_008147-T1
OG0013609		GBNWB_008149-T1
OG0013610		GBNWB_008160-T1
OG0013611		GBNWB_008164-T1
OG0013612		GBNWB_008177-T1
OG0013613		GBNWB_008184-T1
OG0013614		GBNWB_008185-T1
OG0013615		GBNWB_008189-T1
OG0013616		GBNWB_008202-T1
OG0013617		GBNWB_008203-T1
OG0013618		GBNWB_008204-T1
OG0013619		GBNWB_008224-T1
OG0013620		GBNWB_008227-T1
OG0013621		GBNWB_008228-T1
OG0013622		GBNWB_008237-T1
OG0013623		GBNWB_008245-T1
OG0013624		GBNWB_008247-T1
OG0013625		GBNWB_008256-T1
OG0013626		GBNWB_008270-T1
OG0013627		GBNWB_008274-T1
OG0013628		GBNWB_008278-T1
OG0013629		GBNWB_008301-T1
OG0013630		GBNWB_008303-T1
OG0013631		GBNWB_008316-T1
OG0013632		GBNWB_008321-T1
OG0013633		GBNWB_008324-T1
OG0013634		GBNWB_008333-T1
OG0013635		GBNWB_008339-T1
OG0013636		GBNWB_008342-T1
OG0013637		GBNWB_008343-T1
OG0013638		GBNWB_008344-T1
OG0013639		GBNWB_008351-T1
OG0013640		GBNWB_008357-T1
OG0013641		GBNWB_008367-T1
OG0013642		GBNWB_008371-T1
OG0013643		GBNWB_008394-T1
OG0013644		GBNWB_008399-T1
OG0013645		GBNWB_008400-T1
OG0013646		GBNWB_008403-T1
OG0013647		GBNWB_008409-T1
OG0013648		GBNWB_008426-T1
OG0013649		GBNWB_008432-T1
OG0013650		GBNWB_008462-T1
OG0013651		GBNWB_008464-T1
OG0013652		GBNWB_008479-T1
OG0013653		GBNWB_008484-T1
OG0013654		GBNWB_008489-T1
OG0013655		GBNWB_008491-T1
OG0013656		GBNWB_008493-T1
OG0013657		GBNWB_008515-T1
OG0013658		GBNWB_008519-T1
OG0013659		GBNWB_008523-T1
OG0013660		GBNWB_008524-T1
OG0013661		GBNWB_008538-T1
OG0013662		GBNWB_008549-T1
OG0013663		GBNWB_008559-T1
OG0013664		GBNWB_008563-T1
OG0013665		GBNWB_008564-T1
OG0013666		GBNWB_008578-T1
OG0013667		GBNWB_008579-T1
OG0013668		GBNWB_008582-T1
OG0013669		GBNWB_008603-T1
OG0013670		GBNWB_008613-T1
OG0013671		GBNWB_008614-T1
OG0013672		GBNWB_008630-T1
OG0013673		GBNWB_008654-T1
OG0013674		GBNWB_008664-T1
OG0013675		GBNWB_008677-T1
OG0013676		GBNWB_008692-T1
OG0013677		GBNWB_008701-T1
OG0013678		GBNWB_008707-T1
OG0013679		GBNWB_008714-T1
OG0013680		GBNWB_008721-T1
OG0013681		GBNWB_008750-T1
OG0013682		GBNWB_008760-T1
OG0013683		GBNWB_008770-T1
OG0013684		GBNWB_008772-T1
OG0013685		GBNWB_008773-T1
OG0013686		GBNWB_008777-T1
OG0013687		GBNWB_008781-T1
OG0013688		GBNWB_008788-T1
OG0013689		GBNWB_008789-T1
OG0013690		GBNWB_008793-T1
OG0013691		GBNWB_008796-T1
OG0013692		GBNWB_008812-T1
OG0013693		GBNWB_008817-T1
OG0013694		GBNWB_008833-T1
OG0013695		GBNWB_008835-T1
OG0013696		GBNWB_008845-T1
OG0013697		GBNWB_008876-T1
OG0013698		GBNWB_008886-T1
OG0013699		GBNWB_008887-T1
OG0013700		GBNWB_008892-T1
OG0013701		GBNWB_008893-T1
OG0013702		GBNWB_008895-T1
OG0013703		GBNWB_008896-T1
OG0013704		GBNWB_008904-T1
OG0013705		GBNWB_008907-T1
OG0013706		GBNWB_008919-T1
OG0013707		GBNWB_008924-T1
OG0013708		GBNWB_008932-T1
OG0013709		GBNWB_008937-T1
OG0013710		GBNWB_008944-T1
OG0013711		GBNWB_008954-T1
OG0013712		GBNWB_008961-T1
OG0013713		GBNWB_008962-T1
OG0013714		GBNWB_008966-T1
OG0013715		GBNWB_008971-T1
OG0013716		GBNWB_008981-T1
OG0013717		GBNWB_008989-T1
OG0013718		GBNWB_008993-T1
OG0013719		GBNWB_008998-T1
OG0013720		GBNWB_009020-T1
OG0013721		GBNWB_009021-T1
OG0013722		GBNWB_009033-T1
OG0013723		GBNWB_009035-T1
OG0013724		GBNWB_009038-T1
OG0013725		GBNWB_009071-T1
OG0013726		GBNWB_009074-T1
OG0013727		GBNWB_009078-T1
OG0013728		GBNWB_009079-T1
OG0013729		GBNWB_009082-T1
OG0013730		GBNWB_009087-T1
OG0013731		GBNWB_009095-T1
OG0013732		GBNWB_009098-T1
OG0013733		GBNWB_009111-T1
OG0013734		GBNWB_009113-T1
OG0013735		GBNWB_009122-T1
OG0013736		GBNWB_009146-T1
OG0013737		GBNWB_009148-T1
OG0013738		GBNWB_009149-T1
OG0013739		GBNWB_009150-T1
OG0013740		GBNWB_009151-T1
OG0013741		GBNWB_009155-T1
OG0013742		GBNWB_009168-T1
OG0013743		GBNWB_009173-T1
OG0013744		GBNWB_009188-T1
OG0013745		GBNWB_009200-T1
OG0013746		GBNWB_009218-T1
OG0013747		GBNWB_009245-T1
OG0013748		GBNWB_009247-T1
OG0013749		GBNWB_009267-T1
OG0013750		GBNWB_009268-T1
OG0013751		GBNWB_009279-T1
OG0013752		GBNWB_009286-T1
OG0013753		GBNWB_009289-T1
OG0013754		GBNWB_009312-T1
OG0013755		GBNWB_009315-T1
OG0013756		GBNWB_009319-T1
OG0013757		GBNWB_009333-T1
OG0013758		GBNWB_009334-T1
OG0013759		GBNWB_009336-T1
OG0013760		GBNWB_009342-T1
OG0013761		GBNWB_009345-T1
OG0013762		GBNWB_009353-T1
OG0013763		GBNWB_009358-T1
OG0013764		GBNWB_009359-T1
OG0013765		GBNWB_009360-T1
OG0013766		GBNWB_009361-T1
OG0013767		GBNWB_009368-T1
OG0013768		GBNWB_009402-T1
OG0013769		GBNWB_009406-T1
OG0013770		GBNWB_009407-T1
OG0013771		GBNWB_009409-T1
OG0013772		GBNWB_009410-T1
OG0013773		GBNWB_009412-T1
OG0013774		GBNWB_009413-T1
OG0013775		GBNWB_009416-T1
OG0013776		GBNWB_009422-T1
OG0013777		GBNWB_009439-T1
OG0013778		GBNWB_009455-T1
OG0013779		GBNWB_009460-T1
OG0013780		GBNWB_009464-T1
OG0013781		GBNWB_009467-T1
OG0013782		GBNWB_009473-T1
OG0013783		GBNWB_009474-T1
OG0013784		GBNWB_009476-T1
OG0013785		GBNWB_009480-T1
OG0013786		GBNWB_009491-T1
OG0013787		GBNWB_009505-T1
OG0013788		GBNWB_009510-T1
OG0013789		GBNWB_009512-T1
OG0013790		GBNWB_009530-T1
OG0013791		GBNWB_009537-T1
OG0013792		GBNWB_009555-T1
OG0013793		GBNWB_009559-T1
OG0013794		GBNWB_009565-T1
OG0013795		GBNWB_009572-T1
OG0013796		GBNWB_009576-T1
OG0013797		GBNWB_009582-T1
OG0013798		GBNWB_009585-T1
OG0013799		GBNWB_009613-T1
OG0013800		GBNWB_009614-T1
OG0013801		GBNWB_009624-T1
OG0013802		GBNWB_009634-T1
OG0013803		GBNWB_009635-T1
OG0013804		GBNWB_009638-T1
OG0013805		GBNWB_009642-T1
OG0013806		GBNWB_009645-T1
OG0013807		GBNWB_009650-T1
OG0013808		GBNWB_009654-T1
OG0013809		GBNWB_009658-T1
OG0013810		GBNWB_009675-T1
OG0013811		GBNWB_009679-T1
OG0013812		GBNWB_009695-T1
OG0013813		GBNWB_009708-T1
OG0013814		GBNWB_009711-T1
OG0013815		GBNWB_009715-T1
OG0013816		GBNWB_009719-T1
OG0013817		GBNWB_009727-T1
OG0013818		GBNWB_009741-T1
OG0013819		GBNWB_009755-T1
OG0013820		GBNWB_009764-T1
OG0013821		GBNWB_009769-T1
OG0013822		GBNWB_009783-T1
OG0013823		GBNWB_009784-T1
OG0013824		GBNWB_009786-T1
OG0013825		GBNWB_009788-T1
OG0013826		GBNWB_009789-T1
OG0013827		GBNWB_009806-T1
OG0013828		GBNWB_009810-T1
OG0013829		GBNWB_009812-T1
OG0013830		GBNWB_009816-T1
OG0013831		GBNWB_009817-T1
OG0013832		GBNWB_009826-T1
OG0013833		GBNWB_009835-T1
OG0013834		GBNWB_009840-T1
OG0013835		GBNWB_009845-T1
OG0013836		GBNWB_009847-T1
OG0013837		GBNWB_009861-T1
OG0013838		GBNWB_009864-T1
OG0013839		GBNWB_009921-T1
OG0013840		GBNWB_009922-T1
OG0013841		GBNWB_009923-T1
OG0013842		GBNWB_009937-T1
OG0013843		GBNWB_009974-T1
OG0013844		GBNWB_009976-T1
OG0013845		GBNWB_009977-T1
OG0013846		GBNWB_009981-T1
OG0013847		GBNWB_009985-T1
OG0013848		GBNWB_009995-T1
OG0013849		GBNWB_010023-T1
OG0013850		GBNWB_010027-T1
OG0013851		GBNWB_010041-T1
OG0013852		GBNWB_010052-T1
OG0013853		GBNWB_010093-T1
OG0013854		GBNWB_010094-T1
OG0013855		GBNWB_010097-T1
OG0013856		GBNWB_010098-T1
OG0013857		GBNWB_010099-T1
OG0013858		GBNWB_010102-T1
OG0013859		GBNWB_010127-T1
OG0013860		GBNWB_010132-T1
OG0013861		GBNWB_010146-T1
OG0013862		GBNWB_010158-T1
OG0013863		GBNWB_010160-T1
OG0013864		GBNWB_010163-T1
OG0013865		GBNWB_010166-T1
OG0013866		GBNWB_010175-T1
OG0013867		GBNWB_010185-T1
OG0013868		GBNWB_010187-T1
OG0013869		GBNWB_010190-T1
OG0013870		GBNWB_010202-T1
OG0013871		GBNWB_010211-T1
OG0013872		GBNWB_010221-T1
OG0013873		GBNWB_010227-T1
OG0013874		GBNWB_010229-T1
OG0013875		GBNWB_010236-T1
OG0013876		GBNWB_010244-T1
OG0013877		GBNWB_010253-T1
OG0013878		GBNWB_010254-T1
OG0013879		GBNWB_010260-T1
OG0013880		GBNWB_010297-T1
OG0013881		GBNWB_010298-T1
OG0013882		GBNWB_010303-T1
OG0013883		GBNWB_010308-T1
OG0013884		GBNWB_010309-T1
OG0013885		GBNWB_010312-T1
OG0013886		GBNWB_010313-T1
OG0013887		GBNWB_010317-T1
OG0013888		GBNWB_010328-T1
OG0013889		GBNWB_010330-T1
OG0013890		GBNWB_010334-T1
OG0013891		GBNWB_010344-T1
OG0013892		GBNWB_010345-T1
OG0013893		GBNWB_010346-T1
OG0013894		GBNWB_010355-T1
OG0013895		GBNWB_010356-T1
OG0013896		GBNWB_010361-T1
OG0013897		GBNWB_010363-T1
OG0013898		GBNWB_010380-T1
OG0013899		GBNWB_010387-T1
OG0013900		GBNWB_010395-T1
OG0013901		GBNWB_010399-T1
OG0013902		GBNWB_010400-T1
OG0013903		GBNWB_010407-T1
OG0013904		GBNWB_010418-T1
OG0013905		GBNWB_010421-T1
OG0013906		GBNWB_010424-T1
OG0013907		GBNWB_010426-T1
OG0013908		GBNWB_010431-T1
OG0013909		GBNWB_010433-T1
OG0013910		GBNWB_010435-T1
OG0013911		GBNWB_010436-T1
OG0013912		GBNWB_010438-T1
OG0013913		GBNWB_010441-T1
OG0013914		GBNWB_010446-T1
OG0013915		GBNWB_010449-T1
OG0013916		GBNWB_010477-T1
OG0013917		GBNWB_010478-T1
OG0013918		GBNWB_010502-T1
OG0013919		GBNWB_010517-T1
OG0013920		GBNWB_010520-T1
OG0013921		GBNWB_010522-T1
OG0013922		GBNWB_010524-T1
OG0013923		GBNWB_010534-T1
OG0013924		GBNWB_010535-T1
OG0013925		GBNWB_010540-T1
OG0013926		GBNWB_010549-T1
OG0013927		GBNWB_010557-T1
OG0013928		GBNWB_010567-T1
OG0013929		GBNWB_010568-T1
OG0013930		GBNWB_010569-T1
OG0013931		GBNWB_010572-T1
OG0013932		GBNWB_010581-T1
OG0013933		GBNWB_010585-T1
OG0013934		GBNWB_010592-T1
OG0013935		GBNWB_010593-T1
OG0013936		GBNWB_010596-T1
OG0013937		GBNWB_010600-T1
OG0013938		GBNWB_010603-T1
OG0013939		GBNWB_010608-T1
OG0013940		GBNWB_010612-T1
OG0013941		GBNWB_010637-T1
OG0013942		GBNWB_010638-T1
OG0013943		GBNWB_010639-T1
OG0013944		GBNWB_010640-T1
OG0013945		GBNWB_010662-T1
OG0013946		GBNWB_010663-T1
OG0013947		GBNWB_010664-T1
OG0013948		GBNWB_010691-T1
OG0013949		GBNWB_010703-T1
OG0013950		GBNWB_010704-T1
OG0013951		GBNWB_010707-T1
OG0013952		GBNWB_010708-T1
OG0013953		GBNWB_010715-T1
OG0013954		GBNWB_010717-T1
OG0013955		GBNWB_010738-T1
OG0013956		GBNWB_010751-T1
OG0013957		GBNWB_010758-T1
OG0013958		GBNWB_010763-T1
OG0013959		GBNWB_010774-T1
OG0013960		GBNWB_010803-T1
OG0013961		GBNWB_010854-T1
OG0013962		GBNWB_010856-T1
OG0013963		GBNWB_010865-T1
OG0013964		GBNWB_010867-T1
OG0013965		GBNWB_010870-T1
OG0013966		GBNWB_010897-T1
OG0013967		GBNWB_010902-T1
OG0013968		GBNWB_010904-T1
OG0013969		GBNWB_010905-T1
OG0013970		GBNWB_010908-T1
OG0013971		GBNWB_010910-T1
OG0013972		GBNWB_010915-T1
OG0013973		GBNWB_010918-T1
OG0013974		GBNWB_010921-T1
OG0013975		GBNWB_010922-T1
OG0013976		GBNWB_010924-T1
OG0013977		GBNWB_010926-T1
OG0013978		GBNWB_010929-T1
OG0013979		GBNWB_010940-T1
OG0013980		GBNWB_010950-T1
OG0013981		GBNWB_010968-T1
OG0013982		GBNWB_010971-T1
OG0013983		GBNWB_010984-T1
OG0013984		GBNWB_010986-T1
OG0013985		GBNWB_010990-T1
OG0013986		GBNWB_011008-T1
OG0013987		GBNWB_011011-T1
OG0013988		GBNWB_011020-T1
OG0013989		GBNWB_011026-T1
OG0013990		GBNWB_011029-T1
OG0013991		GBNWB_011053-T1
OG0013992		GBNWB_011068-T1
OG0013993		GBNWB_011071-T1
OG0013994		GBNWB_011072-T1
OG0013995		GBNWB_011073-T1
OG0013996		GBNWB_011079-T1
OG0013997		GBNWB_011083-T1
OG0013998		GBNWB_011095-T1
OG0013999		GBNWB_011107-T1
OG0014000		GBNWB_011121-T1
OG0014001		GBNWB_011135-T1
OG0014002		GBNWB_011143-T1
OG0014003		GBNWB_011144-T1
OG0014004		GBNWB_011155-T1
OG0014005		GBNWB_011172-T1
OG0014006		GBNWB_011183-T1
OG0014007		GBNWB_011188-T1
OG0014008		GBNWB_011221-T1
OG0014009		GBNWB_011223-T1
OG0014010		GBNWB_011226-T1
OG0014011		GBNWB_011246-T1
OG0014012		GBNWB_011247-T1
OG0014013		GBNWB_011250-T1
OG0014014		GBNWB_011257-T1
OG0014015		GBNWB_011265-T1
OG0014016		GBNWB_011284-T1
OG0014017		GBNWB_011285-T1
OG0014018		GBNWB_011288-T1
OG0014019		GBNWB_011289-T1
OG0014020		GBNWB_011311-T1
OG0014021		GBNWB_011320-T1
OG0014022		GBNWB_011322-T1
OG0014023		GBNWB_011323-T1
OG0014024		GBNWB_011324-T1
OG0014025		GBNWB_011328-T1
OG0014026		GBNWB_011338-T1
OG0014027		GBNWB_011342-T1
OG0014028		GBNWB_011359-T1
OG0014029		GBNWB_011364-T1
OG0014030		GBNWB_011374-T1
OG0014031		GBNWB_011378-T1
OG0014032		GBNWB_011399-T1
OG0014033		GBNWB_011402-T1
OG0014034		GBNWB_011406-T1
OG0014035		GBNWB_011409-T1
OG0014036		GBNWB_011414-T1
OG0014037		GBNWB_011415-T1
OG0014038		GBNWB_011419-T1
OG0014039		GBNWB_011437-T1
OG0014040		GBNWB_011441-T1
OG0014041		GBNWB_011442-T1
OG0014042		GBNWB_011447-T1
OG0014043		GBNWB_011459-T1
OG0014044		GBNWB_011463-T1
OG0014045		GBNWB_011469-T1
OG0014046		GBNWB_011495-T1
OG0014047		GBNWB_011500-T1
OG0014048		GBNWB_011501-T1
OG0014049		GBNWB_011502-T1
OG0014050		GBNWB_011518-T1
OG0014051		GBNWB_011526-T1
OG0014052		GBNWB_011530-T1
OG0014053		GBNWB_011534-T1
OG0014054		GBNWB_011554-T1
OG0014055		GBNWB_011570-T1
OG0014056		GBNWB_011573-T1
OG0014057		GBNWB_011577-T1
OG0014058		GBNWB_011579-T1
OG0014059		GBNWB_011581-T1
OG0014060		GBNWB_011584-T1
